end,filed,form,Name,Ticker,CIK,Currency,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdvertisingExpense,Assets,AvailableForSaleSecurities,AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CashCashEquivalentsAndFederalFundsSold,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockValue,ComprehensiveIncomeNetOfTax,DeferredCosts,Deposits,DepreciationNonproduction,EarningsPerShareBasic,EarningsPerShareDiluted,FederalDepositInsuranceCorporationPremiumExpense,FederalFundsSold,FederalHomeLoanBankStock,FederalReserveBankStock,FeesAndCommissionsDepositorAccounts,GainLossOnInvestments,GainLossOnSaleOfMortgageLoans,GainLossOnSaleOfOtherInvestments,GainLossOnSaleOfSecuritiesNet,GainLossOnSalesOfLoansNet,GeneralInsuranceExpense,Goodwill,ImpairmentOfRealEstate,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInOtherOperatingAssets,InformationTechnologyAndDataProcessing,InterestAndDividendIncomeOperating,InterestAndDividendIncomeSecurities,InterestAndFeeIncomeLoansAndLeases,InterestBearingDepositLiabilities,InterestBearingDepositsInBanks,InterestExpense,InterestExpenseBorrowings,InterestExpenseDeposits,InterestIncomeAndFeesBankersAcceptancesCertificatesOfDepositAndCommercialPaper,InterestIncomeExpenseNet,InterestIncomeFederalFundsSold,InterestPaid,InterestPayableCurrentAndNoncurrent,InterestReceivable,LaborAndRelatedExpense,Liabilities,LiabilitiesAndStockholdersEquity,LoansAndLeasesReceivableAllowance,LoansAndLeasesReceivableGrossCarryingAmount,LoansAndLeasesReceivableNetReportedAmount,LoansHeldForSaleMortgages,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetInterestIncomeLossAfterProvisionForLoanLosses,NoninterestBearingDepositLiabilities,NoninterestExpense,NoninterestIncome,NoninterestIncomeOtherOperatingIncome,OccupancyCosts,OtherAssets,OtherBorrowings,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherLiabilities,OtherNoninterestExpense,PaymentsForOriginationOfMortgageLoansHeldForSale,PaymentsForProceedsFromFederalHomeLoanBankStock,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireFederalReserveStock,PaymentsToAcquireLoansAndLeasesHeldForInvestment,PaymentsToAcquireLoansHeldForInvestment,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromLinesOfCredit,ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,ProceedsFromSaleAndMaturityOfOtherInvestments,ProceedsFromSaleOfAvailableForSaleSecurities,ProceedsFromSaleOfForeclosedAssets,ProceedsFromSaleOfLoansHeldForSale,ProceedsFromSaleOfMortgageLoansHeldForSale,ProfessionalFees,PropertyPlantAndEquipmentNet,ProvisionForLoanLossesExpensed,RealEstateInvestments,RepaymentsOfLinesOfCredit,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,StockholdersEquity,StockIssuedDuringPeriodValueNewIssues,TransferOfOtherRealEstate,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-03-30,10-K,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,,,,,,,,14785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9481000.0,,,
2010-06-30,2010-08-12,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,,,,,,,,16514000.0,,,,,,,,606000.0,,,,0.03,0.03,,,,,134000.0,,22000.0,,146000.0,,,,,63000.0,,,,,,85000.0,1976000.0,317000.0,1622000.0,,,754000.0,117000.0,637000.0,18000.0,1222000.0,19000.0,,,,614000.0,,,,,,,,,,63000.0,1102000.0,,1378000.0,339000.0,37000.0,191000.0,,,543000.0,,488000.0,,,,,,,,,,,,,,,,,,,120000.0,,,,,10334000.0,,,2071070.0
2010-09-30,2010-11-12,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,,,,,,,,9875000.0,,,,,,,,215000.0,,,,0.03,0.03,,,,,112000.0,,26000.0,,162000.0,,,,,65000.0,,,,,,104000.0,1937000.0,257000.0,1646000.0,,,722000.0,109000.0,613000.0,13000.0,1215000.0,21000.0,,,,634000.0,,,,,,,,,,65000.0,1050000.0,,1332000.0,347000.0,47000.0,185000.0,,,150000.0,,409000.0,,,,,,,,,,,,,,,,,,,165000.0,,,,,10251000.0,,,2071070.0
2010-12-31,2011-03-30,10-K,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,-106000.0,223000.0,19761000.0,160000.0,160810000.0,20120000.0,,13039000.0,-1746000.0,13027000.0,13039000.0,0.01,5000000.0,2269070.0,22000.0,504000.0,542000.0,138217000.0,243000.0,0.23,0.23,294000.0,12000.0,558000.0,392000.0,543000.0,104000.0,194000.0,,467000.0,194000.0,81000.0,581000.0,30000.0,358000.0,-130000.0,20000.0,-545000.0,2865000.0,-57000.0,366000.0,7834000.0,1100000.0,6586000.0,120321000.0,2110000.0,2896000.0,423000.0,2473000.0,61000.0,4938000.0,87000.0,2906000.0,141000.0,608000.0,2460000.0,150032000.0,160810000.0,2017000.0,122683000.0,121208000.0,400000.0,3886000.0,-5771000.0,139000.0,488000.0,4324000.0,17896000.0,5319000.0,1353000.0,45000.0,747000.0,441000.0,10364000.0,16000.0,1310000.0,702000.0,14169000.0,-15000.0,5934000.0,84000.0,11087000.0,5239000.0,80000.0,543000.0,780000.0,1226000.0,7226000.0,1575000.0,7837000.0,,,13963000.0,509000.0,485000.0,614000.0,325000.0,985000.0,-9228000.0,13000.0,10778000.0,,206000.0,2079207.0
2011-03-31,2011-05-09,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,-43000.0,,,,,,,12918000.0,-121000.0,,,,,,,24000.0,,,53000.0,0.02,0.02,,,,,154000.0,,62000.0,,,,,,10000.0,48000.0,10000.0,53000.0,-94000.0,817000.0,1005000.0,97000.0,1895000.0,176000.0,1688000.0,,,628000.0,98000.0,530000.0,12000.0,1267000.0,19000.0,632000.0,,,665000.0,,,,,,,602000.0,97000.0,-820000.0,38000.0,1257000.0,,1446000.0,237000.0,21000.0,183000.0,,,-14000.0,,372000.0,4049000.0,-11000.0,1997000.0,,-1243000.0,540000.0,44000.0,,,36000.0,1224000.0,200000.0,,,4245000.0,,129000.0,,10000.0,,251000.0,,-9000.0,10793000.0,,,2269070.0
2011-06-30,2011-08-12,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,,324000.0,19754000.0,,162218000.0,20811000.0,,12226000.0,,12215000.0,12226000.0,0.01,5000000.0,2269070.0,22000.0,279000.0,530000.0,138682000.0,,0.07,0.07,,11000.0,522000.0,407000.0,172000.0,,21000.0,,,,,581000.0,,190000.0,26000.0,,,,,48000.0,1901000.0,197000.0,1675000.0,118905000.0,1055000.0,627000.0,96000.0,531000.0,11000.0,1274000.0,18000.0,,137000.0,598000.0,669000.0,151144000.0,162218000.0,2017000.0,123759000.0,122272000.0,907000.0,,,,164000.0,1144000.0,19777000.0,1347000.0,393000.0,200000.0,146000.0,428000.0,9920000.0,115000.0,2405000.0,484000.0,,,,,,,,377000.0,,,,,,,,,,1742000.0,130000.0,292000.0,,-9026000.0,,11074000.0,,,2269070.0
2011-09-30,2011-11-10,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,,373000.0,19756000.0,,163103000.0,19817000.0,,12252000.0,,12241000.0,12252000.0,0.01,5000000.0,2269070.0,22000.0,195000.0,519000.0,140620000.0,,0.06,0.06,,11000.0,511000.0,407000.0,225000.0,,34000.0,,69000.0,,,581000.0,,170000.0,24000.0,,,,,93000.0,1889000.0,185000.0,1679000.0,118491000.0,1055000.0,562000.0,97000.0,465000.0,7000.0,1327000.0,18000.0,,135000.0,633000.0,699000.0,151832000.0,163103000.0,2000000.0,126639000.0,125158000.0,,,,,146000.0,1242000.0,22129000.0,1425000.0,353000.0,25000.0,176000.0,488000.0,9701000.0,49000.0,1376000.0,457000.0,,,,,,,,326000.0,,,,,,,,,,1726000.0,85000.0,149000.0,,-8880000.0,,11271000.0,,,2269070.0
2011-12-31,2012-03-30,10-K,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,75000.0,337000.0,19758000.0,155000.0,160849000.0,18756000.0,,7627000.0,-5412000.0,7616000.0,7627000.0,0.01,5000000.0,2269070.0,22000.0,161000.0,524000.0,139094000.0,191000.0,0.02,0.02,281000.0,11000.0,499000.0,427000.0,724000.0,95000.0,116000.0,182000.0,69000.0,269000.0,101000.0,581000.0,35000.0,-4000.0,-51000.0,63000.0,-200000.0,877000.0,-249000.0,356000.0,7543000.0,711000.0,6724000.0,119660000.0,1055000.0,2332000.0,389000.0,1943000.0,37000.0,5211000.0,71000.0,2340000.0,133000.0,582000.0,2753000.0,149913000.0,160849000.0,1956000.0,127011000.0,125579000.0,1709000.0,-1000.0,-5215000.0,-196000.0,47000.0,4273000.0,19434000.0,5658000.0,1381000.0,42000.0,677000.0,487000.0,9486000.0,114000.0,1200000.0,787000.0,10568000.0,-59000.0,4913000.0,35000.0,4996000.0,1417000.0,1738000.0,274000.0,,141000.0,5292000.0,1055000.0,1337000.0,141000.0,,9375000.0,548000.0,2032000.0,938000.0,1241000.0,1019000.0,-9181000.0,-3000.0,10936000.0,,1092000.0,2269070.0
2012-03-31,2012-05-14,10-Q,"ES BANCSHARES, INC.",ESBS,CIK0001358254,USD,52000.0,352000.0,19890000.0,,160999000.0,14327000.0,15000.0,13122000.0,5495000.0,13111000.0,13122000.0,0.01,5000000.0,2312867.0,23000.0,-39000.0,514000.0,139180000.0,58000.0,-0.02,-0.02,,11000.0,487000.0,428000.0,157000.0,,177000.0,,4000.0,,,581000.0,44000.0,-53000.0,1000.0,9000.0,214000.0,86000.0,18000.0,101000.0,1781000.0,118000.0,1638000.0,114791000.0,1055000.0,459000.0,96000.0,363000.0,7000.0,1322000.0,18000.0,476000.0,116000.0,535000.0,762000.0,149969000.0,160999000.0,1859000.0,126573000.0,125228000.0,870000.0,-27000.0,4303000.0,1219000.0,-54000.0,1131000.0,24389000.0,1559000.0,375000.0,41000.0,167000.0,606000.0,9241000.0,15000.0,1432000.0,374000.0,2051000.0,-12000.0,,1000.0,-398000.0,248000.0,369000.0,220000.0,132000.0,15000.0,2105000.0,,2406000.0,,3067000.0,,155000.0,2343000.0,191000.0,1197000.0,260000.0,-9235000.0,1000.0,11030000.0,132000.0,,2294097.0
