end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsPayableInterestBearingCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedPayrollTaxesCurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsNoncurrent,CapitalLeaseObligations,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConsiderationReceivedForBeneficialInterestObtainedForTransferringFinancialAsset,ConversionGainsAndLossesOnForeignInvestments,ConvertibleDebt,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,CustomerAdvancesCurrent,DebtAndEquitySecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairment,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtCurrent,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DebtSecuritiesTradingRealizedLoss,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredCompensationLiabilityClassifiedNoncurrent,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsStateTaxes,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseCapitalizedPatentCosts,DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,DepositsAssetsNoncurrent,Depreciation,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DerivativeLossOnDerivative,DueFromRelatedParties,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EquityMethodInvestments,EquitySecuritiesFvNiGainLoss,GainLossOnDispositionOfAssets1,GainLossOnInvestments,GainLossOnSaleOfOtherAssets,GeneralAndAdministrativeExpense,GrossProfit,HeldToMaturitySecuritiesTransferredSecurityUnrealizedGainLoss,HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,ImpairmentOfInvestments,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExaminationInterestAccrued,IncomeTaxExaminationPenaltiesAccrued,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestructuringReserve,IncreaseDecreaseInSecurityDeposits,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LoansPayable,LoansPayableCurrent,LoansPayableToBank,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,LongTermLoansPayable,LongTermNotesPayable,MarketableSecuritiesCurrent,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NoninterestExpense,NonoperatingIncomeExpense,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherIncome,OtherLiabilitiesCurrent,OtherLoansPayableLongTerm,OtherLongTermNotesPayable,OtherOperatingIncomeExpenseNet,OtherReceivables,OtherResearchAndDevelopmentExpense,PaymentsForProceedsFromDepositOnLoan,PaymentsForProceedsFromLoansReceivable,PaymentsToAcquireInvestments,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromConstructionLoansPayable,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,ProceedsFromRepaymentsOfOtherDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromRepurchaseOfEquity,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromStockOptionsExercised,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForLoanAndLeaseLosses,RealizedInvestmentGainsLosses,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RepaymentsOfConvertibleDebt,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SalesRevenueNet,SecurityDeposit,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharePrice,SharesIssuedPricePerShare,ShortTermBorrowings,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,TransferToInvestments,UnrealizedGainLossOnInvestments,UnsecuredDebtCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2016-06-30,2016-08-29,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,,,10000.0,,,,34797.0,,,,,,,,,19774.0,19774.0,,,,,,,,,,9774.0,,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,21000.0,,,,,,,,,,,,,,,,,8393.0,,,,,,,,,,,,,,,,,,,,8708.0,,,0.0,,,,,,,,,,,,,,,2973.0,13970.0,,,,10997.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19774.0,,8708.0,,,,,,,,,,,,,,,,,,,,,10997.0,,,,,,,2973.0,10997.0,24684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24684.0,,34970.0,,,34970.0,,,,,,,,,,,,,,,,,,,,,,,11066.0,,,,,,,,,,,,,,,,,9530000.0,
2016-09-30,2016-11-21,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,4791.0,,10000.0,,,,34797.0,,,,,,,,,10029.0,10029.0,,,,,,,,,,29.0,,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,0.0,,,,,,,,,,,,,,,,,10572.0,,,,,,,,,,,,,,,,,,,,583.0,,,0.0,,,,,,,,,,,,,,,6411.0,0.0,,,,-6411.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10029.0,,5374.0,,,,,,,,,,,,,,,,,,,,,-6411.0,,,,,,,6411.0,-6411.0,31095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31095.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4655.0,,,,,,,,,,,,,,,,,9530000.0,
2016-12-31,2017-03-30,10-K,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,16818.0,,10000.0,,,34797.0,34797.0,,,,,,,,,10028.0,10028.0,,,,,,,,,,33014.0,-47798.0,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,21000.0,,,,,,,,,,,,,,,,,21123.0,0.0,,,,21122.0,,,,,,,,,,,,,,,19585.0,,,0.0,,,,,,,,,,,,,,,30264.0,13970.0,,,,-32024.0,0.0,0.0,0.0,0.0,,16818.0,,16818.0,10000.0,,,-24970.0,,,,-24970.0,0.0,0.0,,,,,,,,,0.0,,,,,,10028.0,,36403.0,,,,,,,,,,,,,,,,,,2378.0,,-50176.0,-32024.0,,,,,,,45994.0,-32024.0,62125.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378.0,2378.0,,,,-32024.0,,,,0.0,,,,,-62125.0,,34970.0,,,,,15730.0,,,,,,,,,,,,,,,,,,,19585.0,,-26375.0,-1660705.0,,,,,,,,,,,,,,,,9530000.0,
2017-03-31,2017-05-22,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,6087.0,,,,,,34797.0,,,,,,,,,46.0,46.0,,,,,,,,,,46.0,18.0,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,0.0,,,,,,,,,,,,,,,,,20919.0,,,,,,,,,,,,,,,,,,,,19735.0,,,0.0,,,,,,,,,,,,,,,7055.0,1154.0,,,,-5901.0,,,0.0,0.0,,-10731.0,,-10230.0,-10000.0,,,,,,0.0,,,5000.0,,0.0,,,0.0,0.0,,,0.0,,,,,,46.0,,25822.0,,,,,,,,,,,,,,,,,,1149.0,,-1131.0,-5901.0,,,,,,,7055.0,-5901.0,61526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-1265.0,1149.0,,,,-5901.0,,,,,,,,,-61526.0,,6154.0,,,1154.0,,,,,,,,,,,,,,,,,,,,,,,-25776.0,,,,,,,,,,,,,,,,,9530000.0,
2017-06-30,2017-08-18,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,0.0,,0.0,,,34797.0,,,,,,,,,,30.0,30.0,,,,,,,,,,30.0,,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,22332.0,,,,,,,,,,,,,,,29961.0,,,0.0,,,,,,,,,,,,,,,4155.0,0.0,,,,-4155.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,30.0,,29961.0,,,,,,,,,,,,,,,,,,,,,-4155.0,,,,,,,4155.0,-4155.0,65681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65681.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,29961.0,,-29931.0,-29931.0,,,,,,,,,,,,,,,,9530000.0,
2017-09-30,2017-11-14,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,0.0,,0.0,,,34797.0,,,,,,,,,,6106.0,6106.0,,,,,,,,,,18871.0,,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,23710.0,,,,,,,,,,,,,,,40092.0,,-0.01,0.0,-0.01,,,,,,,,,,,,,,310732.0,0.0,0.0,,,-334000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-21268.0,,,,,,,6106.0,,40092.0,,,,,,,,,,,,,,,,,,,,,-334000.0,0.0,,,,-21268.0,,312732.0,-312732.0,69736.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-334000.0,,,0.0,,,,,2000.0,-69736.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,40092.0,,-33986.0,-33986.0,,,,,,,,,,,,,,,60324141.0,9530000.0,60324141.0
2017-12-31,2018-07-24,10-K,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,400.0,453632.0,,1115.0,,130.0,239924.0,,2683776.0,,14310.0,,,,,,,0.0,1048085.0,4726.0,,,,,,,,,0.0,4326.0,-28688.0,,,,0.0001,200000000.0,53281932.0,53281932.0,5328.0,0.0,0.0,,185000.0,,0.0,,,,,,,,,0.03,,,,,,,2812810.0,,,350000.0,1736200.0,772000.0,772000.0,719400.0,,964200.0,,,15000.0,,,,,,,0.0,0.0,18768.0,25822.0,-0.03,0.0,-0.03,-0.2706,0.34,,-0.0455,,0.0468,,,256359.0,,0.0,,0.0,1190362.0,1154.0,0.0,0.0,,-1293255.0,0.0,0.0,350000.0,0.0,,,-81481.0,-15703.0,-10000.0,,963868.0,,,,,367500.0,130.0,5000.0,0.0,0.0,4198.0,,,,,-98893.0,0.0,,,,,4347847.0,1048085.0,0.0,1061056.0,3286791.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,363672.0,0.0,-392360.0,-1643255.0,0.0,,-1643255.0,,-98893.0,367500.0,1194362.0,-1194362.0,84568.0,,,5000.0,,288981.0,0.0,,,,,,,0.0,,0.0001,5000000.0,,0.0,,367500.0,0.0,,,0.0,,0.0,,20000.0,,0.0,,25005.0,0.0,0.0,,-1643255.0,0.0,0.0,0.0,130.0,23828.0,,23828.0,4000.0,-5988866.0,0.0,0.0,,,,,0.0,,,,,-92500.0,,100000.0,0.0,92500.0,1.5,,,1.5,,2.0,,,,0.0,,-3299762.0,-3299762.0,0.0,,,,,,,,4198.0,,,0.0,,0.0,48504268.0,9530000.0,48504268.0
2018-03-31,2018-07-24,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,698.0,,,,,34797.0,,,,,,,,,0.0,481999.0,481999.0,,,,,,,,,,14022.0,9696.0,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,2812811.0,-61815.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,36025.0,,,,,,,0.0,,,,,,130.0,1767.0,44741.0,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,92124.0,0.0,0.0,,,-151335.0,,,0.0,0.0,,,-76327.0,-415.0,0.0,0.0,524.0,,,,1916.0,,,0.0,0.0,10000.0,2519.0,,1916.0,1916.0,,-3636.0,0.0,,,,,552206.0,481999.0,,52206.0,,,,,,,,,,,,,,,,,,172500.0,0.0,-162804.0,-151335.0,0.0,,-151335.0,,-65451.0,,115890.0,-85884.0,105957.0,,,5000.0,,,,,,,,,,,,,,,10000.0,,,,,,,,172500.0,,500000.0,,,,0.0,,0.0,,-151335.0,,61815.0,,,,,,23766.0,-105957.0,30006.0,30006.0,,,0.0,,,,,,,,,,,,,,,,,,,,,44741.0,2812811.0,18326.0,18329.0,236104.0,,,,,,,654096.0,2519.0,,,356176.0,,500000.0,60089401.0,9530000.0,60089401.0
2018-06-30,2018-07-24,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,,,,495.0,,0.0,,,34797.0,,,,,,,,0.0,,440146.0,440146.0,,,,,,,,,,48696.0,,,,,0.0001,200000000.0,9530000.0,9530000.0,953.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,54327.0,,,,,,,,,,,,,142500.0,5559.0,27305.0,25822.0,0.05,-0.01,0.05,,,,,,,,,,,,3901974.0,,95311.0,0.0,,,,3835319.0,,,772000.0,,,,,,,,,,,,,,,,,,,,3792.0,3792.0,4514.0,-4514.0,,,,,,564181.0,440146.0,,64181.0,,,,,,,,,,,,,,,,,,,,,3063319.0,,,3063319.0,,3928643.0,,130182.0,-93324.0,159785.0,,31183.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34871.0,-159785.0,36858.0,36858.0,,,0.0,,,,,,,,,,,,,,,,,,,,,25822.0,,3084165.0,,,,,,,,,,,,,,,500000.0,60324141.0,9530000.0,60324141.0
2018-09-30,2018-11-14,10-Q,"NEUROPATHIX, INC.",NPTX,CIK0001615999,USD,20051.0,165147.0,,,,,246586.0,,6379235.0,,,,,,,,5343333.0,,4074031.0,4056910.0,,,,,,,,,,229033.0,,,,,0.0001,200000000.0,69854141.0,69854141.0,6985.0,,0.0,,0.0,,,,-415833.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,17121.0,,,,,,,65326.0,,,,-0.01,,-0.01,,,,,,,,,0.0,,,0.0,,349782.0,,-415833.0,,,-801535.0,,,0.0,,,,,,,,,,,,,,,,,,,,,6962.0,4441.0,-6962.0,,,,,2519.0,1566228.0,4074031.0,,1040406.0,525822.0,,,,,,,,,,,,,,25822.0,3742500.0,-2272.0,,,,-801535.0,-2272.0,-799263.0,,,-422795.0,612500.0,416841.0,-378740.0,,,0.0,,,500000.0,0.0,,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,,,,-801535.0,,,0.0,,,,,67059.0,-3876145.0,38101.0,38101.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.4,,16173.0,,2507803.0,,,,,,,,,,,203000.0,,,,,135093419.0,,129850086.0
