end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedRentCurrent,AccruedSalariesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,AdvancesToAffiliate,AllocatedShareBasedCompensationExpense,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,AmortizationOfDebtDiscountPremium,Assets,AssetsCurrent,AssetsNet,BridgeLoan,BusinessCombinationContingentConsiderationLiability,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessDevelopment,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOutstandingBalance,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfRevenue,CustomerAdvancesCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtWeightedAverageInterestRate,DeferredIncomeTaxesAndOtherAssetsCurrent,DeferredRevenue,DeferredRevenueRevenueRecognized1,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositsAssets,DepositsAssetsCurrent,Depreciation,DerivativeAssetsLiabilitiesAtFairValueNet,DerivativeCostOfHedge,DerivativeFairValueOfDerivativeLiability,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsAndHedgesLiabilities,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DueToOtherRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EscrowDepositDisbursementsRelatedToPropertyAcquisition1,FairValueAssumptionsExpectedDividendRate,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,FeesAndCommissions,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairedAccumulatedImpairmentLoss,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredLeasingFees,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,IntangibleAssetsCurrent,InterestExpense,InterestIncomeOperating,InterestIncomePurchasedReceivables,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,Investments,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LoansPayableCurrent,LongTermDebt,LongTermDebtCurrent,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesAndLoansReceivableGrossCurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReceivableNet,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAmortizationOfDeferredCharges,OtherAssetsCurrent,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,OtherLaborRelatedExpenses,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,OtherRealEstateAdditions,PaymentsForOtherDeposits,PaymentsForRepurchaseOfPrivatePlacement,PaymentsToAcquireOtherPropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,ProceedsFromCollectionOfAdvanceToAffiliate,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromUnsecuredNotesPayable,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RecoveryOfDirectCosts,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalariesAndWages,SalesRevenueNet,SecurityDeposit,SecurityDepositLiability,SellingAndMarketingExpense,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueDiscountRate,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,SharePrice,SharesIssued,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockholdersEquityNoteChangesInCapitalStructureSubsequentChangesToNumberOfCommonShares,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesStockSplits,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,TemporaryEquityLiquidationPreference,TranslationAdjustmentForNetInvestmentHedgeTaxBenefitExpense,UnrealizedGainLossOnDerivatives,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2014-03-31,2014-05-02,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,55331.0,,,,,,,,,80950.0,,,,,,215161.0,140666.0,,,,,,,,,,140666.0,,,,,,,,0.001,200000000.0,9550000.0,,,9550.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,48710.0,,,,0.0,,,-54388.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,74495.0,5678.0,,,,,,,,,,,,,215161.0,211693.0,,,,,,,,,,,,,,,,154932.0,1430.0,,,-48710.0,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,,0.0,,,,,,,,,,,,,,,-54388.0,,,,,,-87032.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468.0,,,,,,,,,,,,,,,,,,28650000.0
2014-06-30,2014-07-31,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,85481.0,,,,,,,,,152696.0,,,,,,176023.0,101528.0,,,,,,,,,,101528.0,,,,,,,,0.001,200000000.0,10128600.0,,,10129.0,,,,,,,,,,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,41689.0,,,,2500.0,,,-42158.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,74495.0,2969.0,,,,,,,,,,,,,176023.0,143388.0,,,,,,,,,,,,-42158.0,,,,57907.0,,,,-39189.0,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,,0.0,,,,,,,,,,,,,,,-42158.0,,,,,,-129190.0,,,,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32635.0,,1000.0,578600.0,,,,,72325.0,,,,,,,,,,30061530.0
2014-09-30,2014-12-08,10-K,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,87531.0,,,,,,,,,132439.0,,,,,,149282.0,74787.0,,,,,,,,,,74787.0,74787.0,,,,,,,0.001,200000000.0,30385800.0,30385800.0,,30386.0,,,7250000.0,,,,,,,9500.0,,,,,,,,,,,,,0.0,,,60734.0,60734.0,0.0,,,60734.0,,,,,,,,,,,,,,,,-0.02,0.0,0.34,0.39,,0.05,,,,,,,,,147413.0,,,,2500.0,,,-155727.0,,,,,,,,0.0,,0.0,87531.0,0.0,4653.0,,,,,,,1995.0,4653.0,,,,,,,,74495.0,10814.0,,,6197.0,,,,,,,,,,149282.0,142184.0,,,,,,,140325.0,,-1995.0,63543.0,,-155727.0,,,,54653.0,0.0,,,-144913.0,,,,,,,,155727.0,,,,,,,,,,,,18000.0,,0.001,5000000.0,0.0,0.0,0.0,,,,,,,90325.0,,,200000.0,,,-50000.0,200000.0,-155727.0,,,,,150000.0,-155727.0,,,,12000.0,,,,,72500.0,,,,,,,,,,,,,,,,,,,,,,,,,7098.0,,,2378600.0,7750000.0,,,,100325.0,72500.0,10325.0,,,,,,,,9752422.0
2014-12-31,2015-01-09,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,101031.0,,,,,,,,,152696.0,,,,,,132411.0,57916.0,,,,,,,,,,57916.0,-16871.0,,,,,,,0.001,200000000.0,10128600.0,,,10129.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-30373.0,,,,0.0,,,-31883.0,31883.0,,,,,,,0.0,,0.0,13500.0,0.0,1512.0,,,,,,,0.0,1512.0,,,,,,,,74495.0,-1510.0,,,0.0,,,,,,,,,,132411.0,157196.0,,,,,,,0.0,,0.0,-16871.0,,-31883.0,,,,56165.0,0.0,,-30373.0,-30373.0,,,,,,,,,,,,,,,-1510.0,,,,,,,0.001,5000000.0,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,-31883.0,,,,,0.0,-187610.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24785.0,,,,,,,,,,,,,,,,,,30385800.0
2015-03-31,2015-05-15,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,121256.0,7644.0,,,,,,,,132439.0,,,,,,130624.0,,,,,,,,,,,56129.0,,,,,,,,0.001,200000000.0,30385800.0,30385800.0,,30386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-22015.0,,,,,,,-23492.0,23492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74495.0,-1477.0,,,,,,,,,,,,,130624.0,178900.0,,,,,,,,,,,,-23492.0,,,50000.0,57644.0,,,-22015.0,22015.0,,,,,,,,,,,,,,,-1477.0,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,-23492.0,,,,,,-211102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48277.0,,,,,,,,,,,,,,,,,,30385800.0
2015-06-30,2015-08-14,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,156644.0,8403.0,,,,,,,,132439.0,,,100000.0,,,140121.0,15626.0,,,,,,,,,,8661.0,,,,,,,,0.001,200000000.0,30385800.0,30385800.0,100000.0,30386.0,,,,,,,,,,,,,,,25000.0,,,,,,,0.12,,,,,,,,,,,50000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-150911.0,,,,,,,-151674.0,151674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74495.0,-763.0,,,,,,,,,,,,,140121.0,240072.0,,,,,,,,,,,,-151674.0,,,75025.0,83428.0,,,-150911.0,-150911.0,,,,,,,,,,,,,,,-763.0,,,,,,,0.001,5000000.0,0.0,0.0,,,6965.0,,,,,,,,,,,,,,,,,,,-362776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99951.0,,,,,,,,,,,,,,,,,,30979207.0
2015-09-30,2016-01-22,10-K,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,182144.0,10168.0,,,,,,,,132439.0,17902.0,,200000.0,,0.0,5325.0,5325.0,,,,,,,,,,2160.0,-72627.0,,,,,,,0.001,200000000.0,30385800.0,30385800.0,217902.0,30386.0,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,254373.0,0.0,652239.0,0.0,-254373.0,,,,,,0.0,,,,,8545.0,0.0,,,9500.0,-0.01,0.0,34.0,0.39,,-5.0,,,,,,,,,451762.0,,74495.0,,0.0,74495.0,,-496512.0,-496512.0,,,,,,,0.0,,0.0,94612.0,,,,11832.0,,,0.0,,,5516.0,,0.0,,,,3165.0,,,5516.0,0.0,,0.0,,,,,,217902.0,,,276837.0,5325.0,276837.0,,,0.0,,,,25025.0,,,-97652.0,,-496512.0,,,75025.0,85193.0,,0.0,490996.0,-490996.0,,,,,,,,254373.0,254373.0,,,,0.0,39234.0,,,,,,,,0.001,5000000.0,0.0,0.0,0.0,,3165.0,,,,0.0,,,,50025.0,,0.0,,,,,,,,25000.0,-652239.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271512.0,31085800.0,,,217902.0,,21750000.0,,,496512.0,,,,,,,,,30385800.0
2015-12-31,2016-02-19,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,207793.0,11933.0,,,,,,,,132439.0,30500.0,,30500.0,,0.0,4143.0,4143.0,,,,,,,,,,1803.0,-357.0,,,,,,,0.001,200000000.0,30385800.0,30385800.0,248402.0,30386.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25700.0,0.0,,,,,,,,,,,,,,73531.0,,,,0.0,0.0,,,-75296.0,,,,,,,0.0,,0.0,25649.0,,,,,,,,,,1765.0,,0.0,,,,-825.0,,,1765.0,0.0,,0.0,,,,,,,,,,4143.0,320451.0,,,,,,,0.0,,,-357.0,,-75296.0,,,75025.0,86958.0,,,73531.0,-73531.0,,,,,,,,,,,,0.0,0.0,,-1765.0,,,,,,,0.001,5000000.0,0.0,0.0,,,2340.0,,,,0.0,,,,,,,,,,,,,,,-727535.0,,,,0.0,,,,,30500.0,,,,,,,,,,,,,,,,,,,,,,,,,-316308.0,,,,,,,,,,,,,,,,,,30385800.0
2016-03-31,2016-05-16,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,208771.0,,,,,,,,,392739.0,,,,,,60862.0,60862.0,,,,,,,,,,3939.0,,,,,,,,0.001,200000000.0,31085800.0,31085800.0,,31086.0,,,,,,,,,75803.0,0.0,,,,,,,,,,,,,,,,,,,,,,10000.0,,25000.0,,,,,,,,150550.0,,,60000.0,97700.0,0.0,,,,,,,,,,,,,,103877.0,,,,0.0,,,,-106404.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2527.0,0.0,,,,,,,,,,,,60862.0,470977.0,,,,,,,,,,,,-106404.0,523.0,,,88703.0,,31400.0,103877.0,-103877.0,,,,,,,,,,,,,0.0,,-2527.0,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-833940.0,,,,0.0,,,,,12598.0,,,,,,,,,,,,,,,,,,,,,,,,,-410115.0,,,,,,,,,,,,,,,,,,30401185.0
2016-06-30,2016-08-19,10-Q,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,210069.0,,,,,,,0.0,,392739.0,,,,,,57837.0,57837.0,,,,,,,,,,0.0,,,,,,,,0.001,200000000.0,31085800.0,31085800.0,,31086.0,,,,,,,,,77661.0,0.0,,,,,,,,,,,,,,,,,,,,,,10000.0,,25000.0,,,,,,,,,,,,143700.0,0.0,,,,,,,,,,,,,,51228.0,,,,0.0,,,,-53927.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2699.0,0.0,,,,,,,,,,,,57837.0,521879.0,,,,,,,,,,,,-53927.0,1437.0,,,90449.0,,31400.0,51228.0,-51228.0,,,,,,,,,,,,,0.0,,-2699.0,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-887867.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-464042.0,,,,,,,,,,,,,,,,,,31085800.0
2016-09-30,2017-01-17,10-K,"GULF WEST SECURITY NETWORK, INC.",GWSN,CIK0001592603,USD,448859.0,,,,,,5038.0,,,392739.0,,0.0,43098.0,0.0,8545.0,26327.0,26327.0,,,,,,,,,,1086.0,-1074.0,,,,,-25399.0,,0.0001,475000000.0,31085800.0,31085800.0,0.0,31086.0,,0.0,,,0.0,8545.0,8545.0,8545.0,0.0,0.0,,,50000.0,50025.0,,0.0,0.11,,,91480.0,94958.0,,,,,,365113.0,0.0,,0.0,,,,,,,69196.0,100025.0,69196.0,169221.0,0.0,8545.0,169221.0,,,65000.0,-0.01,,0.34,0.39,0.0,-0.05,0.0,,0.0,,8500.0,0.0,,0.0,256164.0,,,,0.0,0.0,,,-559269.0,,,,,,,0.0,0.0,0.0,156015.0,,,,,0.0,,194620.0,,,12717.0,,-25000.0,,,,-3165.0,0.0,,21280.0,2469.0,241.0,0.0,,22885.0,,,,43098.0,,,814010.0,26327.0,636244.0,,,177766.0,,,,124500.0,,,-125574.0,,-559269.0,,74500.0,,99500.0,74500.0,25241.0,471262.0,-471262.0,,,,,,,,365113.0,365113.0,0.0,,,69196.0,215098.0,,,,,,,,0.001,5000000.0,0.0,0.0,0.0,,0.0,,,,50000.0,,,74500.0,0.0,,74500.0,,,,,,,,0.0,-1211508.0,,,215098.0,0.0,0.0,0.0,,,,,,,4.13,2.43,,0.0088,0.005,,,,,,,,,,,,,,,,91480.0,-787683.0,,,,,,,,,43098.0,,,,,0.0,94595.0,0.0,,30740595.0
