end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AdvertisingExpense,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BankOverdrafts,Capital,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsAndServicesSoldDepreciationAndAmortization,CostOfGoodsSold,CostOfRevenue,CostOfServices,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentAnnualPrincipalPayment,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentFairValue,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredOtherTaxExpenseBenefit,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsInventory,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationNonproduction,DerivativeFairValueOfDerivativeNet,DerivativeFixedInterestRate,DirectFinancingLeaseInterestIncome,DueToOfficersOrStockholdersNoncurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EmployeeBenefitsAndShareBasedCompensation,ExtinguishmentOfDebtAmount,FairValueOptionChangesInFairValueGainLoss1,FinancialLiabilitiesFairValueDisclosure,FinancingInterestExpense,GeneralAndAdministrativeExpense,GeneralInsuranceExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseOther,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationPriorYearIncomeTaxes,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseOther,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWriteDown,Investments,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LongTermLoansFromBank,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OfficersCompensation,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetsCurrent,OtherAssetsMiscellaneousCurrent,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherInvestments,OtherLiabilities,OtherLiabilitiesCurrent,OtherLoansPayableCurrent,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,ProceedsFromCollaborators,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfOtherLongTermDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromSaleAndMaturityOfOtherInvestments,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SalesRevenueNet,SellingExpense,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingPeriodIncreaseDecreaseWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,SharePrice,SharesIssued,SharesIssuedPricePerShare,ShortTermBankLoansAndNotesPayable,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,StockIssuedDuringPeriodSharesShareBasedCompensationGross,StockIssuedDuringPeriodSharesTreasuryStockReissued,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockOptionPlanExpense,StockRepurchasedAndRetiredDuringPeriodValue,UtilitiesOperatingExpenseMaintenanceOperationsAndOtherCostsAndExpenses,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AccruedInsuranceCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossBeforeTax1,AdjustmentOfWarrantsGrantedForServices,AllocatedShareBasedCompensationExpense,ConvertibleSubordinatedDebt,CostMaintenance,DebtInstrumentIncreaseAccruedInterest,DeferredOfferingCosts,DeferredTaxAssetsTaxCreditCarryforwardsOther,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,DividendsShareBasedCompensationCash,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount,ExchangeFees,GovernmentContractReceivable,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherReconcilingItems,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,OtherDepreciationAndAmortization,OtherGeneralExpense,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,PaymentsForLoans,ProfessionalAndContractServicesExpense,SellingAndMarketingExpense
2015-09-30,2015-11-05,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,,,,12000.0,,-16915.0,,,,127627.0,127627.0,,,74856.0,74856.0,,,0.0001,100000000.0,1100000.0,1100000.0,110.0,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,11594.0,,,-86007.0,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,18452.0,,,,,,340098.0,127627.0,,40098.0,,,,,,,,-86007.0,-6000.0,,,28098.0,,,,80007.0,-80007.0,195518.0,,,,,,,,,,,,,,,,,34319.0,,,,,,,,,,,,56008.0,,,,,,,,,-195666.0,,,12405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-212471.0,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,2016-03-30,10-K,UAS Drone Corp.,USDR,CIK0001638911,USD,,,12606.0,,,22800.0,,10371.0,,13551.0,,65613.0,65613.0,,,14075.0,14075.0,14075.0,,0.0001,100000000.0,1116700.0,1116700.0,112.0,,,,,300000.0,,,,9656.0,9656.0,,,,,,,,,101832.0,112704.0,804.0,,10872.0,112759.0,804.0,105469.0,,5644.0,842.0,,112759.0,,,,,,,,,-0.34,,,,,,,,37996.0,,16342.0,-299927.0,,112704.0,,-101975.0,143.0,,,,-10872.0,-4677.0,,,22800.0,27874.0,,,,0.0,5772.0,,18335.0,,335.0,,23032.0,25968.0,5073.0,2137.0,2137.0,,2238.0,355204.0,65613.0,16905.0,55204.0,,,,310050.0,100.0,,-296075.0,-299927.0,-18335.0,28098.0,,19798.0,,,,297934.0,-281592.0,,,,,,,,4800.0,,,,,,,,,,25570.0,100.0,,32500.0,10050.0,,10050.0,300000.0,,10680.0,,,243741.0,,,,,32500.0,,10680.0,508.0,-300074.0,25998.0,,13552.0,,,0.0,0.4205,0.0131,,5000.0,1.5,,,,,5000.0,5000.0,,1.5,,5000.0,1.5,,1.5,,,,,,,,-289591.0,,,10000.0,,20000.0,,,,-17805.0,2238.0,10050.0,1000.0,15000.0,,15000.0,,,112704.0,870388.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,2016-05-13,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,38360.0,,1013.0,27300.0,,103957.0,,0.0,,45376.0,45376.0,,,1575.0,1575.0,-12500.0,,0.0001,100000000.0,1180944.0,1180944.0,118.0,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,,,,,,14760.0,,,-135673.0,,,,,,,,,,25754.0,,1013.0,4500.0,,,,,,-8750.0,,6225.0,,225.0,,23032.0,25968.0,5073.0,2137.0,,,2326.0,377048.0,45376.0,,77048.0,,,,30356.0,,,-42856.0,-135673.0,-6225.0,,,11388.0,,,,129448.0,-129448.0,105469.0,,,,,,,,,,,,,,,,,16820.0,,,,38766.0,,,,-8410.0,,,,114688.0,,,,,,,,,-435747.0,,,,,,0.0,0.4485,0.0087,,10000.0,1.5,,,,,5000.0,10000.0,,1.5,,10000.0,1.5,,1.5,,,,1.5,,,,-331672.0,40000.0,25844.0,10000.0,,3400.0,,45000.0,,,2326.0,,,,,52500.0,,,,1129871.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2016-08-15,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,29482.0,,,35122.0,,106171.0,,,,74416.0,74416.0,,,40379.0,40379.0,,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,,400010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,10497.0,,,-63605.0,,,,,,,,,,,,,,,,,,,,,7935.0,,,,23032.0,25968.0,5073.0,2137.0,,,,467480.0,74416.0,,467480.0,,,,,,,,-63605.0,-7935.0,,,2866.0,,,,55670.0,-55670.0,169000.0,,,,,,,,,,,,,,,,,8069.0,,,,,,,,,,,,45173.0,,,,,,,,,-499352.0,,,,,,,,,5000.0,15000.0,1.5,,,,,,15000.0,,1.5,,15000.0,1.5,,,,,,1.5,,,,-393064.0,,,,,,,,,,,,,,,,,,,1171869.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2016-11-14,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,17294.0,,,43123.0,,108624.0,,,,33637.0,33637.0,,,669.0,669.0,,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,,400010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,,,,,,9668.0,,,-38178.0,,,,,,,,,,,,,,,,,,,,,8014.0,,,,23032.0,25968.0,5073.0,2137.0,,,,462427.0,33637.0,,462427.0,,,,,,,,-38178.0,-8014.0,,,2000.0,,,,30164.0,-30164.0,200000.0,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,7000.0,,,,,,,,,,,,20496.0,,,,,,,,,-537531.0,,,,,,,,,5000.0,20000.0,1.5,,,,,5000.0,20000.0,,1.5,,20000.0,1.5,,,,,,1.5,,,,-428790.0,,,,,,,,,,,,,,,,,,,1171869.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2017-03-28,10-K,UAS Drone Corp.,USDR,CIK0001638911,USD,,,15212.0,,,51123.0,,122964.0,1312.0,0.0,,36102.0,36102.0,13.0,,,,-14075.0,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,,400010.0,,,,,,,,,,,,,101622.0,112472.0,4440.0,,10850.0,225231.0,4440.0,187015.0,,25400.0,8376.0,,225231.0,,,,,,,,,-0.26,,,,,,,,44840.0,,,-299174.0,,112472.0,,-101640.0,18.0,,,,-10850.0,2606.0,,,28323.0,-4740.0,,,,,680.0,,30906.0,237.0,846.0,846.0,15193.0,9852.0,4320.0,9661.0,11376.0,,20020.0,512269.0,36102.0,,512269.0,,,127211.0,127211.0,,-180052.0,-180052.0,-299174.0,-30906.0,28098.0,,19804.0,26107.0,,,268268.0,-268268.0,,,,,,,,3300.0,,,,,,,,,,26250.0,,,,38766.0,,,100010.0,,37182.0,13.0,,207312.0,,,,,,,10000.0,4740.0,-599248.0,,,,,,0.0,1.1074,,,25000.0,1.5,0.0,,,,20000.0,25000.0,,1.5,,25000.0,1.5,,1.5,,,,1.5,,,,-476167.0,,25844.0,,,,,,,,52500.0,38766.0,,20020.0,,52500.0,,,112472.0,1161427.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2017-05-12,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,21722.0,,,59823.0,,127828.0,,0.0,,44750.0,44750.0,,,7398.0,7398.0,7398.0,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,50005.0,400010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,9854.0,,,-44902.0,,,,,,,,,,6510.0,,,8700.0,,,,,,1250.0,,9566.0,342.0,524.0,524.0,15193.0,9852.0,4320.0,9661.0,,,4864.0,560955.0,44750.0,,510950.0,,,33134.0,33134.0,,-25736.0,-25736.0,-44902.0,-9566.0,,,11395.0,18000.0,,,35336.0,-35336.0,,,,,,,,3300.0,,,,,,,,,,27500.0,,,50005.0,,,,,-8409.0,6551.0,-13.0,,25482.0,,,,,,,15000.0,,-644150.0,,,,,,0.0,1.0575,0.015,,30000.0,1.5,0.0,,,,5000.0,30000.0,,1.5,,30000.0,1.5,,1.5,,,,,,,,-516205.0,,,,,,,,,,,,,,,,,,,1172544.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,2017-08-11,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,14543.0,,,68823.0,,132536.0,,,,26690.0,26690.0,,,5329.0,5329.0,,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,50005.0,400010.0,,,,4741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,,,,,,11663.0,,259.0,-32142.0,,,,,,,,,,,,,,,,,,,,,9460.0,,,,10452.0,5111.0,4320.0,9661.0,,,,570329.0,26690.0,,520324.0,,,,,,,,-32142.0,-9460.0,,,2869.0,34079.0,,,22941.0,-22682.0,,,,,,,,3300.0,,,,,,,,,,16250.0,,,,,,,,,,,,11278.0,,,,,,,,,-676292.0,5000.0,5000.0,,,,,,,,,,,,,,,35000.0,,1.5,,35000.0,1.5,,,,,,,,,,-543639.0,,,,,,,,,,,,,,,,,,,1172544.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2017-11-14,10-Q,UAS Drone Corp.,USDR,CIK0001638911,USD,,,20670.0,,,77824.0,,137102.0,,,,17571.0,17571.0,,,460.0,460.0,,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,,450015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,,,,,,11843.0,,,-36770.0,,,,,,,,,,,,,,,,,,,,,9356.0,,,,10452.0,5111.0,4320.0,9661.0,,,,593415.0,17571.0,,593415.0,,,,,,,,-36770.0,-9356.0,,,,44906.0,,,27414.0,-27414.0,,,,,,,,3300.0,,,,,,,,,,12000.0,,,,,,,,,,,,15571.0,,,,,,,,,-713063.0,,,,,,,,,,40000.0,1.5,,,,,,40000.0,,1.5,,40000.0,1.5,,,,,,,,,,-575844.0,,,,,,,,,,,,,,,,,,,1172544.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2018-03-29,10-K,UAS Drone Corp.,USDR,CIK0001638911,USD,,,22586.0,,,86824.0,,143046.0,1680.0,,,34278.0,34278.0,,,343.0,343.0,343.0,,0.0001,100000000.0,1172544.0,1172544.0,117.0,,,,,,450015.0,4741.0,,4741.0,4741.0,,,,,,,,,-5005.0,-966.0,542.0,,4039.0,113726.0,542.0,104151.0,55124.0,3802.0,5231.0,,113726.0,,,,,,,,,-0.13,0.35,,,,,,,45082.0,,259.0,-149056.0,,-54158.0,,-5005.0,,,55124.0,,4039.0,7374.0,,,35701.0,-4741.0,,,,,2573.0,,39462.0,2754.0,,1006.0,10452.0,5111.0,4320.0,9661.0,,,18402.0,639419.0,34278.0,,639419.0,,,83000.0,,,-82657.0,,-149056.0,-39462.0,28098.0,,19804.0,60190.0,,,109853.0,-109594.0,,,,,,,,0.0,,,,,,,,,,28824.0,,,,,,,50005.0,,48008.0,-13.0,,64771.0,,,,,,,15000.0,,-748304.0,5000.0,,,,,0.0,1.0575,,,45000.0,1.5,0.0,,,,20000.0,45000.0,,1.5,,45000.0,1.5,,1.5,,,,,,,,-605141.0,,,,,,,,,,,,,18402.0,,,,,54158.0,1172544.0,,,,,,,,,,,,,,,,,,,,,,,,
