end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedParties,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccruedFeesAndOtherRevenueReceivable,AccruedLiabilitiesCurrent,AccruedSalesCommissionCurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfAcquiredIntangibleAssets,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BusinessAcquisitionCostOfAcquiredEntityCashPaid,BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCollateralForBorrowedSecurities,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentUnamortizedDiscount,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositLiabilitiesCollateralIssuedFinancialInstruments,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DisposalGroupIncludingDiscontinuedOperationRevenue,DueFromEmployeesCurrent,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,EquityMethodInvestmentRealizedGainLossOnDisposal,ExtinguishmentOfDebtAmount,ExtinguishmentOfDebtGainLossNetOfTax,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,FairValueOfAssetsAcquired,FiniteLivedIntangibleAssetsAcquired,FiniteLivedIntangibleAssetsNet,FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,FiniteLivedNoncompeteAgreementsGross,FiniteLivedPatentsGross,FiniteLivedTrademarksGross,GainLossOnInvestments,GainLossOnSaleOfBusiness,GainLossOnSaleOfInvestments,GainLossOnSaleOfOtherInvestments,GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,GainLossRelatedToLitigationSettlement,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillAcquiredDuringPeriod,GoodwillAndIntangibleAssetImpairment,GoodwillImpairmentLoss,GrossProfit,GuarantyFeeIncome,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,ImpairmentOfInvestments,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IndefiniteLivedIntangibleAssetsExcludingGoodwill,IndefinitelivedIntangibleAssetsAcquired,IntangibleAssetsNetExcludingGoodwill,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseLongTermDebt,InterestPaid,InterestPaidNet,InventoryNet,InventoryWriteDown,InvestmentIncomeInterestAndDividend,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LineOfCredit,LitigationReserve,LitigationReserveNoncurrent,LitigationSettlementExpense,LongTermDebt,MarketableSecuritiesGainLoss,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,NotesAndLoansReceivableGrossNoncurrent,NotesAndLoansReceivableNetNoncurrent,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReceivableNet,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OtherAssets,OtherExpenses,OtherIncome,OtherIncomeTaxExpenseBenefitContinuingOperations,OtherNoncashIncomeExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherPaymentsToAcquireBusinesses,PartnersCapitalAccountUnitsContributed,PaymentsForLegalSettlements,PaymentsToAcquireAdditionalInterestInSubsidiaries,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfPreferredStockPreferenceStockAndWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfOtherInvestments,ProceedsFromSaleOfShortTermInvestments,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfAssumedDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalents,RetailRevenue,RetainedEarningsAccumulatedDeficit,RevenueRecognitionSalesReturnsReserveForSalesReturns,RevenueSteamProductsAndServices,Revenues,SalesRevenueEnergyServices,SalesRevenueFromEnergyCommoditiesAndServices,SalesRevenueGoodsNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesShareBasedCompensationGross,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,TreasuryStockRetiredCostMethodAmount,TreasuryStockSharesRetired,TreasuryStockValue,UnrealizedGainLossOnDerivatives,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-03-31,10-K,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19478.0,,,,,19478.0,,,,,,,,,,,,,,,-10985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40230.0,,-40230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51215.0,,,-51215.0,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,6404.0,,,,,,,,,,,-18131.0,,,,,,,,,,,11727.0,-11727.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-02,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,-61.0,,,,,,,,,,,-7202.0,,,,,,,,,,,7264.0,-7264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-03,10-K,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,97706.0,,,,,,,,,3816335.0,3816675.0,,,,,,-35775.0,,,,,,,,10716.0,10716.0,,,,,,,,,,,,,,10716.0,,,,,10716.0,-8762.0,,,,,425.0,0.0001,100000000.0,4244790.0,4244790.0,,,85.0,,-51215.0,,,,,,,,,,,,,,,,,,,,,,,,-170780.0,,,,,,,,97706.0,,-0.01,,,,,,,,,,,,,,,,,,,,,,,579.0,,-7142.0,7142.0,,,,,29212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,10716.0,97706.0,,,,,,,,,,,,,,,27013.0,,-7142.0,,-28633.0,,-35775.0,,-35775.0,,,,,,,,,29212.0,-29212.0,,,,,,-6563.0,,,,,,,,,,,,-15706.0,,,,,,,,,,,,,,,,,,27013.0,,,8564.0,,,,,,,,-3732970.0,,,,,,,,,,,,,,-86990.0,,,-86990.0,,,,,,,,,,,,,,,,,,,,,,,,4813152.0
2011-06-30,2011-08-05,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,3914300.0,,,,,,,,,,,,,,32306.0,32306.0,,,,,,,,,,,,,,10701.0,,,,,10701.0,,,,,,,0.0001,100000000.0,1663169.0,1663169.0,,,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56465.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21605.0,,0.0,,,32306.0,56465.0,,,,,,,,0.0,,0.0,,,,,,,,,,,-13896.0,,,,,,,,,,,-13896.0,-13896.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-24159.0,,,,,,,,,,,,,,,,,,,,,,,,,8315845.0,,
2011-09-30,2011-10-27,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,3962531.0,0.0,,,,,,,,,,,,,80511.0,80511.0,,,,,,,,,,,,,,58906.0,,,,,58906.0,,,,,,,0.0001,100000000.0,1856169.0,1856169.0,,,185.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,67565.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11145.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,21605.0,,,,,80511.0,67565.0,,,,,,,,0.0,,0.0,,,,,,,,,,,-11145.0,,,,,,,,,,,-11145.0,-11145.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,12946.0,,,,,,,,,,,,,,,,,,,,,,,,,8427995.0,,
2011-12-31,2012-04-11,10-K,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,0.0,,0.0,0.0,,,,,0.0,,7282103.0,7282103.0,0.0,,,3038105.0,,-3122806.0,,,,,,0.0,,259948.0,259948.0,,,,,,,,,,,,,,259948.0,,259948.0,249232.0,,259948.0,249232.0,,0.0,,,4401.0,0.0001,100000000.0,44007020.0,44007020.0,,,4401.0,,-86990.0,250000.0,,,,,38629.0,-38629.0,,,146666.0,,,,,,,,,,,,,,-3293586.0,,,,,0.0,0.0,,,,-0.38,,0.0,,,,146666.0,,,,,,,,,,17024.0,,,,,,,,,,,,,,,3087833.0,0.0,,,,-28629.0,6344.0,,17024.0,,17024.0,-3122806.0,,-3122806.0,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,0.0,6344.0,6344.0,,,0.0,,0.0,,,0.0,0.0,259948.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,310565.0,,0.0,,-61333.0,,-3122806.0,,-3122806.0,,,,,,0.0,,,3087833.0,-3116462.0,,,,0.0,,-6344.0,0.0,,,,0.0,11605.0,,,,0.0,,0.0,,,,,,,,0.0,11605.0,,250000.0,,,,,0.0,,48960.0,,0.0,,,,,0.0,,,10000.0,-3293586.0,,,10000.0,,,,,,,,,,,259948.0,259948.0,,17024.0,3055129.0,,,,,,146666.0,3055129.0,,,250000.0,,,,,,,,,,,,8293295.0,8293295.0
2012-03-31,2012-05-18,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,4223.0,,264171.0,,,,,,,,,,,,,,,,,,,,,26969.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,-0.01,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,484628.0,,,,,32531.0,,,,,,,-452330.0,,,-452330.0,-0.01,,0.0,0.0,0.0,,,28799.0,,69710.0,-54500.0,32509.0,,,,0.0,,-65107.0,,,,,233.0,,,,,,,,55142.0,,,,,,,,,,,,,,,,,,390000.0,,0.0,,-385777.0,,-452330.0,0.0,,,,,,,,,,484628.0,-452097.0,,,,,,-233.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,59500.0,,,,,,,,,,,,,,,252760.0,,390000.0,390000.0,,,,,,40542.0,,,,,,14600.0,0.0,,,,,,,,,44687490.0,44687490.0,
2012-06-30,2012-08-20,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,74609.0,,127126.0,,,,,,32779.0,,,8910448.0,,,,,,,,,,,,,,518174.0,516744.0,,,,,,,,,,,,,,,,455080.0,,,484830.0,,,,,,,0.0001,100000000.0,48097020.0,48097020.0,,,4810.0,,,,,29750.0,,,13447.0,,,,,,,,,,,,,,,,,,,,,0.0,,,9000.0,127126.0,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189413.0,,,,,8072.0,,,,,,,-1182462.0,-1182462.0,,,-0.03,,0.0,,0.0,,,,,,,,,,,,,,,,,,1121.0,,,,,16676.0,,,,234514.0,518174.0,234514.0,,,,,,,,,,,,,,,,,,,,,-1182462.0,0.0,,,,,,,,,,1189413.0,-1181341.0,,,,1430.0,,-1121.0,,,,,,,,,,,,,,,,,,,,35988.0,,,,,,,,,,,,,,,,,,,,21519.0,-4928378.0,,,,,,,,,,999140.0,0.4,537070.0,0.4,283660.0,,,,,,,,,,,,,,,,,,,,,,,,,45845841.0,45845841.0,
2012-09-30,2012-11-20,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,121384.0,,85117.0,,,,,,23260.0,,,9188682.0,-12537.0,,,,,,,,,,,,,1643289.0,80113.0,,,30000.0,1574283.0,,180000.0,,15000.0,,,,,,,,2694.0,,,2694.0,,,,,,,0.0001,100000000.0,49098120.0,49098120.0,,,4910.0,,,,,,,,-4373.0,,,,,,,,,,,,,,,,,,,,,0.0,,,9000.0,,,,,-0.01,,,,,,,,,,,,,,,,,,,76000.0,166000.0,55000.0,,,,,,,,,476402.0,1277283.0,,,,4373.0,,,,,,,-481429.0,-481429.0,,-481429.0,-0.01,,0.0,0.0,0.0,,,,,,,,,,,,,,,,284463.0,,654.0,,,,,16837.0,,,,1382474.0,1643289.0,713198.0,,,,,,,,0.0,,0.0,,,,,,,,,,,-481429.0,0.0,,,,,,,13430.0,,,476402.0,-480775.0,,,,1430.0,,-654.0,0.0,,,-654.0,,,,,,,,,,,,,,,,51582.0,,,,,,,,,,,,,,,,,,,,0.0,-5409807.0,,,,,,,,,,,,,,260815.0,,,,,,,,,,,,,,,,,,,,,,,,,48878175.0,48878175.0,
2012-12-31,2013-04-22,10-K,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,42746.0,32746.0,,120098.0,120098.0,0.0,,,,,0.0,,9167625.0,28589.0,298.0,115930.0,,115930.0,,,,,,,0.0,,520258.0,59778.0,,,31570.0,436570.0,436570.0,180000.0,,15000.0,,,31570.0,15000.0,138000.0,,,44311.0,-215637.0,,44311.0,,,116138.0,,,,0.0001,100000000.0,55794549.0,55794549.0,,,5580.0,4458.0,,,,,,,0.0,,,,,,,,,,,,,,28589.0,,,,5408958.0,,,0.0,,0.0,,,,,-0.03,,-0.02,475930.0,,,0.0,,,,,,,,,,,298570.0,,,76000.0,167570.0,55000.0,,,,,,,0.0,,1357165.0,138000.0,,,,0.0,,0.0,,,0.0,-1358461.0,-1358460.0,-1358461.0,,-1358460.0,-0.03,-756912.0,-756912.0,-0.02,0.0,0.0,0.0,32746.0,,,0.0,116138.0,,,,0.0,,15467.0,,,269980.0,298.0,1295.0,,,0.0,,,,,360000.0,,520258.0,278982.0,116138.0,116138.0,,,,,,0.0,0.0,0.0,0.0,,,,1345571.0,1345571.0,-84070.0,-84070.0,-1477138.0,-1477138.0,-2115372.0,0.0,,,,0.0,15000.0,,0.0,,,1357165.0,-1357165.0,,,,52500.0,,-1295.0,0.0,,,-1295.0,52500.0,,,,31570.0,31570.0,,52500.0,,0.0,,,,,,15467.0,0.0,,1230473.0,,,,,120098.0,-5000.0,0.0,,0.0,,-2115372.0,,,5000.0,,,0.0,-9141928.0,,,,,,,,,,,,,,241276.0,241276.0,,180000.0,,,,,,,,180000.0,,360000.0,1226015.0,,390000.0,4458.0,,,,,,,,,47892487.0,
2013-03-31,2013-05-30,10-Q,PREMIER HOLDING CORP.,PRHL,CIK0001030916,USD,,22889.0,,107301.0,107301.0,135982.0,,,,,,,14389145.0,17154.0,,,,,,,,17154.0,,,17154.0,,6062587.0,264242.0,,,31570.0,436570.0,,180000.0,138000.0,15000.0,,,,,,125527.0,,125527.0,81216.0,,125527.0,,,,,,,0.0001,100000000.0,96424294.0,96424294.0,,,9643.0,,,,,,,,1491.0,,,,,,,,,,,,,,,,,,5408958.0,-985138.0,985138.0,985138.0,,,,,,,,0.01,,25498.0,,,0.0,,,,,,,,,,,0.0,,,76000.0,167570.0,55000.0,,,,,,,-985138.0,,630192.0,4638000.0,,,,127745.0,,0.0,,,,,-519601.0,-519601.0,-518991.0,-519601.0,0.01,,985138.0,0.01,0.0,,,-9857.0,-9857.0,0.0,135982.0,0.0,,,,-13982.0,,-12734.0,,,252826.0,,0.0,,,,,,,,25498.0,,6062587.0,130190.0,,0.0,,,,,,,,,-610.0,,,,677288.0,677288.0,0.0,,-596072.0,-596072.0,466147.0,-610.0,,,,869000.0,,,0.0,,,647346.0,-519601.0,,,,38519.0,,0.0,,,,,,,,,,,,,,,,,,,,2733.0,,,700085.0,,,,,-12797.0,-10000.0,,,,,466147.0,,,10000.0,12797.0,,129236.0,-3266823.0,,,,,,,,,,,,,,5932397.0,,,,,,,,,,,,,,,,4500000.0,,,,,,,,,,71733411.0,
