end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccretionOfDiscount,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AvailableForSaleSecurities,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesFairValueDisclosure,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostsAndExpenses,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,DeferredTaxAssetsValuationAllowance,DueFromRelatedParties,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquityIssuancePerShareAmount,FairValueAssumptionsExercisePrice,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,GeneralAndAdministrativeExpense,ImpairmentOfInvestments,IncomeTaxExaminationPenaltiesAndInterestAccrued,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInInterestPayableNet,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNonoperatingNet,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,InvestmentOwnedAtFairValue,InvestmentsFairValueDisclosure,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityPeriodicPaymentInterest,LinesOfCreditCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermNotesPayable,MarketableSecurities,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NotesPayable,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherGeneralExpense,OtherOperatingIncomeExpenseNet,PaidInKindInterest,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,PaymentsToAcquireOtherInvestments,PaymentsToAcquireRestrictedInvestments,PreconfirmationStockholdersEquity,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PriorPeriodReclassificationAdjustment,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfessionalFees,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RelatedPartyTransactionRate,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedInvestments,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,SharePrice,StockholdersEquity,StockholdersEquityBeforeTreasuryStock,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,TreasuryStockAcquiredAverageCostPerShare,TreasuryStockShares,TreasuryStockSharesAcquired,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnSecurities,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2008-12-31,2009-03-31,10-K,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0,,,,,,,,,
2009-12-31,2010-04-14,10-K,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,,,,,,,,,,,,,,,,7770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-451173.0,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-20,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,,,,,,,,,,,,,,,,8931.0,,,,,,,,,,,,,92191.0,6660.0,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-17005.0,,,,,,-6660.0,,109196.0,40.0,,,,,,,,,,,,,,,,,,,,,,,6620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742108.0,,
2010-09-30,2010-11-12,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,,,,,,,,,,,,,,,,4890.0,,,,,,,,,,,,,-78253.0,12204.0,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,,3499.0,,,,,,,,,,,,,,-10671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-22875.0,,,,,,-12204.0,,-55378.0,615.0,,,,,,,,,,,,,,,,,,,,,,,8090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742108.0,,
2010-12-31,2011-04-01,10-K,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,64090.0,,,,1950.0,,21170385.0,,,,104783.0,7997.0,10920.0,,1566.0,1566.0,-6204.0,,,,,,,0.01,25000000.0,1487644.0,742108.0,14878.0,-72634.0,29979.0,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,3969.0,,,,,,,14150.0,,,,,,,-41875.0,27200.0,,,84300.0,,628590.0,104783.0,,,,,,,350000.0,,,,,,,,,,51500.0,,-57704.0,-71854.0,,,214500.0,,,-29979.0,,-780.0,830.0,,,,,,,,,-1233.0,0.01,5000000.0,0.0,0.0,,,,,51500.0,,,,,25180.0,,,,,,-21188446.0,,,,,,,,,,,,-523807.0,-1233.0,,,,,,745536.0,,522574.0,,,,,,,,742108.0,,
2011-03-31,2011-05-11,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,,,,,,,,,,,,,,,,12837.0,11271.0,,,,,,,,,,,,-13964.0,2040.0,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,4455.0,,,,,,,-11144.0,6688.0,,0.0,,,,,,,,,,,,,,,,,,,,,20000.0,,-8729.0,-13184.0,,,,0.0,,-2040.0,,-780.0,,,,,,,,,,,,,,,,,,,20000.0,,,,,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742108.0,,
2011-06-30,2011-07-29,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,73046.0,,,,-1170.0,,21170385.0,,,,104004.0,7997.0,7800.0,,3907.0,3907.0,,,,,,,,0.01,25000000.0,1487644.0,742108.0,14878.0,-30771.0,17094.0,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,1724.0,,,,,,,,,,,,,,-11337.0,,,-54757.0,84300.0,,672546.0,104004.0,,,,,,,350000.0,,,,,,,,,,,,,-28431.0,,,249500.0,,,-17094.0,,-2340.0,60.0,,1724.0,,,,,,,-45968.0,,,,,,,,,,,,,,15310.0,,,,,,-21230061.0,,,,,,,,,,,,,-568542.0,,,,,,745536.0,,522574.0,,,,,,,,742108.0,,
2011-09-30,2011-11-14,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,78103.0,,,,-1170.0,,21170385.0,,,,105628.0,7997.0,7800.0,,5531.0,5531.0,,,,,,,,0.01,25000000.0,1487644.0,742108.0,14878.0,-18432.0,6538.0,,,,,,,,,,,,-0.02,-0.02,-0.02,,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,-11894.0,,,,84300.0,,692603.0,105628.0,,,,,,,350000.0,,,,,,,,,,,,,-18432.0,,,264500.0,,,-6538.0,,,560.0,,313.0,,,,,,,-64401.0,,,,,,,,,,,,,,5665.0,,,,,,-21248494.0,,,,,,,,,,,,,-586975.0,,,,,,745536.0,,522574.0,,,,,,,,742108.0,,742108.0
2011-12-31,2012-03-28,10-K,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,83434.0,,,,-47319.0,,21170385.0,,,,59102.0,3998.0,7800.0,7800.0,5154.0,5154.0,3588.0,,,,,,0.0,0.01,25000000.0,1487644.0,742108.0,14878.0,-130025.0,34287.0,,,,,,,0.0,726000.0,314000.0,-1040000.0,,,-0.11,,,,,,,,,,,,,,,,,680.0,,,,31400.0,-27400.0,-4000.0,19344.0,,19344.0,,,,,-46469.0,27125.0,,,42150.0,,712934.0,59102.0,712934.0,,,,,27125.0,350000.0,,,,,,,,,,65000.0,,-61412.0,-80756.0,,,279500.0,,34287.0,-34287.0,,-49269.0,680.0,,2037.0,,,,,,,,0.01,5000000.0,0.0,0.0,,,,,65000.0,,,,,31570.0,,,,,,-21269202.0,,,,,331680.0,,,0.0,,,0.05,-653832.0,-131258.0,,,,,,745536.0,,522574.0,,,,,,,,742108.0,742108.0,
2012-03-31,2012-05-21,10-Q,IRONSTONE GROUP INC,IRNS,CIK0000723269,USD,34098.0,,,,-1950.0,,21554521.0,,,,1101137.0,7997.0,1007020.0,,1820.0,1820.0,-3334.0,,,0.0,,187296.0,,0.01,25000000.0,2618500.0,1872964.0,26187.0,31614.0,1572.0,,,339257.0,1.0,1000000.0,0.08,56188.0,,,,,,-0.01,,,,,0.0,0.0,0.6,0.0484,,,,,,,,,264.0,,,,,,,5421.0,,5421.0,,,,,-12183.0,6763.0,,-54757.0,84300.0,,1327910.0,1101137.0,384098.0,,350000.0,0.0775,350000.0,6763.0,350000.0,,,,,,,,943812.0,,1005000.0,-1000000.0,-8334.0,-13755.0,,,,-284500.0,1572.0,-1572.0,,45369.0,264.0,,,,,1000000.0,,,,,0.01,5000000.0,0.0,0.0,,,,1000000.0,5000.0,,,,,1308.0,,,339257.0,,,-21282957.0,,,,,,,,,,1.0,0.3,-226773.0,295801.0,1130856.0,,,,,745536.0,,522574.0,,,,,,56188.0,,1500071.0,1500071.0,
