end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilities,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvancesToAffiliate,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AssetImpairmentCharges,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockSharesIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,CostOfGoodsAndServicesSold,CostOfServices,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentPeriodicPaymentPrincipal,DeferredCostsCurrent,DeferredOfferingCosts,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesNoncurrent,DerivativeLossOnDerivative,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDeductions,EquityIssuancePerShareAmount,FeesAndCommissionsOther,FiniteLivedIntangibleAssetsNet,FinitelivedIntangibleAssetsAcquired1,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherLoans,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,InterestExpenseDebt,InterestExpenseOther,InterestIncomeRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InterestReceivable,Investments,LegalFees,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LoansPayable,LoansPayableCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermLoansPayable,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesNoncurrent,NotesReduction,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAccruedLiabilities,OtherCommitment,OtherCommitmentDueInSecondYear,OtherCommitmentDueInThirdYear,OtherCommitmentsFutureMinimumPaymentsRemainderOfFiscalYear,OtherExpenses,OtherIncome,OtherLiabilities,OtherLoansPayableCurrent,OtherNoncashExpense,OtherNonoperatingIncome,OtherNotesPayableCurrent,OtherOperatingIncomeExpenseNet,PaymentsForRent,PaymentsForRepurchaseOfPrivatePlacement,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInvestments,PaymentsToAcquireNotesReceivable,PaymentsToFundLongtermLoansToRelatedParties,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProceedsFromUnsecuredNotesPayable,ProceedsFromWarrantExercises,ProfessionalFees,ProfitLoss,ProvisionForDoubtfulAccounts,PublicUtilitiesRequestedRateIncreaseDecreaseAmendedAmount,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionRate,RepaymentsOfDebt,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfUnsecuredDebt,RestructuringCharges,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalesRevenueNet,SalesRevenueServicesNet,ServicingFees,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharePrice,SharePrice,SharesIssuedPricePerShare,ShortTermLeaseCommitmentAmount,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesConversionOfUnits,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueStockOptionsExercised,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquitySharesSubscribedButUnissuedSubscriptionsReceivable,UnsecuredDebtCurrent,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2011-12-31,2012-05-08,10-K,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,12000.0,12000.0,,,,,,920.0,,920.0,920.0,,,,-8310.0,,,,0.001,-5000.0,75000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14080.0,,,,,0.0,,,,,,,,0.0,,,4818.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,292.0,,,,,,,,,920.0,,5000.0,,,,,,,,,5000.0,,0.0,,-13310.0,,-13310.0,,,,,,5000.0,5000.0,,,,13310.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,8200.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-4080.0,,-5000.0,-13310.0,,,,,,,,,,,-5000.0,,,,,3000000.0
2012-03-31,2012-05-10,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,12000.0,,,,,,,119.0,,119.0,,,,,-801.0,,,,,-5000.0,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18881.0,,,,,0.0,,,,,,,,330.0,,,-4801.0,,,,,,,,0.0,,,,,,,,,,,,,4000.0,,,,,,,,51.0,,,,,,,,,119.0,,9000.0,,,,,,,,,4000.0,,0.0,,-4801.0,,-4801.0,,,,,,9000.0,,,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8881.0,,,,,,,,,,,,,,,,,,,3000000.0
2012-06-30,2012-08-09,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,12000.0,,,,,,,4949.0,,4949.0,,,,,4830.0,,,,0.001,,75000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23351.0,,,,,,0.0,,,,,,,1020.0,,,4470.0,,,,,,,,0.0,,,,,,,,,,,,9300.0,,,,,,,,,96.0,,,,,,,,,4949.0,,18300.0,,,,,,,,,9300.0,,0.0,,-4470.0,,-4470.0,,,,,,,18300.0,,,,1104.0,,,,,,,,,23351.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13351.0,,-5000.0,,,,,,,,,,,,,,,,,3000000.0
2012-09-30,2012-11-23,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,,,,,,,,12000.0,,,,,,21670.0,,21670.0,,,,,,,,,0.001,,75000000.0,3000000.0,3000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26430.0,,,,,0.0,,,,,,,,4080.0,,,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,21670.0,,38100.0,,,,,,,,,,,,,,,-3079.0,,,,,,9000.0,,,,,6829.0,,,,,,,,,26430.0,,29100.0,,,,,,,29100.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,-16430.0,,,,,,,,,,,,,,-5000.0,,,,,4200000.0
2012-12-31,2013-04-01,10-K,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,,54000.0,,,,,,41789.0,,41789.0,41789.0,40869.0,,,40869.0,,,,0.001,60000.0,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27372.0,,9161.0,,,0.0,0.0,,,,,,0.015,11180.0,,,3636.0,,,,,,,,,,,,,,,,,,,,,4161.0,,,,,,,,376.0,,,,,,,,9161.0,41789.0,,9161.0,,,,,,,,,54161.0,54000.0,0.0,,-13292.0,-13131.0,-13292.0,,,,,,9161.0,,,,,24442.0,-13292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,,,,4000.0,,,,,,9250.0,,,,,,,,,,,,,,,11150.0,,11150.0,,,,,,,,,,,,,,,,,,,,,,,32628.0,,,-13292.0,,,,,,45000.0,,,,,,,,,4875000.0,4500000.0
2013-03-31,2013-05-15,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,,,,,,,,,,,,,,,,,37230.0,-4559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4559.0,-4559.0,,,,,,,,,,,4559.0,-4559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,
2013-06-30,2013-08-14,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,,54000.0,,,0.0,,,33959.0,,33959.0,33959.0,,,,,,,,0.001,0.0,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35202.0,,,,,,0.0,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33959.0,,9161.0,,,,,,,,,,,,,,,-3271.0,,,,,,9161.0,,,,,3271.0,-3271.0,,,,,,,,35202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24789.0,,,,,,,,,,,,,,,,,,6000000.0,
2013-09-30,2013-11-14,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,0.0,,,,,,,,54000.0,,,0.0,,,26116.0,,26116.0,26116.0,,,,,,,,0.001,60000.0,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43045.0,,,,,0.0,0.0,,,,,,,250.0,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,26116.0,,9161.0,,,,,,,,,,,,,,,-7843.0,,,,,,9161.0,,,,,7843.0,-7843.0,,,,,,,,,,,,,,,,,,,,,,5800.0,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,16955.0,,,,,,,,,,,,,,,,,,6000000.0,6000000.0
2013-12-31,2014-04-10,10-K,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,100.0,,100.0,,,,,54000.0,,,0.0,,,23665.0,23665.0,,23665.0,-18124.0,,,,,,,0.001,,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,0.04,527.0,9000.0,,,,,,,,,,,45962.0,,9527.0,,9527.0,,0.0,,,,,,,,,,414.0,,,,,,,,100.0,100.0,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,9627.0,23665.0,,9627.0,,,,,,,,,,,,,,-18124.0,-18590.0,,,,,,,,,,,18590.0,-18590.0,,,,,,,,45962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7750.0,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14038.0,,,,,6000000.0,,,,,,,,,,,,,6000000.0,
2014-03-31,2014-05-20,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,,,,,,,,54000.0,,,0.0,,,9154.0,9154.0,,9156.0,-14511.0,,,,,,,0.001,,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,60468.0,,9622.0,,,,0.0,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9622.0,9154.0,,9622.0,,,,,,,,,,95.0,,,,-14606.0,-14506.0,,,,,,,,,,,14506.0,-14506.0,,,,,,,,60468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-468.0,,,,,6000000.0,,,,,,,,,,,,,6000000.0,
2014-06-30,2014-08-14,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,,,,,,,,54000.0,,,0.0,,,115.0,115.0,,115.0,,,,,,,,0.001,,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,69602.0,,9717.0,,,,0.0,,,,,,,,,,9039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9717.0,115.0,,9717.0,,,,,,,,,,,,,,,-9039.0,,,,,,,,,,,9134.0,-9039.0,,,,,,,,69602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9602.0,,,,,,,,,,,,,,,,,,6000000.0,
2014-09-30,2014-11-19,10-Q,CURRENCYWORKS INC.,CWRK,CIK0001515139,USD,,,,,,,,,63717.0,,190.0,0.0,,,7138.0,7138.0,,7138.0,,,,,,,,0.001,,75000000.0,6000000.0,6000000.0,6000.0,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,73274.0,,10695.0,,,,0.0,,,,,,,,,,3672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10695.0,7138.0,,10695.0,,,,,,,,,,,,,,,-3672.0,,,,,,,,,,,3672.0,-3672.0,,,,,,,,73274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3557.0,,,,,,,,,,,,,,,,,,6000000.0,
