end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableGrossCurrent,AccretionExpense,AccretionOfDiscount,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedLiabilitiesForCommissionsExpenseAndTaxes,AdditionalPaidInCapital,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,CapitalLeaseObligationsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashSurrenderValueDuePolicyholdersAmount,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebt,ConvertibleDebtCurrent,CostOfGoodsSold,CostOfServices,CostsIncurredExplorationCosts,CumulativeEarningsDeficit,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentFeeAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateEffectivePercentage,DeferredCosts,DeferredCostsCurrent,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpense,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DeferredTaxAssetsValuationAllowanceNoncurrent,DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,Depreciation,DueToRelatedPartiesCurrent,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,FederalIncomeTaxExpenseBenefitContinuingOperations,FeesAndCommissions,FundsHeldForClients,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInClientFundsHeld,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,IncreaseDecreaseInIncomeTaxes,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToContingentlyIssuableShares,IntangibleAssetsCurrent,InterestExpense,InterestExpenseRelatedParty,InterestPayableCurrent,InventoryFinishedGoods,InventoryGross,InventoryRawMaterialsAndPurchasedPartsNetOfReserves,InventoryWorkInProcess,InventoryWriteDown,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCredit,LineOfCreditFacilityCurrentBorrowingCapacity,LineOfCreditFacilityInterestRateAtPeriodEnd,LinesOfCreditCurrent,LongTermDebt,LongTermLineOfCredit,MineralPropertiesNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwardsValuationAllowance,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherCostAndExpenseOperating,OtherGeneralAndAdministrativeExpense,OtherInventoryInTransit,OtherLiabilitiesCurrent,OtherNoncashExpense,PaymentsForRent,PaymentsToAcquireMineralRights,PreferredStockNoParValue,PreferredStockSharesAuthorized,PremiumsReceivableAllowanceForDoubtfulAccountsProvisionChargedToExpense1,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProvisionForOtherLosses,RepaymentsOfBankDebt,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SalariesWagesAndOfficersCompensation,SaleLeasebackTransactionMonthlyRentalPayments,SalesReturnsAndAllowancesGoods,SalesReturnsGoods,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,SharesHeldInEmployeeStockOptionPlanAllocated,ShippingHandlingAndTransportationCosts,ShortTermBorrowings,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockRepurchasedAndRetiredDuringPeriodShares,TravelAndEntertainmentExpense,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,AccountsReceivableNetCurrent,AdjustmentOfWarrantsGrantedForServices,AllowanceForDoubtfulAccountsReceivable,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,EarningsPerShareBasicAndDiluted,ExtinguishmentOfDebtGainLossNetOfTax,FiniteLivedIntangibleAssetsAccumulatedAmortization,IncomeTaxesPaidNet,IncreaseDecreaseInInterestPayableNet,IntangibleAssetsGrossExcludingGoodwill,InterestPaid,NonoperatingIncomeExpense,OperatingCostsAndExpenses,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueIssuedForServices
2010-12-31,2011-02-14,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,,,,,,,,,,,18809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5401.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5401.0,,,,,,,,,,1471.0,,,,930.0,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,2011-05-23,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,,,,,,,,,,,8824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10915.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10915.0,,,,,,,,,,1685.0,,,,930.0,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-10-13,10-K,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,51747.0,32372.0,,,,,,6133.0,,,6133.0,6133.0,,-28932.0,,,0.001,75000000.0,6427800.0,,6428.0,,,,,10521.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3826.0,,-88239.0,-88364.0,-0.01,,,,45712.0,,,,,,,,,,-125.0,,125.0,,,,,,,67242.0,6133.0,57242.0,,,,,,,0.0,13720.0,,-42652.0,-88364.0,10000.0,5370.0,88239.0,,,,,,,,,,,,,,,,,0.0,,10000.0,,,58672.0,,,,,,0.0,,,,,,,,,,-61109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2011-11-17,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,54247.0,32372.0,,,,,,6133.0,,,6133.0,,,0.0,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.0,,,3555.0,,,,0.0,,,,2625.0,,,,,,,,,,,125.0,250.0,,,,,,,70797.0,6133.0,60797.0,,,,,,,0.0,930.0,,-930.0,-3555.0,10000.0,6300.0,,,,,,,,,,,,930.0,,,,,,0.0,,0.0,,,2500.0,,,,,,,,,,,3555.0,,,,,-64664.0,,,,,,,-1210.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,2012-02-21,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,45397.0,32372.0,,,,,,5033.0,,,5033.0,,,,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305.0,,,,0.0,,,,,,,,,,,,,,,125.0,375.0,,,,,,,73002.0,5033.0,53002.0,,,,,,,0.0,,,,-3305.0,20000.0,7230.0,,,,,,,350.0,350.0,,,,930.0,,,,,,,,,,,1900.0,,,,,,,,,,,3305.0,,,,,-67969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,2012-05-15,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,45497.0,32372.0,,,,,,2908.0,,,2908.0,,,,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.0,,,,0.0,,,,,,,,,,,,,,,125.0,500.0,,,,,,,74157.0,2908.0,54157.0,,,,,,,0.0,,,,-3280.0,20000.0,8160.0,,,,,,,725.0,725.0,,,,930.0,,,,,,,,,,,1500.0,,,,,,,,,,,3280.0,,,,,-71249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,2012-10-11,10-K,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,67095.0,32372.0,,,,,,1774.0,,,1774.0,1774.0,,-4359.0,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,0.0,,,,,,,,,,0.05,,,,,46822.0,0.0,,-46822.0,,,,,,,,,12853.0,,,1109.0,,-36927.0,-37802.0,-0.01,,,,16223.0,,,,,,,,,,-875.0,,,,,,,,,100685.0,1774.0,90685.0,,,,,,,0.0,17220.0,,-21579.0,-37802.0,,,36927.0,,,,,,,,,,,,,,,,,0.0,7220.0,10000.0,,,32098.0,,,,,,0.0,,,,,1109.0,,,,,-98911.0,6427800.0,,,,,,-12853.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,2012-11-19,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,64095.0,32372.0,,,,,,1509.0,,,1509.0,1509.0,,-265.0,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,48168.0,,141700.0,-48168.0,,,,,,0.34,,,1346.0,,,,,,-3958.0,0.0,,,,-2722.0,,,,,,,,,,-278.0,,,,,,,,,104378.0,1509.0,88893.0,,,,,,,0.0,6415.0,,-6680.0,-3958.0,,,3680.0,,3720.0,3720.0,,,,,,,,,,,,,,0.0,930.0,5485.0,,,2750.0,,,,,,,,,,,3958.0,,,,,-102869.0,,,,,,,-1346.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,2013-02-15,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,66095.0,32372.0,,,,,,1459.0,,,13462.0,1459.0,,,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,49289.0,,144970.0,49289.0,,,,,,,,,,,,,,,-3299.0,0.0,,,,,,,,,,,,,,-319.0,,,,,,,,,107627.0,1459.0,92142.0,,,,,,,0.0,,,,-3299.0,,,2980.0,,3720.0,3720.0,,,50.0,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,50.0,,,,,4120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,2013-05-20,10-Q,iWallet Corp,IWAL,CIK0001498372,USD,,,,,,,,,67045.0,32372.0,,,,,,202.0,,,202.0,202.0,,,,,0.001,75000000.0,6427800.0,,6428.0,,,,,,,,,,,,,,,,,,,,,,50804.0,0.0,149425.0,50804.0,,,,,,,,,,,,,,,-4455.0,0.0,,,,,,,,,,,,,,-318.0,,,,,,,,930.0,110825.0,202.0,104340.0,,,,,,,0.0,,,,-4455.0,,,4137.0,-4137.0,,,,,607.0,,,,,,,,,,,,,,,,2600.0,,,,,,,,,,,607.0,,,,,-110623.0,,,,,,,,,,6427800.0,,,,,,,,,,,,,,,,,,,,,,
