end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConcentrationRiskPercentage1,ContractWithCustomerLiabilityNoncurrent,ConversionOfStockAmountIssued1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfGoodsSold,CostOfRevenue,CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,CurrentForeignTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredCosts,DeferredFederalIncomeTaxExpenseBenefit,DeferredForeignIncomeTaxExpenseBenefit,DeferredIncomeNoncurrent,DeferredIncomeTaxExpenseBenefit,DeferredRevenueCurrent,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesNoncurrent,Dividends,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsDividends,EffectiveIncomeTaxRateReconciliationDeductionsExtraterritorialIncomeExclusion,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquityMethodInvestmentAggregateCost,EscrowDeposit,ExcessStockSharesIssued,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,GainLossOnDerivativeInstrumentsNetPretax,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeTaxExaminationPenaltiesAndInterestAccrued,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidExpensesOther,IncreaseDecreaseInReceivables,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,InventoryWriteDown,IssuanceOfStockAndWarrantsForServicesOrClaims,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NumberOfReportableSegments,NumberOfReportableSegments,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAccruedLiabilitiesCurrent,OtherAccruedLiabilitiesNoncurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossNetOfTax,OtherLiabilitiesCurrent,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherNonrecurringIncomeExpense,OtherReceivablesNetCurrent,OtherTaxExpenseBenefit,PaymentsForRent,PaymentsForRepurchaseOfWarrants,PaymentsOfStockIssuanceCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockDividendsAndOtherAdjustments,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonLimitedPartnersUnits,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromIssuanceOfPreferredStockPreferenceStockAndWarrants,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProFormaWeightedAverageSharesOutstandingDiluted,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfUnsecuredDebt,ResearchAndDevelopmentExpense,RestrictedCash,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashCurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,RoyaltyIncomeNonoperating,RoyaltyRevenue,SellingAndMarketingExpense,SeveranceCosts1,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,SharePrice,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,StockOptionPlanExpense,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2014-12-31,2015-03-30,10-K,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,19000.0,101000.0,702000.0,21000.0,84000.0,551000.0,91000.0,,,11234000.0,11234000.0,314000.0,,,24000.0,,24000.0,,,723000.0,165000.0,,,90000.0,-4000.0,,,,2.66,,563910.0,,,0.001,24000000.0,163580.0,163580.0,,-2647000.0,-2647000.0,,,,,4617000.0,,4617000.0,,,93000.0,,,,,0.0,-885000.0,,,,,,86000.0,358000.0,,,,,,,3896000.0,0.0,3886000.0,10000.0,,3896000.0,9000.0,,,,,,,-17.08,,0.125,,,0.2,0.16,0.265,,,,,,67000.0,,,,,,138000.0,0.0,0.63,0.0067,,,,,,,,589000.0,110000.0,1821000.0,-2598000.0,777000.0,,49000.0,,83000.0,8000.0,,,,,,-2000.0,372000.0,-31000.0,183000.0,,,,,,-33000.0,,,,,,372000.0,,,,35000.0,,,,,,,,,,,,723000.0,5420000.0,919000.0,,,900000.0,,-4000.0,,-900000.0,-2647000.0,-2647000.0,,,,,,1321000.0,-1211000.0,,,,,,,,,,,77000.0,,,702000.0,185000.0,185000.0,,,,,,702000.0,1387000.0,,-8000.0,,,,,,4000.0,,19000.0,0.0,,900000.0,,,,,,0.0,,,,,,109000.0,18000.0,21000.0,,,,,431000.0,,,,-16850000.0,,,203000.0,,,301000.0,43000.0,24000.0,,0.0,0.6,,,0.0173,,,,,,,,,,,,,,-5616000.0,,,,,,,,,,,0.0,24000.0,58000.0,,,,,,734000.0,155009.0
2015-03-31,2015-05-15,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,89000.0,,,,,,,,,17706000.0,,,,10000.0,446000.0,,,,3051000.0,2858000.0,,,2796000.0,2706000.0,,,,,,,,,0.001,24000000.0,380247.0,380247.0,,-630000.0,-630000.0,0.22,,,,,,1500000.0,,-10000.0,10000.0,,,,1359000.0,3457000.0,-285000.0,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,-0.85,,,,,,,,,,,,,,,,,,,-25000.0,,,,,,,,,,,126000.0,19000.0,,-626000.0,,,4000.0,-12000.0,-12000.0,-3000.0,-1000.0,,,,,-1000.0,58000.0,-6000.0,-357000.0,,58000.0,,,,-362000.0,,,-3000.0,-315000.0,,,,,,29000.0,,,,84000.0,,,,,,,,3051000.0,1934000.0,888000.0,,3005000.0,3005000.0,,0.0,-299000.0,-299000.0,-630000.0,630000.0,,,,,,330000.0,-311000.0,,,,,,,,,,,12000.0,,,,179000.0,,,,,,,345000.0,315000.0,,,,,,,,0.0,,15000.0,,,0.0,,,,,446000.0,3005000.0,,,,,281543.0,,16000.0,18000.0,,,,,95000.0,,,,-17480000.0,,,29000.0,,,109000.0,,10000.0,,,,,,,,,,,,,,,,,,,,229000.0,,,,,2101000.0,,,511000.0,1964000.0,,,10000.0,,,,,,,,741670.0
2015-06-30,2015-08-14,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,39000.0,226000.0,14000.0,,,,,,19382000.0,,,,,,,,,,2629000.0,2423000.0,,,2258000.0,,,,,,,,,,0.001,24000000.0,2611328.0,2611328.0,2000.0,-434000.0,,,,,,0.0,,,,,15000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000.0,24000.0,,-429000.0,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53000.0,,,,,,,,,,,,2629000.0,265000.0,892000.0,,,,,,,,-434000.0,434000.0,,,,,,339000.0,-315000.0,,,,,,,,,,,,,,,,194000.0,,,,,,,114000.0,,,,,,,,,,98000.0,,,,,,,,,,,,,,,,14000.0,,,,,,115000.0,,,,-17914000.0,,,39000.0,,,25000.0,,,,,,,,,,,,,,,,,,,,,,1472000.0,,,,,,,,,,,,,,,,,,,698000.0,4227688.0
2015-09-30,2015-11-16,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,39000.0,231000.0,6000.0,,,,,,19454000.0,,,,,,,,,,2353000.0,2151000.0,,,1994000.0,,,,,,,,,,0.001,24000000.0,2611328.0,2611328.0,2000.0,-1039000.0,,,,,,0.0,,,,,10000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208000.0,30000.0,,-1021000.0,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000.0,,,,,,,,,,,,2353000.0,270000.0,1578000.0,,,,,,,,-1039000.0,1039000.0,,,,,,368000.0,-338000.0,,,,,,,,,,,,,,,,192000.0,,,,,,,683000.0,,,,,,,,,,77000.0,,,,,,,,,,,,,,,,12000.0,,,,,,87000.0,,,,-18953000.0,,,40000.0,,,73000.0,,,,,,,,,,,,,,,,,,,,,,505000.0,,,,,,,,,,,,,,,,,,,1386000.0,4562589.0
2015-12-31,2016-03-30,10-K,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,36000.0,58000.0,239000.0,5000.0,97000.0,47000.0,100000.0,,,19521000.0,,,,,220000.0,446000.0,220000.0,0.0,,1983000.0,1776000.0,207000.0,,1614000.0,1524000.0,,,,,,,,,0.001,20000000.0,2611328.0,2611328.0,2000.0,-2884000.0,-2884000.0,,,0.0,,0.0,,,,,49000.0,,,,1359000.0,5066000.0,-384000.0,,,,,,0.0,0.0,,,,,,,4760000.0,0.0,4750000.0,10000.0,,4760000.0,9000.0,,,,,,,-0.82,,0.125,,0.15,,,0.265,,,,,,95000.0,,,,,,962000.0,0.0,,,,,,,,,,746000.0,98000.0,2216000.0,-2856000.0,640000.0,,28000.0,,-43000.0,-16000.0,,,,,,-1000.0,65000.0,36000.0,-105000.0,,,,0.0,,67000.0,,,,,,65000.0,,,14000.0,71000.0,53000.0,4000.0,,,,,,,,,,1983000.0,297000.0,1895000.0,,,3005000.0,,-1000.0,,-1480000.0,-2884000.0,2884000.0,,,,,,1522000.0,-1424000.0,,,,,,45000.0,30000.0,,15000.0,,35000.0,,13651.0,239000.0,,199000.0,,,,,,,1432000.0,,21000.0,,,,,,1000.0,,86000.0,50000.0,0.0,0.0,,,,,,3005000.0,,,,,,110000.0,10000.0,,,,,,399000.0,,,,-19734000.0,,,147000.0,,,377000.0,32000.0,220000.0,,0.0,0.0,,,0.0,,,250404.0,,,,,,,,,,,-209000.0,-209000.0,,,,2101000.0,,0.0,511000.0,1964000.0,,,,97000.0,,39000.0,,,,1696000.0,3536348.0
2016-03-31,2016-05-16,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,43000.0,286000.0,11000.0,,,,,,19619000.0,,,,,0.0,,,2.0,,1651000.0,1419000.0,,,1278000.0,-336000.0,,,,,,,,,0.001,24000000.0,2623710.0,2623710.0,2000.0,-495000.0,-495000.0,,,,,,,,,,27000.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,1000.0,0.0,,,,,,,,,,245000.0,30000.0,,-486000.0,,,9000.0,-15000.0,-15000.0,6000.0,,,,,,12000.0,0.0,5000.0,47000.0,,,,,,-32000.0,,,,,,,,,,76000.0,,,,,,,,,,,,1651000.0,329000.0,1928000.0,,,33000.0,,-7000.0,,-362000.0,-495000.0,495000.0,,,,,,504000.0,-474000.0,,,,,,37000.0,15000.0,,,22000.0,8000.0,,,,,231000.0,,,,,,,12000.0,,,,,,,,7000.0,0.0,54000.0,,,33000.0,,,,,,0.0,,,,,,,15000.0,,,,,,114000.0,,,,-20229000.0,,,57000.0,,,145000.0,,65000.0,,,,,,,,,,,,,,,,,,,,-606000.0,,,,,,,,,,,33000.0,,,,,,,,1697000.0,4572452.0
2016-06-30,2016-08-15,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,28000.0,289000.0,7000.0,,,,,,19675000.0,,,,,,,,,,1237000.0,988000.0,,,799000.0,,,,,,,,,,0.001,20000000.0,2623710.0,2623710.0,2000.0,-610000.0,,,,,,,,,,,22000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000.0,40000.0,,-600000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000.0,,,,,,,,,,,,1237000.0,317000.0,2080000.0,,,,,,,,-610000.0,,,,,,,496000.0,-456000.0,,,,,,33000.0,15000.0,,,18000.0,,,,,,237000.0,,,,,,,144000.0,,,,,,,,,,123000.0,,,,,,,,,,,,,,,,14000.0,,,,,,173000.0,,,,-20839000.0,,,62000.0,,,126000.0,,65000.0,,,,,,,,,,,,,,,,,,,,-1160000.0,,,,,,,,,,,,,,,,,,,1843000.0,4574971.0
2016-09-30,2016-11-14,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,69000.0,334000.0,11000.0,,,,,,19838000.0,,,,,,,,,,924000.0,677000.0,,,532000.0,,,,,,,,,,0.001,20000000.0,2632710.0,2632710.0,2000.0,-606000.0,,,,,,,,,,,27000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,565000.0,,,,,,,,,,,,,,,,298000.0,34000.0,,-597000.0,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000.0,,,,,,,,,,,,924000.0,403000.0,2124000.0,,,,,,,,-606000.0,,,,,,,579000.0,-545000.0,,,,,,24000.0,16000.0,,,8000.0,,,,,,237000.0,,,,,,,52000.0,,,,,,,,,,71000.0,,,,,,,,,,,,,,,,12000.0,,,,,,161000.0,,,,-21445000.0,,,61000.0,,,120000.0,,163000.0,,,,,,,,,,,,,,,,,,,,-1603000.0,,,,,,,,,,,,,,,,,,,1887000.0,4582290.0
2016-12-31,2017-03-31,10-K,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,8000.0,82000.0,483000.0,6000.0,214000.0,99000.0,40000.0,67000.0,,20073000.0,,,0.0,49000.0,459000.0,,508000.0,,,494000.0,221000.0,273000.0,,106000.0,-1508000.0,,,,,,,1796203.0,,0.001,20000000.0,2632710.0,2632710.0,2000.0,-2831000.0,-2831000.0,,,,,,0.0,,,,88000.0,,,,,0.0,0.0,,,,,,,,,,,,,,3928000.0,0.0,3894000.0,34000.0,,3928000.0,7000.0,,,,,,,-0.62,,,,,,,0.25,,,,,,170000.0,,,,,,383000.0,0.0,,,,,,,,,,1359000.0,141000.0,2738000.0,-2714000.0,-24000.0,,117000.0,24000.0,24000.0,1000.0,,,,,,90000.0,0.0,-4000.0,244000.0,,,,5000.0,,-44000.0,5000.0,,,,,0.0,,,18000.0,67000.0,44000.0,5000.0,0.0,,,,,,,,,494000.0,565000.0,2428000.0,,33000.0,33000.0,-8000.0,-8000.0,-1533000.0,-1533000.0,-2831000.0,-2831000.0,,,,,,2457000.0,-2316000.0,,,,,,15000.0,15000.0,,,,,,11125000.0,483000.0,,349000.0,,,,,,,398000.0,,15000.0,,,,,,8000.0,,42000.0,34000.0,5000.0,33000.0,,,,,,0.0,,,,,,51000.0,11000.0,,,,,,584000.0,,,,-22576000.0,,,229000.0,,,514000.0,150000.0,508000.0,,,,,,,,,115404.0,,275038.0,,,,,,,,,-2499000.0,-2499000.0,,,,,,0.0,,,,33000.0,,170000.0,16000.0,73000.0,73000.0,,,2079000.0,4578470.0
2017-03-31,2017-05-15,10-Q,"NanoVibronix, Inc",NAOV,CIK0001326706,USD,,123000.0,508000.0,4000.0,,,,,,21487000.0,,,,,351000.0,222000.0,,,1466679.0,446000.0,159000.0,287000.0,,51000.0,-55000.0,,,,5.9,,140000.0,,,0.001,24000000.0,2632710.0,2632710.0,2000.0,-1718000.0,-877000.0,,,,,,134000.0,,,,16000.0,,,,,,-5000.0,,,,,,,,,,,,,,,,,,,,1000.0,,,,,0.0,,-0.37,,,,,,,,,,,,,,,,,,,35000.0,,,,,,,,,,,593000.0,36000.0,,-866000.0,,,11000.0,42000.0,,-2000.0,,,,,,6000.0,2000.0,-7000.0,23000.0,,,,,,2000.0,,,,,,,,,,60000.0,,,,,,,,,,,,446000.0,631000.0,2618000.0,,350000.0,350000.0,,0.0,-405000.0,-405000.0,-877000.0,,,,,,,838000.0,-802000.0,,,,,,9000.0,9000.0,,,,,,,,,370000.0,,,,,,,64000.0,,,,,,,,0.0,841000.0,44000.0,,5000.0,0.0,,,,,,350000.0,,,,,,,10000.0,,,,,,150000.0,,,,-24294000.0,,,52000.0,,,94000.0,,351000.0,,,,,,,,,,,,,,,,,,,,-2803000.0,,,,,,,,,,,,,,,,,,,2114000.0,4583971.0
