end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,Assets,AssetsCurrent,AssetsNet,AssetsNoncurrent,AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,BenefitsLossesAndExpenses,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsAndShortTermInvestments,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockOtherValueOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTax,ContractWithCustomerLiabilityCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CurrentStateAndLocalTaxExpenseBenefit,CustomerAdvancesCurrent,CustomerDepositsCurrent,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsValuationAllowance,DepositAssets,Depreciation,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DueFromBanks,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationTaxHolidays,EffectOfExchangeRateOnCashAndCashEquivalents,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,FinanceLeaseRightOfUseAssetAmortization,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsNet,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeposits,IncreaseDecreaseInFuelInventories,IncreaseDecreaseInPayablesToCustomers,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPropertyAndCasualtyInsuranceLiabilities,IncreaseDecreaseInRestrictedCashForOperatingActivities,InterestIncomeExpenseNet,InterestPaid,InventoryGross,InventoryNet,InventoryRawMaterialsAndSupplies,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansAndLeasesReceivableGrossCarryingAmount,LoansPayableCurrent,LossContingencyLossInPeriod,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAllocatedToLimitedPartners,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsNoncurrent,OtherBorrowings,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherCostOfServices,OtherFiniteLivedIntangibleAssetsGross,OtherGeneralAndAdministrativeExpense,OtherIntangibleAssetsNet,OtherPrepaidExpenseCurrent,PaymentsForProceedsFromProductiveAssets,PaymentsForRepurchaseOfEquity,PaymentsToAcquireFederalHomeLoanBankStock,PaymentsToAcquireLoansReceivable,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquireOtherPropertyPlantAndEquipment,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidExpenseNoncurrent,PrepaidInterest,ProceedsFromRelatedPartyDebt,ProceedsFromStockPlans,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PublicUtilitiesInventory,PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,ReceivableWithImputedInterestNetAmount,RentalIncomeNonoperating,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,Revenues,RevenuesNetOfInterestExpense,SaleOfStockPricePerShare,SharesIssued,SharesIssuedPricePerShare,SharesOutstanding,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueNewIssues,TaxAdjustmentsSettlementsAndUnusualProvisions,TaxesOther,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesChargedToCostAndExpense,WeightedAverageNumberOfDilutedSharesOutstanding,EarningsPerShareBasic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,RevenueFromContractWithCustomerIncludingAssessedTax,WeightedAverageNumberOfSharesOutstandingBasic
2017-04-30,2017-05-30,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,,,,-2434.0,,,1478.0,16147.0,,17625.0,,,,10448.0,,,,,,,,,,,75000000.0,2000000.0,2000000.0,,0.001,,,,,401.0,,,7000.0,,,,-599.0,,,599.0,,,,,,,,,,,,,,,,,,,4437.0,10119.0,,,,,,,,,,,,,,,,,,,,,,17625.0,18059.0,18059.0,,11059.0,,,,,,,,5682.0,,,-4437.0,,,,,,,,,,,,,,-827.0,,,,,,,,,,,,,,,,2653.0,,,,,,,5682.0,,,3046.0,,,,,,,,10520.0,,,,,,,,,,,,,,,2000000.0,,,,
2017-07-31,2017-10-31,10-K,CLANCY CORP.,CCYC,CIK0001681769,USD,0.0,,,-1763.0,,,11304.0,10992.0,,22296.0,,-191.0,,3491.0,,,3491.0,,1964.0,,,,,,75000000.0,13000.0,2275000.0,,0.001,,,,804.0,1102.0,,,,,,,-599.0,,,599.0,,662.0,,,,,0.0,,,,,,,,,,,,25808.0,25918.0,,,,-562.0,0.0,0.0,,,,,,,-4753.0,-2747.0,-2747.0,,0.0,,,,22296.0,11237.0,11059.0,11059.0,,11059.0,-562.0,,21331.0,,-11967.0,-7400.0,,110.0,-562.0,,-25808.0,,,,,,,,,,,,,,,9967.0,9967.0,,,,,,,-1688.0,,,10331.0,-10279.0,,,4753.0,1337.0,,,,11000.0,,110.0,,,2748.0,,,,,,,,27020.0,,,,,,11237.0,,,,,,191.0,,,4239388.0,,,,
2017-10-31,2017-12-13,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,,,,-13490.0,,,10463.0,30303.0,,40766.0,,,,17272.0,,,17272.0,,13781.0,,,,,,75000000.0,3030250.0,,,43197.0,,,,,,0.0,,,,,0.0,-4587.0,,,4587.0,,842.0,,,,,0.0,,,,,,,-3988.0,0.0,,,,11728.0,,-11728.0,,,,0.0,0.0,,,,,,,-3960.0,,-1570.0,,0.0,,,,40766.0,,11059.0,11059.0,,11059.0,-11728.0,,30197.0,,0.0,-16415.0,,-11728.0,,,-11728.0,,,,,,,,,,,,,,,,9266.0,,,,,,,,30197.0,,0.0,,0.0,,8713.0,1197.0,,,,,,-11728.0,,,4318.0,,,,,,,,,,,,,,29707.0,,,,,,3988.0,,,2275000.0,,,,
2018-01-31,2018-03-15,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,,,,-36339.0,,,9620.0,11297.0,,20917.0,,,857.0,857.0,,,,,-16415.0,,,,,,75000000.0,46197.0,3125250.0,,0.001,,,,,,0.0,,,,,,-49472.0,,,49472.0,,842.0,,,,,0.0,,,,,,,,,,,,24277.0,1429.0,,,,,0.0,,0.0,,,,71.0,,2520.0,,,,0.0,,,,20917.0,,11059.0,11059.0,,11059.0,,,3000.0,,,-19415.0,,-22848.0,,,-24277.0,,,,,,,,,,,,,,,8565.0,,,,,,,,,,3000.0,0.0,,,,6193.0,1055.0,,,,,,-22848.0,,,4247.0,,,,,,,,1500.0,,,,,,9858.0,,,,,,,,,3105250.0,,,,
2018-04-30,2018-05-31,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,6000.0,,,-44697.0,,,8778.0,9781.0,,18559.0,,,2285.0,2285.0,,,,,,,,,,,75000000.0,46197.0,3105250.0,33197.0,0.001,,,,,,0.0,,,,,0.0,-10389.0,,,10389.0,,,,,,,0.0,,,,,,,,,,,,20742.0,12384.0,-8358.0,,,,,,,,,,,,,,,,,,,,18559.0,,17059.0,17059.0,,11059.0,,,,,,,,,,,-20742.0,-8358.0,,,,,,,,,,,,,,,7863.0,,424.0,,,,,,,,,,,,3673.0,915.0,,,,,,,,,3823.0,,,,,,,,12808.0,,,,,,1500.0,,,,,,,,,3105250.0,,,,
2018-07-31,2018-10-17,10-K,CLANCY CORP.,CCYC,CIK0001681769,USD,6000.0,,914.0,-49472.0,,43092.0,13784.0,5848.0,,7936.0,7936.0,-10019.0,,876.0,,-2615.0,876.0,,-2615.0,33197.0,,-35812.0,,0.001,75000000.0,3105250.0,3105250.0,,3105.0,,,,495.0,,,,,,10389.0,,-49472.0,,774.0,10389.0,,3368.0,-47709.0,-0.02,,11059.0,0.0,,,,,,,,,,3117.0,7162.0,61522.0,13813.0,,,0.0,-47709.0,0.0,6000.0,,,,,,,3600.0,-1071.0,,,0.0,3819.0,3819.0,3819.0,17059.0,13784.0,17059.0,17059.0,,11059.0,-47709.0,1688.0,33197.0,,0.0,-35812.0,,-47709.0,-47709.0,,-61522.0,,,,,,,,,,,,,,,10279.0,7162.0,,,10279.0,,7162.0,1153.0,0.0,,,0.0,0.0,,,1153.0,774.0,,,,33197.0,,-52484.0,1688.0,774.0,3819.0,-3117.0,,,,,-49472.0,,14308.0,,,,,3105250.0,-3275.0,,,33197.0,,,10019.0,,,2950248.0,,,,
2018-10-31,2018-12-03,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,7620.0,1620.0,,-61251.0,,,7094.0,4331.0,1000.0,11425.0,,,,255.0,,-621.0,255.0,255.0,-621.0,7800.0,,-8421.0,3105250.0,,75000000.0,46197.0,3105250.0,,0.001,,,,,,0.0,,,,,0.0,-12863.0,,,12863.0,,842.0,-11783.0,0.0,,,0.0,,,,,,,-2474.0,,,,,11783.0,,-11783.0,,,,0.0,1620.0,,,,,,,900.0,,0.0,,0.0,3823.0,,,11425.0,,26479.0,26479.0,,18859.0,,,7800.0,,,-8421.0,,-11779.0,,,-11783.0,,,,,,,,,,,,,61251.0,,6460.0,,,,,,,,,0.0,,7800.0,,,253.0,253.0,,,,,,,-11783.0,,634.0,3823.0,,,,,,,,,,,,,,-15054.0,,,,,,2474.0,12863.0,,3105250.0,,,,
2019-01-31,2019-02-20,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,99.0,,,-56198.0,,,493.0,3605.0,,9857.0,6252.0,,223.0,223.0,223.0,,,,-32.0,,,,3105250.0,,75000000.0,46197.0,3105250.0,,0.001,,,,,,0.0,,,,,,-11240.0,,,11240.0,,842.0,5053.0,,,,0.0,,,,,,,,,,,,5556.0,10609.0,,,,,0.0,,-7521.0,,,,441.0,,253.0,,,,0.0,3382.0,,,9857.0,,19858.0,19858.0,19759.0,19759.0,,,900.0,,,-932.0,,5053.0,,,-5556.0,,,,,,,,,,,,,56198.0,,5759.0,,,,,,,,,,0.0,900.0,,,,0.0,,,,,,,5053.0,,,,,,,,,,,11050.0,,,,,,-10001.0,,,,,,,11240.0,,93157500.0,,,,
2019-04-30,2019-06-13,10-Q,CLANCY CORP.,CCYC,CIK0001681769,USD,2619.0,,-1336.0,,,43092.0,5409.0,3305.0,,8714.0,,,398.0,398.0,,,398.0,,,,,,,,75000000.0,3105.0,3105250.0,0.0,0.001,,,,,,0.0,,,,,,-12886.0,,,12886.0,,,-5162.0,,,,0.0,,,,,,,,,,,,14387.0,9225.0,-5162.0,,,,,,,,,,,,,,,,,,,2907.0,8714.0,-15164.0,23878.0,23878.0,,21259.0,,1688.0,,,,,,-5162.0,,,-14387.0,-5162.0,,,,,,,,,,,,,,10279.0,5057.0,,475.0,,,5057.0,,,,,,,,,0.0,,,,,,,-5162.0,,352.0,2907.0,-5222.0,,,,,-61361.0,,9700.0,9700.0,,,,3105250.0,-15164.0,,,,,,,12886.0,,93157500.0,,,,
2019-07-31,2019-11-14,10-K,CLANCY CORP.,CCYC,CIK0001681769,USD,,,,,,63251.0,0.0,,,,,,,,,-876.0,,,,12275.0,,-13151.0,,0.001,345000000.0,3105250.0,3105250.0,,3105.0,,,,,,,,,10148.0,241.0,,,241.0,,241.0,,3368.0,-16884.0,-0.01,,1152.0,,,0.21,0.21,,,,,,,,,1152.0,,,,0.0,,,,,,,,,,,,,,,,,,1152.0,0.0,1152.0,,,,,,13427.0,1152.0,,-14303.0,-1152.0,-18036.0,,,1152.0,-1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.0,,,-18036.0,,,,,,,,,-67508.0,,,,,,,,-1152.0,,,,-10148.0,,,,,3105250.0,,,,
