end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedExchangeFeeRebateCurrent,AccruedSalariesCurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,Cash,CashAcquiredFromAcquisition,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockAmountIssued1,ConversionOfStockSharesConverted1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,CostsAndExpenses,DebtConversionOriginalDebtAmount1,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsNoncurrentNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,DepositsAssetsNoncurrent,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DirectOperatingCosts,DividendsPayableCurrent,DueFromRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsNet,FloorBrokerageExchangeAndClearanceFees,GainLossOnDispositionOfAssets,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrantsReceivable,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseDebt,InterestPaid,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LicenseCosts,LicensesRevenue,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermNotesPayable,LossContingencySettlementAgreementConsideration1,ManagementFeeExpense,ManagementFeePayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesIssued1,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeasePayments,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherIntangibleAssetsNet,OtherLiabilities,OtherLongTermDebtNoncurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncome,PaidInKindInterest,PaymentForManagementFee,PaymentsForBrokerageFees,PaymentsForRepurchaseOfPrivatePlacement,PaymentsOfDebtIssuanceCosts,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireLifeInsurancePolicies,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfOtherLongTermDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromWarrantExercises,PropertyPlantAndEquipmentNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfShortTermDebt,ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,ResearchAndDevelopmentExpense,RestrictedStockSharesIssuedNetOfSharesForTaxWithholdings,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueFromGrants,Revenues,SaleOfStockPricePerShare,SalesRevenueNet,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendPayments,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,ShareBasedGoodsAndNonemployeeServicesTransactionQuantityOfSecuritiesIssued,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockOptionPlanExpense,TechnologyServicesRevenue,TemporaryEquityCarryingAmount,TemporaryEquityCarryingAmountAttributableToParent,TemporaryEquitySharesOutstanding,UnrecognizedTaxBenefits,WarrantsAndRightsOutstanding,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AllocatedShareBasedCompensationExpense
2008-12-31,2009-04-15,10-K,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,,,,,,,,,,,,654199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3611550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2211746.0,,,,,,,,,,,,,0.0,,,,,,,,,,
2009-12-31,2010-03-31,10-K,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1566835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1792157.0,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,303029.0,,,,,,,,,,,16607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-542939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246090.0,,,,18487.0,22787.0,,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-15,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005,,,,,,,,,,,,,,,,,252525.0,,,,,,,,,,,33514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-331841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68710.0,,,,22908.0,22908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-31,10-K,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,203590.0,,,,7092.0,,501362.0,,12322913.0,,,418112.0,,16706.0,,,,413988.0,395964.0,,,,,,,,,,,,367101.0,,,,365983.0,,,,,0.0002,1500000000.0,757539307.0,757539307.0,151508.0,,,,,403445.0,,,279191.0,,,,,,,,2315.0,6165.0,14100651.0,,,,-0.003,,,,,,,,,,,,,,,,,1084419.0,,,,,339231.0,7092.0,,,,10467.0,75969.0,,33885.0,,41174.0,232886.0,,,1554569.0,413988.0,,1149571.0,,,,,404998.0,400878.0,,,,880368.0,,-3250.0,,-511135.0,,-1523737.0,25206.0,,,,,,,,,,,,,,,,,,4120.0,-17061.0,,,,,,,,,3250.0,,,,,,21771.0,,400878.0,,479490.0,,,,,,15709.0,,,,,,,469408.0,,,,96362.0,106059.0,,9697.0,,,,,,,,,,,,,,-1626230.0,,700063.0,,,,,,,,,,,,418112.0,,485649.0,,59000000.0,,,,,
2011-03-31,2011-05-16,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850770.0,,,,483669.0,,,,,,,,,,,,,,,,,375400.0,,,,,,,,,1542.0,,,,,-0.014,,,,,,,,,,,,,,,,,296252.0,,,,,52807.0,22908.0,460405.0,,-2521.0,,28353.0,,31581.0,,,38473.0,,,,,,,,,,,,,,,,750000.0,,,,-266331.0,,-356608.0,,,,,,,,,,,,,,,,,,,,-17842.0,,,,,,,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,65003.0,1628571.0,,,30000.0,33000.0,,3000.0,,,,,,,,,,,,,,,,540277.0,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-12,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,253308.0,,,,22850.0,,,,14400379.0,,,,,,,,,640744.0,626471.0,,,,,,,,,,,,572186.0,,,,,,,,,0.0002,1500000000.0,1090726578.0,1090726578.0,218145.0,,,,,164804.0,,,,,,,,,,,2315.0,,15046323.0,,,,-0.019,,,,,,,,,,,,,,,,,426112.0,,,,,,,,,,,4647.0,,,,,,,,582894.0,640744.0,,582894.0,,,,,,,,,,,,,,,,-589063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31435.0,,,,,,,,,,11958.0,,,,,,,183193.0,,,,24889.0,24889.0,,,,,,,,,,,,,,,,-427799.0,,,,,,,,,,,,,,,,485649.0,,59000000.0,,164782.0,,31491397.0,
2011-09-30,2011-11-14,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,239365.0,,,,40453.0,,7679.0,,14640761.0,,,,,,,,,361838.0,348108.0,,,,,,,,,,,,252587.0,,,,,,,,,0.0002,1500000000.0,1117510046.0,1117510046.0,223502.0,,,,,164804.0,,,,,,,,,,,2315.0,,15567018.0,,,,-0.016,,,,,,,,,,,,,,,,,331856.0,,,,,,,,,,,2314.0,,,,2314.0,,,,578944.0,361838.0,,578944.0,,0.0,,,,,,,,,,,,,,-521027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55068.0,,,,,,,,,,11415.0,,,,,,,212291.0,,,,25434.0,25434.0,,0.0,,,,,,,,,,,,,,-702755.0,,,,,,,,,,,,,,,,485649.0,,59000000.0,,164782.0,,33155162.0,
2011-12-31,2012-04-06,10-K,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,698131.0,,,,17000.0,,13189.0,,15168005.0,,,285600.0,,0.0,,,668.0,82225.0,70101.0,,,,,,,,,,,,17666.0,,,,-349435.0,,,,,0.0002,1500000000.0,32928654.0,32928654.0,6586.0,,,,113444.0,0.0,113444.0,,703546.0,,,0.0,,4940000.0,0.0,4940000.0,2315.0,6230.0,16421120.0,37363.0,,,-0.075,0.38,,,,,,,,,,,,,,,,1430365.0,,,,,534949.0,-9908.0,,,-13664.0,13664.0,37187.0,,10493.0,,1799.0,355205.0,,,843105.0,82225.0,,729661.0,,0.0,,,113444.0,,,,,770000.0,,-998.0,,-1118437.0,,-2320469.0,0.0,,,,,,,,,,,,,,13000000.0,0.0,,,,42952.0,,,,,,,,,998.0,,,,,,35435.0,,0.0,,770000.0,,,,,,9809.0,,,,,,,942240.0,,,,86323.0,89323.0,,3000.0,,,,,,,,,,,,,,-1246529.0,,556027.0,,,,,,,,,,,,285600.0,,485649.0,485649.0,1685714.0,,16542.0,2053322.0,31045041.0,
2012-03-31,2012-05-15,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,695020.0,,,,40816.0,,17987.0,,15464489.0,,,34840.0,,0.0,,,0.0,184354.0,173612.0,,,,,,,,,,,,81286.0,,,,63620.0,,,,,0.0002,1500000000.0,33949163.0,33949163.0,6790.0,,,,,,111781.0,,1663.0,,,,,,,,2315.0,1382.0,16798827.0,4890.0,,,-0.011,,,,,,,,,,,,,,,,,294994.0,,,,,38116.0,23816.0,,,16075.0,,1881.0,,0.0,,1464.0,42100.0,,,1026253.0,184354.0,,914472.0,,0.0,,,111781.0,,,,,364780.0,,0.0,,-301160.0,,-377707.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,51510.0,,0.0,,364780.0,,,,,,8427.0,1479.0,,,,,,133481.0,,,,52649.0,52649.0,,0.0,,,,,,,,,,,,,,-1327548.0,35.0,36764.0,,,,,,,,,,,,34840.0,,485649.0,,1685714.0,,200001.0,,35409004.0,
2012-06-30,2012-08-16,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,252349.0,,,,13029.0,,18938.0,,16180983.0,,,,,,,,,106792.0,97538.0,,,,,,,,,,,,31761.0,,,,,,,,,0.0002,1500000000.0,37884514.0,37884514.0,7577.0,,,,156213.0,46333.0,109880.0,,,,,,,,,,2315.0,,17266743.0,,,,-0.013,,,,,,,,,,,,,,,,,323198.0,,,,,,,,,,,2830.0,,,,4875.0,,,,699326.0,106792.0,,589446.0,,0.0,,,109880.0,,,,,,,,,,,-467916.0,,,,,,,,,,,,,,,,,,3260.0,,,,,,,,,,,,,,,,,52748.0,,,,,,,,,,6939.0,,,,,,,152908.0,,,,11020.0,11020.0,,0.0,,,,,,,,,,,,,,-1078183.0,,,,,,,,,,,,,,,,,485649.0,1685714.0,,266951.0,,37051815.0,
2012-09-30,2012-11-14,10-Q,CORETEC GROUP INC.,CRTG,CIK0001375195,USD,,183606.0,,,,13029.0,,19890.0,,16834410.0,,,,,,,,,215748.0,80071.0,,,,,,,,,,,,35537.0,,,,,,,,,0.0002,1500000000.0,41766150.0,41766150.0,8353.0,,,,605353.0,530168.0,75185.0,,,,,127700.0,,,,,2315.0,,17932857.0,,,,-0.016,,,,,,,,,,,,,,,,,502468.0,,,,,,,,,,,35887.0,,,,11343.0,,,,820193.0,215748.0,,745008.0,,0.0,,,75185.0,,,,,,,,,,,-666114.0,,,,,,,,,,,,,,,,,,2290.0,,,,,,,,,,,,,,,,,31505.0,,,,,,,,,,5662.0,,,,,,,127759.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,-1090094.0,,,,,,,,,,,,,,,,,485649.0,1685714.0,,1.0,,41459140.0,
