end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapitalCommonStock,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDebtDiscountPremium,AociTaxAttributableToParent,AssetManagementFees,Assets,AssetsCurrent,AssetsNoncurrent,AssetsUnderManagementCarryingAmount,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAmortizedCostBasis,AvailableForSaleEquitySecuritiesAmortizedCostBasis,AvailableForSaleSecurities,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesCurrent,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleSecuritiesDebtSecuritiesCurrent,AvailableForSaleSecuritiesEquitySecurities,AvailableForSaleSecuritiesFairValueDisclosure,AvailableForSaleSecuritiesGrossRealizedGains,AvailableForSaleSecuritiesGrossRealizedLosses,AvailableForSaleSecuritiesGrossUnrealizedGains,AvailableForSaleSecuritiesGrossUnrealizedLoss,AvailableForSaleSecuritiesGrossUnrealizedLosses1,AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,AvailableforsaleSecuritiesGrossUnrealizedGain,BuildingsAndImprovementsGross,CapitalizedComputerSoftwareAdditions,CapitalizedComputerSoftwareAmortization,CapitalizedComputerSoftwareAmortization1,CapitalizedComputerSoftwareImpairments,CapitalizedComputerSoftwareNet,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashUninsuredAmount,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockValue,ComprehensiveIncomeNetOfTax,ContractWithCustomerLiabilityCurrent,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DeconsolidationGainOrLossAmount,DeferredCompensationArrangementWithIndividualContributionsByEmployer,DeferredCompensationArrangementWithIndividualEmployerContribution,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilitiesNet,DeferredRentCreditNoncurrent,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsNetCurrent,DeferredTaxLiabilitiesInvestments,DeferredTaxLiabilitiesNoncurrent,DepreciationDepletionAndAmortization,DividendsCommonStock,DividendsPayableCurrent,DueFromAffiliateCurrent,DueFromRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsDividends,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxExemptIncome,EffectiveIncomeTaxRateReconciliationTaxSettlements,EffectiveIncomeTaxRateReconciliationTaxSettlementsDomestic,EquityMethodInvestmentSummarizedFinancialInformationAssets,EquityMethodInvestmentSummarizedFinancialInformationLiabilities,EquityMethodInvestments,EquitySecuritiesFvNi,EquitySecuritiesFvNiCost,EquitySecuritiesFvNiCurrentAndNoncurrent,EquitySecuritiesFvNiGainLoss,EquitySecuritiesFvNiRealizedGainLoss,EquitySecuritiesFvNiUnrealizedGainLoss,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets,GainLossOnInvestments,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GainsLossesOnExtinguishmentOfDebt,HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesReceivable,IncomeTaxReceivable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueFromAffiliatesCurrent,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseOfRestrictedInvestments,IntangibleAssetsNetExcludingGoodwill,InvestmentAdvisoryManagementAndAdministrativeFees,InvestmentIncomeDividend,InvestmentIncomeInterest,InvestmentIncomeInvestmentExpense,InvestmentIncomeNet,InvestmentsFairValueDisclosure,LaborAndRelatedExpense,Land,LeaseAndRentalExpense,LeaseIncentiveReceivable,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LicensesRevenue,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermInvestments,MarketingAndAdvertisingExpense,MoneyMarketFundsAtCarryingValue,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NumberOfReportableSegments,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,OtherGeneralAndAdministrativeExpense,OtherNoncashIncomeExpense,OtherOperatingActivitiesCashFlowStatement,OtherSellingAndMarketingExpense,PaymentsForRent,PaymentsForRepurchaseOfCommonStock,PaymentsForSoftware,PaymentsOfDividendsCommonStock,PaymentsToAcquireAdditionalInterestInSubsidiaries,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireAvailableForSaleSecuritiesDebt,PaymentsToAcquireAvailableForSaleSecuritiesEquity,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireEquitySecuritiesFvNi,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromPaymentsForTradingSecurities,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,ProceedsFromSaleOfEquitySecuritiesFvNi,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentDisposals,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,RestrictedCash,RestrictedInvestmentsNoncurrent,RestructuringCharges,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueFromRelatedParties,Revenues,SalesRevenueNet,ShareBasedCompensation,ShortTermInvestments,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,SubscriptionRevenue,TreasuryStockAcquiredAverageCostPerShare,TreasuryStockShares,TreasuryStockSharesAcquired,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,VariableInterestEntityEntityMaximumLossExposureAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-04-30,2009-07-16,10-K,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80869000.0,,,,,,,,,,,,,
2009-07-31,2009-09-11,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-31,2009-12-15,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-31,2010-03-12,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-30,2010-07-16,10-K,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,14530000.0,,1042000.0,,18932000.0,,,,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,,,,-727000.0,,16435000.0,,-26501000.0,,,,,3.0,,,,,,,,,,,,,,-8165000.0,,,,,,,,,726000.0,35934000.0,,,,-2.32,,,,,,,,,,,,,,,,,,,,,,,,,,-31353000.0,,-8165000.0,,,2117000.0,-672000.0,,-87000.0,388000.0,,-1820000.0,208000.0,,-179000.0,,,,,,,837000.0,,16314000.0,,,,,,,,,,,,,,,,,3243000.0,,,,9346000.0,,-38928000.0,,21085000.0,,-8658000.0,,-23188000.0,,,90330000.0,-32190000.0,,,,,,,,,,,,,,,,,,,,,,,-299000.0,,,,,,,,,,,,,,11320000.0,,,5244000.0,,,736000.0,38928000.0,,,48039000.0,,,,81000.0,,,16840000.0,,69941000.0,,,,,,,,,,,,,,,,,58140000.0,,,21448000.0,21448000.0,,,35965000.0,,18400.0,,354000.0,,,,,9981600.0
2010-07-31,2010-09-14,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,1050000.0,,13000.0,,4215000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14434000.0,,-2001000.0,,,,,0.2,,,,,,,,,,,,,,1266000.0,,,,,,,,,152000.0,-1996000.0,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,3583000.0,1266000.0,,,-1096000.0,-452000.0,,-196000.0,,,-1023000.0,-141000.0,,28000.0,,,,,,,37000.0,,3877000.0,,,,,,,,,,,,,,,,,777000.0,,,,1718000.0,,,,-5368000.0,,3367000.0,,,,,10063000.0,3546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000.0,,3330000.0,,,1138000.0,,,41000.0,,,,12011000.0,,,,22000.0,,,,,6706000.0,,,,2317000.0,,,,,,,,,,,,13609000.0,,,,,21759000.0,,,8617000.0,,,,,,,,,
2010-10-31,2010-12-14,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,4066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8712000.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,1841000.0,754000.0,,,,,,,,,,,,,,,,,,,51000.0,,4388000.0,,,,,,,,,,,,,,,,,865000.0,,,,2359000.0,,,,,,,,1087000.0,,,11708000.0,1790000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699000.0,,,1142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120000.0,,,,,13498000.0,,,2859000.0,,,,8567000.0,,,,,,,,,
2011-01-31,2011-03-24,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,,,,,,,,,,,,,,2412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7575000.0,,,,,,,0.2,,,,,,,,,,50510000.0,,,,,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,51423000.0,19986000.0,,,,,,,,,,,,,,,,,,,-40000.0,,5617000.0,,,,,,,,,,,,,,,,,954000.0,,,,1366000.0,,,,,,,,31437000.0,,,11806000.0,229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283000.0,,,1238000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302000.0,,,,,12035000.0,,,32286000.0,,,,8669000.0,,,,,,,,,
2011-04-30,2011-07-29,10-K,VALUE LINE INC,VALU,CIK0000717720,USD,4266000.0,1599000.0,336000.0,913000.0,,,,63000.0,991000.0,-27122000.0,45000.0,13000.0,,10693000.0,87803000.0,25222000.0,62581000.0,,,,,,,,,,12674000.0,,,,,,,,,-63000.0,63000.0,,,,,,,,,,,2130000.0,6802000.0,,-9633000.0,,,,,0.2,0.1,30000000.0,10000000.0,1000000.0,37847000.0,,356000.0,-57000.0,-413000.0,50510000.0,,500000.0,20535000.0,23738000.0,,,22442000.0,4559000.0,3203000.0,3022000.0,,18574000.0,593000.0,25951000.0,1995000.0,38000.0,38000.0,3.79,0.3853,0.35,,,,0.0295,,,,,,56367000.0,,,,,,,,,,,,,,61463000.0,,23681000.0,,,-1524000.0,-82000.0,,-318000.0,91000.0,,-176000.0,-1345000.0,,35000.0,,2130000.0,10693000.0,16000.0,118000.0,2000.0,65000.0,,17242000.0,,3862000.0,,,,,,,,,,,54549000.0,87803000.0,31416000.0,23133000.0,3568000.0,,,56367000.0,6673000.0,,-24046000.0,-24046000.0,3753000.0,3753000.0,10660000.0,10660000.0,37782000.0,,,40134000.0,8533000.0,,,,,,,,,,,,,,,,,,,,,,100000.0,65000.0,38000.0,,65000.0,,,44000.0,,-68000.0,24000.0,,32000.0,21000.0,14000.0,9504000.0,,,4718000.0,,90000.0,1801000.0,23956000.0,5484000.0,,27310000.0,1360000.0,5484000.0,,106000.0,1028000.0,,,,38021000.0,,,,,,,4084000.0,,,,,3764000.0,31644000.0,,,,48667000.0,1770000.0,6158000.0,33254000.0,33254000.0,3110000.0,,34406000.0,13.39,25119.0,6719.0,444000.0,90000.0,,,,9980000.0
2011-07-31,2011-09-13,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,3391000.0,1298000.0,336000.0,781000.0,,,,14000.0,991000.0,-2602000.0,45000.0,,,,84962000.0,21096000.0,63866000.0,,,,,,,,,,9596000.0,,,,,,,,,-5000.0,5000.0,,,,,,,,,,,,7186000.0,,384000.0,,,,,0.2,0.1,30000000.0,10000000.0,1000000.0,2027000.0,,50000.0,-71000.0,-121000.0,,,150000.0,1006000.0,1216000.0,,,21103000.0,4296000.0,210000.0,1806000.0,,18548000.0,135000.0,1993000.0,1993000.0,1000.0,,0.21,0.3555,0.35,,-0.0009,-0.0094,0.0158,,,,,,,,,,,,,,,,,,,,3221000.0,3221000.0,1145000.0,,,-730000.0,-301000.0,,-132000.0,,,-1602000.0,-36000.0,,-36000.0,,3621000.0,,12000.0,8000.0,,11000.0,,3640000.0,,,,,,,,,,,,,,84962000.0,28988000.0,22844000.0,972000.0,,,56226000.0,1121000.0,,-2153000.0,,3063000.0,,-526000.0,,2076000.0,,,7732000.0,1638000.0,,,,,,,,,,,,,,,,,,,,,,-75000.0,-49000.0,2000.0,,-49000.0,,5000.0,3000.0,2000.0,,,,-80000.0,-52000.0,,1742000.0,,,1229000.0,,158000.0,1557000.0,1995000.0,,,,,,,4000.0,992000.0,,,,2998000.0,,,,2076000.0,,,4019000.0,,,,,,31727000.0,,,9370000.0,9370000.0,,6615000.0,33130000.0,33130000.0,,,8398000.0,,36819.0,,602000.0,158000.0,,,,9965021.0
2011-10-31,2011-12-09,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,2657000.0,1049000.0,0.0,930000.0,,,,34000.0,991000.0,,35000.0,,,,81409000.0,16983000.0,64426000.0,,,,,,,,,,4033000.0,,,,,,,,,,,,,,,,,,,,,,9862000.0,,,,,,,0.2,0.1,30000000.0,10000000.0,1000000.0,1935000.0,,-93000.0,-216000.0,-123000.0,,,,1330000.0,1182000.0,,,20003000.0,4192000.0,-148000.0,629000.0,,18870000.0,,,1980000.0,,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,2881000.0,2881000.0,966000.0,,,,,,,,,,,,,,4167000.0,,15000.0,6000.0,,20000.0,,3710000.0,,,,,,,,,,,,,,81409000.0,26050000.0,23062000.0,813000.0,,,56282000.0,988000.0,,,,,,,,1915000.0,,,7622000.0,1518000.0,,,,,,,,,,,,,,,,,,,,,,,20000.0,,,20000.0,,,,,,,,,,,1766000.0,,,1158000.0,,,,,,,,,,,,896000.0,,,,,,,,,,,3977000.0,,,,,,31662000.0,,,,9140000.0,,9284000.0,32297000.0,,,,8327000.0,,103619.0,,1390000.0,,,,,9929264.0
2012-01-31,2012-03-15,10-Q,VALUE LINE INC,VALU,CIK0000717720,USD,2222000.0,713000.0,211000.0,910000.0,,,,76000.0,991000.0,,48000.0,,,,82839000.0,17689000.0,65150000.0,,,,,,,,,,3076000.0,,,,,,,,,,18000.0,,,,,,,,,,,,12538000.0,,,,,,,0.15,0.1,30000000.0,10000000.0,1000000.0,1887000.0,,414000.0,545000.0,131000.0,,,,448000.0,893000.0,,,20800000.0,4939000.0,445000.0,378000.0,,19273000.0,,,1484000.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,3282000.0,3282000.0,1438000.0,,,,,,,,,,,,,,4931000.0,,19000.0,2000.0,,3000.0,,3638000.0,,,,,,,,,,,,,50140000.0,82839000.0,25928000.0,24212000.0,851000.0,,,56312000.0,622000.0,,,,,,,,1844000.0,,,7173000.0,1823000.0,,,,,,,,,,,,,,,,,,,,,,,43000.0,,,43000.0,,,,,,,,,,,1770000.0,,,1143000.0,,,,,,,,,,,,984000.0,,,,,,,,,,,3907000.0,,,,,,32022000.0,,,,8996000.0,,11733000.0,32699000.0,,,,8145000.0,,103619.0,,1390000.0,,,,,9896381.0
