end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfLeasedAsset,AreaOfLand,Assets,AssetsCurrent,BankingFeesAndCommissions,BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesIncomeStatementInterestExpense,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockConvertedToOtherSecurities,ConvertiblePreferredStockSharesIssuedUponConversion,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentInterestRateStatedPercentage,DeferredFinanceCostsCurrentNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,Deposits,DepositsAssetsCurrent,DepositsAssetsNoncurrent,Depreciation,DepreciationDepletionAndAmortization,DepreciationExpense,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeBenefitsAndShareBasedCompensation,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EmployeeStockOwnershipPlanESOPCompensationExpense,FairValueAdjustmentOfWarrants,FinanceLeaseRightOfUseAsset,GainLossOnDerivativeInstrumentsNetPretax,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestExpense,InterestExpenseOther,InterestPaid,InterestPayableCurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LeaseDepositLiability,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LineOfCreditFacilityCommitmentFeePercentage,LineOfCreditFacilityInterestRateDuringPeriod,LoansPayableCurrent,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesIssued1,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherCostOfOperatingRevenue,OtherExpenses,OtherIncome,OtherLiabilitiesCurrent,OtherNotesPayableCurrent,PaymentsForDeposits,PaymentsForRepurchaseOfCommonStock,PaymentsOfCapitalDistribution,PaymentsOfStockIssuanceCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockParOrStatedValuePerShare,PreferredStockRedemptionAmount,PreferredStockRedemptionDiscount,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLongTermCapitalLeaseObligations,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProceedsFromWarrantExercises,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,ProvisionForDoubtfulAccounts,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,RelatedPartyTransactionAmountsOfTransaction,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfNotesPayable,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,Revenues,SaleLeasebackTransactionCurrentPeriodGainRecognized,SaleLeasebackTransactionGrossProceedsInvestingActivities,SellingAndMarketingExpense,SellingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,ShortTermLeaseCost,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockOptionPlanExpense,StockRepurchasedDuringPeriodValue,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,LineOfCreditFacilityCommitmentFeeAmount,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan
2012-02-29,2012-06-21,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,,,,,,,,,,,,,,,,,,,,11437.0,351.0,,,,,,351.0,351.0,,,,,,,,,,,0.001,75000000.0,5000000.0,5000000.0,,5000.0,,,,,,,,,,,,,,,,,,598.0,,598.0,,-8167.0,,,0.0,,,,,,,,,,,,91.0,,-2249.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14604.0,11437.0,,,,,,,,,,,-2249.0,,,8000.0,6604.0,2249.0,-2249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.0,-2249.0,11086.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-3167.0,,,,,,,,,,,,,,4956044.0,,,
2012-05-31,2012-07-18,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,,,,,,,,20700.0,,,,,,,,,,,,28342.0,17861.0,,,,,,,17861.0,17861.0,,,,,,,,,,0.001,75000000.0,7300000.0,7300000.0,,7300.0,,,,,,,,,,,,,,,,,,2123.0,1518.0,,,-14262.0,6604.0,,0.0,,,,,,,,,,,,1476.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,28342.0,14604.0,,,,,,,34100.0,,-12239.0,-14261.0,,,8000.0,,20357.0,-20357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000.0,,,,,,,,,,,,28000.0,,,,,,,6100.0,,,,16758.0,-20357.0,10481.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,13738.0,,,,,,,,,,,,,,,,,
2012-08-31,2012-11-26,10-K,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,,,,,,,,20700.0,,,,,,,,,,,,5462.0,5462.0,698.0,,,,,,,-3126.0,,,,,1462.0,,,,,0.001,75000000.0,7300000.0,7300000.0,,7300.0,,,,,,,,,,,,,,,4000.0,4000.0,,,,,,43142.0,,,0.0,,,,,,,,,,,,,,-42626.0,,0.0,,,,,,,,-4000.0,,,,,,,0.0,,,,,,,,,,,,,,20604.0,5462.0,20604.0,,,,,,,36500.0,,-39626.0,-42626.0,,,20604.0,,42626.0,-42626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23500.0,,,,,,13000.0,,,,,41928.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-15142.0,,,,,,,,,,,,,,5879891.0,,,
2012-11-30,2013-01-22,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,,,,,,,,20700.0,,,,,,,,,,,,4180.0,,,-9875.0,,,,,,-1282.0,,,,,180.0,,,,,,,7300.0,,,,,,,,,,,,,,,,,,4000.0,,,,,,,-46124.0,,,0.0,,,,,,,,,,,,,,-2982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22304.0,4180.0,,,,,,,,1700.0,-9875.0,-2982.0,,,,22304.0,,,-2982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,,,,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18124.0,,,,,,,,,,,,,,7300000.0,,,
2013-02-28,2013-05-17,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,1762.0,,-2762.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2762.0,,,,,2762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300000.0,,,
2013-06-30,2013-08-13,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,32362.0,0.0,,24545.0,,5400.0,,929388.0,,,,,,,0.0,,,,,580662.0,438409.0,,,,,,384700.0,,320093.0,,,,,,,,,,0.001,1125000000.0,79387175.0,79387175.0,,79387.0,,,0.0,,,18057.0,,229870.0,,,,,,,,,105000.0,1849.0,,,,465875.0,,,0.0,,,,,,,,,,,0.0,67509.0,14465.0,,,0.0,,,19221.0,0.0,9435.0,0.0,0.0,,3555.0,21591.0,,0.0,3555.0,0.0,0.0,0.0,,29164.0,,,0.0,,,,,,,,37762.0,580662.0,37762.0,,,,,,,600000.0,-91019.0,-188888.0,-182487.0,-3555.0,,0.0,,193397.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,90000.0,,0.0,,,,1019.0,,,,0.0,,,,,0.0,,,525000.0,,,0.0,,,75000.0,,,,,,,37253.0,,0.0,,,39846.0,0.0,,,,32522.0,0.0,0.0,84193.0,,,,,,,,,,,,,,,,,,,,,542900.0,,,,,,,,,,,,,,,78156409.0,,
2013-09-30,2013-11-13,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,78993.0,0.0,,48635.0,,18162.0,,1066638.0,,,,,,,0.0,,,,,791713.0,394745.0,,,,,,195990.0,,,,,,,,,,,,0.001,1125000000.0,,,500000.0,79637.0,,,,,,72900.0,,,,,,,,,,,81900.0,7489.0,,,,951717.0,,,-0.01,,,,,,,,,,,0.0,408723.0,56845.0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,103787.0,,,,,,,,,,,97155.0,791713.0,97155.0,,,,,,,,,,-485842.0,0.0,,0.0,,542687.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,46333.0,,,,,,,,,,,,,,,,,315068.0,,,,,22246.0,,,,,129745.0,0.0,,104229.0,,,,,,,,,,,,,,,,,,,,,694558.0,,,,,,,,,,,,,,,77500000.0,,
2013-12-31,2014-02-14,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,135907.0,0.0,,99266.0,,16374.0,,3426810.0,,,,,,,48578.0,,,,,782901.0,281460.0,,,,,,22465.0,,,,,,,,,,,,0.001,1125000000.0,81322175.0,81322175.0,0.0,81322.0,,,,,,102609.0,,,,,69879.0,,,,,,201900.0,16534.0,,,404075.0,3349544.0,,,0.0,,,,,,,,,,,95925.0,2335964.0,68528.0,,,,,,,,,,,,,,,,7501.0,0.0,,7500.0,,87181.0,,0.0,,,,,,,,,,782901.0,563856.0,,,,,,,,,,-2397827.0,39846.0,,0.0,,2506201.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.001,500000.0,,100000000.0,20000000.0,20000.0,2669.0,,,,,,,,,,,,,,,,,299541.0,,,40457.0,,3286.0,,,,,171137.0,,,150417.0,,,,,,,,,,,,,,,,,,,,,178588.0,,,,,,,,,,,,,,,77717418.0,,
2014-03-31,2014-06-30,10-K,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,320154.0,18403.0,,166404.0,,56601.0,,4059464.0,,,2225736.0,,,,107532.0,0.0,107532.0,,,568308.0,281322.0,,,0.0,0.0,,2665.0,,-61942.0,,,,,,,,,,0.001,1125000000.0,81602175.0,81602175.0,0.0,81602.0,,,0.0,,,411851.0,,229870.0,,,54288.0,,,,,,0.0,42407.0,,,337988.0,4512901.0,,,-0.05,,,,,,,,,,,617939.0,3852773.0,140848.0,,,0.0,,,307504.0,17913.0,161294.0,,51201.0,,19829.0,50392.0,,0.0,11055.0,468256.0,0.0,19829.0,,57965.0,,0.0,2652291.0,,,,,,,,836323.0,568308.0,836323.0,0.0,,,,,,1605348.0,-276310.0,-1390980.0,-4229513.0,50992.0,,0.0,,4421353.0,,,,,,,,,,,,,,,,,,,1530.0,40029.0,83348.0,,0.0,,0.0,,,,276310.0,,0.001,,0.0,100000000.0,20000000.0,20000.0,0.0,0.0,,,1100000.0,,,422000.0,,,0.0,,,,0.0,,,286986.0,,10000.0,83820.0,,62092.0,0.0,,,,552699.0,,,464081.0,,,,,,,,,,,,,,,,,,,,,-351835.0,,,,,,229869.0,2632291.0,1025001.0,,,,,,,80220729.0,,
2014-06-30,2014-08-13,10-Q,THE ALKALINE WATER COMPANY INC.,WTER,CIK0001532390,USD,490991.0,0.0,,160393.0,,71537.0,,7813817.0,,,,,,,414370.0,,414370.0,,,2308137.0,1138947.0,,,64578.0,308794.0,0.0,620031.0,,617366.0,,,,,,,,,,0.001,1125000000.0,101182070.0,101182070.0,,101182.0,,,252830.0,,,406125.0,,0.0,,,0.0,,,,,,711500.0,16534.0,,,257862.0,6950110.0,,,-0.03,,,,,,,,,,,264051.0,2138753.0,165924.0,,,0.0,,,170837.0,-18403.0,-6011.0,0.0,14936.0,,-19829.0,295864.0,,4694.0,2524.0,40382.0,0.0,0.0,,353829.0,,,1399127.0,,,,,,,,1323248.0,2308137.0,1014454.0,308794.0,,,,,,2155763.0,-520162.0,-1018235.0,-2437209.0,-221066.0,,0.0,,2382067.0,,,,,,,,,,,,,,,,,,,11.0,0.0,129486.0,,711500.0,,0.0,,,,17435.0,,0.001,,56098.0,100000000.0,20000000.0,20000.0,4694.0,0.0,0.0,,2361999.0,,,0.0,,,0.0,,,,,,,457690.0,,0.0,0.0,,0.0,5204.0,,,,572049.0,-20773.0,208773.0,226780.0,,,,,,,,,,,,,,,,,,,,,984889.0,,,,,,,,,,,,,,,94019973.0,,
