end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableOtherCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BusinessCombinationConsiderationTransferred1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConvertibleDebtCurrent,ConvertibleNotesPayableCurrent,CostOfRevenue,CostsAndExpensesRelatedParty,CurrentIncomeTaxExpenseBenefit,CustomerAdvancesCurrent,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateEffectivePercentage,DeferredRevenue,DeferredTaxAssetsGrossNoncurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowanceNoncurrent,Deposits,DepreciationDepletionAndAmortization,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilitiesCurrent,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,DisposalGroupIncludingDiscontinuedOperationInterestExpense,DisposalGroupIncludingDiscontinuedOperationInterestIncome,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationOtherIncome,DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,DisposalGroupIncludingDiscontinuedOperationRevenue,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign,EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeposits,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPayablesToCustomers,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,InterestIncomeOther,InterestPayableCurrent,InterestReceivableNoncurrent,LeaseCost,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LongTermNotesPayable,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesIssued1,NotesPayableRelatedPartiesClassifiedCurrent,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLossCarryforwards,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherCostAndExpenseOperating,OtherGeneralExpense,OtherLiabilitiesCurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncome,OtherNonrecurringIncomeExpense,OtherReceivablesNetCurrent,OtherShortTermBorrowings,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromOtherDeposits,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromStockPlans,ProfitLoss,PropertyPlantAndEquipmentNet,ReceivablesFromCustomers,RelatedPartyTransactionDueFromToRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalesRevenueGoodsNet,SalesRevenueServicesNet,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,WeightedAverageNumberOfSharesOutstandingBasic
2016-03-31,2016-05-10,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,,,,,,,,,,1921.0,,,,,,,,,,,,1921.0,-4155.0,,,,,,,,75000000.0,6000000.0,6000000.0,6000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.0,,0.0,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,1525.0,1921.0,,,,,,0.0,,,,-4155.0,,-4155.0,,,,,,5655.0,-4155.0,,,,,,,,,,,,,5655.0,,,,,,,,,,,,,,,,,,,,,-4155.0,,,,,,-5604.0,,1500.0,1500.0,,,396.0,,,,,,,,,,6000000.0
2016-06-30,2016-08-15,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,,,,23580.0,,,,,,20780.0,,,,,,,,,,,,20780.0,,,,,,,,,75000000.0,8620000.0,8620000.0,8620.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425.0,,0.0,,,,,,,,10241.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4425.0,20780.0,,,,,,,,,,,,-10241.0,,,,,,-10241.0,-10241.0,,,,,,,,0.0,,,,,10241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-15845.0,,0.0,,,,16355.0,,,,,,,,,,7797143.0
2016-09-30,2016-11-01,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,,,,23580.0,,,,,,9216.0,,,,,,,,,,,,49.0,,,,,,,,,75000000.0,8620000.0,8620000.0,8620.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9425.0,,0.0,,,,,,,,16564.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9425.0,9216.0,,,,,,,,,,,,-16564.0,,,,,,16564.0,-16564.0,,,,,,,,0.0,,,,,16564.0,,,,,,,,,,,,9167.0,,,,,,,,,,,,,,,-32409.0,,0.0,,,,-209.0,,,,,,,,,,8620000.0
2016-12-31,2017-04-17,10-K,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,3895.0,,,23580.0,,,,,,6874.0,6874.0,,,,,,,,,207.0,,207.0,-5689.0,,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,421.0,,,,,,,,,,,3895.0,,,,,,-6667.0,,,,,,,,,38476.0,13520.0,6874.0,,,,9625.0,,34300.0,,0.0,,-40169.0,,-38897.0,,,,,,38897.0,-38897.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,6667.0,,,26200.0,,,,,,-37397.0,,,,8100.0,,-38846.0,,1500.0,,1500.0,,-6646.0,,,,,,,,,,7785260.0
2017-03-31,2017-05-15,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,7575.0,,,23580.0,,,,,,4168.0,4168.0,,,,,,,,,,,0.0,-207.0,,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,9636.0,,,,,,,,,,,3680.0,,,,,,2499.0,,,,,,,,,,20450.0,4168.0,,,,12875.0,,3250.0,,0.0,,-3457.0,,-9636.0,,,,,,9636.0,-9636.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,4168.0,,3250.0,,,,,,,-9636.0,,,,,,-48482.0,,,,,,-16282.0,,,,,,,,,,8620000.0
2017-06-30,2017-08-15,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,13225.0,,,23580.0,,,,,,11861.0,11861.0,,,,,,,,,10191.0,,10191.0,,,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,14808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42950.0,11861.0,,,,29725.0,,,,,,,,-14808.0,,,,,,14808.0,-14808.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,1670.0,,,,,,,,,,,,,,,-63289.0,,,,,,-31089.0,,,,,,,,,,8620000.0
2017-09-30,2017-11-17,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,14585.0,,,23580.0,,,,,,6222.0,6222.0,,,,,,,,,,,4552.0,,,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,-16999.0,,-16999.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,16999.0,,-16999.0,,,,,,,,,,,,,,,,,,,,,,,,,54310.0,6222.0,,,,39725.0,,,,,,,,-16999.0,-16999.0,,,,,16999.0,-16999.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,1670.0,,,,,,,,,,,,,,,-80288.0,,,,,,-48088.0,,,,,,,,8620000.0,,8620000.0
2017-12-31,2018-04-19,10-K,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,1740.0,,,,1740.0,,33205.0,33205.0,,9625.0,,,,13163.0,13163.0,,,,,,,,,6496.0,,6496.0,6289.0,6496.0,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,-33265.0,,-33265.0,,,,,0.0,,,,,,,0.0,6986.0,6986.0,6986.0,,,,,,,,,,,,,,,,,,,,41709.0,,,0.0,0.0,0.21,-0.21,0.25,,,,746.0,,-33265.0,,,,,,,-2155.0,,-2155.0,,,,,,,,,,,,,,,32519.0,43449.0,13163.0,43449.0,,,41709.0,,41709.0,,0.0,,-35420.0,,-33265.0,,,,41709.0,,33265.0,-33265.0,,,,,,,,0.0,,,,,,,,,,0.0,,0.001,10000000.0,,,,6667.0,,,,,41709.0,,,,-33265.0,,,,41709.0,,-72111.0,,,,,-30286.0,-30286.0,,,,,,,,8620000.0,,8620000.0
2018-03-31,2018-05-18,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,1740.0,,,33205.0,,,,,,9129.0,9129.0,,,,,,,,,,,4131.0,-2365.0,,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,-4034.0,,-4034.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,4034.0,,-4034.0,,,,,,,,,,,,,,,1669.0,-1669.0,,,,,,,,,43449.0,9129.0,,,,41709.0,,,,0.0,,-2365.0,,-4034.0,,,,,,4034.0,-4034.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,4998.0,,,,,,,,,-4034.0,,,,,,-76145.0,,,,,,-34320.0,,,,,,,,8620000.0,,8620000.0
2018-06-30,2018-08-14,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,,,,,7100.0,,,33205.0,,,,,,5497.0,5497.0,,,,,,,,,3831.0,,,,3831.0,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,-14012.0,,-14012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,14012.0,,-14012.0,,,,,,,,,,,,,,,,,,,,,,,,,53829.0,5497.0,53829.0,,,,,,,,,,,-14012.0,,,,46729.0,,14012.0,-14012.0,,,,,,,,,,,,,,,,,,,,,,,,,1666.0,,,,,,,,,-14012.0,,,,,,-90157.0,,,,,-48332.0,-48332.0,,,,,,,,8620000.0,,8620000.0
2018-09-30,2018-11-19,10-Q,NEXT-ChemX Corporation,CHMX,CIK0001657045,USD,,729.0,,,,,152.0,,95613.0,,,,,,82145.0,,,,,21968.0,16735.0,5233.0,33217.0,-11250.0,,,82145.0,,82145.0,,,,,,0.001,75000000.0,8620000.0,8620000.0,8620.0,-39714.0,-4242.0,-43956.0,,,,,,17472.0,,,,,,17472.0,,,,36011.0,,,,,,,,,,,,,,,,,,,72985.0,,,-0.01,,,,,,,,,,-48630.0,,-4388.0,,,,,,,,,,,,,,,,,,,,,,,127197.0,82145.0,,,,,-15038.0,,,,,,,-44242.0,4388.0,,,,,48630.0,-48630.0,,,,,286.0,,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,-48630.0,,17472.0,,,,-134399.0,,,,,-30014.0,-45052.0,,,,,,,,8620000.0,,
