end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedSalariesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdvancesToAffiliate,AmortizationOfIntangibleAssets,AreaOfLand,AreaOfLand,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashFDICInsuredAmount,CashFDICInsuredAmount,CashUninsuredAmount,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,CustomerAdvancesNoncurrent,DebtSecuritiesUnrealizedGainLoss,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredRevenueCurrent,DeferredSalesCommission,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsInvestments,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsLiabilitiesNetCurrent,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsUnrealizedCurrencyLosses,DeferredTaxAssetsValuationAllowance,DepositsAssetsCurrent,DepositsAssetsNoncurrent,Depreciation,DepreciationDepletionAndAmortization,DividendsCommonStockCash,DueFromRelatedPartiesCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,FairValueOfAssetsAcquired,FiniteLivedIntangibleAssetsNet,GainLossOnInvestments,GainLossOnSaleOfPropertyPlantEquipment,GrossProfit,HeldToMaturitySecurities,HeldToMaturitySecuritiesFairValue,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationPriorYearIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCashForOperatingActivities,InterestIncomeOther,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,LandAndLandImprovements,LeaseAndRentalExpense,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NoninterestBearingDepositLiabilities,NoninterestBearingDepositLiabilities,NonoperatingIncomeExpense,NumberOfReportableSegments,NumberOfReportableSegments,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossTax,OtherLiabilitiesCurrent,OtherLiabilitiesCurrent,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherReceivables,OtherReceivablesNetCurrent,PaymentsForOtherDeposits,PaymentsOfDividends,PaymentsOfDividendsCommonStock,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireLand,PaymentsToAcquireLand,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromOtherDeposits,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermDebt,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,RelatedPartyTransactionAmountsOfTransaction,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfOtherShortTermDebt,RepaymentsOfOtherShortTermDebt,RestrictedCashAndCashEquivalents,RestrictedInvestmentsNoncurrent,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,Revenues,SalariesWagesAndOfficersCompensation,SaleOfStockPricePerShare,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,SharesIssuedPricePerShare,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueNewIssues,TaxesPayableCurrent,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnSecurities,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2016-12-31,2017-04-17,10-K,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1842289.0,12438.0,900987.0,,,,,241403.0,-21.0,,1233266.0,,1088.0,,,11519781.0,1906734.0,486352.0,-89288.0,,,3000000.0,93000.0,306184.0,0.0001,1000000000.0,30500000.0,30500000.0,305.0,-175169.0,5996677.0,68735.0,7875013.0,,,3814.0,92524.0,1036206.0,209940.0,216452.0,2936.0,203965.0,13033.0,190932.0,7586.0,12487.0,,61000.0,87971.0,87971.0,57522.0,0.0,12378.0,,-0.01,0.17,10536.0,,,10496.0,-36109.0,0.0,,6198069.0,6182205.0,,-118755.0,72549.0,29298.0,15971.0,46534.0,25838.0,52186.0,-4754.0,4931.0,332707.0,119086.0,,-90890.0,1063008.0,41504.0,-42259.0,66533.0,6493.0,,-24449.0,,0.0,,0.0,-16626.0,,1229822.0,,0.0,86467.0,276342.0,471746.0,195404.0,1939749.0,,380973.0,11071182.0,11519781.0,0.0,3196169.0,-51321.0,-51321.0,-52052.0,-52052.0,3549.0,3549.0,-191304.0,62600000.0,1972063.0,10373.0,3.0,,,8115786.0,-129128.0,307840.0,215370.0,9283.0,22118.0,61069.0,42085.0,61000.0,79146.0,16135.0,16135.0,16135.0,,38600000.0,1194455.0,,,46482.0,,0.0,,57522.0,,,,,64541.0,18645.0,,0.0,,0.0,,0.0,6201.0,,428831.0,184809.0,,,52817.0,24000000.0,0.0,0.0,6182205.0,-863602.0,78258.0,7986658.0,,,2031138.0,,,448599.0,,0.0,,0.0,,-15864.0,30002732.0
2017-03-31,2017-05-22,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1471187.0,264.0,877413.0,,,,,279468.0,66764.0,,1233266.0,,,,,11838909.0,1745897.0,304202.0,-182150.0,,,3000000.0,93000.0,147100.0,0.0,100000000.0,30500000.0,30500000.0,305.0,148176.0,1599017.0,,8363300.0,,,,0.0,1076308.0,,,,,15014.0,177243.0,,,,,21444.0,21444.0,,,107629.0,,0.0,,27298.0,,,11200.0,-87771.0,,,6613311.0,6510027.0,,137889.0,56498.0,94.0,0.0,,,,,,-482986.0,-81959.0,,31730.0,-39150.0,-28703.0,-24768.0,-96298.0,-12683.0,-31730.0,4440.0,0.0,,0.0,,20898.0,,-84869.0,,0.0,0.0,296548.0,507953.0,211405.0,,,86020.0,11242135.0,11838909.0,,2878835.0,92111.0,92111.0,32.0,32.0,-301591.0,-301591.0,81391.0,,,-68572.0,3.0,,,2028892.0,206461.0,316711.0,229645.0,7430.0,19037.0,60599.0,9661.0,61000.0,73220.0,,66785.0,66785.0,,,1274605.0,,,19199.0,,,,,,0.0,,,0.0,41315.0,,,,,,,92111.0,,2524482.0,2245014.0,,,0.0,,,,6510027.0,-790903.0,,2235353.0,,,408431.0,,,596774.0,,,,15489.0,0.0,-103284.0,30500000.0
2017-06-30,2018-07-09,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,722224.0,68748.0,58975.0,,,,,,110161.0,,1326107.0,,,,,11326090.0,1217657.0,520685.0,,,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,65425.0,554436.0,,8387076.0,,,,98353.0,1054060.0,,,,,736.0,162928.0,,,,,,19175.0,,44500.0,0.0,,0.0,,,,,,17685.0,,,6632284.0,6566923.0,,1470.0,-20558.0,,31202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,508519.0,,1941101.0,,,10654042.0,11326090.0,,2266966.0,,,,,,,22028.0,,,14633.0,,,,1163494.0,-13163.0,,,,,,55589.0,,84003.0,,43397.0,43397.0,43397.0,,1269708.0,,,-3052.0,,,,,,,,,,53040.0,,,,,,,,,,299418.0,,,,,,,6566923.0,-843176.0,,1150331.0,,,589883.0,,,672048.0,,,,52344.0,,,30000000.0
2017-09-30,2018-07-09,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,614160.0,138970.0,145687.0,,,,,,112991.0,,1326602.0,,,,,11348004.0,1224051.0,469122.0,,,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,15198.0,1269115.0,,8424890.0,,,,98586.0,1034552.0,,,,,2248.0,163315.0,,,,,,22146.0,,89500.0,111775.0,,0.0,,,,,10316.0,3384.0,,,6660819.0,6621032.0,,14990.0,2622.0,,31276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,415725.0,,1941101.0,,,10660955.0,11348004.0,,2236065.0,,,,,,,12368.0,,,-4220.0,,,,1815492.0,19210.0,,,,,,42900.0,,73115.0,,2830.0,2830.0,,,1190289.0,,,-7604.0,,,,,,,,,,70493.0,,,,,,,,,,280522.0,,,,,,0.0,6621032.0,-831500.0,,1834702.0,,,524231.0,,,687049.0,,,,39385.0,,,30000000.0
2017-12-31,2018-07-09,10-K,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1718968.0,155975.0,840250.0,,,,,251276.0,-6441.0,,1326107.0,,1088.0,,,11371323.0,1892229.0,564561.0,78209.0,564561.0,,3000000.0,93000.0,400287.0,0.0,100000000.0,30500000.0,30500000.0,305.0,-69700.0,5791325.0,32865.0,7942772.0,,,58.0,92588.0,955866.0,182888.0,166925.0,13604.0,153320.0,0.0,153320.0,,13605.0,,62242.0,81280.0,83447.0,78192.0,,0.0,,0.0,0.17,-7227.0,,,9417.0,-98709.0,647.0,,6232979.0,6214890.0,,-31878.0,32923.0,27350.0,29373.0,58.0,31478.0,,1292.0,96.0,-123321.0,-60737.0,,27234.0,67759.0,-80340.0,-50645.0,64.0,143537.0,,-112832.0,,,,44097.0,36405.0,,131394.0,,,78517.0,247840.0,358914.0,111074.0,1941101.0,,270758.0,10970605.0,11371323.0,,3027833.0,-205913.0,,-33290.0,,324639.0,,-64801.0,,,-38433.0,,,,7566798.0,6555.0,92470.0,,9283.0,22118.0,61069.0,56623.0,,78084.0,-6420.0,-4899.0,-4899.0,,31100000.0,963043.0,,,60276.0,44097.0,44097.0,,0.0,69501.0,,,,34587.0,55034.0,,92841.0,,,0.0,1297.0,0.0,,387109.0,135833.0,,,0.0,7500000.0,229253.0,,6214890.0,-1006595.0,,7573353.0,,,1692026.0,,,400718.0,,,,40636.0,-98709.0,-18089.0,30500000.0
2018-03-31,2018-07-09,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,844022.0,194129.0,216887.0,,,,,,132120.0,,1326107.0,,,,,11710588.0,1232119.0,435076.0,-129485.0,,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,116383.0,883536.0,,8765683.0,,,,102916.0,1026520.0,,,,,,170422.0,,,,,,22736.0,,,74720.0,,0.0,,137754.0,,,,-67405.0,,,7064548.0,6909361.0,,-2901.0,8188.0,0.0,32649.0,,,,,,-874946.0,-604456.0,,-19260.0,822911.0,70654.0,17102.0,10328.0,38154.0,19260.0,40156.0,231330.0,,-1758.0,,30399.0,,761836.0,,,0.0,,399070.0,,1941101.0,,,11182398.0,11710588.0,,2416715.0,0.0,,-240875.0,,-26364.0,,-11089.0,,,-27077.0,,,,1272674.0,24176.0,,,,,,105814.0,,76326.0,,127472.0,127472.0,,,1070462.0,,,40328.0,63004.0,,,,0.0,,,,240875.0,85433.0,,0.0,,,0.0,,0.0,,,354779.0,,,,,0.0,,6909321.0,-1017684.0,,1296850.0,,,366402.0,,,528190.0,,,,24652.0,-67405.0,-155187.0,30500000.0
2018-06-30,2018-08-20,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1044841.0,183470.0,671284.0,,,,,,11460.0,,1326107.0,,,,,11641883.0,1571680.0,464159.0,,464159.0,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,215316.0,1731203.0,,8451170.0,,,,98670.0,972305.0,,,,,,163997.0,,,,,,19560.0,,,19497.0,,0.0,,,,,,46680.0,,,6764026.0,6658333.0,,339230.0,9241.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,371204.0,,1862102.0,,,10913464.0,11641883.0,,2462294.0,,,,,,,329989.0,,,129822.0,,,1731203.0,2159293.0,209408.0,,,,,,54929.0,,88575.0,,-114673.0,-114673.0,,,1026300.0,,,83142.0,,,,,,,,,,65033.0,,,,,,,,,,324891.0,,,,,,,6658333.0,-696795.0,,2368701.0,,,408530.0,,,728419.0,,,,34587.0,,,30500000.0
2018-09-30,2018-11-20,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1015754.0,182662.0,772179.0,,,,,,-48495.0,,1326107.0,,,,,11681385.0,1720234.0,488365.0,,488365.0,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,127633.0,2201463.0,,8379040.0,,,,121483.0,951793.0,,,,,,162565.0,,,,,,31940.0,,,1341.0,,0.01,,,,,,1479.0,,,6655917.0,6590562.0,,169079.0,20540.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,381066.0,,1850817.0,,,10803328.0,11681385.0,,2424288.0,,,,,,,148539.0,,,-89218.0,,,1317927.0,1687484.0,258297.0,,,,,,42719.0,,81928.0,,-20906.0,-20906.0,,,1021110.0,,,-90697.0,,,,,,,,,,78624.0,,,,,,,,,,323486.0,,,,,,,6590562.0,-487202.0,,1945781.0,,,337617.0,,,878058.0,,,,39219.0,,,30500000.0
2018-12-31,2019-04-16,10-K,KAOPU GROUP INC,LNGB,CIK0001602706,USD,1578865.0,266495.0,939736.0,,,,,336065.0,6888.0,,1326107.0,,194.0,,,11798135.0,1888086.0,508988.0,-55573.0,508988.0,,3000000.0,98100.0,438099.0,0.0001,1000000000.0,30500000.0,30500000.0,305.0,60297.0,5541953.0,42760.0,8385402.0,,177413.0,-391.0,97773.0,942138.0,211294.0,186425.0,9013.0,177413.0,0.0,177413.0,,9012.0,,65727.0,84789.0,72964.0,,,10663.0,,0.0,0.2,-104843.0,,,15472.0,-84741.0,0.0,,6685636.0,6556072.0,,115995.0,42369.0,38882.0,2507.0,24093.0,23199.0,,-4923.0,0.0,-146627.0,99486.0,,53925.0,442630.0,-13728.0,24093.0,5185.0,110520.0,,9420.0,,,,0.0,-14823.0,,425923.0,,,81800.0,251041.0,368334.0,117293.0,2049797.0,,261352.0,11310462.0,11798135.0,,2925060.0,-98910.0,,-18413.0,,166593.0,,73626.0,,,-12898.0,,,,7382407.0,128893.0,422437.0,,0.0,173337.0,249100.0,50099.0,,93871.0,13329.0,-13329.0,-13329.0,,26100000.0,853470.0,,,71843.0,0.0,,,,0.0,,,,18413.0,68521.0,,0.0,,,10663.0,0.0,,,426823.0,90758.0,,,,5000000.0,109573.0,,6556072.0,-943235.0,,7511300.0,,,1767490.0,,,487673.0,,,,67695.0,-84741.0,-129564.0,30500000.0
2019-03-31,2019-05-20,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,727210.0,285741.0,177479.0,,,,,,-1917.0,,1326107.0,,,,,10785982.0,909599.0,341386.0,-167602.0,,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,-89682.0,821385.0,,8304471.0,,,,96876.0,921595.0,,,,,,175785.0,,,,,,9863.0,,,54953.0,,0.0,,10502.0,,,,42400.0,,,6575351.0,6575460.0,,-82663.0,0.0,0.0,0.0,,,,,,-866600.0,-762257.0,,-25456.0,-80931.0,-20544.0,-1628.0,-897.0,19246.0,,-4517.0,0.0,,,,-43316.0,,-23012.0,,,0.0,,363817.0,,2030992.0,,,10389777.0,10785982.0,,2085306.0,36460.0,,0.0,,-214564.0,,-82663.0,,,46575.0,,,,1160380.0,-129238.0,,,,,,35154.0,,92158.0,-8805.0,-7019.0,-7019.0,,,845640.0,,,4176.0,,,,,0.0,,,,0.0,26917.0,,0.0,,,44290.0,,,,,80393.0,,,,,7830.0,,6575460.0,-1025898.0,,1031142.0,,,329132.0,,,396205.0,,,,39732.0,42400.0,109.0,30500000.0
2019-06-30,2019-08-21,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,642705.0,252771.0,110007.0,,,,,,7061.0,,1326107.0,,,,,10768056.0,880004.0,384385.0,,384385.0,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,200486.0,,,8280214.0,,,,96577.0,910406.0,,,,,,175243.0,,,,,,8542.0,,,79751.0,,0.01,,,,,,-2129.0,,,6563057.0,6600176.0,,212917.0,19623.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,360160.0,,,,,10288717.0,10768056.0,,2008503.0,,,,,,,193294.0,,,52310.0,,,1236820.0,1700033.0,160607.0,,,,,,,,91025.0,,7192.0,7192.0,,,54028.0,,,54439.0,,,,,,,,,,25452.0,,,,,,,,,,86479.0,,,,,,,6600176.0,-951742.0,,1860640.0,,,454671.0,,,479339.0,,,,39641.0,,,30500000.0
2019-09-30,2019-11-20,10-Q,KAOPU GROUP INC,LNGB,CIK0001602706,USD,672486.0,254582.0,243920.0,,,,,,-2531.0,,1326107.0,,,,,10659548.0,907894.0,232742.0,,232742.0,,,,,0.0001,1000000000.0,30500000.0,30500000.0,305.0,43639.0,,,8172033.0,,173615.0,,95680.0,893016.0,,,,,,,,,,,,7792.0,,,21923.0,,0.0,,,,,,23946.0,,,6475185.0,6503600.0,,65462.0,11491.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,325870.0,,,,,10135830.0,10659548.0,,1963797.0,,,,,,,53971.0,,,-15348.0,,,1579773.0,1909416.0,80810.0,,,,,,,,96992.0,,-10332.0,-10332.0,,,835200.0,,,-39294.0,,,,,,,,,,105362.0,,,,,,,,,,78513.0,,,,,,,6503600.0,-897771.0,,1990226.0,,,321851.0,,,523718.0,,,,41658.0,,,30500000.0
