end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableGross,AccountsReceivableGrossCurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForDoubtfulAccountsReceivableWriteOffs,Assets,AssetsCurrent,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,BusinessCombinationContingentConsiderationLiabilityCurrent,CapitalizedComputerSoftwareAmortization1,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommunicationsAndInformationTechnology,CompensationAndBenefitsTrust,ComprehensiveIncomeNetOfTax,ContractRevenueCost,ContractWithCustomerLiability,ContractWithCustomerLiabilityRevenueRecognized,ConvertiblePreferredStockSharesIssuedUponConversion,CostMaintenance,CostOfGoodsAndServicesSold,CostOfRevenue,CostOfServices,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,CurrentForeignTaxExpenseBenefit,DebtConversionConvertedInstrumentRate,DebtConversionOriginalDebtInterestRateOfDebt,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DevelopmentCosts,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmployeeBenefitsAndShareBasedCompensation,EmployeeRelatedLiabilitiesCurrent,FeesAndCommissionsTransferAgent,FiniteLivedIntangibleAssetsCostIncurredToRenewOrExtend,FiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSaleOfSecuritiesNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GeneralInsuranceExpense,GrossProfit,GuaranteeObligationsCurrentCarryingValue,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInPostemploymentObligations,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidTaxes,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseBorrowings,InterestExpenseOther,InterestExpenseRelatedParty,InterestPaidNet,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,LeaseCost,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,MaintenanceCosts,MarketingAndAdvertisingExpense,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoncurrentAssets,NoninterestExpenseDirectorsFees,NoninterestExpensePrintingAndFulfillment,NonoperatingIncomeExpense,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OtherAccruedLiabilitiesCurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherCostOfOperatingRevenue,OtherCostOfServices,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,OtherReceivables,OtherReceivablesNetCurrent,OtherTaxExpenseBenefit,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PostageExpense,PostemploymentBenefitsLiabilityNoncurrent,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidInsurance,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromOtherEquity,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalAndContractServicesExpense,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfDebt,RepaymentsOfLongTermDebt,ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,ResearchAndDevelopmentInProcess,RestatementOfPriorYearIncomeGross,RestatementOfPriorYearIncomeNetOfTax,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesWagesAndOfficersCompensation,SecurityDeposit,SellingAndMarketingExpense,ServicingFeesNet,SeveranceCosts1,ShareBasedCompensation,SharesIssuedPricePerShare,ShortTermBorrowings,ShortTermLeaseCost,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,Supplies,TaxesExcludingIncomeAndExciseTaxes,TaxesPayableCurrent,TechnologyServicesCosts,TravelAndEntertainmentExpense,UnbilledReceivablesCurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,ConcentrationRiskPercentage1,DueToOfficersOrStockholdersCurrent,ProceedsFromContributedCapital,ProceedsFromRepaymentsOfDebt,ProfitLoss
2016-09-30,2016-11-08,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,266873.0,872810.0,,666748.0,666748.0,82580.0,,667937.0,91833.0,907456.0,,,206062.0,,,1541258.0,959229.0,,185762.0,480.0,,,28875.0,,,,,0.001,90000000.0,38567467.0,38567467.0,38567.0,,,-60114.0,,,,10.0,,,66095.0,,,,,,5762.0,5762.0,17999.0,,,8701.0,,,181616.0,1206221.0,0.0,,,,197474.0,,,,,,,,6008.0,,128714.0,,246295.0,17233.0,,,-65691.0,,,,,,,,,,,,,,,,501467.0,,,5484.0,,,,,,,,,2538011.0,1541258.0,1331790.0,1206221.0,,,,,,,,-65691.0,582029.0,,,,,312007.0,-65712.0,,,,,75552.0,5577.0,,,,,,21.0,,21.0,,21896.0,,,,,,,,,,,,262868.0,472.0,402.0,,,,,,,,,,,730500.0,62563.0,44820.0,,,,12615.0,,,,,-2040109.0,,312390.0,113360.0,23537.0,3317.0,-524.0,,,,354323.0,,-996753.0,,,,,,,7147.0,,57400.0,,,738.0,38567467.0,,,,,
2016-12-31,2017-02-10,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,281008.0,951706.0,,708843.0,708843.0,79399.0,,661913.0,134067.0,907456.0,,,242863.0,,,1627103.0,1005775.0,,185762.0,438.0,,,30379.0,,,,,0.001,90000000.0,38567467.0,38567467.0,38567.0,,,-78031.0,,,,10.0,,,84575.0,,,,,,23312.0,23312.0,17634.0,,,7725.0,,,329626.0,1162325.0,0.0,,,,237796.0,,,,,,,,15029.0,,146287.0,,197810.0,14831.0,,,-120265.0,,,,,,,,,,,,,,,,549660.0,,,7409.0,,,,,,,,,2701887.0,1627103.0,1539562.0,1162325.0,,,,,,,,-120265.0,621328.0,,,,,324718.0,-126908.0,,,,,69560.0,42234.0,,,,,,28.0,,6643.0,,13852.0,,,,,,,,,,,,245872.0,243.0,2003.0,,,,,,,,,,,715947.0,54034.0,40356.0,,,,10461.0,,,,,-2160374.0,,282385.0,113514.0,20923.0,5937.0,-1005.0,,,,333426.0,,-1074784.0,,,,,,,4304.0,,69233.0,,,20681.0,38567467.0,,,,,
2017-03-31,2017-06-30,10-K,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,307616.0,754783.0,,621670.0,621670.0,169746.0,20906.0,248326.0,112761.0,907456.0,,,133113.0,,,1634154.0,974304.0,,185762.0,2039.0,,,25084.0,-100723.0,25084.0,,,0.001,400000000.0,38567467.0,38567467.0,38567.0,12177.0,269781.0,-753394.0,19950.0,,,10.0,18046.0,5740.0,344927.0,5740.0,,,,,16420.0,16420.0,30864.0,36165.0,5301.0,60478.0,62517.0,,361785.0,1168866.0,-0.02,34701.0,,,284285.0,,365216.0,-19343.0,,,93.0,,40643.0,,715126.0,2264.0,771397.0,14152.0,-147326.0,,-801260.0,-11934.0,-69760.0,242513.0,55625.0,92771.0,,,-12794.0,,198047.0,162890.0,,,46649.0,,580899.0,,,29133.0,,29132.0,,214600.0,24701.0,76725.0,,499.0,3050987.0,1634154.0,1882121.0,1168866.0,,,,1662.0,151001.0,-375257.0,123535.0,-789326.0,659850.0,108827.0,1855.0,,,1580120.0,-808723.0,,,,,67144.0,35932.0,35932.0,,,,1572.0,440.0,,7463.0,,3759.0,,,365216.0,10133.0,678.0,,0.001,10000000.0,5500000.0,5500000.0,5500.0,257376.0,10580.0,1435.0,151001.0,,,,,,,92.0,42406.0,21990.0,296413.0,48087.0,133525.0,,,147326.0,40201.0,365216.0,147326.0,32051.0,-32051.0,-2481117.0,,1116324.0,398431.0,29621.0,15720.0,-4580.0,54393.0,,,473838.0,,-1416833.0,214600.0,507467.0,,214600.0,151001.0,15000.0,4398.0,10288.0,82669.0,87546.0,3640.0,70174.0,38528359.0,,,,,
2017-06-30,2017-08-14,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,351889.0,867467.0,,704454.0,704454.0,110126.0,14074.0,251437.0,106799.0,959116.0,,,163013.0,,,1719846.0,1035850.0,,185762.0,381.0,,,45432.0,21100.0,,,,0.001,90000000.0,38707467.0,38707467.0,38707.0,2573.0,,-167834.0,6825.0,,,10.0,2987.0,11631.0,86750.0,11631.0,,,,,64030.0,64030.0,30811.0,,,7091.0,7472.0,,512890.0,1167956.0,0.0,-752.0,,,314048.0,-450.0,277812.0,-12409.0,,,32.0,-32.0,6225.0,,148569.0,525.0,124062.0,,-113363.0,,-161872.0,,44272.0,113385.0,4009.0,-12010.0,,41587.0,-53.0,,151105.0,29763.0,,,-41587.0,,732939.0,,,17851.0,,16276.0,,51800.0,,18701.0,,1500.0,3252713.0,1719846.0,2084757.0,1167956.0,,2987.0,,325.0,,-65144.0,86244.0,-161872.0,683996.0,38123.0,266.0,,,273948.0,-149886.0,,,,,47654.0,-5962.0,,,3250.0,,1212.0,602.0,,-11986.0,,2753.0,,,65426.0,,84.0,,,,,,,239901.0,9190.0,889.0,,,,,,,,282.0,9202.0,5010.0,291266.0,39829.0,30601.0,,,27384.0,,65426.0,27384.0,,,-2642989.0,210812.0,210812.0,84251.0,18198.0,3055.0,-994.0,9457.0,,,459334.0,,-1532867.0,51800.0,,,51800.0,,,3474.0,186.0,86678.0,7526.0,776.0,46063.0,38567467.0,,,,,
2017-09-30,2017-11-13,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,351947.0,797782.0,,585588.0,585588.0,103905.0,17705.0,258304.0,87904.0,2763597.0,,,212194.0,,,2963532.0,2240595.0,,185762.0,383.0,,,22999.0,,,,,0.001,90000000.0,41116654.0,41116654.0,41117.0,,335644.0,-711383.0,,,,10.0,,,74919.0,,,,,,10654.0,10654.0,30596.0,,,6288.0,,,572047.0,1177373.0,-0.01,,,,395398.0,,,,,,,,-2771.0,,165771.0,,95407.0,14180.0,,,-692488.0,,,,,,,,,,,,,,,,732939.0,,,18305.0,,,,,,,,,3400892.0,2963532.0,2223519.0,1177373.0,,,,,,,,-692488.0,722937.0,,,,,765742.0,-670335.0,,,,,79137.0,-18895.0,,,,,,18.0,,-22153.0,1315793.0,9523.0,,,,,,,,,,,,1566345.0,18601.0,356.0,,,,,,,,,,,291994.0,33690.0,47635.0,,,,,,,,,-3335478.0,170326.0,170326.0,104239.0,18711.0,2828.0,-1095.0,,,,501256.0,,-437360.0,,,,,,,3481.0,,102550.0,,,65663.0,89682783.0,,,,,
2017-12-31,2018-02-14,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,370924.0,849038.0,,572363.0,572363.0,107735.0,17089.0,259939.0,72903.0,2763597.0,,,276675.0,,,2577395.0,1813726.0,,185762.0,383.0,,,20748.0,,20748.0,,,0.001,400000000.0,44750654.0,44750654.0,44751.0,,365678.0,-641232.0,,,,10.0,,,76039.0,,,-15969.0,,,46769.0,46769.0,31202.0,,,5553.0,,,602218.0,1184214.0,-0.01,,,,479335.0,,,,,,51.0,51.0,2885.0,,108035.0,,124872.0,14160.0,,,-610262.0,,,,,,,,,,,,,,,,702070.0,,,19250.0,,,,,,,,,3655986.0,2577395.0,2471772.0,1184214.0,,,,,,,,-626231.0,763669.0,,,,,720402.0,-595530.0,,,,,60112.0,-15001.0,,,,,,2514.0,,-14732.0,877195.0,4526.0,,,,,,,,,,,,1156687.0,48107.0,,,,,,,,,,,,290336.0,30397.0,63198.0,,,,,,,,,-3964979.0,200911.0,200911.0,101108.0,18766.0,3527.0,-932.0,,,,562610.0,,-1078591.0,,,,,,,3476.0,,116419.0,,,63928.0,91595863.0,,,,,
2018-03-31,2018-06-29,10-K,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,367620.0,576775.0,576775.0,369232.0,369232.0,131550.0,22260.0,255654.0,69981.0,5767533.0,,3010410.0,207543.0,207543.0,,1843177.0,1066744.0,,185762.0,358.0,9696.0,10129.0,25798.0,29828.0,25798.0,29829.0,,0.001,400000000.0,52590654.0,52590654.0,52591.0,8506.0,388630.0,-5616599.0,,78795.0,,10.0,11482.0,7395.0,311292.0,,19455.0,265565.0,,,,,,,,30962.0,31320.0,,524955.0,1348193.0,-0.01,-29115.0,-29115.0,152719.0,458717.0,,277812.0,-12409.0,,,128.0,,,,514095.0,1611.0,480584.0,62729.0,-113363.0,,-5308255.0,,60004.0,-21617.0,44048.0,-54616.0,,,30864.0,,163170.0,174431.0,,154032.0,344165.0,30864.0,732939.0,,,89044.0,,85682.0,1417.0,1858690.0,152719.0,66649.0,,18675.0,4007509.0,1843177.0,2495155.0,1512354.0,,,3362.0,1224.0,179327.0,-305795.0,156297.0,-5573819.0,776433.0,151317.0,1141.0,,,5696315.0,-5215731.0,,,,,78745.0,-42780.0,-42780.0,,,2580.0,765.0,64.0,,-92524.0,438598.0,8700.0,,,277812.0,28426.0,968.0,154032.0,0.001,10000000.0,5000000.0,5000000.0,5000.0,523000.0,1370.0,1160.0,,,,,,179327.0,179327.0,443.0,27303.0,12567.0,299148.0,43494.0,230821.0,,,113363.0,,277812.0,113363.0,,,-8059437.0,791876.0,791876.0,391569.0,67348.0,13268.0,,37539.0,3010410.0,,690139.0,,-2164332.0,1858690.0,,3010410.0,1858690.0,,,136.0,730.0,126716.0,,3630.0,148714.0,91595863.0,,,,,
2018-06-30,2018-08-20,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,391422.0,606818.0,,301670.0,301670.0,156206.0,17005.0,252383.0,108760.0,11539358.0,,,305148.0,,,1333443.0,526341.0,,185762.0,446.0,13454.0,7169.0,7779.0,-63499.0,7779.0,-18019.0,,0.001,400000000.0,65738320.0,65738320.0,65738.0,2347.0,410089.0,-671003.0,,,,10.0,3032.0,2141.0,61820.0,,,,,,14074.0,14073.0,,,,6937.0,7383.0,,563219.0,1344464.0,-0.01,45480.0,45480.0,,557392.0,,67102.0,-14014.0,,,,,,,119112.0,,87383.0,63027.0,-19536.0,,-709782.0,,23802.0,33000.0,5382.0,52695.0,,,,,38264.0,98675.0,,-5554.0,-428669.0,,766491.0,,,53939.0,,22837.0,4762.0,,,14256.0,,4500.0,4177298.0,1333443.0,2677187.0,1500111.0,,,,29.0,,-68018.0,4519.0,-709782.0,807102.0,37067.0,154.0,,,738677.0,-651294.0,,,,,117224.0,38779.0,,,,,1091.0,266.0,,-58488.0,,7888.0,,,67102.0,945.0,238.0,148478.0,0.001,10000000.0,5000000.0,5000000.0,5000.0,94331.0,490.0,,,,,,,,,29.0,9986.0,1290.0,292994.0,40611.0,100562.0,,,19536.0,67102.0,67102.0,19536.0,-4465.0,,-14562711.0,149203.0,,70338.0,67441.0,2684.0,,9196.0,,,663561.0,,-2843855.0,,,,5784973.0,,,134.0,169.0,132098.0,,29.0,122561.0,106780570.0,,,,,
2018-09-30,2018-11-13,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,417902.0,657142.0,,295311.0,295311.0,161550.0,19106.0,227939.0,225053.0,11539358.0,,,361831.0,,,1267752.0,489428.0,,185762.0,440.0,12187.0,3962.0,18035.0,,18035.0,,,0.001,400000000.0,65738320.0,65738320.0,65738.0,,407535.0,-90295.0,,101881.0,,10.0,,,65622.0,,,,,,9715.0,9715.0,,,,5493.0,,,643460.0,1346337.0,0.0,,,,575702.0,,,,,,14.0,,,,102679.0,,114056.0,46531.0,,,-206588.0,,,,,,,,,,,,,,,,746012.0,45578.0,,45578.0,,,4795.0,,,,,,4201903.0,1267752.0,2732129.0,1469774.0,,,,,,,,-206588.0,778324.0,,,-65152.0,,255492.0,-141436.0,,,,,112680.0,116293.0,,,,,,4259.0,4259.0,-65152.0,,8093.0,,,,,,119475.0,0.001,10000000.0,5000000.0,5000000.0,5000.0,77893.0,3962.0,,,,,,,,,,,,260251.0,32312.0,77279.0,,,,,,,,,-14769300.0,179678.0,,66716.0,50913.0,2885.0,,,,,590705.0,,-2934151.0,,,,,,,126.0,,135146.0,,,98189.0,115738320.0,,,,,
2018-12-31,2019-02-13,10-Q,"DUO WORLD, INC.",DUUO,CIK0001635136,USD,392294.0,639794.0,,185581.0,185581.0,151285.0,1752.0,213730.0,360670.0,11539358.0,,,454213.0,,,1098815.0,368963.0,,185762.0,432.0,12811.0,944.0,9493.0,,9493.0,,,0.001,400000000.0,65738321.0,65738321.0,65738.0,,395862.0,-128120.0,,94135.0,,10.0,,,57658.0,,,11861.0,,,,2914.0,,,,4796.0,,,714430.0,1350746.0,0.0,,,,546739.0,,,,,,,,,-13372.0,82579.0,,92541.0,52124.0,,,-251876.0,,,,,,,,,,,,,,,,702687.0,58428.0,,58428.0,,,3804.0,,,,,,4161087.0,1098815.0,2708571.0,1452516.0,,,,,,,,-263738.0,729852.0,,,-72471.0,,271946.0,-179406.0,,,,,119590.0,135617.0,,,,,,38.0,38.0,-72471.0,,8193.0,,,,,,100826.0,0.001,10000000.0,5000000.0,5000000.0,5000.0,81311.0,4625.0,,,,,,,,,,,,240896.0,27165.0,121509.0,,,,,,,,,-15033038.0,150199.0,,53392.0,56494.0,9238.0,,,,,566951.0,,-3062272.0,,,,,,,711.0,,135385.0,,,92578.0,115738321.0,,,,,
