end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableTradeCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,AmortizationOfDeferredCharges,Assets,AssetsCurrent,BankOverdrafts,Capital,CapitalUnitsAuthorized,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebtCurrent,ConvertibleDebtFairValueDisclosures,ConvertibleNotesPayableCurrent,CostOfRevenue,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentRate,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentInterestRateEffectivePercentage,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredRevenue,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOtherLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromOfficersOrStockholdersCurrent,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeBenefitsAndShareBasedCompensation,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestments,FairValueAdjustmentOfWarrants,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,ForeignCurrencyExchangeRateTranslation1,ForeignCurrencyTransactionGainLossBeforeTax,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationDeductionsOther,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseDueFromOfficersAndStockholders,IncreaseDecreaseDueFromOtherRelatedParties,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInOtherLoans,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseShortTermBorrowings,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InventoryNet,InventoryRealEstateLandAndLandDevelopmentCosts,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LineOfCreditFacilityInterestRateAtPeriodEnd,LineOfCreditFacilityMaximumBorrowingCapacity,LinesOfCreditCurrent,LoansAssumed1,LoansPayableCurrent,LongTermDebt,LongTermLoansPayable,ManagementFeeExpense,ManagementFeePayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesPayable,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OriginationOfNotesReceivableFromRelatedParties,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherExpenses,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNoncashIncomeExpense,PaymentsForCapitalImprovements,PaymentsOfStockIssuanceCosts,PaymentsToAcquireInvestments,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromBankDebt,ProceedsFromConvertibleDebt,ProceedsFromFederalHomeLoanBankBorrowings,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherShortTermDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,RelatedPartyCosts,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfConvertibleDebt,RepaymentsOfLongTermDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,Revenues,SalesRevenueGoodsNet,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,SharesIssued,ShortTermBorrowings,StockholdersEquity,StockholdersEquityAttributableToParentNotAllowableForNetCapital,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,TaxCreditCarryforwardDeferredTaxAsset,TaxCreditCarryforwardValuationAllowance,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2012-01-31,2012-03-14,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,,7180.0,,,,,,,,34650.0,,,,24.0,24.0,,,,24.0,,,,,,,,0.0001,,500000000.0,10000000.0,10000000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,42806.0,,,,0.0,,,,,,,,,,,,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,7180.0,,,,,,,,,,,,,,,,-11629.0,,,,11629.0,-11629.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,7187.0,,,,,,,,,,,,,,,,,,,,,,,-7156.0,,,,,,,,,,,,,
2012-04-30,2012-06-13,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,,7671.0,,,,,,,,34650.0,,,,559.0,,,,,559.0,,,,,,,,0.0001,,500000000.0,10000000.0,10000000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,55262.0,,,,0.0,,,,,,,,,,,,2437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,559.0,,20171.0,,,,,,,,,,,,,,,,-12456.0,,-126.0,12500.0,12330.0,-12330.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,,,,,,,,,,,,,,,,,7393.0,,,,,,,,,,,,,,,,,,,,,,,-19612.0,,,,,,,,,,,,,
2012-07-31,2012-10-22,10-K,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,142.0,11082.0,,,,,9167.0,,,20650.0,,,,746.0,746.0,,,,746.0,-17581.0,,,,,,,0.0001,,500000000.0,150000000.0,150000000.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,63186.0,,,,0.0,0.0,0.34,,,,,,,,,,5188.0,,,,,,,,,,,11082.0,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,746.0,,28282.0,,,,,,,,,,17200.0,,,,-34781.0,,-45863.0,,-142.0,17200.0,45721.0,-45721.0,63000.0,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,17200.0,,,,,,,,,,31366.0,-45863.0,,,,,,,,,,,,,,,,,,,,,,-27536.0,,,,,,,,,,22000.0,16000.0,,
2012-10-31,2012-12-03,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,,22562.0,,,,,11667.0,,,34650.0,,,,973.0,973.0,,,,973.0,227.0,,,,,,,0.0001,,500000000.0,10000000.0,10000000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,76439.0,,,,0.0,,,,,,,,,,,,174.0,,,,,,,,,,,11480.0,,,,,,,,,,,,,,,,,,641.0,,,,,,,,,973.0,,41762.0,,,,,,,,,,2000.0,,,,-1773.0,,-13253.0,,-641.0,19200.0,12612.0,-12612.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,2000.0,,,,,,,,,,9938.0,,,,,,,,,,,,,,,,,,,,,,,-40789.0,,,,,,,,,,,,,
2013-01-31,2013-03-14,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,,17216.0,,,,,14167.0,,,34650.0,,,,664.0,664.0,,,,664.0,,,,,,,,0.0001,,500000000.0,10000000.0,10000000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,98352.0,,,,0.0,,,,,,,,,,,,5305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0,,,,,,,,,664.0,,63366.0,,,,,,,,,,,,,,,,-21913.0,,-545.0,46150.0,21368.0,-21368.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,13563.0,,,,,,,,,,,,,,,,,,,,,,,-62702.0,,,,,,,,,,,,,
2013-04-30,2013-06-07,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,,27632.0,,,,,16667.0,,,34650.0,,,,694.0,694.0,,,,694.0,,,,,,,,0.0001,,500000000.0,10000000.0,10000000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,113338.0,,,,0.0,,,,,,,,,,,,1717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1019.0,,,,,,,,,694.0,,78382.0,,,,,,,,,,,,,,,,-14986.0,,-1019.0,50750.0,13967.0,-13967.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,9750.0,,,,,,,,,,,,,,,,,,,,,,,-77688.0,,,,,,,,,,,,,
2013-07-31,2013-10-18,10-K,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,4875.0,33979.0,0.08,,,4875.0,19167.0,,,24936.0,,,,776.0,776.0,,,,776.0,30.0,,,,,,,0.0001,,500000000.0,107145000.0,107145000.0,10714.0,,,,,,,,,,,,,,,,,,,,,,,128203.0,,,,0.0,0.0,0.34,,,,,,,,,,9784.0,,,,,,,,,,,22897.0,,,,,,,,,,,,,,,,,,4733.0,,,,,,,,,776.0,,93329.0,,50000.0,,,,,,,,42150.0,,,,-42120.0,,-65017.0,,-4733.0,59350.0,60284.0,-60284.0,129000.0,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,42150.0,,,,,,,,,,40500.0,-65017.0,,,,,,,,,,,,,,,,,,,,,,-92553.0,92553.0,,,,,,,,,44000.0,22000.0,,
2013-10-31,2013-12-16,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,7413.0,40550.0,,,,,21667.0,,,24936.0,,,,1720.0,1720.0,,,,1720.0,944.0,,,,,,,0.0001,,500000000.0,107145000.0,107145000.0,10714.0,,,,,,,,,,,,,,,,,,,,,,,148030.0,,,,0.0,,,,,,,,,,,,1219.0,,,,,,,,,,,6571.0,,,,,,,,,,,,,,,,,,2538.0,,,,,,,,,1720.0,,114100.0,,,,,,,,,,14200.0,,,,-13256.0,,-19827.0,,-2538.0,73550.0,17289.0,-17289.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,,,,14200.0,,,,,,,,,,13570.0,,,,,,,,,,,,,,,,,,,,,,,-112380.0,,,,,,,,,,,,,
2014-01-31,2014-03-13,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,9001.0,40268.0,,,,,24167.0,,,24936.0,,,,2221.0,2221.0,,,,1108.0,,,,,,,,0.0001,,500000000.0,107145000.0,107145000.0,10714.0,,,,,,,,,,,,,,,,,,,,,,,156347.0,,,,0.0,,,,,,,,,,,,1092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.0,,,,,,,,,2221.0,,122918.0,,,,,,,,,,,,,,,,-8318.0,,-1589.0,82650.0,6729.0,-6729.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,1113.0,,,,,,,,,,,,,3137.0,,,,,,,,,,,,,,,,,,,,,,,-120697.0,,,,,,,,,,,,,
2014-04-30,2014-06-11,10-Q,"Samsara Luggage, Inc.",SAML,CIK0001530163,USD,,11295.0,7275.0,,,,11295.0,26667.0,,,24936.0,,,,2186.0,2186.0,,,,1074.0,,,,,,,,0.0001,,500000000.0,107145000.0,107145000.0,10714.0,,,,,,,,,,,,,,,,,,,,,,,165776.0,,,,0.0,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.0,,,,,,,,,2186.0,,132312.0,,,,,,,,,,,,,,,,-9427.0,,-2294.0,87075.0,7133.0,-7133.0,,,,,,,,,,,,,,,,,0.0001,5000000.0,0.0,0.0,,1112.0,,,,,,,,,,,,,4250.0,,,,,,,,,,,,,0.0,,,,,,,,,,-130126.0,,,,,,,,,,,,,107145000.0
