end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableOtherCurrentAndNoncurrent,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConstructionInProgressGross,CostOfRevenue,DeferredCompensationLiabilityCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DueFromRelatedParties,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,FiniteLivedIntangibleAssetsGross,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,InterestPaid,InterestPaidNet,Land,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,MembersEquityAttributableToNoncontrollingInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherLiabilitiesNoncurrent,ProceedsFromContributedCapital,ProceedsFromRelatedPartyDebt,ProceedsFromUnsecuredNotesPayable,ProfessionalFees,ProfitLoss,RetainedEarningsAccumulatedDeficit,Revenues,SellingGeneralAndAdministrativeExpense,SeniorNotes,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueNewIssues,TaxesAndLicenses,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2018-12-31,2019-08-22,10-K,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,120000.0,,120000.0,,,,1146639.0,,60000.0,0.0,,,84.0,0.0,0.0,,0.0,250000.0,0.0,0.0,250000000.0,41153156.0,41153156.0,2270117.0,,0.0,0.0,3536757.0,0.0,3536757.0,-3536757.0,0.0,,0.0,-0.0015,-0.0015,60000.0,60000.0,,,0.0,0.0,60000.0,60000.0,,,0.0,0.0,,120000.0,0.0,120000.0,,,0.0,0.0,0.0,-60000.0,-60000.0,60000.0,-60000.0,3500000.0,,,0.0,,,-60000.0,-3536757.0,0.0,60000.0,,-120000.0,-1266640.0,,,,,41153156.0,41153156.0,41153156.0
2019-03-31,2019-08-22,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,250.0,,,,,,1262640.0,120000.0,-119750.0,84.0,84.0,,84.0,84.0,84.0,,,250000.0,84.0,0.0,250000000.0,41153156.0,41153156.0,2270117.0,,,,3536923.0,,3536923.0,-3536923.0,0.0,,,,0.0,,166.0,,,0.0,,250.0,,,-120000.0,0.0,,,250.0,84.0,250.0,,,120000.0,0.0,-119916.0,-166.0,-166.0,166.0,-166.0,3500000.0,,120000.0,,,,,-3536923.0,,166.0,,-166.0,-1266806.0,,,,,,41153156.0,
2019-06-30,2019-08-22,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,4949.0,,,,,,1262640.0,,4699.0,84.0,84.0,,84.0,84.0,0.0,,,250000.0,0.0,0.0,250000000.0,41153156.0,41153156.0,2270117.0,,,,3541622.0,,3541622.0,-3541622.0,,,,,-0.0001,,,,,0.0,,4699.0,,,0.0,0.0,,,4949.0,84.0,4949.0,,,0.0,0.0,0.0,-4699.0,-4699.0,4699.0,-4699.0,3500000.0,,0.0,,,,,-3541622.0,0.0,4699.0,,-4865.0,-1267505.0,,,,,,41153156.0,
2019-09-30,2019-10-28,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,,,16859.0,,,,,,11909.0,84.0,84.0,,84.0,84.0,,,,250000.0,0.0,0.0,250000000.0,46203716.0,46203716.0,3532757.0,,0.0,,3553531.0,,3553531.0,-3553531.0,,,,,-0.0003,,,,0.0,,0.0,11909.0,,,,,0.0,,16859.0,84.0,16859.0,,,0.0,0.0,0.0,-45779.0,-11909.0,11909.0,-11909.0,3550000.0,,,,,11909.0,,-3553531.0,0.0,45779.0,,-16774.0,-16774.0,,,,,,46203716.0,
2019-12-31,2020-04-16,10-K,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,230375.0,220122.0,79442.0,6922.0,0.0,88526.0,3999.0,,172993.0,84.0,84.0,,,84.0,84.0,182.0,84.0,250000.0,84.0,0.0,250000000.0,46203716.0,46203716.0,3532757.0,0.0,0.0,0.0,3859183.0,0.0,3859183.0,-3859183.0,0.0,90411.0,90411.0,-0.0076,-0.0076,322426.0,6121.0,,,,0.0,233300.0,230375.0,66280.0,,,0.0,,322510.0,84.0,322510.0,,,90411.0,-90327.0,299581.0,-322426.0,-299497.0,299497.0,-299497.0,3836254.0,,,90411.0,,67065.0,-291819.0,-3859183.0,0.0,322426.0,,-322426.0,,3271.0,,1262640.0,223040.0,42626236.0,46203716.0,42626236.0
2020-03-31,2020-05-15,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,236290.0,,67905.0,,,,,,,84.0,84.0,,,84.0,0.0,,,250000.0,,0.0,250000000.0,46203716.0,46203716.0,3532757.0,,,,3840868.0,,3840868.0,-3840868.0,0.0,,,,0.0,,,,,0.0,,4614.0,,,,0.0,,,304194.0,84.0,304194.0,,,,0.0,,-4614.0,-4614.0,4614.0,-4614.0,,,,,,3944.0,-4614.0,-3836254.0,,,,-304111.0,,,,,,,46203716.0,
2020-06-30,2020-08-17,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,,220122.0,87103.0,,0.0,,0.0,,3064.0,84.0,84.0,,,84.0,0.0,,,250000.0,,0.0001,250000000.0,46203716.0,46203716.0,3532757.0,,,0.0,3843898.0,0.0,3843898.0,-3843898.0,,,,,-0.0001,,,,,0.0,,3064.0,,,0.0,0.0,,,307225.0,84.0,307225.0,,,0.0,0.0,0.0,-3064.0,-3064.0,3064.0,-3064.0,,,0.0,,,,,-3843898.0,0.0,3064.0,,-307141.0,,,,,,,46203716.0,
2020-09-30,2020-11-17,10-Q,"CARNEGIE DEVELOPMENT, INC",CDJM,CIK0001024095,USD,3922543.0,,,,,,21790242.0,,,48331239.0,10569730.0,37761509.0,,1039.0,,,,250000.0,,0.0,250000000.0,46203716.0,46203716.0,3532757.0,10568691.0,0.0,0.0,3942409.0,0.0,3942409.0,-3942409.0,,155854.0,,,,,,22006328.0,0.0,,,,,,,,,15755181.0,26730563.0,48331239.0,4078574.0,22651989.0,220063.0,,,,-51008.0,,,,,723237.0,,,,,,-3942409.0,0.0,51008.0,9755888.0,21600676.0,,,,,,,,
