end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccrualForTaxesOtherThanIncomeTaxesCurrent,AccruedRoyaltiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationLiabilitiesSettled,AssetRetirementObligationPeriodIncreaseDecrease,AssetRetirementObligationRevisionOfEstimate,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesOutstanding,CommonStockValue,ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,CostDepreciationAmortizationAndDepletion,CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,CostOfGoodsAndServicesSold,CostOfRevenue,CostsAndExpenses,DebtInstrumentPeriodicPayment,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetsValuationAllowance,DepreciationDepletionAndAmortization,Dividends,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EnvironmentalRemediationExpense,FinanceLeaseInterestPaymentOnLiability,FinanceLeaseLiability,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseLiabilityPaymentsDue,FinanceLeaseLiabilityPaymentsDueNextTwelveMonths,FinanceLeaseLiabilityPaymentsDueYearThree,FinanceLeaseLiabilityPaymentsDueYearTwo,FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,FinanceLeaseLiabilityUndiscountedExcessAmount,FinanceLeasePrincipalPayments,FinanceLeaseRightOfUseAsset,FinanceLeaseWeightedAverageDiscountRatePercent,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestPaidNet,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryWriteDown,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermLoansPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeasePayments,OperatingLeasePaymentsUse,OperatingLeaseRightOfUseAsset,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherLiabilitiesCurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncome,PaymentsOfDividends,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,PrepaidInsurance,ProceedsFromContributionsFromParent,ProceedsFromIssuanceOfCommonStock,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,SalesAndExciseTaxPayableCurrent,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardGross,TaxesPayableCurrentAndNoncurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,AccretionExpenseIncludingAssetRetirementObligations,AdjustmentsToAdditionalPaidInCapitalOther,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,ContractualObligationDueInNextTwelveMonths,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,DeferredTaxLiabilitiesLeasingArrangements,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseDepletion,IncomeTaxReconciliationOtherAdjustments,LesseeFinanceLeaseDiscountRate,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LiabilityForUncertainTaxPositionsNoncurrent,PrepaidTaxes,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability
2020-12-31,2021-03-24,10-K,FORTITUDE GOLD CORPORATION,FTCO,CIK0001828377,USD,1715000.0,145000.0,353000.0,718000.0,24502000.0,99682000.0,,3844000.0,199000.0,,1159000.0,1159000.0,3844000.0,113025000.0,52932000.0,600000.0,27774000.0,26908000.0,,0.01,200000000.0,21211208.0,212000.0,5500000.0,10241000.0,27495000.0,37784000.0,297000.0,5763000.0,,959000.0,-959000.0,0.0,10377000.0,,0.48,0.48,,,36000.0,,398000.0,27000.0,,,,,,,439000.0,1800000.0,,2882000.0,16183000.0,10420000.0,,203000.0,,-1508000.0,145000.0,1001000.0,2300000.0,2085000.0,1643000.0,,143000.0,86000.0,23051000.0,127000.0,3600000.0,,,,15057000.0,113025000.0,11069000.0,665000.0,800000.0,,,117000.0,20393000.0,-6488000.0,13003000.0,10217000.0,-233000.0,,6198000.0,6382000.0,1452000.0,6198000.0,,21000.0,97000.0,1946000.0,1092000.0,,10000.0,,6488000.0,0.01,20000000.0,0.0,1962000.0,195000.0,21711000.0,,75492000.0,50990000.0,879000.0,-1926000.0,53967000.0,,10000.0,,,97968000.0,100000.0,,,,21211208.0,21211208.0,48000.0,,27774000.0,,161000.0,1162000.0,1001000.0,-959000.0,-959000.0,2216000.0,3175000.0,959000.0,3175000.0,1873000.0,,914000.0,1302000.0,-2063000.0,2188000.0,-623000.0,-90000.0,,,0.0,,7265000.0
2021-03-31,2021-05-11,10-Q,FORTITUDE GOLD CORPORATION,FTCO,CIK0001828377,USD,3254000.0,1659000.0,88000.0,592000.0,30630000.0,103280000.0,0.0,4002000.0,77000.0,11000.0,92000.0,92000.0,4002000.0,118866000.0,66349000.0,600000.0,35171000.0,7397000.0,,0.01,200000000.0,23931208.0,239000.0,,3647000.0,6086000.0,9762000.0,46000.0,7514000.0,80000.0,986000.0,-27000.0,0.0,3677000.0,,0.1,0.1,0.21,29000.0,5000.0,313000.0,288000.0,25000.0,321000.0,13000.0,4000.0,13000.0,291000.0,8000.0,112000.0,1800000.0,0.0576,6160000.0,10893000.0,,3379000.0,978000.0,520000.0,1187000.0,1514000.0,485000.0,1827000.0,5000.0,180000.0,163548.0,36000.0,12000.0,27377000.0,125000.0,0.0,4625000.0,4625000.0,56000.0,14872000.0,118866000.0,10750000.0,461000.0,600000.0,500000.0,100000.0,95000.0,162000.0,-104000.0,7339000.0,2401000.0,-37000.0,4569000.0,4569000.0,1693000.0,,4569000.0,0.0448,10000.0,93000.0,1951000.0,692000.0,-17000.0,2000.0,,104000.0,0.01,20000000.0,0.0,2142000.0,272000.0,,500000.0,75641000.0,45011000.0,226000.0,475000.0,20655000.0,,2000.0,3125000.0,,103994000.0,,500000.0,3125000.0,657000.0,23778014.0,23614466.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,2021-08-03,10-Q,FORTITUDE GOLD CORPORATION,FTCO,CIK0001828377,USD,2433000.0,3257000.0,175000.0,744000.0,38386000.0,103471000.0,,4326000.0,,,,,4326000.0,121990000.0,78965000.0,,41529000.0,,0.08,0.01,200000000.0,23961208.0,240000.0,3000000.0,4638000.0,8059000.0,12744000.0,126000.0,2272000.0,,114000.0,,0.0,4600000.0,1917000.0,0.35,0.34,,47000.0,,198000.0,176000.0,22000.0,203000.0,13000.0,4000.0,13000.0,173000.0,5000.0,,1800000.0,0.0569,1186000.0,13159000.0,,10887000.0,2553000.0,,,,,,,,231670.0,37000.0,,31588000.0,245000.0,0.0,2636000.0,2636000.0,12000.0,11387000.0,121990000.0,6966000.0,255000.0,300000.0,200000.0,100000.0,73000.0,,,,8334000.0,-47000.0,2624000.0,2624000.0,,,2624000.0,0.0448,15000.0,219000.0,1950000.0,934000.0,,3000.0,,,0.01,20000000.0,0.0,2591000.0,721000.0,,,76723000.0,38337000.0,,6892000.0,25903000.0,,,200000.0,4.99,110603000.0,,,192000.0,121000.0,24189989.0,23958319.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,2021-11-02,10-Q,FORTITUDE GOLD CORPORATION,FTCO,CIK0001828377,USD,2982000.0,1628000.0,623000.0,574000.0,41064000.0,103517000.0,,4483000.0,,,,,4483000.0,123079000.0,81282000.0,,44337000.0,,0.11,0.01,200000000.0,23961208.0,240000.0,100000.0,3668000.0,7075000.0,10783000.0,69000.0,3449000.0,,1099000.0,,0.0,3700000.0,2516000.0,0.19,0.19,,40000.0,,97000.0,78000.0,19000.0,99000.0,24000.0,4000.0,13000.0,58000.0,2000.0,,1800000.0,0.0524,1378000.0,9639000.0,6190000.0,,1544000.0,,,,,,,,250398.0,35000.0,,33012000.0,218000.0,0.0,220000.0,220000.0,,10300000.0,123079000.0,5746000.0,101000.0,200000.0,100000.0,100000.0,52000.0,,,,4646000.0,-48000.0,220000.0,220000.0,,,220000.0,0.0448,15000.0,217000.0,2947000.0,1212000.0,,8000.0,,,0.01,20000000.0,0.0,2305000.0,476000.0,,,78595000.0,37531000.0,,9022000.0,20422000.0,,,100000.0,4.91,112779000.0,,,46000.0,,24211606.0,23961208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,2022-03-01,10-K,FORTITUDE GOLD CORPORATION,FTCO,CIK0001828377,USD,2127000.0,238000.0,461000.0,435000.0,43824000.0,103476000.0,90000.0,4725000.0,307000.0,220000.0,794000.0,794000.0,4725000.0,122429000.0,81322000.0,1100000.0,40017000.0,12243000.0,0.3,0.01,200000000.0,23961208.0,240000.0,,14728000.0,26661000.0,41545000.0,281000.0,17029000.0,10000.0,509000.0,450000.0,,14859000.0,7308000.0,0.75,0.74,0.21,,12000.0,38000.0,23000.0,15000.0,40000.0,23000.0,4000.0,13000.0,,2000.0,403000.0,100000.0,0.0448,11443000.0,40564000.0,23535000.0,,5669000.0,5893000.0,29000.0,93000.0,-591000.0,10866000.0,-19000.0,266000.0,232734.0,129000.0,26000.0,37550000.0,158000.0,0.0,466000.0,,3000.0,10081000.0,122429000.0,5311000.0,87000.0,100000.0,100000.0,,30000.0,-7876000.0,-4546000.0,24665000.0,17866000.0,-190000.0,463000.0,463000.0,8228000.0,,463000.0,0.0448,16000.0,147000.0,2909000.0,912000.0,303000.0,10000.0,7308000.0,4546000.0,0.01,20000000.0,,2228000.0,250000.0,,500000.0,81050000.0,37226000.0,665000.0,8632000.0,82109000.0,16000.0,,3405000.0,,112348000.0,,500000.0,3405000.0,,24108365.0,23875631.0,156000.0,-83000.0,40017000.0,600000.0,3000000.0,5219000.0,2219000.0,450000.0,450000.0,2053000.0,2562000.0,509000.0,2562000.0,2434000.0,31000.0,1956000.0,97000.0,,4943000.0,-1584000.0,-19000.0,0.0448,466000.0,0.0,1289000.0,1820000.0
