end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableOtherCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,Assets,AssetsNet,Cash,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CustomerAdvancesCurrent,GainLossOnInvestments,GeneralAndAdministrativeExpenseRatio,IncreaseDecreaseInOperatingAssets,IncreaseDecreaseInOtherOperatingCapitalNet,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyTotalReturn,InvestmentCompanyVoluntaryFeeWaived,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedBalanceContracts,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnrecognizedUnrealizedAppreciation,Liabilities,ManagementFeePayable,NetAssetValuePerShare,NetInvestmentIncome,OperatingExpenses,OtherExpenses,OtherOperatingIncomeExpenseNet,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,RestrictedStockSharesIssuedNetOfSharesForTaxWithholdings,SharesOutstanding,SponsorFees,StockholdersEquityNoteSubscriptionsReceivable,UnrealizedGainLossOnInvestments
2021-09-30,2021-11-15,10-Q,Osprey Bitcoin Trust,OBTC,CIK0001767057,USD,56816.0,,-76978282.0,123397703.0,123291217.0,267.0,,4134312.0,,,24809981.0,0.0083,24577170.0,24962152.0,2.95,-0.03,0.2494,55500.0,76179264.0,123397436.0,2834.82,1.0,10251700.0,106486.0,49670.0,14.78,-232811.0,288311.0,142297.0,232811.0,,-11480.0,,8340536.0,146014.0,68827516.0,24821461.0
