end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsHeldForSaleLongLivedFairValueDisclosure,CapitalLeasesFutureMinimumPaymentsDue,CapitalUnits,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,CompensationExpenseExcludingCostOfGoodAndServiceSold,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,CostOfGoodsAndServicesSoldDepreciation,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateStatedPercentage,DeferredIncomeTaxAssetsNet,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationNonproduction,DilutiveSecurities,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCash,ForeignCurrencyExchangeRateTranslation1,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainLossOnSaleOfInvestments,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInMaterialsAndSupplies,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoodsNetOfReserves,InventoryNet,InventoryRawMaterialsAndSupplies,InventoryRawMaterialsAndSuppliesNetOfReserves,InventorySuppliesNetOfReserves,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersDiluted,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NoncurrentAssets,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NumberOfOperatingSegments,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherGeneralExpense,OtherIncome,OtherNoncashExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfOtherEquity,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromSaleOfPropertyHeldForSale,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfLongTermDebt,RepaymentsOfRelatedPartyDebt,RestrictedCash,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,SharePrice,SignificantPurchaseCommitmentRemainingMinimumAmountCommitted,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesStockSplits,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockRedeemedOrCalledDuringPeriodValue,StockRepurchasedDuringPeriodValue,TravelAndEntertainmentExpense,TreasuryStockCommonValue,TreasuryStockRetiredParValueMethodAmount,TreasuryStockShares,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,TreasuryStockValueAcquiredParValueMethod,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,ProceedsFromOtherEquity
2009-12-31,2010-04-06,10-K,QDM International Inc.,QDMI,CIK0001094032,USD,,,,,,,,,,,,,,,,,,,544563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-13,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,,,,,,,,,,,,,,,,,,394094.0,,,,,,,,,,,,,288963.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,-18252.0,,,,442412.0,398619.0,,-64514.0,,,,,,,,,,,2917.0,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,-20721.0,,,,,,-43793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64514.0,,,,,,,,,,687582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-09,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,,,,,,,,,,,,,,,,,,244501.0,,,,,,,,,,,,,434179.0,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,359794.0,521201.0,,,,,,,,,,,,,1037.0,,,,,,,,,,323.0,,,,,,,,,,,,,,,,,,-714.0,,,,,,161407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160693.0,,,,,,,,,,955380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-28,10-K,QDM International Inc.,QDMI,CIK0001094032,USD,,87845.0,9372.0,,146697.0,883659.0,,6184480.0,,49215.0,,,,1267779.0,802197.0,,,,569592.0,25029.0,,,,0.0001,200000000.0,24510502.0,23838852.0,2451.0,2451.0,,,1320718.0,,,,,,,,,,,946922.0,,,,,133584.0,,,,,,0.0,,,,,,-18252.0,,,,1676550.0,1754544.0,,73477.0,,,,48094.0,-49112.0,-206391.0,,,-26366.0,,6055.0,,6055.0,,,,,,,,1538.0,990.0,,,1267779.0,1206606.0,25142.0,25055.0,,-43744.0,,-53919.0,,122692.0,73477.0,,,,,,,,,,77994.0,,,,,,13510.0,,,,,,,,,22132.0,,44009.0,0.0001,5000000.0,,,,,38128.0,,,,,,,,,,,,,452072.0,,21612.0,,,-6111804.0,,,3075262.0,,,,,,36118.0,36118.0,,,,,,,,,,,,990.0,,,,,,671650.0,39009.0,-22132.0,,,,,,,
2011-03-31,2011-05-13,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,,,,,,,,,,,,,,,,,,202517.0,-367075.0,,,,,,,,,,,,277692.0,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,418051.0,261569.0,,-157451.0,,,,,,,,,,,1148.0,,1148.0,,,,,,,,179.0,,,,,,,,,-6070.0,,-5000.0,,-356005.0,-157451.0,,,,-969.0,,,,,,-156482.0,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,6070.0,,,,,,539261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23838852.0,,
2011-06-30,2011-08-15,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,45664.0,118082.0,,76535.0,945895.0,,6184480.0,,,,,,1182678.0,774332.0,,,,394431.0,,,,,0.0001,200000000.0,24510502.0,23838852.0,2451.0,,,,302679.0,,,,,,,,,,,1128893.0,,,,,,,,,,,0.0,,,,,,,,,,433085.0,448595.0,,15091.0,,,,,,,,,,,617.0,,,,,,,,,,198.0,,,,1182678.0,1276917.0,25825.0,12003.0,,,,,,,15091.0,,,,-419.0,,,,,,15510.0,,,,,,18510.0,,,,,,,,,,,,0.0001,5000000.0,,,,,76647.0,,,,,,,,,,,15091.0,,389836.0,,,,,-6254164.0,,,751274.0,,,,,,,-106242.0,,,,,,,,,,,,,,,,,,671650.0,39009.0,,,,,,23838852.0,,
2011-09-30,2011-11-14,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,57659.0,52133.0,,39534.0,977013.0,,6184480.0,,,,,,907873.0,530645.0,,,,215615.0,,,,,0.0001,200000000.0,24510502.0,23838852.0,2451.0,,,,419489.0,,,,,,,,,,,874124.0,,,,,,,,,,,0.0,,,,,,,,,,355796.0,367406.0,,,,,,,,,,,,,582.0,,,,,,,,,,277.0,,,,907873.0,996586.0,25269.0,6224.0,,,,,,,11305.0,,,,-305.0,,,,,,11610.0,,,,,,18510.0,,,,,,,,,,,,0.0001,5000000.0,,,,,77725.0,,,,,,,,,,,11305.0,,358718.0,,,,,-6242859.0,,,786895.0,,,,,,,-94937.0,,,,,,,,,,,,,,,,,,671650.0,39009.0,,,,,,23838852.0,,
2011-12-31,2012-03-29,10-K,QDM International Inc.,QDMI,CIK0001094032,USD,,83726.0,68993.0,,101058.0,1008730.0,,6184480.0,,241003.0,489015.0,,,1086725.0,708779.0,,,,415966.0,-153626.0,,,,0.0001,200000000.0,24510502.0,23838852.0,2451.0,2451.0,,,1355924.0,119176.0,,,,,,,,,1172821.0,1172821.0,1573000.0,,1573000.0,125070.0,125070.0,,,,,,-0.01,,0.0,0.34,,,,,,,1849847.0,1519678.0,,-332233.0,,,,-49758.0,59621.0,225899.0,,,42830.0,,3006.0,,3006.0,,,4617.0,142862.0,,,138245.0,942.0,,62559.0,,1086725.0,1380445.0,22840.0,2395.0,,-24962.0,,-37434.0,,-91230.0,-332233.0,,,,,,,,,,-330169.0,,,,,,45345.0,,,,,,,,,,,5600.0,0.0001,5000000.0,,,,,80958.0,,,,,,,,,,,,1341331.0,332601.0,,24962.0,,,-6444037.0,,,2875602.0,,,,,,-296115.0,,,,,,,,,,,,,,,,,,,671650.0,39009.0,,,,113000.0,,23838852.0,,
2012-03-31,2012-05-15,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,80045.0,89708.0,,73504.0,1039154.0,,6184480.0,,,,,,951730.0,559080.0,,,,198931.0,-217035.0,,,,0.0001,200000000.0,24510502.0,23838852.0,2451.0,,,,405975.0,,,,,,,,,,,1229211.0,,,,,,,,,,,-0.01,,,,,,,,,,459688.0,298048.0,,-162064.0,,,,,,,,,,,633.0,,633.0,,,,,,,,209.0,,,,951730.0,1392545.0,9785.0,17364.0,,-22021.0,,-21193.0,,-173821.0,-162064.0,,,,-424.0,,,,,,-161640.0,,,,,,,,,,,,,,,,,21193.0,0.0001,5000000.0,,,,,127457.0,,,,,,,,,,,,,392650.0,,22021.0,,,-6606101.0,,,704023.0,,,,,,-458179.0,,,,,,,,,,,,,,,,,,,671650.0,39009.0,,,,,,23838852.0,,
2012-06-30,2012-08-17,10-Q,QDM International Inc.,QDMI,CIK0001094032,USD,,90516.0,32464.0,,84505.0,1070340.0,,6184480.0,,,,,,820852.0,453098.0,,1510.0,,131533.0,,,,,0.0001,200000000.0,24510502.0,24510502.0,2451.0,,,,479863.0,,,,,,,,,,,1055245.0,,,,,,,,,,,0.0,,,,,,-272.0,,,,465055.0,492813.0,,27609.0,,,,,,,,,,,272.0,,,,,,,,,,123.0,,,,820852.0,1235509.0,5243.0,15913.0,,,,,,,27609.0,,,,-149.0,,,,,,27758.0,,,,,,6290.0,,,,,,,,,,,,0.0001,5000000.0,,,,,140471.0,,,,,,,,,,,,,361464.0,,,,,-6578492.0,,,972676.0,,,,,438000.0,-430570.0,,,,,,,,,,,,,,,,,,,671650.0,39009.0,,,,,,23838852.0,,
