end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesFairValueDisclosure,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdvancesOnInventoryPurchases,AdvertisingExpense,AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,AllowanceForDoubtfulAccountsReceivableRecoveries,AllowanceForDoubtfulAccountsReceivableWriteOffs,AllowanceForDoubtfulOtherReceivablesCurrent,AmortizationOfIntangibleAssets,AssetRetirementObligationForeignCurrencyTranslationGainLoss,AssetRetirementObligationForeignCurrencyTranslationGainLoss,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,BusinessAcquisitionPercentageOfVotingInterestsAcquired,BusinessCombinationContingentConsiderationAsset,BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,CapitalLeasesFutureMinimumPaymentsReceivable,CapitalLeasesFutureMinimumPaymentsReceivableCurrent,CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConcentrationRiskPercentage1,ConstructionInProgressGross,ConstructionPayableCurrentAndNoncurrent,ContractualObligation,ContractualObligation,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,CustomerAdvancesCurrent,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateStatedPercentage,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetInterestCarryforward,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsNet,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDerivatives,DepositsAssets,DepositsAssetsNoncurrent,Depreciation,DepreciationDepletionAndAmortization,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationDeductionsOther,EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectiveIncomeTaxRateReconciliationTaxExemptIncome,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,FairValueNetAssetLiability,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets1,GainLossOnSaleOfInvestments,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,Goodwill,GoodwillGross,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationTaxContingenciesForeign,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInCustomerAdvances,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInMaterialsAndSupplies,IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPayablesToCustomers,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestPaid,InterestPaidCapitalized,InterestPaidNet,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWriteDown,InvestmentIncomeInvestmentExpense,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansAndLeasesReceivableImpairedCommitmentToLend,LoansPayable,LoansPayableCurrent,LoansPayableToBank,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwoAndThree,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,LongTermInvestments,LongTermLoansPayable,LongTermNotesAndLoans,MarketableSecurities,MinorityInterest,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashContributionExpense,NoncashOrPartNoncashAcquisitionEmployeeBenefitLiabilitiesAssumed1,NoncashOrPartNoncashAcquisitionInventoryAcquired1,NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,NoninterestBearingDomesticDepositDemand,NonoperatingIncomeExpense,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseResidualValueOfLeasedAsset,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLossCarryforwards,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeLossTax,OtherExpenses,OtherIncome,OtherIncomeTaxExpenseBenefitContinuingOperations,OtherLoansPayableCurrent,OtherLoansPayableLongTerm,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherPrepaidExpenseCurrent,OtherReceivables,OtherReceivablesGrossCurrent,OtherReceivablesNetCurrent,PaymentsForProceedsFromInvestments,PaymentsForRent,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToSuppliers,PostemploymentBenefitsLiabilityNoncurrent,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromContributedCapital,ProceedsFromContributionInAidOfConstruction,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfOtherLongTermDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromSalesOfAssetsInvestingActivities,ProceedsFromShortTermDebt,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentDisposals,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,ProvisionForDoubtfulAccounts,PublicUtilitiesPropertyPlantAndEquipmentConstructionWorkInProgress,RentalIncomeNonoperating,RentalProperties,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfAdvancesForConstruction,RepaymentsOfLongTermDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RestrictedStockSharesIssuedNetOfSharesForTaxWithholdings,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,RevenueRemainingPerformanceObligationPercentage,Revenues,SaleOfStockNumberOfSharesIssuedInTransaction,SalesRevenueNet,SellingExpense,SharePrice,ShortTermBankLoansAndNotesPayable,ShortTermBorrowings,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterestAdjustedBalance1,StockIssued1,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodValueNewIssues,Supplies,TaxesPayableCurrent,TreasuryStockCommonShares,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesRestrictedStock
2015-06-30,2015-08-12,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,,,,,,,,4572.0,,,20146.0,,,,,,,,,,,,,21115.0,21115.0,,,,,,,,,,21115.0,13217.0,,,,0.0001,500000000.0,10035000.0,10035000.0,1004.0,,,,,,,,,,,,138076.0,,,,,,,,,,,,,7000.0,,7000.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,48046.0,,,8429.0,,,-766224.0,5680.0,-760544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-626032.0,,,,,,,,,,,,20513.0,21115.0,20513.0,,15941.0,,,,,,,,,,,,,,,,,,,,-766224.0,,,,,,,15941.0,,,354916.0,-346487.0,,,,,,,,,,,,,-55473.0,,-816017.0,419737.0,,,,,206295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20548.0,,,146505.0,,146505.0,306870.0,,,,,,602.0,,,,,,,,280000000.0,,280000000.0,
2015-09-30,2015-11-09,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,,,,,,,,11932.0,,,6097.0,,,,23459.0,,,,,,,,,20982.0,20982.0,,,,,,,,,,20982.0,93549.0,,,,0.0001,500000000.0,150525000.0,150525000.0,15053.0,,,,,,,,,,,,376558.0,,,,,,,,,,,,,10000.0,,10000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,-490423.0,,,,343726.0,,,370060.0,,,-1083665.0,32155.0,-1051510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,582737.0,,,,,,,,,,,,27873.0,20982.0,27873.0,,15941.0,,,,,,,,,,,,,,,,,,,,-1083665.0,,,,,,,15951.0,,,384505.0,-14445.0,,,,,,,,,,,,,-186320.0,,-1269985.0,1069220.0,,,,,-164234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28041.0,,,146505.0,,746618.0,40779.0,,,,,,-6891.0,,,,,,,,,280000000.0,,
2015-12-31,2016-02-10,10-K,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,2803025.0,,150307.0,522432.0,454118.0,64701.0,,5250.0,474803.0,-200358.0,16743394.0,1950.0,5354.0,,68314.0,68314.0,,,,188087.0,64401.0,6.4917,1.0,16695394.0,1240295.0,,,,,,,,,,7.0,13217.0,-191443.0,,,0.0001,500000000.0,150525000.0,150525000.0,15053.0,,,,,,1.0,7478664.0,-64961.0,,,,672617.0,,,8249.0,,,,,,,,,,35000.0,,35000.0,,159656.0,159656.0,126788.0,191156.0,,2922075.0,,-0.02,,,0.35,-0.25,,,,,,,,,79119.0,183737.0,8154969.0,262749.0,2894311.0,2631562.0,-485054.0,,-526055.0,,1274174.0,,,448382.0,,-85438.0,-3011166.0,12889.0,-2998654.0,377.0,,29000.0,-3011166.0,-29000.0,,377.0,,666288.0,-1160409.0,454453.0,-299275.0,,2624.0,-8149.0,,422189.0,,,1789.0,,382392.0,,,165930.0,,1659564.0,,2061806.0,,253249.0,548043.0,294794.0,10262.0,,,,,13681245.0,16695394.0,6533656.0,15404.0,76522.0,308085.0,,,,,,,,,,,7147589.0,,,-8642.0,,8817189.0,-5446152.0,-3746217.0,-3011543.0,,,,68305.0,211490.0,,76522.0,-2011147.0,,1448401.0,-1000019.0,,,,,,,,,,,,,-79119.0,,-3090662.0,,,,,,-32861.0,265393.0,,64492.0,343525.0,155438.0,,,,,87001.0,,,,,,,,2828.0,,1621337.0,-5163752.0,,,4816337.0,,,61697.0,,,2720464.0,,,,,,,,,,5660020.0,5185217.0,,68314.0,,,0.0,,,402646.0,,,,-13535298.0,,,1120999.0,,1120999.0,174227.0,,,,76522.0,3022791.0,3014149.0,-81765.0,,,,,,,150525000.0,150525000.0,150525000.0,
2016-03-31,2016-06-01,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,2779183.0,,151294.0,412616.0,343853.0,65126.0,,,566700.0,-183260.0,16730447.0,72957.0,85394.0,831.0,449.0,-68763.0,449.0,,,-189322.0,16555.0,,,16894391.0,1269669.0,,,,,227032.0,104726.0,,61153.0,61153.0,,36658.0,23441.0,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,,,,,7652784.0,,,,,60923.0,,,16287.0,,,,,,,,,,,,,,158864.0,,91897.0,114314.0,519.0,3253891.0,0.0,0.0,0.0,,0.35,-0.25,,,,,,,,,17098.0,-65174.0,,-279304.0,2913317.0,2634013.0,,,,,293042.0,,,2278.0,,,-248976.0,4591.0,-244385.0,,,,,,,,831.0,-41624.0,,-43864.0,,,,7873.0,,166842.0,87315.0,,250559.0,,-42556.0,-87315.0,,135478.0,,14142.0,,14142.0,,316587.0,630228.0,313641.0,,,,,,14112325.0,16894391.0,6607693.0,,,,,,,,,,,,,,7504632.0,,,-13438.0,,119702.0,-171168.0,140081.0,-248976.0,,,,,,,,71672.0,,322926.0,-320648.0,,,,,,,,,,,102000.0,,17098.0,,-227287.0,-71672.0,,,,,85814.0,330516.0,,25939.0,306803.0,117481.0,,26182.0,,,29230.0,,,,,,,,2847.0,,,-123270.0,,,,,,,,,119702.0,,,,,,,,-29230.0,,5745761.0,5179061.0,,271800.0,,,0.0,,123270.0,,,,,-13779683.0,,,63201.0,,63201.0,29884.0,,,,76522.0,2795504.0,2782066.0,,,,,,,,280000000.0,,280000000.0,
2016-06-30,2016-08-22,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,1267571.0,,,384857.0,333772.0,,,,624313.0,-278777.0,16795185.0,30008.0,,,51929.0,-51085.0,,,,,,,,19200072.0,3990307.0,,,,,84217.0,17371.0,11089.0,26614.0,29143.0,,129095.0,,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,,,,,7615756.0,,67700000.0,11000000.0,,326764.0,,,13487.0,,,,,,,,,,,,,,76880.0,,,,2759374.0,4366522.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-286295.0,2828220.0,2541925.0,38261.0,,,38261.0,437050.0,,,137216.0,,,1246515.0,-11093.0,1208195.0,27227.0,,,,,,,,,,,,,,,,,,,,,,,,,,13573.0,,,,322127.0,703376.0,381249.0,,,,,,15234897.0,19200072.0,8762308.0,,,,,,,,,,,,,,6472589.0,,,-2496.0,,,,,1219288.0,,,,,,,,1628791.0,,519492.0,-382276.0,,,,,,,,,,,102000.0,,-95517.0,,1123771.0,-1628791.0,,,,,1604103.0,2801893.0,,21524.0,21524.0,21524.0,,,,,,,,,,,,,13158.0,,,,,,,,,,,,,,,,,,,,,,5599517.0,4975204.0,,,,,0.0,,,,,,,-12571487.0,,,463980.0,,463980.0,82442.0,,301051.0,,11784.0,3972921.0,3970425.0,,,,,,,,280000000.0,,280000000.0,
2016-09-30,2016-11-14,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,5562259.0,,,299557.0,247974.0,,,,764676.0,-143122.0,16795185.0,53567.0,,151994.0,51583.0,51583.0,,218616.0,,,,,,21968545.0,2584676.0,,,,,,,,,,,76311.0,,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,,,,,,,67700000.0,11000000.0,,338126.0,,,9809.0,,,,,,,,,,,,,,149771.0,,,,1506545.0,4090649.0,,0.0,,,,,,,,,,,,,,,7704273.0,299896.0,2817196.0,2517300.0,-5234.0,,,32875.0,298341.0,,,189589.0,,,-583220.0,1251.0,-581969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,139350.0,,,,376871.0,579394.0,202523.0,12700.0,,,,,18444751.0,21968545.0,12372241.0,,,,,,,,,,,,,,6072510.0,,,-2993.0,,,,,-583220.0,,,,,,,,-398987.0,,373822.0,-184233.0,,,,,,84217.0,17371.0,11089.0,26614.0,29143.0,102000.0,,135836.0,,-447384.0,398987.0,,,,,-589443.0,1510016.0,,56091.0,107970.0,107970.0,,,,,,,,,,,,,12915.0,,,,,,,,,,,,,,,,,,,,,,17481474.0,16716798.0,7752.0,,,,0.0,,,,,,,-13153276.0,,,463980.0,,527715.0,75481.0,,1199508.0,,,3526787.0,3523794.0,,,,,,,,280000000.0,280000000.0,280000000.0,
2016-12-31,2017-04-17,10-K,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,5162402.0,,,675737.0,455383.0,,,,667253.0,92466.0,16795185.0,,37202.0,831.0,152040.0,220354.0,,,,,38473.0,6.9437,1.0,20882305.0,2406437.0,,,,,,,,,,,17213.0,3996.0,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,-267899.0,,,1.0,,,,,,2578392.0,,,8611.0,,,,,,,,,,,,535228.0,,,174091.0,245429.0,303522.0,1375788.0,3362660.0,,,,,0.35,-0.25,,,,0.5,,,0.25,,294747.0,34592.0,7272780.0,301222.0,2705906.0,2404684.0,-169428.0,,-169428.0,169428.0,1616991.0,,,477490.0,,,-535860.0,-4008.0,-566654.0,26786.0,26786.0,,-562646.0,26786.0,280000000.0,26786.0,,3127298.0,-146884.0,195792.0,-63228.0,,,940.0,,15061.0,-1906.0,,2293066.0,,-249503.0,1906.0,,166950.0,,307201.0,,307201.0,,371093.0,526778.0,155685.0,,,307201.0,,,18071317.0,20882305.0,11950661.0,,,1152124.0,,,,,,,,,,,6120656.0,6120656.0,,-2711.0,,777998.0,-6082649.0,5273598.0,562646.0,4008.0,-566654.0,16000000.0,,,,,862803.0,,1876153.0,-1398663.0,,,,,,,,,,,,294747.0,294747.0,,-267898.0,,862803.0,-562646.0,1152124.0,,186339.0,2264864.0,,,18501.0,18501.0,,,,328877.0,1217423.0,,-6886.0,,,,,,12774.0,,,-3098286.0,,63748.0,,,,,,,398128.0,,,,12309.0,,1204274.0,-562646.0,,435030.0,15642617.0,15897093.0,264438.0,152040.0,,,167257.0,,3098286.0,888152.0,1438063.0,,,-14101952.0,,,3055882.0,,3055882.0,259162.0,,720078.0,,0.0,2813699.0,2810988.0,,,,64738.0,,,,276452740.0,,276452740.0,
2017-03-31,2017-05-15,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,3641680.0,,,438711.0,134691.0,,,,860344.0,119246.0,16795185.0,16826.0,,,152040.0,304020.0,,,,,16568.0,6.8905,1.0,19174255.0,763421.0,,,,,,,,,,,56472.0,39259.0,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,-547300.0,,,1.0,,,,,,68738.0,,,8628.0,,0.16,,,,,,,,,,,,,150190.0,188005.0,204543.0,44686.0,3513037.0,,0.0,,,0.35,-0.25,,,,0.5,,,0.25,,27293.0,-361778.0,7253265.0,317790.0,2726786.0,2408996.0,,,,,416537.0,,,14753.0,,,-574593.0,3161.0,-571432.0,,,,,,,,,-1426748.0,,-324318.0,,,,-50.0,,-47610.0,16831.0,,421323.0,,-268.0,,,-29006.0,,130802.0,,130802.0,,330172.0,483249.0,153077.0,,,130802.0,,,16910567.0,19174255.0,11468315.0,,,1451267.0,,,,,,,,,,,5442252.0,,,-5358.0,,-160709.0,1322342.0,-839114.0,-574593.0,-3161.0,-571432.0,16000000.0,,,,,-117868.0,,471478.0,-456725.0,,,,,,,,,,,,,27293.0,,-547300.0,,,,,,1718.0,2703497.0,,,18377.0,18377.0,,,,19834.0,,,-4328.0,,,,,,9120.0,1342176.0,,,,,725881.0,,,725881.0,,,124563.0,,,,,,,-574593.0,,,16711992.0,15851648.0,,152040.0,,,52481.0,,,,,1011153.0,,-14673385.0,,,83491.0,,83491.0,54941.0,,150206.0,,1601473.0,2269046.0,2263688.0,,,,,,,,280000000.0,,280000000.0,
2017-06-30,2017-08-14,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,3700962.0,,,368452.0,98836.0,,,,1039871.0,155690.0,16795185.0,,,,21895.0,269616.0,,,,,,,,19205519.0,652084.0,,,,,,,,,,,8509.0,,,,0.0001,500000000.0,280000000.0,150525000.0,28000.0,,,-326830.0,,-325183.0,,,,,,54527.0,54527.0,,,11199.0,,0.16,,,,,,,,,,,,,129486.0,,,2575.0,3415313.0,,0.0,,,,,,,,,,,,,,,,337602.0,2772512.0,2434910.0,,,,,259840.0,,,16117.0,,-337274.0,-337274.0,1532.0,-361627.0,25885.0,,,,,,,,,,,,,,,,,,,,,,,,,,122254.0,,,,307472.0,468728.0,161256.0,,,122254.0,,,17268661.0,19205519.0,12104049.0,,,1106703.0,,,,,,,,,,,5164612.0,,,-7006.0,,,,,-363159.0,-1532.0,-361627.0,,,,,,-77951.0,,275440.0,-259323.0,,,,,,,,,,,,,36329.0,26353.0,-326830.0,,,,,,44303.0,2979345.0,,,58491.0,58491.0,,,,,,,,,,,,,14945.0,,,,,,,,,,,,,,,,,,,,,,17028910.0,15989039.0,,,,,124241.0,,,,,,,-15035011.0,,,70644.0,,70644.0,15600.0,,890527.0,,890527.0,1943864.0,1936858.0,,,,,,,,280000000.0,,280000000.0,
2017-09-30,2017-11-20,10-Q,"MULIANG VIAGOO TECHNOLOGY, INC.",MULG,CIK0001629665,USD,,3806500.0,,,407995.0,111418.0,,,,1241219.0,188086.0,16795185.0,,,,22115.0,296577.0,,,,,,,,19239048.0,665575.0,,,,,,,,,,,29121.0,,,,0.0001,500000000.0,280000000.0,280000000.0,28000.0,,,-533355.0,,,,,,,,54007.0,54007.0,,,9140.0,,0.16,,,,,,,,,,,,,55688.0,,,650.0,4231936.0,,0.0,,,,,,,,,,,,,,,,489674.0,2823503.0,2333829.0,,,,,511305.0,,,58792.0,,-565787.0,-565787.0,2207.0,-563840.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,134236.0,,,,276062.0,486529.0,210467.0,,,134236.0,,,17835544.0,19239048.0,14529510.0,,,3080622.0,,6542190.0,,3236156.0,,3306034.0,,,,,3306034.0,,,-8916.0,,,,,-566047.0,-2207.0,-563840.0,,,,,,-100550.0,,524029.0,-465237.0,,,,,,,,,,,,,32692.0,,-533355.0,,,,,,33686.0,3245778.0,,,21924.0,21924.0,,,,,,,,,,,,,15933.0,,,,,,,,,,,,,,,,,,,,,,17425175.0,16183956.0,,,,,190461.0,,,,,,,-15598851.0,,,112799.0,,112799.0,12724.0,,155534.0,155534.0,155534.0,1412420.0,1403504.0,,,,,,,,280000000.0,,280000000.0,
