end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,AccruedIncomeTaxes,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,BusinessAcquisitionSharePrice,BusinessCombinationAcquiredReceivablesFairValue,BusinessCombinationContingentConsiderationAsset,BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,CapitalizedComputerSoftwareGross,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommonStockDiscountOnShares,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebt,CostOfRevenue,CostOfServices,CumulativeEffectOnRetainedEarningsNetOfTax1,CurrentIncomeTaxExpenseBenefit,DebtInstrumentFaceAmount,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredOfferingCosts,DeferredTaxAssetsGross,DeferredTaxAssetsInventory,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DeferredTaxLiabilities,DeferredTaxLiabilitiesPropertyPlantAndEquipment,Deposits,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DepreciationExpenseOnReclassifiedAssets,DueFromEmployeesCurrent,DueFromOtherRelatedPartiesCurrent,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeBenefitsAndShareBasedCompensation,EquityMethodInvestmentOwnershipPercentage,FinancialServicesRevenue,ForeignCurrencyExchangeRateTranslation1,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidSupplies,IncreaseDecreaseInRestrictedCash,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,InterestIncomeOperating,InventoryGross,InventoryLIFOReserve,InventoryNet,InventoryValuationReserves,InventoryWriteDown,InvestmentIncomeInterest,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansAndLeasesReceivableRelatedParties,LongTermDebt,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesAndLoansReceivableNetCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossTax,OtherIncome,OtherLiabilitiesCurrent,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,OtherReceivables,OtherReceivablesGrossCurrent,OtherReceivablesNetCurrent,PaymentsForRent,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockConvertibleSharesIssuable,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidRent,ProceedsFromContributedCapital,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionDueFromToRelatedParty,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RestructuringReserve,RetainedEarningsAccumulatedDeficit,Revenues,SalesAndExciseTaxPayableCurrentAndNoncurrent,SellingExpense,ShareBasedCompensation,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,SupplementalDeferredPurchasePrice,TaxesPayableCurrent,TaxesPayableCurrentAndNoncurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AllowanceForDoubtfulAccountsReceivable,AmortizationOfFinancingCosts,CumulativeEarningsDeficit,CustomerAdvancesForConstruction,MinorityInterest,OtherAssets,OtherInventoryNetOfReserves,OtherInventoryNoncurrent,OtherNonoperatingExpense,ProvisionForDoubtfulAccounts,ComprehensiveIncomeNetOfTax,DueToRelatedPartiesNoncurrent,OtherTaxExpenseBenefit,PropertyPlantAndEquipmentOtherNet
2015-07-31,2015-09-10,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,,,,,,,,1500.0,,,42957.0,,,,50911.0,,,,,,,,,50911.0,-8738.0,,,,,0.0001,600000000.0,28930000.0,28930000.0,2893.0,,,,,,,,,,,,,,,1545.0,,,,,,,,,,,,,,,9460.0,,0.0,,,,,,,,,7.75,3698.0,,-3635.0,-3698.0,-63.0,,,,,,1500.0,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,10960.0,50911.0,,,,,-6540.0,,-2198.0,-3698.0,,,,,,,,,,,,,4414.0,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,,,,,,,,,,,,,,6540.0,,,-5899.0,,,,,,39951.0,,,,,,,,28930000.0,,,,,,,,,,,,,,
2015-10-31,2015-12-15,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,8500.0,,,,,,,,,,42957.0,,,,52513.0,,,,,,,,,52513.0,,,,,,0.0001,600000000.0,28930000.0,28930000.0,2893.0,,1800.0,1800.0,,,,,,,,,,,,3739.0,,,,,,19.0,,,,,,,,,9460.0,,0.0,,,,,,,,3800.0,7.75,47662.0,2000.0,,-45662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17960.0,52513.0,,,,,,,,-45662.0,,,,,,,,,,,,,10682.0,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,,,,,,,,,,,,,,,,,-11297.0,3800.0,,,,,34553.0,,,,,,,,28930000.0,,,,,,,,,,,,,,
2016-01-31,2016-03-08,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,4900.0,,,,,,,,,,93951.0,,,,107311.0,,,,,,,,,18426.0,,,,,,0.0001,600000000.0,28993750.0,28993750.0,2899.0,,,,,,,,,,,,,,,5235.0,,,,,,19.0,,,,,,,,,21201.0,,0.0,,,,,,,,,7.75,80561.0,,,-80561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26101.0,107311.0,,,,,,,,-80561.0,,,,,,,,,,,,,14956.0,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,,,,,,,,,,,,,,,94935.0,,-15640.0,,,,,,81210.0,,,,,,,,28993750.0,,,,,,,,,,,,,,
2016-04-30,2016-07-25,10-K,"Gushen, Inc.",GSHN,CIK0001639327,USD,9800.0,18255.0,,,41719.0,,,,77.0,,113948.0,,,,1500410.0,,,,,,,,,1500410.0,1440761.0,,,,,0.0001,600000000.0,28930000.0,28930000.0,2902.0,,1800.0,,,,,,,,48142.0,,,,,48142.0,,,,,28196.0,,,,,,,,,,1408265.0,,0.0,,,,,,,,,7.75,34304.0,2000.0,-32996.0,-32304.0,692.0,,,,,,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418065.0,1500410.0,,,,,1463265.0,,-22504.0,-32304.0,,,,41719.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,30667.0,,,,71000.0,,1392265.0,,,,385.0,308.0,,,,,-34505.0,3800.0,,,,,82345.0,,,,71000.0,,,,28959888.0,,,,,,,,,,,,,,
2016-07-31,2016-09-13,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,3000.0,,,,,,,,,,113948.0,,,,123796.0,,,,,,,,,104426.0,-1395984.0,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,,,,,,,,,,,,,13502.0,,,,,,,,,,,,19370.0,,,43361.0,,0.0,,,,,,,,,7.75,4910.0,,-4802.0,-4910.0,-108.0,,,,,,-6800.0,,,,,,,,19370.0,,,,,,,,,,,,,,,,,,,,,46361.0,123796.0,,,,,-1364904.0,,-31080.0,-4910.0,,,,,,,,,,,,,38577.0,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,,,,,,,,-1364904.0,,,,,,1364904.0,,,-39415.0,,,,,,77435.0,,,,,,,,29018750.0,,,,,,,,,,,,,,
2016-10-31,2016-12-20,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,,17406.0,,,34985.0,,,,15796.0,,113948.0,,,,366819.0,,,,41719.0,,,,,35492.0,,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,3484.0,,,,,,,105951.0,,,89108.0,,105951.0,,,,,105787.0,7859.0,,,,,,,,,837578.0,,0.0,,,,,,,,,7.75,9754.0,6595.0,,-9754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079.0,,,,,,,854984.0,366819.0,,,,,,,,-9754.0,,,,34985.0,,,,,371613.0,247742.0,123871.0,,48123.0,57809.0,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,28609.0,,,,,,,,,,157192.0,141396.0,,,,,-605015.0,10079.0,,,,,-488165.0,,,,,,,,29018750.0,,,,,,,,,,,,,,
2017-01-31,2017-03-14,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,,86041.0,,,18556.0,,,,23656.0,,113948.0,,,,318319.0,,,,41719.0,,,,,6341.0,,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,3387.0,,,,,,,122244.0,,,,,122244.0,122244.0,,,,105787.0,7859.0,,,,,,,,,826845.0,,0.0,,,,,,,,18556.0,,125352.0,18950.0,,-106402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3781.0,,,,,,,912886.0,318319.0,,,,,,,,-106402.0,,,,29917.0,,,,,309677.0,247742.0,61935.0,,,74102.0,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,24182.0,,,,,,,,,,157192.0,133536.0,,,,,-711417.0,22337.0,,,,,-594567.0,,,,,,,,29018750.0,,,,,,,,,,,,,,
2017-04-30,2017-08-14,10-K,"Gushen, Inc.",GSHN,CIK0001639327,USD,12300.0,,,,,,,,,,113948.0,,,,60905.0,,,,,,,,,3212.0,-1497198.0,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,,,,,,,,,,,,,,23490.0,,,,,,,,,,,57693.0,,57693.0,,,0.0,,,,,,,,,7.75,33740.0,,-33340.0,-33740.0,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12300.0,60905.0,,,,,-1465958.0,,-31240.0,-33740.0,,,,,,,,,,,,,,11669.0,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,,,,,,,-1465958.0,,,,,,,,,,-68245.0,,,,,,48605.0,,88750.0,,,,,,29018750.0,,,,,,,,,,,,,,
2017-07-31,2017-09-11,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,13500.0,,,,,,,,,,113948.0,,,,60058.0,,,,,,,,,2965.0,-247.0,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56493.0,,,,,0.0,,,,,,,,,7.75,2047.0,,-1970.0,-2047.0,,,,,,,1200.0,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,13500.0,60058.0,,,,,1200.0,,-1447.0,-2047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,600.0,,,,,,,1200.0,,,,,,,,,-70292.0,,,,,,46558.0,,,,,,,,29018750.0,,,,,,,,,,,,,,
2017-10-31,2017-12-05,10-Q,"Gushen, Inc.",GSHN,CIK0001639327,USD,15600.0,,,,,,,,,,113948.0,,,,59603.0,,,,,,,,,2810.0,,,,,,0.0001,600000000.0,29018750.0,29018750.0,2902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56493.0,,56493.0,,,0.0,,,,,,,,,7.75,2555.0,,,-2555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15600.0,59603.0,,,,,,,,-2555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,200000000.0,,,,300.0,,,,,,,,,,,,,,,,-72847.0,,,,,,44003.0,,,,,,,,29018750.0,,,,,,,,,,,,,,
