end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentOfWarrantsGrantedForServices,AdjustmentsToAdditionalPaidInCapitalOther,AllocatedShareBasedCompensationExpense,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,AssumedLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense,BusinessDevelopment,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTax,CostOfGoodsSold,CostOfRevenue,CostsAndExpenses,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DeferredCosts,DeferredFederalIncomeTaxExpenseBenefit,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesGrossCurrent,Depreciation,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DistributionAndServicingFees,DueFromRelatedPartiesNoncurrent,DueToAffiliateCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,ExpensesAndLossesReportingCurrencyDenominatedValue,ExtinguishmentOfDebtGainLossNetOfTax,FinancingInterestExpense,ForeignCurrencyTransactionGainLossBeforeTax,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossAttributableToParent,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitIntraperiodTaxAllocation,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationDeductionsOther,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationTaxContingenciesForeign,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestAndDebtExpense,InterestExpense,InterestExpenseLongTermDebt,InterestPaid,InterestPayableCurrent,InventoryNet,InvestmentCompanyShareholderServiceFeeExpense,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LitigationReserveCurrent,LoansPayableCurrent,LoansPayableFairValueDisclosure,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,LossContingencyAccrualAtCarryingValue,LossContingencyAccrualCarryingValueCurrent,LossContingencyDamagesSoughtValue,ManagementFeeExpense,MarketingAndAdvertisingExpense,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,NoninterestExpenseTransferAgentAndCustodianFees,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAssets,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherDeferredCostsGross,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherLiabilities,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNonoperatingIncomeExpense,OtherNonrecurringExpense,OtherNotesPayableCurrent,OtherResearchAndDevelopmentExpense,OtherSellingGeneralAndAdministrativeExpense,PaidInKindInterest,PaymentsForLoans,PaymentsToAcquireMachineryAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RelatedPartyTransactionAmountsOfTransaction,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfDebt,RepaymentsOfLongTermDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SalariesAndWages,SaleOfStockConsiderationReceivedOnTransaction,SecuredDemandNotes,ServicingFees,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsForfeituresAndExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShortTermDebtPercentageBearingFixedInterestRate,SponsorFees,StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,TaxAdjustmentsSettlementsAndUnusualProvisions,TechnologyServicesCosts,TemporaryEquityForeignCurrencyTranslationAdjustments,TemporaryEquitySharesIssued,TravelAndEntertainmentExpense,UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,UnrealizedLossOnForeignCurrencyDerivativesBeforeTax,UnsecuredDebt,UtilitiesCosts,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2008-12-31,2009-05-06,10-K,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,,,,,,,,,,,,,,,,,,,,,,,,210348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-04-15,10-K,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,,,,,,,,,,,,15596.0,,,4399.0,,,,,,,32316.0,,108486.0,-101862.0,,,,,,,,,,,-1545039.0,3080792.0,,,,,,,,,,,,,15102.0,,,,,,,,,,,,-0.03,,,,,,,,,,-1839.0,,,146025.0,832342.0,,,,,,,,,,,,,,,,-168261.0,395839.0,137851.0,,,,-29514.0,,7267.0,,,,274159.0,274159.0,,,,119756.0,139779.0,,,,,,,,,,,,,,175727.0,,,410216.0,-15591.0,-467412.0,-998165.0,,,,,,,1830507.0,,,,,,-546874.0,,,,,,,,,,,,,,15591.0,,,,,,,,,,,287500.0,,,,185609.0,,,,,98731.0,108882.0,,,,,,62893.0,,,,,,3913134.0,383848.0,,,,46475.0,,,,,,,,,,,,,,,,,,,,,,-29075.0,,,-396781.0,,,37323.0,31140586.0
2010-06-30,2010-08-20,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,,,,,,,,,,,,,,4715.0,,,,,,,,,,40892.0,,,,,,,,,,,,,,686244.0,439358.0,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,33140.0,266855.0,-179625.0,,,,,,,,,,,,,,,,,,,,,,,,,,83031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7122.0,,,45000.0,,,27606.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.0,,,,,,,,,,0.0,,953099.0,215263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-19,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,,,,,,,,,,,,,,3484.0,,,,,,,,,,31994.0,,,,,,,,,,,,,,384178.0,511201.0,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,39213.0,144342.0,-366859.0,,,,,,,,,,,,,,,,,,,,,,,,,,113580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,45000.0,,,30411.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53414.0,,,0.0,,,,,,,,,528520.0,211611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-05-18,10-K,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,1969659.0,,,51088.0,,-649153.0,5764443.0,,,,,5415.0,,,2213.0,,,429694.0,315677.0,,,47779.0,,135311.0,26825.0,,,,0.0001,100000000.0,36143942.0,36143942.0,,3614.0,3614.0,-1521139.0,2806881.0,,,,6600.0,56977.0,,34883.0,,,,,,15013.0,,,,,,,,55049.0,55049.0,1208265.0,,-0.04,,,,,,,,70000.0,,-4307.0,,,192320.0,380083.0,,,,,,,,,,,,,,,,459978.0,211484.0,-244167.0,,,,17869.0,,-67098.0,12120.0,60000.0,,411507.0,411507.0,,121311.0,,155879.0,110851.0,5873666.0,429694.0,5167273.0,706393.0,,580830.0,,706393.0,1318587.0,706393.0,,,,210000.0,,,777604.0,,-77903.0,-1330328.0,,,,,,,1710411.0,,,,114017.0,,-190811.0,,,,,,,,,,,,,,,0.0001,20000000.0,488586.0,488586.0,409299.0,409299.0,7967.0,,,,672186.0,,,281876.0,,,,,,16458.0,162286.0,,44920.0,,,,,142998.0,33460.0,,,-10972175.0,3186964.0,373918.0,,,,,,,,,,,,,,,-5443972.0,,,,,,,,,,,27124.0,,,3350.0,,,31694.0,34762851.0
2011-03-31,2011-05-23,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,,,,,,,,2085.0,,,102000.0,,,15903.0,,,,,,,,,,9758.0,-125553.0,,,,,,,,,,,,,90844.0,686743.0,,,,,,,,,,,,0.0,,,,,,,,,,,-0.02,,,,,8034.0,,,,-534.0,,,,12621.0,93131.0,,-581216.0,,,0.0,,,0.0,,,,,,,,,,,,,,,-134247.0,,,,211079.0,,109079.0,,,,117400.0,,,,,,,,,,,,,,,,,,193897.0,0.0,-327484.0,-581216.0,,,12396.0,,,45000.0,,,34690.0,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,,,,,59686.0,11841.0,0.0,107370.0,,3028.0,,,4864.0,,,,,,,,,183975.0,239306.0,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,
2011-06-30,2011-08-22,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,2183951.0,,,92757.0,,-836677.0,6483121.0,,,,,,,-7095.0,,,,468716.0,361956.0,,,,,29343.0,,,,,0.0001,100000000.0,43457709.0,43457709.0,,,4346.0,,,92116.0,523081.0,,,51158.0,,30627.0,,,,,,,,,,,,,,56509.0,1103200.0,,,-0.01,,,,,,,,,,,,,47249.0,44684.0,-471426.0,,,,,,,,,,,,,,,,,,,,,,,,11197.0,,32495.0,,,,215054.0,,,,6433444.0,468716.0,5507682.0,,,843170.0,,,1290225.0,925762.0,,,,,,,,,,,,,-9559.0,,,45000.0,,,34872.0,,,,,,,16530.0,,,,,,,,,,,,0.0001,20000000.0,488586.0,488586.0,,409299.0,24802.0,,,,,,,,,,,,,,86059.0,,44405.0,,,,,,,,0.0,-12024817.0,136800.0,208948.0,,,,,,,,,,,,,,,-5964728.0,,,,,,,,,,,,,,,,,,
2011-09-30,2011-12-21,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,2101854.0,,,19908.0,,-483923.0,6635496.0,,,,,,,2875.0,,,,388736.0,293364.0,,,,,0.0,,,,,0.0001,100000000.0,46516803.0,46516803.0,,,4652.0,,,5892.0,364002.0,,,47072.0,,50053.0,,,,,,,,,,,,,,51996.0,1076922.0,,,-0.01,,,,,,,,,,,,,-1850.0,22499.0,-342387.0,,,,,,,,,,,,,,,,,,,,,,,,10303.0,,53839.0,,,,256040.0,,,,6190417.0,388736.0,4607699.0,,,870007.0,,,456867.0,1582718.0,,,,,,,,,,,,,-610.0,,,45000.0,,,33659.0,,,,,,,-274.0,,,,,,,,,,,,0.0001,20000000.0,488586.0,488586.0,,409299.0,17416.0,,,,,,,,,,,,,,1263.0,,37997.0,0.0,,,,,,,,-12367205.0,28391.0,152030.0,,,,,,,,,,,,,,,-5801681.0,,,,,,,,,,,,,,,,,,
2011-12-31,2012-04-16,10-K,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,334098.0,,,175361.0,,28256.0,7058546.0,,,,,,,,,,,4460.0,4460.0,-3489358.0,,2682.0,,2394.0,-132917.0,,,1015526.0,0.0001,100000000.0,53377824.0,53377824.0,,5338.0,5338.0,-4619905.0,207930.0,,,,200000.0,36389.0,,141101.0,,,,,,11476.0,,,,,,,0.0,53593.0,1088281.0,508780.0,,-0.1,,,,,,,,158150.0,,-19104.0,,,152106.0,171090.0,,,,,,,,,,,,,,,,375432.0,-12059.0,107771.0,,,,-164692.0,,-11047.0,,,,389516.0,389516.0,,281830.0,,458827.0,122863.0,1272509.0,4460.0,1272509.0,,,429631.0,,,2061655.0,0.0,7500000.0,,,135000.0,,,898777.0,-8002.0,-1023191.0,-1807955.0,,,,,,,1979045.0,,,,,24920.0,677409.0,,,,,,,,,,,,,,8002.0,0.0001,20000000.0,488586.0,488586.0,409299.0,409299.0,2066.0,,,90650.0,631220.0,,,82490.0,94417.0,,,,,114000.0,98113.0,,30791.0,,,,,,,,,-12780130.0,379020.0,752442.0,,,,,,,,,262500.0,0.5,,,,,-1268049.0,,,,,,,,,,,-501.0,,,2100.0,,,25693.0,44760883.0
2012-03-31,2012-05-21,10-Q,"Northstar Electronics, Inc",NEIK,CIK0001082027,USD,1051084.0,,,0.0,,-707003.0,7097523.0,0.0,,,0.0,,,0.0,,,,1507170.0,242304.0,,,,,238.0,-2120.0,,,,0.0001,100000000.0,54852824.0,54852824.0,,,5486.0,,,0.0,86450.0,,,0.0,,0.0,,,,,,,-864896.0,864896.0,3566683.0,,,,1264866.0,54552.0,903699.0,,,0.0,,,,,959.0,,,,255.0,,,,1064.0,0.0,,-86450.0,,,-109391.0,,,0.0,,,,,,,,,,,,,,,711259.0,,,,33016.0,,0.0,,0.0,,39125.0,,3246257.0,1507170.0,3246257.0,,,503684.0,,,542472.0,0.0,,,,,,,0.0,0.0,-3079.0,-195841.0,,,0.0,,,0.0,,,12000.0,,,-82770.0,,,,,,,,,,,,,,,,0.0001,20000000.0,488586.0,488586.0,,409299.0,2066.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,-8544392.0,0.0,0.0,,,,,,,,,,,,,,,-1739087.0,,0.0,,,,,,,,,,,,,,,,
