end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccruedRentCurrent,AccruedSalariesCurrent,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,Assets,AssetsCurrent,AssetsHeldForSaleOtherNoncurrent,AssetsNoncurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommitmentsAndContingencies,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,CostsAndExpenses,DebtInstrumentDecreaseForgiveness,DebtInstrumentInterestRateIncreaseDecrease,DeferredTaxAssetsRegulatoryAssetsAndLiabilities,Depreciation,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,ExciseAndSalesTaxes,FinanceLeaseInterestExpense,FinanceLeaseRightOfUseAssetAmortization,ForeignCurrencyTransactionGainBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,ForeignCurrencyTransactionGainLossUnrealized,ForeignCurrencyTransactionLossBeforeTax,GeneralAndAdministrativeExpense,ImpairmentOfInvestments,IncomeLossAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaid,InventoryNet,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,LoansAndLeasesReceivableRelatedPartiesAdditions,LongTermDebtCurrent,LongTermDebtNoncurrent,LongTermInvestments,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLossCarryforwards,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossTax,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,OtherExpenses,OtherIncome,OtherNoncashIncomeExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherReceivables,OtherReceivablesNetCurrent,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromOtherShortTermDebt,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromShortTermDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,RetainedEarningsUnappropriated,Revenues,SalesRevenueNet,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockholdersEquityOther,StockIssuedDuringPeriodSharesStockSplits,WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,DueFromRelatedParties
2009-03-31,2009-06-26,10-K,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-728343.0,,,,,,,,
2010-03-31,2010-06-29,10-K,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554658.0,,,,,,,,,,,,,,4624.0,4624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-672715.0,,,,,,1830939.0,,,,,,,,
2010-06-30,2010-08-13,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1365534.0,,,,,,,,,,,,,,
2010-09-30,2010-11-17,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,477719.0,461521.0,,,,,,,,,,,1862048.0,,,,,,,866769.0,,,,,,,0.006,,,,,,,,,,,,340722.0,,,498765.0,,,,,,,,,,,,1900623.0,,,,44886.0,932355.0,,,,622648.0,,1588835.0,,85112.0,,,,,,,,,,,,,,,,,,901.0,,460620.0,,498765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,,,,,,,,,,,,-866769.0,,,,2701535.0,,,,,,,,,,
2010-12-31,2011-02-17,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,405328.0,,,,,,,,,,,,500295.0,,,,,,,1794576.0,,,,,,,-0.0105,,,,,,,,,,,,753339.0,,126308.0,-801499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-927807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-801499.0,,,,,,,452135.0,,,,,,,,,,
2011-06-30,2011-08-22,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-525310.0,,,,,,,,,,,,,,18892.0,18892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2251753.0,,,,,,4335853.0,,,,,,,,
2011-09-30,2011-11-21,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,2395384.0,,,,35975.0,22210677.0,,6471938.0,,32950834.0,1020720.0,26592.0,31903522.0,,,36689.0,-25682.0,,,,,,1000000000.0,88048000.0,88048000.0,82648.0,,440426.0,,,,,163499.0,,2287838.0,,,,,,1342422.0,-0.0004,,,,,,,,,,,,349254.0,630000.0,,-23660.0,,,,,-12425.0,,,,,,,,,,,-543999.0,328005.0,,,,-604578.0,,-37828.0,,-655658.0,,24046920.0,,,328005.0,,6435792.0,32950834.0,3737806.0,,2697986.0,,,,5670000.0,,-3870.0,,,-25682.0,,-36085.0,,,,,,,,,,,,,,4597.0,4597.0,,,,,,22210677.0,,,,,,,537150.0,,,,656026.0,,,,,,,,,,,,,,2186602.0,,-2287838.0,1642.0,-2287838.0,,228870.0,,26515042.0,,,,,,,,
2011-12-31,2012-02-21,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,2175741.0,,,15164.0,43107.0,22210677.0,,6471938.0,,32920643.0,732673.0,326588.0,31861382.0,,,33639.0,,,,,,,1000000000.0,88048000.0,88048000.0,82648.0,,684124.0,,,,,,,1913828.0,,,,,,1395782.0,0.0042,,,,18726.0,,,,,,,,157472.0,,,-183498.0,,,,,557508.0,,,,,,,,,,,,,,,,,,,,,,24046920.0,,,,,6026101.0,32920643.0,3586687.0,,2439414.0,,,,5670000.0,,,,,,,374010.0,,,,,,,,,,,,,,7132.0,,,,,,,,,,,109666.0,257087.0,,,,,,699034.0,,,,,,,,,,,,,374010.0,2144462.0,,,,,,529403.0,,26894542.0,,,,,,,,
2014-06-30,2016-07-08,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,46656.0,,,,,,,4587335.0,,150395.0,150395.0,,,,150001.0,394.0,75.0,,,,,0.001,3000000000.0,191770362.0,191770362.0,191770.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-15132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549221.0,150395.0,549221.0,,,,,,,,,15207.0,,-15132.0,,-15132.0,,,502565.0,15132.0,-15132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15207.0,,,,,,,15132.0,,,,-5177931.0,,,,,,-398826.0,,,,,,800000000.0,,
2014-09-30,2016-07-08,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,46656.0,,,,,,4587335.0,,,150343.0,150343.0,,,150001.0,150001.0,342.0,,,,0.0,,0.001,3000000000.0,191770362.0,191770362.0,191770.0,,,,,,0.0,,,,,,10320.0,,,,0.0,,,,,,,,,,,,,,,-14964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564133.0,150343.0,564133.0,,,,,,,,,,,,,-14964.0,,,517477.0,14964.0,-14964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14964.0,,,,-5192895.0,,,,,,-413790.0,,,,,,800000000.0,,
2014-12-31,2016-07-08,10-Q,YINFU GOLD CORPORATION,ELRE,CIK0001438461,USD,,46656.0,,,,,,,3787335.0,,151633.0,151633.0,,,,150001.0,1632.0,,,,,,0.001,3000000000.0,191770362.0,191770362.0,991770.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,-32000.0,,,,,,15473.0,,,,,,,,,,,,,,,,,,,,,,,,,,580896.0,151633.0,580896.0,,,,,,,,,,,,,-32000.0,,,534240.0,32000.0,-32000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000.0,-32000.0,,,-5208368.0,,,,,,-429263.0,-32000.0,,,,,800000000.0,,
