end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsReceivableNet,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdvertisingExpense,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,Assets,AssetsHeldForSaleNotPartOfDisposalGroup,AssetsHeldForSalePropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ContractWithCustomerRefundLiability,CostOfPropertyRepairsAndMaintenance,CostsAndExpenses,CustomerAdvancesAndDeposits,DebtInstrumentInterestRateEffectivePercentage,DeferredFinanceCostsGross,DeferredFinanceCostsNet,DefinedContributionPlanCostRecognized,DefinedContributionPlanEmployerMatchingContributionPercent,DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,DepositAssets,DepreciationAndAmortizationDiscontinuedOperations,DepreciationDepletionAndAmortization,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,DisposalGroupIncludingDiscontinuedOperationRevenue,DistributionMadeToLimitedPartnerCashDistributionsPaid,DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,EquityMethodInvestmentSummarizedFinancialInformationAssets,EquityMethodInvestmentSummarizedFinancialInformationEquityOrCapital,EquityMethodInvestmentSummarizedFinancialInformationLiabilities,EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,EquityMethodInvestmentSummarizedFinancialInformationRevenue,EquityMethodInvestments,EscrowDeposit,FacilityMembershipAndOperationsRevenue,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAcquired,FiniteLivedIntangibleAssetsNet,FinitelivedIntangibleAssetsAcquired1,GainLossOnDispositionOfAssets1,GainLossOnSaleOfInvestments,GainLossOnSaleOfProperty,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnSalesOfInvestmentRealEstate,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,IncreaseDecreaseInInsuranceSettlementsReceivable,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InsuranceSettlementsReceivable,InsuranceSettlementsReceivableCurrent,InterestCostsCapitalized,InterestExpense,InterestPaid,InterestPaidNet,InvestmentIncomeInterest,LeaseAndRentalExpense,LessorOperatingLeasePaymentsToBeReceived,LessorOperatingLeasePaymentsToBeReceivedFiveYears,LessorOperatingLeasePaymentsToBeReceivedFourYears,LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths,LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear,LessorOperatingLeasePaymentsToBeReceivedThereafter,LessorOperatingLeasePaymentsToBeReceivedThreeYears,LessorOperatingLeasePaymentsToBeReceivedTwoYears,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LineOfCredit,LongTermDebt,LongTermDebtFairValue,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongtermDebtWeightedAverageInterestRate,LossFromCatastrophes,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,NonoperatingIncomeExpense,NotesPayable,NumberOfOperatingSegments,NumberOfUnitsInRealEstateProperty,NumberOfUnitsInRealEstateProperty,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLeaseIncome,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeasesIncomeStatementContingentRevenue,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeaseVariableLeaseIncome,OtherCostOfOperatingRevenue,OtherDeferredCostsGross,OtherNonoperatingGainsLosses,OtherNonoperatingIncomeExpense,OtherRealEstateImprovements,OtherRealEstateRevenue,PartnersCapital,PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,PartnersCapitalAccountDistributions,PartnersCapitalAccountTreasuryUnitsPurchases,PartnersCapitalAccountUnits,PartnersCapitalAccountUnitsTreasury,PaymentsForProceedsFromDepositsOnRealEstateAcquisitions,PaymentsForRepurchaseOfEquity,PaymentsOfDebtIssuanceCosts,PaymentsOfFinancingCosts,PaymentsToAcquireAndDevelopRealEstate,PaymentsToAcquireBusinessesAndInterestInAffiliates,PaymentsToAcquireCommercialRealEstate,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireRealEstate,PrepaidExpenseAndOtherAssets,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromInsuranceSettlementOperatingActivities,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfFirstMortgageBond,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfSecuredDebt,ProceedsFromNotesPayable,ProceedsFromSaleOfBuildings,ProceedsFromSaleOfEquityMethodInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromSaleOfRealEstate,ProfitLoss,ProvisionForDoubtfulAccounts,RealEstateAccumulatedDepreciation,RealEstateAccumulatedDepreciationDepreciationExpense,RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfLand,RealEstateGrossAtCarryingValue,RealEstateInvestmentPropertyAccumulatedDepreciation,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,RealEstateTaxesAndInsurance,RentalProperties,RepaymentsOfDebt,RepaymentsOfFirstMortgageBond,RepaymentsOfLongTermDebt,RepaymentsOfLongTermLinesOfCredit,RepaymentsOfNotesPayable,RepaymentsOfSecuredDebt,ReplacementReserveEscrow,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,SecuredDebt,SecurityDeposit,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesChargedToCostAndExpense,ValuationAllowancesAndReservesDeductions,WeightedAverageLimitedPartnershipUnitsOutstanding,WeightedAverageNumberDilutedSharesOutstandingAdjustment,ProceedsFromRepaymentsOfLinesOfCredit,RelatedPartyTransactionAmountsOfTransaction
2008-12-31,2009-03-16,10-K,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,,,,,,,,,,10752931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17717182.0,,,,135251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-11,10-K,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,,,7959802.0,,,,,,,2879663.0,-7873268.0,,,,4697769.0,,,,,,,,,,,,,5754785.0,,238919.0,,,,,,,,,,,,,,,,,,,,,8157.0,,1757143.0,1373619.0,,,10.33,,,238919.0,1.8,,-1687258.0,,,602635.0,485428.0,,209594.0,,,-151617.0,,,,7810983.0,,,44739.0,523477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15696.0,1298138.0,,-18743746.0,,9572340.0,,1612538.0,12.13,,,-9433313.0,,,,,21555223.0,10806932.0,,,,,,,,,,,31956150.0,,3922974.0,,4493.0,,,406005.0,-21332823.0,,-3713840.0,-1514340.0,132346.0,2905.0,,,,123374.0,3136296.0,15953100.0,,,,,,,,,,7168600.0,300000.0,,325000.0,,20650.0,,,54439618.0,,,,,,,,,,150411555.0,,,,3594388.0,,,,,,,818908.0,,,32362155.0,,,,,,,132966.0,,,
2010-06-30,2010-08-12,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,,,,,,,,,,5030399.0,,,,,1218471.0,,,,,,,,,,,,,1403905.0,,57763.0,,,,,,,,,,,,,,,,,,,,,,,415370.0,,-312305.0,,-2.37,,57763.0,,0.44,,-1019074.0,,,,,,,,,,,,,2015348.0,,,1754.0,103025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.93,,,-3032668.0,,,,,5286199.0,2720363.0,,,,,,,,,,,7896010.0,,797912.0,,,,,110552.0,-24317955.0,,,,131484.0,,,,,,,,,,,,,,,,,,,,,,,-254542.0,,,,,,,,,,,,,,,,1014754.0,,,,,,,,,,8006562.0,,,,,,,131512.0,,,
2010-09-30,2010-11-12,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,,,,,,,,,,4814195.0,,,,,1460994.0,,,,,,,,,,,,,1475936.0,,51925.0,,,,,,,,,,,,,,,,,,,,,,,394735.0,-833416.0,,,-6.33,,51925.0,,0.39,,-1151355.0,,,,,,,,,,,,,2032278.0,,,1898.0,201883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-781491.0,5.94,,,-3181735.0,,,,,5654387.0,2348319.0,,,,,,,,,,,7902310.0,,771397.0,,,,,100396.0,-26019840.0,,,,131484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016862.0,,,,,,,,,,8002706.0,,,,,,,131484.0,,,
2010-12-31,2011-03-07,10-K,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,2440141.0,622944.0,9672834.0,70074.0,,,121276735.0,,593018.0,3245361.0,365698.0,,,,4886724.0,,3407901.0,,,,,,,,,,90886.0,5531509.0,,219867.0,690288.0,910155.0,,,,,,,,,20076957.0,301853.0,,,,,,,,,,,1772599.0,-1579099.0,,,-11.99,,,219867.0,1.67,,-3869996.0,,35000.0,244896.0,-415876.0,,-9460.0,,,480598.0,,,,8053628.0,8182000.0,,5932.0,528686.0,,,,,,,,,148197302.0,121276735.0,,,,,,,,,,,,,,,,,,,-6697365.0,,-1250539.0,,8313602.0,,-1359232.0,-10.32,,,-11918392.0,4668600.0,,,,21916664.0,10339293.0,,,,,,,,,,653000.0,31816175.0,,3784401.0,,-700.0,,,439782.0,-26920566.0,28.0,3687600.0,540911.0,131484.0,-862.0,,,,8161.0,2268039.0,123301.0,,123301.0,,3337886.0,,,,,,,904122.0,,1140801.0,,,,,58074391.0,5495719.0,,,,,,,,,150818648.0,,,,4082588.0,92151239.0,,,,,2500000.0,864815.0,,,32255957.0,,137680660.0,,,,,131696.0,,,
2011-03-31,2011-05-12,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,,,1943187.0,,,,,,,3752296.0,506935.0,,,,1062141.0,,,,,,,,,,,,,1353609.0,,65389.0,,,,,,,,,,,,,,,,,,,,,,,425743.0,107423.0,,,0.79,,,68599.0,0.52,,-454047.0,,,144208.0,84786.0,,88822.0,,,-46056.0,,,,1946709.0,,,1226.0,87886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1156179.0,,-452885.0,,2115999.0,,172812.0,1.31,,,-2402740.0,,,,,5773941.0,2506953.0,,,,,,,,,,,8178851.0,,1458686.0,,,,,102043.0,-27668147.0,,-920392.0,,131484.0,,,,,1018.0,765385.0,,,,,,,,,,,,,,312500.0,,,,,,,,,,,,,,,,,,,1052526.0,,,,,,,234769.0,,,8280894.0,,,,,,,131484.0,,,
2011-06-30,2011-08-11,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,2221566.0,558952.0,,,,,128730683.0,,,3992198.0,,,,,1317610.0,,3674960.0,,,,,,,,,,,1451795.0,7720459.0,16178.0,,,,,,,,,,,18542211.0,310015.0,,,,,,,,,,,399845.0,356493.0,356493.0,,2.71,,7736792.0,7736789.0,58.84,,-498198.0,,,,,,,,,,,,,1983117.0,,,1007.0,109450.0,,,,,,,,,149225938.0,128730683.0,,,,,,,,,,,,,,,,,,,,,,,,,8093285.0,61.55,,,-2480305.0,8667173.0,,,,5508842.0,2836801.0,,,,,,,,,,,8234245.0,,871037.0,,,,,111398.0,-20498621.0,,,,131484.0,,,,,,,,,,,3693374.0,,,,,,,,,,,,8093285.0,,,,,,,,,,,,,,,,1008219.0,100683709.0,,,,,,,,,8345643.0,,134662239.0,,,,,131484.0,,,
2011-09-30,2011-11-14,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,2115834.0,647974.0,,,,,127702869.0,,,4316353.0,,,,,1421084.0,,3460121.0,,,,,,,,,,,1603529.0,-808.0,-2245.0,,,,,,,,,,,17783583.0,392852.0,,,,,,,,,,,411836.0,459979.0,,,3.5,,-3053.0,-3054.0,-0.02,,-491128.0,,,,,,,,,,,,,2033082.0,,,895.0,63482.0,,,,,,,,,148661592.0,127702869.0,,,,,,,,,,,,,,,,,,,,,,,,,456926.0,3.48,,,-2523314.0,3668600.0,,,,5665232.0,2983294.0,,,,,,,,,,,8543908.0,,774998.0,,,,,104618.0,-20959035.0,,,,131484.0,,,,,,,,,,,3846623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042470.0,99765035.0,,,,,,,,,8648526.0,,139417037.0,,,,,131484.0,,,
2011-12-31,2012-03-12,10-K,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,2253696.0,434252.0,-200156.0,88585.0,,,125376764.0,,,4050157.0,804798.0,,,,4957167.0,,3603708.0,,,,,,,,,,101566.0,5839312.0,7720459.0,92953.0,706860.0,799813.0,3681566.0,,,,,,,,16780657.0,401325.0,,,,,,,,,7720459.0,,1695198.0,1477869.0,,,15.66,11.24,,7813104.0,59.34,59.42,-1913800.0,,55000.0,-186445.0,-188692.0,,195807.0,,,432957.0,,,0.0,7857950.0,8011000.0,,3861.0,361236.0,,,,,,,,,146687616.0,125376764.0,,,,,,,,,,,,,,,,,,,-5306177.0,,-2980150.0,,9091125.0,,9859538.0,75.0,70.66,,-12236891.0,1668600.0,,,,28062000.0,14283325.0,,,,,,,,,,633000.0,33160450.0,,4014770.0,,,,12444604.0,424337.0,-21310851.0,28.0,3681566.0,,131484.0,,,,,105564.0,2618794.0,26450.0,,26450.0,10041784.0,3866652.0,,,,,,3998573.0,5000000.0,,1408950.0,,8297928.0,,,60199265.0,5750989.0,,,,,,,,,159123799.0,60199265.0,159123799.0,98924534.0,4085429.0,98924534.0,,,,,6998573.0,3519047.0,,,42345325.0,5750989.0,139161612.0,1879000.0,,,,131484.0,,,
2012-03-31,2012-05-10,10-Q,New England Realty Associates Limited Partnership,NEN,CIK0000746514,USD,2281325.0,423297.0,1974193.0,22737.0,,,123972230.0,,,4578828.0,528671.0,,,,1052344.0,,3555222.0,,,,,,,,,,18997.0,1495048.0,,13284.0,106096.0,119380.0,,986134.0,,,,,,,16047540.0,423262.0,,,,,,,,,,,485493.0,613669.0,,,4.67,4.67,,13284.0,0.1,0.1,-403117.0,,30000.0,27629.0,-10955.0,,-48486.0,,,-88870.0,,,0.0,1934463.0,1961000.0,,638.0,46383.0,,,,,,,,,145642263.0,123972230.0,,,,,,,,,,,,,,,,,,,-2036557.0,,-35918.0,,2601146.0,,626954.0,4.77,4.77,,-2336991.0,918600.0,,,,5782391.0,2950661.0,,,,,,,,,,156000.0,8640863.0,,1225750.0,,,,,92139.0,-21670033.0,,986134.0,,131484.0,,,,,25927.0,365918.0,,,,,3725037.0,,,,,,,,,330000.0,,,,,,,,,,,,,,,,,,,1130192.0,97860840.0,,,,,750000.0,274496.0,,,8733052.0,,138887116.0,,,,,131484.0,,,
