end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalOther,Assets,AssetsCurrent,BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashFDICInsuredAmount,CommitmentsFairValueDisclosure,CommonStockOtherSharesOutstanding,CommonStockOtherValueOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConversionOfStockAmountIssued1,ConvertibleDebt,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostMaintenance,CostOfGoodsAndServicesSoldDepreciation,CostsAndExpenses,CostsAndExpensesRelatedParty,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceNoncurrent,Depreciation,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DueFromAffiliates,DueFromOfficersOrStockholders,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,EmployeeRelatedLiabilitiesCurrentAndNoncurrent,EquityIssuancePerShareAmount,EquityMethodInvestmentOwnershipPercentage,GeneralAndAdministrativeExpense,GovernmentContractReceivable,GrossProfit,IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInFinanceReceivables,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivables,InterestExpense,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,LaborAndRelatedExpense,LaborAndRelatedExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayableCurrent,LoansPayableToBankCurrent,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NotesPayableCurrent,OfficersCompensation,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetsCurrent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherGeneralExpense,OtherLaborRelatedExpenses,OtherLiabilitiesCurrent,OtherLoansPayable,OtherLoansPayableCurrent,OtherNonoperatingIncomeExpense,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceInitialPublicOffering,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfOtherLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromShortTermDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionDueFromToRelatedParty,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfNotesPayable,RepaymentsOfOtherShortTermDebt,ResearchAndDevelopmentExpense,ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,RestrictedCashCurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,SalariesAndWages,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,SeveranceCosts1,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,SharebasedCompensationArrangementBySharebasedPaymentAwardPurchasePriceOfCommonStockPercent,SharePrice,SharesIssued,ShortTermBorrowings,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,TravelAndEntertainmentExpense,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2013-02-28,2013-04-05,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,535.0,,,,,,,,,5.0,5.0,,5.0,5.0,-2988.0,,,,,,,,,75000000.0,,4000000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.15,,,,,,,,,,,-3578.0,0.0,535.0,,,,,,,,,,,,,,,,,,3436.0,,5.0,6447.0,5912.0,,,590.0,590.0,,-3578.0,-3578.0,-3578.0,,,3578.0,3578.0,,9400.0,,,,53.0,,,53.0,,,,,,,,,,,,3000.0,,,590.0,,590.0,,,,,3436.0,-3578.0,,,,,,,,,89.0,,,-9442.0,,0.0,,,,,,,,,,,,,,,590.0,,,-6442.0,,,,,,,,,,,3000000.0
2013-05-31,2013-07-08,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,675.0,,,,,,49000.0,,,4580.0,4580.0,,4580.0,4580.0,,,,,,,,,0.05,,910000.0,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39653.0,-39653.0,0.01,,,,,,,,,,,,,,,,,,,6627.0,,4580.0,675.0,,,,,,,,,-39653.0,,32640.0,39653.0,39653.0,,49100.0,,,,386.0,,,386.0,,,,,,,,,,,,,,,,,,,,,,6627.0,,,,,,,,,,,,,-49095.0,,,,,,,,,,,,,,,,,2038.0,,,3905.0,,,,,,,,,,,3078043.0
2013-08-31,2013-10-15,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,11035.0,,,,,,49000.0,,,2.0,2.0,,2.0,2.0,,,,,,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17268.0,-17268.0,0.01,,,,,,,,,,,,,,,,,,,2640.0,,2.0,13365.0,2330.0,,,,,,,,-17268.0,,14360.0,17268.0,17268.0,,66400.0,,,,268.0,,,268.0,,,,,,,,,,,,,,,,,,,,,,2640.0,,,,,,,,,,,,,-66363.0,,,,,,,,,,,,,,,,,2330.0,,,-13363.0,,,,,,,,,,,3250000.0
2013-11-30,2014-03-17,10-K,Sipup Corp,SPUP,CIK0001563227,USD,2980.0,,,,,,61068.0,61068.0,9740.0,,,,,,-2993.0,,,,,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,10470.0,10470.0,,10470.0,,,69803.0,,,,,1755.0,,,,-0.02,0.0,0.25,0.25,,,,,,610.0,,,,,-0.02,2445.0,,,,,,,,,,,,,,,,,,,4735.0,,4735.0,1755.0,,89.0,58501.0,58501.0,,-61494.0,-61494.0,-63939.0,,47000.0,,63939.0,,70000.0,,,,610.0,,,,,,,,,,,,12068.0,,,50000.0,,,,,-3567.0,,,,,16240.0,,,,,,,,,,,,,-69803.0,,,,,,,,,,,,,,,,,,,-4735.0,-4735.0,,,,,,,4500.0,,,,3590833.0
2014-02-28,2014-04-21,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,4320.0,,,,,,,61068.0,,,,,,,,,,,,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,,,,,,71143.0,,,,,,,,,0.0,0.0,0.25,0.25,,,,,,,,,,-1340.0,0.0,1340.0,,,,,,,,,,,,,,0.0,,,,,,,6075.0,1755.0,,,,,,,,-1340.0,,,1340.0,1340.0,,71000.0,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,1270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6075.0,,,,,,,,,,,4000000.0
2014-05-31,2014-07-21,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,5010.0,,,,,,,61068.0,,,,,,,,,,,,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,,,,,,73693.0,,,,,,,,,0.0,,,,,,,,,,,,,-2550.0,0.0,,,,,,,,,,,,,,,,,,,,,,8625.0,3615.0,,,,,,,,-2550.0,,,2550.0,2550.0,,74000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8625.0,,,,,,,,,,,,4000000.0
2014-08-31,2014-10-20,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,14762.0,,,,,,,61068.0,,,,,,,,,,,,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,,,,,,83445.0,,,,,,,,,0.0,,,,,,,,,,,,,-9752.0,0.0,,,,,,,,,,,,,,,,,,,,,,18377.0,3615.0,,,,,,,,-9752.0,,,9752.0,9752.0,,83400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18377.0,,,,,,,,,,,,4000000.0
2014-11-30,2016-03-22,10-K,Sipup Corp,SPUP,CIK0001563227,USD,26087.0,,,,,,61068.0,,,,,,,,,,,,250000.0,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,14357.0,14357.0,14357.0,14357.0,,,,,,,,4555.0,,,,0.0,0.15,,,,,,,0.1,,,,,,,23107.0,,,,,,,,,,,,,,,,,,,30642.0,,,4555.0,,,2800.0,,,-2800.0,,-25907.0,,,25907.0,25907.0,,95710000.0,,,,,,,,,,,,,,,,,,,,,,,,2800.0,,,,,24817.0,,,,,,,,,,,,,-95710.0,,,,,,,,,,,,,,,,,,,-30642.0,,,,,,,,,,,,4000000.0
2015-02-28,2016-03-28,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,29288.0,,,,,,61068.0,,,,,,,,,,,,250000.0,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,14837.0,14837.0,,,,,,,,,4555.0,,,,0.0,,,,,,,,0.1,,,,,,,3201.0,,,,,,,,,,,,,,,,,,,33843.0,,,4555.0,,,,,,,,-3201.0,,,3201.0,,,98911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,-98911.0,,,,,,,,,,,,,,,,,,,-33843.0,,,,,,,,,,,,4000000.0
2015-05-31,2016-04-01,10-Q,Sipup Corp,SPUP,CIK0001563227,USD,33588.0,,,,,,61068.0,,,,,,,,,,,,250000.0,,,,0.001,75000000.0,4000000.0,4000000.0,4000.0,,,,,,,,,,,,,14882.0,14882.0,,,,,,,,,7055.0,,,,0.0,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,40643.0,,,7055.0,,,,,,,,-6800.0,,,6800.0,,,105711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,,,,,,,,,,,,,-105711.0,,,,,,,,,,,,,,,,,,,-40643.0,,,,,,,,,,,,4000000.0
