end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableInterestBearingCurrent,AccountsReceivableNetCurrent,AccruedEmployeeBenefitsCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AmortizationOfFinancingCosts,AssetImpairmentCharges,Assets,AssetsCurrent,AssetsHeldForSaleNotPartOfDisposalGroupCurrent,BusinessCombinationAcquisitionRelatedCosts,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConstructionInProgressExpendituresIncurredButNotYetPaid,ContractualObligation,ContractualObligationDueInFourthAndFifthYear,ContractualObligationDueInNextTwelveMonths,ContractualObligationDueInSecondAndThirdYear,ContractualObligationDueInSecondYear,ContractWithCustomerLiabilityCurrent,CostOfPropertyRepairsAndMaintenance,CostsAndExpenses,DebtInstrumentCarryingAmount,DebtInstrumentCollateralAmount,DecreaseInRestrictedCash,DeferredCosts,DeferredFinanceCostsNet,DeferredOfferingCosts,DeferredRevenueCurrent,DefinedContributionPlanEmployerDiscretionaryContributionAmount,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeAssetsCurrent,DerivativeAssetsNoncurrent,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,Dividends,DividendsCommonStock,DividendsPayableCurrent,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossUnrealized,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseInRestrictedCash,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestAndDebtExpense,InterestCostsCapitalized,InterestExpenseDebt,InterestPaid,InterestPaidNet,InventoryNet,InvestmentIncomeInterest,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,LossContingencyAccrualCarryingValueCurrent,LossContingencyAccrualProvision,MarketableSecuritiesGainLoss,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NumberOfForeignCurrencyDerivativesHeld,NumberOfForeignCurrencyDerivativesHeld,NumberOfForeignCurrencyDerivativesHeld,NumberOfReportableSegments,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourAndFiveYears,OperatingLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherCostAndExpenseOperating,OtherLiabilitiesNoncurrent,OtherNoncashIncomeExpense,OtherNonoperatingIncomeExpense,OtherOperatingIncome,OtherSalesRevenueNet,PaymentsForRepurchaseOfCommonStock,PaymentsOfDebtIssuanceCosts,PaymentsOfDividends,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireMarketableSecurities,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PensionAndOtherPostretirementBenefitExpense,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentTransfersAndChanges,ProvisionForDoubtfulAccounts,PurchaseObligationDueInNextTwelveMonths,RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,RepaymentsOfDebt,RepaymentsOfLongTermDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RestrictedCashAndCashEquivalentsNoncurrent,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SalariesAndWages,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,ShortTermInvestments,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodValueNewIssues,StockRepurchasedAndRetiredDuringPeriodValue,StockRepurchasedDuringPeriodValue,StockRepurchaseProgramAuthorizedAmount1,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1,TreasuryStockCommonShares,TreasuryStockCommonValue,TreasuryStockShares,TreasuryStockSharesAcquired,TreasuryStockValue,TreasuryStockValueAcquiredCostMethod,UnrealizedGainLossOnDerivatives,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,IncreaseDecreaseInAssetsHeldForSale,OperatingLeaseRightOfUseAssetAmortizationExpense
2015-03-31,2015-06-04,10-K,DORIAN LPG LTD.,LPG,CIK0001596993,USD,5224349.0,1619897.0,22847224.0,546095.0,5647702.0,1282639.0,844539059.0,2311565.0,2065023.0,830899.0,1431818.0,1099101270.0,233211457.0,,,,204821183.0,-74310612.0,,,,,,0.01,450000000.0,58057493.0,58057493.0,580575.0,1211534.0,871400000.0,,,,,,1315028.0,74133669.0,,416000000.0,30938702.0,669705.0,13296216.0,-2065023.0,1122239.0,100000.0,,14093744.0,14093744.0,,,,12730462.0,,,,386743.0,,,525170.0,0.45,0.6,0.45,,,-1301579.0,,,-998931.0,-1244394.0,1331954.0,,,,14145086.0,2731828.0,21018670.0,2306631.0,2306631.0,-1252754.0,411705.0,2317430.0,97446.0,1437501.0,28700000.0,,289090.0,3501620.0,2657943.0,2552893.0,69323.0,3375759.0,418597.0,,,,,,,,225887011.0,1099101270.0,28197013.0,197689998.0,200343427.0,15677553.0,80256662.0,15677553.0,9720553.0,63333553.0,15677553.0,15677553.0,184665874.0,,,,,,,213694591.0,,-312326844.0,,25623220.0,34089033.0,-4828627.0,,0.0,,1.0,40676507.0,,,,,,,1124010.0,376620.0,140370.0,607020.0,249331.0,,88048.0,97446.0,0.0,437997.0,293662.0,-489039.0,,93929.0,698925.0,,,,11220812.0,1388918.0,,,392248.0,392248.0,314173298.0,300000.0,0.01,50000000.0,0.0,0.0,1780548.0,155830178.0,80086143.0,,,,,818616446.0,464889.0,,0.0,16.0,93929.0,,9612000.0,,33210000.0,28094625.0,,139462257.0,14529018.0,2311565.0,,,929000.0,19.7,,,873214259.0,,,,,,,,,0.0,,,,1331954.0,929000.0,56183707.0,56183707.0,56183707.0,,
2015-06-30,2015-08-05,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,7787237.0,,7295144.0,,6961617.0,,845435598.0,896539.0,,223740.0,0.0,1240826724.0,166486165.0,,,,134715783.0,-70105400.0,,,,,,0.01,450000000.0,58057493.0,58057493.0,580575.0,,671900000.0,,,,,,,22454415.0,,652600000.0,,17001656.0,,,1122239.0,,,4857427.0,4857427.0,,,,11343576.0,,,,20277717.0,,,618908.0,,0.24,,,,94657.0,,,9016.0,106399.0,142395.0,-105549.0,,,7214280.0,505911.0,-15552080.0,1409214.0,1409214.0,19890974.0,93754.0,-1005092.0,,46305.0,3302789.0,,135800.0,,135800.0,,,2370668.0,65585.0,,,,,,,,353063043.0,1240826724.0,41815630.0,311247413.0,324902885.0,25325629.0,,,,,,,299577256.0,,,,,,,120341194.0,,-207434058.0,,16892807.0,13652883.0,81196.0,,,,,13571687.0,,,,,,,,,,,,,,97451.0,,,326581.0,-21182.0,,383642.0,95514.0,,,,4218263.0,,,,191254.0,191254.0,204076675.0,,0.01,50000000.0,0.0,0.0,1826853.0,,127378019.0,,136660.0,,,,513615.0,,,,383642.0,,2818562.0,,36512789.0,41747508.0,,35642460.0,,896539.0,,,,,,,887763681.0,,,,,,,,,,,,,1386886.0,,,57128493.0,,,
2015-09-30,2015-10-30,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,8025172.0,,11662819.0,,6946187.0,,846301047.0,,,,,1488041949.0,138475064.0,,,,80344476.0,,,,,,,0.01,450000000.0,58057493.0,57705393.0,580575.0,,405500000.0,,,,,,,26586525.0,,1047800000.0,,20643683.0,,,1917239.0,,,8303555.0,,,,,16455007.0,,,,40984692.0,,,535101.0,0.72,0.72,0.72,,,,,,-306453.0,,-6341763.0,,,,5281535.0,,,,,,,,,,,49040.0,931329.0,,931329.0,,,3238832.0,49259.0,,,,,,,,562515117.0,1488041949.0,59784240.0,502730877.0,528288213.0,42360541.0,,,,,,,485927672.0,,,,,,,,,,,,41213264.0,-7530286.0,,,,,48743550.0,,,,,,,,,,,,,,97455.0,,,348198.0,,,383643.0,459284.0,,,,,,,,,,,,0.01,50000000.0,0.0,0.0,2244245.0,,,,,,,,568749.0,,,,383643.0,,,,42012789.0,82960772.0,,74946432.0,,,,,,,,,925526832.0,,,,,,,,,352100.0,,4315562.0,,-5111430.0,,57082196.0,,57033156.0,,
2015-12-31,2016-01-29,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,9259449.0,,12542013.0,,7791482.0,,847223211.0,,,,,1823011675.0,98254221.0,,,,22034919.0,,,,,,,0.01,450000000.0,58057493.0,57225162.0,580575.0,,53600000.0,,,,,,,39656045.0,,1601300000.0,,24424739.0,,,4704350.0,,,13536900.0,,,1869068.0,,10934205.0,,,,57519736.0,16500000.0,,557297.0,0.97,0.97,0.97,,,,,13300000.0,-121352.0,,5382442.0,,,,7506740.0,,,,,,,,,,,40239.0,4633454.0,,4633454.0,,,2123758.0,22382.0,,,,,,,,847656439.0,1823011675.0,88020638.0,759635801.0,814052348.0,65708060.0,,,,,,,748344288.0,,,,,,,,,,,,54661323.0,650018.0,,,,,54011305.0,,,,,,,,,,,,,,97454.0,,,357308.0,,,383642.0,433341.0,,,,,,,,,,,,0.01,50000000.0,0.0,0.0,4033795.0,,,,,,,,641880.0,,,,,,,,49712789.0,137622095.0,,93283708.0,,,,,929000.0,19.7,,,975355236.0,,,,,,,,,832331.0,,10070645.0,,7389868.0,,56594492.0,,56554253.0,,
2016-03-31,2016-05-31,10-K,DORIAN LPG LTD.,LPG,CIK0001596993,USD,6826503.0,1664002.0,107317.0,4231542.0,9721477.0,1676880.0,848179471.0,3640412.0,,2499185.0,0.0,1842178176.0,105559417.0,,,,46411962.0,-158409221.0,97224751.0,,,,,0.01,450000000.0,58057493.0,56125028.0,580575.0,1040189.0,,,,,,,2076576.0,132738038.0,836368372.0,1667200000.0,,294935.0,23748116.0,,4606540.0,100000.0,,42591942.0,42591942.0,,,,21647965.0,,,,54504359.0,17600000.0,492652.0,708210.0,2.29,0.36,2.29,,-112289.0,-112289.0,,,-342523.0,-96550.0,-8917503.0,-1125395.0,,,29836029.0,1044595.0,-22739907.0,,9045077.0,71717616.0,183040.0,-1087686.0,-2175.0,467158.0,17602789.0,49524.0,12757013.0,4809014.0,14350900.0,,8354474.0,2288073.0,148360.0,,,,,,,,856578939.0,1842178176.0,88128373.0,768450566.0,812620256.0,66265643.0,444753087.0,66265643.0,85714286.0,60021785.0,113634786.0,65978785.0,746354613.0,,,,,,601090409.0,601090409.0,-910414841.0,-910414841.0,151027500.0,151027500.0,149849294.0,-28726805.0,,0.0,,1.0,200503832.0,,,,,,,876200.0,382194.0,31463.0,462543.0,451240.0,,11844.0,95271.0,0.0,1173659.0,447988.0,-138588.0,,1945396.0,1358291.0,20943816.0,12951085.0,,13990720.0,,,,462329.0,,895063383.0,,0.01,50000000.0,0.0,0.0,2247706.0,,676819873.0,,2713660.0,129688382.0,,1667815764.0,591288.0,,0.0,,,,40794928.0,,50812789.0,157783007.0,,374543058.0,31449090.0,4052249.0,,,,,,,985599237.0,,,,,,79100000.0,1932465.0,20943816.0,1932465.0,1932465.0,20943816.0,20943816.0,-8917503.0,,56707094.0,,56657570.0,,
2016-06-30,2016-07-28,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,6018390.0,,88835.0,,7479144.0,,849598537.0,1421636.0,,948407.0,0.0,1818212387.0,96399367.0,,,,47321200.0,909238.0,,,,,,0.01,450000000.0,58314443.0,55101413.0,583145.0,,,,,,,,,38655411.0,820711318.0,1651400000.0,,265015.0,22899494.0,,5984104.0,,16092641.0,16192745.0,16192745.0,,,,26017824.0,,,,44573756.0,18700000.0,,592284.0,-0.02,-0.02,-0.02,,-77911.0,-77911.0,,12600000.0,-62709.0,-88067.0,,,,,5611310.0,-212475.0,-18482.0,,-198144.0,-8830603.0,-115926.0,-156030.0,-608.0,35827.0,,,7038209.0,,,,,2132043.0,23178.0,,,,,,,,844336618.0,1818212387.0,86052707.0,758283911.0,797811824.0,65978785.0,,,,,,,731833039.0,,,,,,-27553084.0,-27553084.0,-1241826.0,-1241826.0,29782059.0,29782059.0,-1291121.0,-13704387.0,,,,,12413266.0,,,,,,,609456.0,348436.0,8227.0,252793.0,115030.0,,,94663.0,,,433048.0,-20953.0,,552901.0,324040.0,11853983.0,99785.0,,42047.0,,,,606.0,,1241220.0,,0.01,50000000.0,0.0,0.0,2283533.0,,,,,,,1651940553.0,521710.0,,,,,,15657054.0,,50812789.0,156491886.0,,50515776.0,,1009798.0,,,,,,,973875769.0,,,,,,,,,3213030.0,,32797799.0,11853983.0,-4369859.0,,54740984.0,54740984.0,54740984.0,,
2016-09-30,2016-10-28,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,5056055.0,,25580.0,,5975359.0,,850666442.0,,,,,1786002314.0,80637311.0,,,,43581900.0,,,,,,,0.01,450000000.0,58324573.0,54973143.0,583246.0,,,,,,,,,38374995.0,803092121.0,1635000000.0,,343474.0,21954760.0,,6581476.0,,,16365517.0,,,,,19489621.0,,,,32410570.0,18700000.0,,532788.0,-0.13,-0.13,-0.13,,,,,11500000.0,766.0,,,,,,5203915.0,,,,,,,,,,,,7160119.0,,,,,2070638.0,30317.0,,,,,,,,819203609.0,1786002314.0,84124463.0,735079146.0,781137361.0,65978785.0,,,,,,,715158576.0,,,,,,,,,,,,-7145558.0,-2934748.0,,,,,-4210840.0,,,,,,,596106.0,346980.0,,249126.0,90992.0,,,95284.0,,,430949.0,,,552922.0,308238.0,,,,,,,,,,,,0.01,50000000.0,0.0,0.0,2548623.0,,,,,,,1635413456.0,453324.0,,,,,,,,50812789.0,149346298.0,,33611233.0,,,,,,,,,966798705.0,,,,,,,3351430.0,33797281.0,,,,,6528203.0,,53879282.0,,53879282.0,,
2016-12-31,2017-01-30,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,5699438.0,,1382311.0,,5756643.0,,851827474.0,,,,,1760213403.0,62880666.0,,,,31839639.0,,,,,,,0.01,450000000.0,58335007.0,54967332.0,583350.0,,,,,,,,,39859783.0,787721924.0,1619400000.0,,1886686.0,21027494.0,,8110293.0,,,16385921.0,,,4961435.0,,69750.0,,,,24693405.0,19800000.0,,556364.0,0.09,0.09,0.09,,,,,10600000.0,-193160.0,,,,,,5166239.0,,,,,,,,,,,33568.0,7332260.0,,,,,2886237.0,27711.0,,,,,,,,787313926.0,1760213403.0,86101524.0,701212402.0,766694430.0,65978786.0,,,,,,,700715644.0,,,,,,,,,,,,5039624.0,8493583.0,,,,,-3453959.0,,,,,,,469692.0,293179.0,,176513.0,110601.0,,,93417.0,,,427008.0,,,670836.0,214649.0,,,,,,,,,,,,0.01,50000000.0,0.0,0.0,2079074.0,,,,,,,1619778410.0,386288.0,,,,,,,,50812789.0,154385922.0,,35734988.0,,,,,,,,,972899477.0,,,,,,,3367675.0,33897269.0,,,,,24381306.0,,53879345.0,,53845777.0,,
2017-03-31,2017-06-14,10-K,DORIAN LPG LTD.,LPG,CIK0001596993,USD,7075622.0,999733.0,11030.0,786467.0,5386397.0,1470298.0,852974373.0,4797749.0,,3709421.0,0.0,1746234880.0,63971128.0,,,,17018552.0,-29393410.0,67892698.0,-29332053.0,,,,0.01,450000000.0,58342201.0,54974526.0,583422.0,,,,,,,,3867993.0,155864391.0,770102728.0,,2789.0,1884174.0,20138480.0,,7313048.0,100000.0,,65057487.0,65057487.0,,5843368.0,,,,,,42457000.0,19800000.0,88750.0,11162.0,-0.03,0.010000000000000002,-0.03,,-197274.0,-197274.0,-197274.0,,-294606.0,-222281.0,27491333.0,,,,21732864.0,743993.0,-96287.0,,-1172349.0,-9847359.0,-697048.0,292669.0,-19802.0,-343902.0,64146.0,,28971942.0,,24695674.0,,24537376.0,2580742.0,137556.0,,,,,,,,770233162.0,1746234880.0,85765014.0,684468148.0,749964248.0,65978785.0,230171689.0,65978785.0,214581395.0,85714286.0,60021786.0,113634787.0,683985463.0,,,,,,-79318882.0,-79318882.0,-1919665.0,-1981022.0,52103768.0,52103768.0,513425.0,-15435137.0,,0.0,0.0,1.0,23238177.0,,,,,,,533308.0,378679.0,,154629.0,415928.0,,11551.0,75469.0,0.0,1671412.0,482685.0,-305774.0,-294606.0,2410542.0,922556.0,12953453.0,99785.0,,99785.0,,,,8483.0,,1911182.0,,0.01,50000000.0,0.0,0.0,1903804.0,,,,,-1441815.0,,1603786595.0,317348.0,,0.0,,,,66265644.0,,50874146.0,156341192.0,,215032345.0,43724030.0,4385911.0,,,,,,,976001718.0,,,,,,,3367675.0,33897269.0,,,,12953453.0,27491333.0,,54079139.0,54079139.0,54079139.0,,
2017-06-30,2017-07-31,10-Q,DORIAN LPG LTD.,LPG,CIK0001596993,USD,4451775.0,,2730.0,,6412584.0,,854495905.0,1524217.0,,1098827.0,,1709526648.0,77953462.0,,,,35363045.0,18344493.0,53438191.0,-14454507.0,,,,0.01,450000000.0,58610665.0,55105318.0,586107.0,,,,,,,,,41952801.0,742420228.0,,32800000.0,1900452.0,22095916.0,,7610612.0,,,16293158.0,16293158.0,,3883944.0,,410767.0,,,,37441188.0,19800000.0,,33212.0,-0.12,-0.12,-0.12,,41195.0,,41195.0,9700000.0,-68916.0,75142.0,,,,4117364.0,8534909.0,-2511722.0,-8300.0,,516824.0,-5015812.0,22050.0,-122335.0,3410.0,784288.0,1000.0,,7477734.0,,,,,2458407.0,15816.0,,,,,,,,739775585.0,1709526648.0,64166665.0,675608920.0,720324312.0,45658482.0,,,,,,,674665830.0,,,,,,-26629624.0,,-276396.0,,12410318.0,,-6689970.0,-6396524.0,,,,,-293446.0,,,,,,,425767.0,306153.0,,119614.0,106192.0,,,78879.0,,,532323.0,-15689.0,,633883.0,-14542.0,350279.0,2883059.0,,2541005.0,,,,,,276396.0,,0.01,50000000.0,0.0,0.0,2688092.0,,97000000.0,,,-6689970.0,,1587834765.0,246628.0,,,,,,120738340.0,,18075146.0,149651222.0,,41025472.0,,1524217.0,,,,,,,969751063.0,,,,,,,3505347.0,34982171.0,,,,1084902.0,-2370191.0,,53875292.0,53875292.0,53875292.0,,
