end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsReceivableGross,AccountsReceivableNet,AccumulatedAmortizationDeferredFinanceCosts,AccumulatedAmortizationOfOtherDeferredCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableRecoveries,AllowanceForDoubtfulAccountsReceivableWriteOffs,AmortizationOfAboveAndBelowMarketLeases,AmortizationOfAcquisitionCosts,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredHedgeGains,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfLeaseIncentives,AreaOfRealEstateProperty,Assets,BelowMarketLeaseAccumulatedAmortization,BelowMarketLeaseAmortizationIncomeAfterYearFive,BelowMarketLeaseAmortizationIncomeNextTwelveMonths,BelowMarketLeaseAmortizationIncomeRemainderOfFiscalYear,BelowMarketLeaseAmortizationIncomeYearFive,BelowMarketLeaseAmortizationIncomeYearFour,BelowMarketLeaseAmortizationIncomeYearThree,BelowMarketLeaseAmortizationIncomeYearTwo,BelowMarketLeaseGross,BelowMarketLeaseNet,BusinessCombinationAcquisitionRelatedCosts,BusinessCombinationSeparatelyRecognizedTransactionsNetGainsAndLosses,CapitalExpendituresIncurredButNotYetPaid,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ContributionOfProperty,CostOfOtherPropertyOperatingExpense,CostsAndExpenses,DebtInstrumentCarryingAmount,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,DebtWeightedAverageInterestRate,DeconsolidationGainOrLossAmount,DeferredCostsLeasingAccumulatedAmortization,DeferredCostsLeasingNet,DeferredFinanceCostsNet,DeferredRentReceivablesNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeGainOnDerivative,DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,DirectCostsOfLeasedAndRentedPropertyOrEquipment,DividendsPayableCurrentAndNoncurrent,DueFromRelatedParties,DueToRelatedPartiesCurrentAndNoncurrent,EquityMethodInvestmentOtherThanTemporaryImpairment,FairValueNetAssetLiability,FiniteLivedCustomerRelationshipsGross,FiniteLivedIntangibleAssetAcquiredInPlaceLeases,FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets1,GainLossOnSaleOfDerivatives,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,ImpairmentOfRealEstate,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseDueFromAffiliates,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDeferredLeasingFees,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInDueToAffiliatesCurrent,IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestPaid,InterestPaidNet,InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,InvestmentBuildingAndBuildingImprovements,Land,LeaseIncentivePayableCurrentAndNoncurrent,LeaseIncentiveReceivable,LessorOperatingLeasePaymentsToBeReceived,LessorOperatingLeasePaymentsToBeReceivedFiveYears,LessorOperatingLeasePaymentsToBeReceivedFourYears,LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths,LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear,LessorOperatingLeasePaymentsToBeReceivedThereafter,LessorOperatingLeasePaymentsToBeReceivedThreeYears,LessorOperatingLeasePaymentsToBeReceivedTwoYears,Liabilities,LiabilitiesAndStockholdersEquity,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,MinorityInterestDecreaseFromRedemptions,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAttributableToRedeemableNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,NonoperatingGainsLosses,NotesAssumed1,NotesIssued1,NumberOfRealEstateProperties,NumberOfReportableSegments,OffMarketLeaseUnfavorable,OperatingLeaseLeaseIncome,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeasesIncomeStatementContingentRevenue,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeaseVariableLeaseIncome,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherAssets,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherLongTermDebt,OtherRealEstateRevenue,OtherReceivables,ParkingRevenue,PaymentsForCapitalImprovements,PaymentsForDerivativeInstrumentFinancingActivities,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDistributionsToAffiliates,PaymentsOfDividendsMinorityInterest,PaymentsOfDividendsPreferredStockAndPreferenceStock,PaymentsOfFinancingCosts,PaymentsOfStockIssuanceCosts,PaymentsToAcquireRealEstate,PaymentsToMinorityShareholders,PrepaidExpenseAndOtherAssets,ProceedsFromContributionsFromAffiliates,ProceedsFromContributionsFromParent,ProceedsFromIssuanceOfSecuredDebt,ProceedsFromMinorityShareholders,ProceedsFromPaymentsToMinorityShareholders,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfLandHeldforinvestment,ProfitLoss,PropertyManagementFeePercentFee,ProvisionForDoubtfulAccounts,ProvisionForLoanAndLeaseLosses,RealEstateAccumulatedDepreciation,RealEstateAccumulatedDepreciationOtherDeductions,RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,RealEstateAndAccumulatedDepreciationInitialCostOfLand,RealEstateCostOfRealEstateSold,RealEstateFederalIncomeTaxBasis,RealEstateGrossAtCarryingValue,RealEstateImprovements,RealEstateInvestmentPropertyAccumulatedDepreciation,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,RealEstateOtherAcquisitions,RealEstateOtherDeductions,RealEstateRevenueNet,RealEstateTaxExpense,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,RelatedPartyTransactionDueFromToRelatedParty,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentsOfSecuredDebt,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,Revenues,SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,SECScheduleIIIRealEstateWritedownOrReserveAmount,SecuredDebt,StockholdersEquity,StockholdersEquityChangeInReportingEntity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodValueNewIssues,StraightLineRent,StraightLineRentAdjustments,TemporaryEquityAccretionOfDividends,TemporaryEquityAccretionOfInterest,TemporaryEquityAccretionToRedemptionValue,TemporaryEquityAccretionToRedemptionValueAdjustment,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,TemporaryEquityDividendsAdjustment,TemporaryEquityIssuePeriodIncreaseOrDecrease,TemporaryEquityOtherChanges,TemporaryEquityStockIssuedDuringPeriodValueNewIssues,TenantImprovements,TenantReimbursements,UnrealizedGainLossOnDerivatives,UnrecognizedTaxBenefits
2013-09-30,2013-11-25,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7661000.0,,,,,,,,,,,0.0,0.0,1031000.0,,,24203000.0,,,,,,,,,,,,,,7360000.0,,,,8956000.0,,,,,,,,,,,,,,,,,1031000.0,,0.0,,,,,,,,,,,,4389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1031000.0,0.0,1031000.0,,,,,,,,,,,,,,,,,13449000.0,,,,,,,,0.0,,,,,599000.0,,1379000.0,,2895000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266000.0,,,,,,,,25234000.0,,,,,,516312000.0,,,,,,,,,,,,,,,7511000.0,,
2013-12-31,2014-04-08,10-K,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,60637000.0,,53306000.0,152000.0,,,,480000.0,191710000.0,,400000.0,,,-5321000.0,6314000.0,799000.0,,152000.0,951000.0,987000.0,,2946196000.0,31637000.0,14671000.0,6649000.0,,4081000.0,5855000.0,6433000.0,7112000.0,76438000.0,44801000.0,,0.0,7074000.0,155685000.0,196071000.0,190364000.0,,,,0.0,0.01,1000000.0,1000.0,1000.0,0.0,-2586000.0,-14016000.0,-14267000.0,,,235893000.0,1897512000.0,11907000.0,,0.0436,,17900000.0,61371000.0,,,,,,29100000.0,46682000.0,46682000.0,,,47454000.0,0.0,,35615000.0,,,,,,38453000.0,195541000.0,157088000.0,0.0,,,,0.0,-32727000.0,,0.0,,,0.0,5422000.0,-4861000.0,7323000.0,0.0,,,10757000.0,-17946000.0,32183000.0,26337000.0,26337000.0,,2141821000.0,229039000.0,,,,,,,,,,,2026658000.0,2946196000.0,1885605000.0,172600000.0,214512000.0,204232000.0,554026000.0,751831000.0,311000.0,,-95014000.0,,,232440000.0,-39868000.0,-2208000.0,-6132000.0,-195868000.0,-156000.0,-178354000.0,-2335000.0,,25000000.0,25000000.0,,,44801000.0,,128607000.0,1057837000.0,,102192000.0,121900000.0,124583000.0,129240000.0,451315000.0,,78031000.0,,,,19310000.0,,,,1007000.0,,,,,9096000.0,,3227000.0,,16531000.0,24297000.0,,,,0.0,,4366000.0,3834000.0,189202000.0,,,5402000.0,189202000.0,475000000.0,,189202000.0,12400000.0,0.0,-15274000.0,0.03,357000.0,,121612000.0,0.0,1897512000.0,2328826000.0,229039000.0,0.0,129538000.0,2199288000.0,229039000.0,0.0,3000000000.0,2557865000.0,23918000.0,121612000.0,2557865000.0,2436253000.0,,1685375000.0,0.0,,14604000.0,,911539000.0,0.0,,441364000.0,22797000.0,-89177000.0,203166000.0,29112000.0,,1885605000.0,0.0,-489047000.0,7999000.0,252990000.0,191710000.0,8541000.0,,10950000.0,,158552000.0,158552000.0,911539000.0,,169502000.0,,,187005000.0,40933000.0,,0.0
2014-03-31,2014-05-15,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,67587000.0,,70316000.0,470000.0,,,,-409000.0,191710000.0,,78000.0,0.0,,-653000.0,,1274000.0,,318000.0,,256000.0,,2870727000.0,32238000.0,14671000.0,,6048000.0,4081000.0,5855000.0,6433000.0,7112000.0,76438000.0,44200000.0,,,5307000.0,,119798000.0,-76273000.0,,,,,0.01,,1000.0,1000.0,0.0,-9881000.0,-7310000.0,-17191000.0,,,84002000.0,1896319000.0,10633000.0,,,,20607000.0,61299000.0,,,,,,,26010000.0,26010000.0,,,24385000.0,,,40907000.0,,,,,,48353000.0,195541000.0,147188000.0,,,,,,-15325000.0,,0.0,,,-3786000.0,9748000.0,9153000.0,2938000.0,,,,1433000.0,-2903000.0,22520000.0,,20674000.0,,2142443000.0,229039000.0,,,,,,,,,,,2038380000.0,2870727000.0,1885686000.0,172600000.0,,204232000.0,554026000.0,751831000.0,311000.0,213319000.0,-110958000.0,,,-71193000.0,-9767000.0,4687000.0,-8992000.0,14967000.0,,-13629000.0,0.0,,,,,,44200000.0,,,,,,,,,,,37677000.0,,,,19736000.0,,,,-1866000.0,,,,,243000.0,,2319000.0,,8333000.0,12670000.0,,,0.0,,,0.0,,,,,,,,,,,,,0.03,0.0,,,,,,,,,,,,,,,136272000.0,2568768000.0,2432496000.0,,,,,9047000.0,,854810000.0,,,1193000.0,19894000.0,-102806000.0,68677000.0,,,,,,-22463000.0,,,6013000.0,,-13073000.0,,,198000.0,854810000.0,,13271000.0,,,197286000.0,20348000.0,,0.0
2014-06-30,2014-08-14,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,73824000.0,,69450000.0,779000.0,,,,-1366000.0,191710000.0,,168000.0,,,,,,,,,,,2861863000.0,34419000.0,14671000.0,,3882000.0,4081000.0,5850000.0,6428000.0,7107000.0,76438000.0,42019000.0,,,,,123087000.0,,,,,,0.01,,1000.0,1000.0,0.0,-7935000.0,-5473000.0,-13408000.0,,,85757000.0,1895172000.0,9554000.0,,,,23385000.0,60132000.0,,,,,,,28100000.0,,,,23224000.0,,,41463000.0,,,,,,58098000.0,195541000.0,137443000.0,,,,,,-11399000.0,,0.0,,,,,,,,,,,,22271000.0,,,,2153674000.0,229039000.0,,,,,,,,,,,2042924000.0,2861863000.0,1885618000.0,172600000.0,,204232000.0,554026000.0,751831000.0,311000.0,212172000.0,-124766000.0,,,,,,-6978000.0,12756000.0,,-11615000.0,0.0,,,,,,42019000.0,,,,,,,,,,,38074000.0,,,,9780000.0,,,,-2009000.0,,,,,701000.0,,2694000.0,,8329000.0,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,,,,,,,153435000.0,2590425000.0,2436990000.0,,,,,9809000.0,,867782000.0,,,,24981000.0,-114421000.0,74358000.0,,,,,,-48843000.0,,,,,,,,,867782000.0,,,,,207712000.0,25261000.0,,0.0
2014-09-30,2014-11-14,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,83204000.0,,69674000.0,1102000.0,,,,-946000.0,191710000.0,,168000.0,,,,,,,,,,,2908885000.0,36330000.0,14671000.0,,1971000.0,4081000.0,5850000.0,6428000.0,7107000.0,76438000.0,40108000.0,,,,,168013000.0,,,,,,0.01,,1000.0,1000.0,0.0,-7417000.0,-6605000.0,-14022000.0,,,90601000.0,2118000000.0,8513000.0,,,,25899000.0,60592000.0,,,,,,,28399000.0,,,,25817000.0,,,21169000.0,,,,,,65678000.0,195541000.0,129863000.0,,,,,,-14904000.0,,0.0,,,,,,,,,,,,23447000.0,,,,2154064000.0,229039000.0,,,,,,,,,,,2253968000.0,2908885000.0,2109487000.0,572600000.0,,204232000.0,589026000.0,751831000.0,311000.0,0.0,-138003000.0,,,,,,-7837000.0,13699000.0,,-12474000.0,0.0,,,,,,40108000.0,,,,,,,,,,,38232000.0,,,,7221000.0,,,,882000.0,,,,,1289000.0,,3613000.0,,8790000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,173178000.0,2608156000.0,2434978000.0,,,,,9746000.0,,729051000.0,,,,38544000.0,-126895000.0,75697000.0,,,,,,-74134000.0,,,,,,,,,729051000.0,,,,,225053000.0,25062000.0,,0.0
2014-12-31,2015-03-31,10-K,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,85125000.0,,74332000.0,1108000.0,,,,-2066000.0,191710000.0,,400000.0,,,-3059000.0,0.0,5042000.0,,1007000.0,6049000.0,1209000.0,,2873808000.0,38619000.0,10036000.0,7457000.0,,3515000.0,4176000.0,5944000.0,6597000.0,76344000.0,37725000.0,,,18588000.0,0.0,125004000.0,-71067000.0,,,,0.0,0.01,1000000.0,1000.0,1000.0,0.0,-32160000.0,-26176000.0,-58336000.0,,,433946000.0,2118000000.0,6865000.0,,0.0417,,28300000.0,59697000.0,,,,,,67500000.0,105058000.0,105058000.0,,,100264000.0,0.0,0.0,2749000.0,,,46248000.0,110519000.0,39936000.0,70876000.0,196703000.0,125827000.0,0.0,,,,0.0,-64356000.0,,0.0,,,13712000.0,6409000.0,8688000.0,12832000.0,,-13712000.0,,-6787000.0,24321000.0,92755000.0,86990000.0,86990000.0,,2155040000.0,229555000.0,,,,,,,,,,,2232606000.0,2873808000.0,2107007000.0,568151000.0,311000.0,4449000.0,204232000.0,589026000.0,751831000.0,,-150703000.0,,,-25979000.0,-68050000.0,22962000.0,-35421000.0,-41422000.0,,-58606000.0,0.0,,0.0,0.0,,,37725000.0,,,1090696000.0,133021000.0,106995000.0,116079000.0,130626000.0,132017000.0,471958000.0,1400000.0,152372000.0,,,,11516000.0,,,,-5344000.0,,,,,3325000.0,,12084000.0,,33774000.0,43729000.0,,,,12769000.0,0.0,1467000.0,0.0,0.0,207231000.0,,0.0,,435000000.0,0.0,220000000.0,-25000000.0,0.0,-52992000.0,0.0275,24000.0,,189108000.0,0.0,2118000000.0,2389867000.0,229555000.0,0.0,191095000.0,2198772000.0,229555000.0,0.0,2752097000.0,2619422000.0,61557000.0,189108000.0,2619422000.0,2430314000.0,,0.0,0.0,,38340000.0,,739600000.0,,,214512000.0,47118000.0,-137339000.0,369590000.0,67496000.0,,2107007000.0,,,-98398000.0,0.0,,15849000.0,,45805000.0,,2256000.0,2256000.0,739600000.0,,-48061000.0,-220000000.0,,234827000.0,95931000.0,,0.0
2015-03-31,2015-05-14,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,83754000.0,,75869000.0,1405000.0,,,,-3274000.0,191710000.0,,180000.0,202000.0,,-623000.0,,965000.0,,297000.0,1262000.0,515000.0,,2867697000.0,40555000.0,10036000.0,,5521000.0,3515000.0,4176000.0,5944000.0,6597000.0,76344000.0,35789000.0,,,10816000.0,,115903000.0,-9101000.0,,,,,0.01,,1000.0,1000.0,0.0,-5792000.0,-5803000.0,-11595000.0,,,82569000.0,2118000000.0,5899000.0,,,,30654000.0,69804000.0,,,,,,,24589000.0,24589000.0,,,22205000.0,,,6446000.0,,,,,,77835000.0,196703000.0,118868000.0,,,,,,-9061000.0,,0.0,,,-3437000.0,-1445000.0,3819000.0,8630000.0,,3437000.0,,1967000.0,519000.0,23645000.0,22375000.0,22375000.0,,2156256000.0,229555000.0,,,,,,,,,,,2238090000.0,2867697000.0,2112101000.0,568151000.0,,4449000.0,204232000.0,589026000.0,751831000.0,311000.0,-162156000.0,,,-31000.0,-20359000.0,11289000.0,-4584000.0,-10127000.0,,-9221000.0,,,,,,,35789000.0,,,,,,,,,,,38803000.0,,,,13741000.0,,,,-2534000.0,,,,,226000.0,,4391000.0,,8673000.0,19840000.0,,,,,0.0,31000.0,,,,,,,,,,,,,0.0275,-202000.0,,,,,,,,,,,,,,,205666000.0,2631541000.0,2425875000.0,,,,,9988000.0,,749887000.0,,,0.0,47637000.0,-146560000.0,73508000.0,,,,,,-120280000.0,,,3295000.0,,9527000.0,,,760000.0,749887000.0,,-10287000.0,,,245730000.0,21641000.0,,0.0
2015-06-30,2015-08-14,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,82219000.0,,78139000.0,1709000.0,,,,-2127000.0,191710000.0,,272000.0,,,,,,,,,,,2856415000.0,42461000.0,10036000.0,,3615000.0,3515000.0,4176000.0,5944000.0,6597000.0,76344000.0,33883000.0,,,,,113792000.0,,,,,,0.01,,1000.0,1000.0,0.0,-2702000.0,-1620000.0,-4322000.0,,,84166000.0,2118000000.0,4934000.0,,,,33070000.0,69982000.0,,,,,,,23984000.0,,,,24008000.0,,,1962000.0,,,,,,84219000.0,196703000.0,112484000.0,,,,,,-6728000.0,,0.0,,,,,,,,,,,,23629000.0,,,,2157523000.0,229555000.0,,,,,,,,,,,2231130000.0,2856415000.0,2113066000.0,568151000.0,,4449000.0,204232000.0,589026000.0,751831000.0,311000.0,-170216000.0,,,,,,-3849000.0,-9319000.0,,-8486000.0,,,,,,,33883000.0,,,,,,,,,,,39186000.0,,,,5851000.0,,,,2406000.0,,,,,1142000.0,,5863000.0,,8819000.0,,,,,,,,,,,,,,,,,,,,,92000.0,,,,,,,,,,,,,,,222109000.0,2640081000.0,2417972000.0,,,,,9490000.0,,760964000.0,,,,58195000.0,-155046000.0,77438000.0,,,,,,-135679000.0,,,,,,,,,760964000.0,,,,,253003000.0,23570000.0,,0.0
2015-09-30,2015-11-12,10-Q,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,88894000.0,,86036000.0,2009000.0,,,,-3833000.0,191710000.0,,454000.0,,,,,,,,,,,2847013000.0,44615000.0,12112000.0,,1523000.0,3639000.0,4064000.0,4870000.0,5521000.0,76344000.0,31729000.0,,,,,108762000.0,,,,,,0.01,,1000.0,1000.0,0.0,-6458000.0,-6468000.0,-12926000.0,,,83908000.0,2118000000.0,3969000.0,,,,35702000.0,71767000.0,,,,,,,25618000.0,,,,24893000.0,,939000.0,0.0,,,,,,91248000.0,196703000.0,105455000.0,,,,,,-9347000.0,,0.0,,,,,,,,,,,,23939000.0,,,,2159736000.0,227555000.0,,,,,,,,,,,2234654000.0,2847013000.0,2114031000.0,568151000.0,,4449000.0,204232000.0,589026000.0,751831000.0,311000.0,-182399000.0,,,,,,-4752000.0,-10310000.0,,-9389000.0,,,,,,,31729000.0,,,,,,,,,,,41211000.0,,,,3719000.0,,,,-3579000.0,,,,,405000.0,,3059000.0,,8746000.0,,,,,,,,,,,,,,,,,,,,,182000.0,,,,,,,,,,,,,,,239276000.0,2652260000.0,2412984000.0,,,,,6934000.0,,771316000.0,,,,57351000.0,-164435000.0,74561000.0,,,,,,-158957000.0,,,,,,,,,771316000.0,,,,,264969000.0,21545000.0,,0.0
2015-12-31,2016-03-28,10-K,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,DTLA-P,CIK0001575311,USD,105004000.0,,95690000.0,,,,,-2580000.0,191710000.0,,500000.0,,,-2559000.0,0.0,,,,5064000.0,2647000.0,,2798010000.0,46136000.0,8680000.0,5521000.0,,3434000.0,3639000.0,4064000.0,4870000.0,76344000.0,30208000.0,,,16290000.0,0.0,53736000.0,-71268000.0,107566000.0,,,0.0,0.01,1000000.0,1000.0,1000.0,0.0,-22506000.0,-18926000.0,-41432000.0,,8080000.0,428245000.0,2117377000.0,,5972000.0,0.042,,38200000.0,66791000.0,,,,,,67000000.0,98160000.0,98160000.0,,,96757000.0,21893000.0,,9335000.0,,,46248000.0,110519000.0,39936000.0,96993000.0,196703000.0,99710000.0,28000.0,,,,0.0,-55572000.0,,526000.0,,,-6586000.0,2479000.0,-877000.0,17056000.0,,6586000.0,,-2382000.0,6712000.0,95415000.0,90093000.0,,,2167746000.0,227555000.0,,,,,,,,,,,2255952000.0,2798010000.0,2111405000.0,400000000.0,751519000.0,168151000.0,4449000.0,204232000.0,589026000.0,,-195788000.0,,,-36486000.0,-64773000.0,29991000.0,-30799000.0,-59286000.0,,-53984000.0,,,,0.0,,,30208000.0,,,1295124000.0,145449000.0,125360000.0,134553000.0,140131000.0,150447000.0,599184000.0,2800000.0,160662000.0,,,,9134000.0,,,,-1078000.0,,,,5357000.0,5357000.0,,15374000.0,,34439000.0,60089000.0,,,,3051000.0,0.0,43000.0,0.0,0.0,32769000.0,,0.0,0.0,0.0,0.0,-32769000.0,0.0,2028000.0,-40354000.0,0.0275,103000.0,,256130000.0,0.0,2117377000.0,2447694000.0,227555000.0,0.0,248922000.0,2198772000.0,227555000.0,2000000.0,2800000000.0,2675249000.0,57827000.0,256130000.0,2675249000.0,2419119000.0,,0.0,0.0,299090000.0,35675000.0,,726595000.0,,,623000.0,53830000.0,-177879000.0,372673000.0,67022000.0,,2111405000.0,,,-184537000.0,0.0,,21598000.0,,38082000.0,,6626000.0,,726595000.0,,-44707000.0,-35820000.0,0.0,279948000.0,88615000.0,,0.0
