end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableAndAccruedLiabilities,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccretionExpenseIncludingAssetRetirementObligations,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AdministrativeFeesAmountPaid,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableNoncurrent,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationCurrent,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition,AssetsNet,AssetsNoncurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,CapitalLeaseObligations,CapitalLeaseObligationsCurrent,CapitalLeasesContingentRentalPaymentsDue,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommonStockAdditionalSeriesParOrStatedValuePerShare,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscribedButUnissuedValue,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ConversionOfStockAmountIssued,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CrudeOilAndNaturalGasLiquids,CumulativeEarningsDeficit,DebtInstrumentIncreaseAdditionalBorrowings,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet,DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,DeferredFederalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,Depletion,Depreciation,DepreciationExpense,DerivativeAssetFairValueGrossLiability,DerivativeAssetsLiabilitiesAtFairValueNet,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DevelopmentCosts,DevelopmentCostsCumulative,DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DisposalGroupIncludingDiscontinuedOperationAccountsPayable,DisposalGroupIncludingDiscontinuedOperationGoodwill,DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,EarningsPerShareBasicAndDiluted,EffectOfExchangeRateOnCashAndCashEquivalents,EquityMethodInvestments,FairValueOfAssetsAcquired,FiniteLivedIntangibleAssetsAmortizationExpense,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnDispositionOfAssets,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnSalesOfAssets,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,GrossProfit,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherOperatingCapitalNet,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestPaid,InventoryNet,InvestmentIncomeInterest,LeaseAndRentalExpense,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LoansAndLeasesReceivableRelatedParties,LoansPayable,MineralPropertiesAccumulatedDepletion,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetInvestmentIncome,NoninterestIncomeOther,NotesAndLoansPayable,NotesAndLoansPayableCurrent,NotesAndLoansReceivableNetCurrent,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OilAndGasPropertyFullCostMethodNet,OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,OilAndGasSalesRevenue,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherNonoperatingIncomeExpense,OtherOperatingActivitiesCashFlowStatement,OtherOperatingIncomeExpenseNet,OtherReceivables,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,PaidInKindInterest,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToExploreAndDevelopOilAndGasProperties,PreferredStockAdditionalSeriesParOrStatedValuePerShare,PreferredStockAdditionalSeriesSharesAuthorized,PreferredStockAdditionalSeriesSharesIssued,PreferredStockAdditionalSeriesValue,PreferredStockConversionsInducements,PreferredStockParOrStatedValuePerShare,PreferredStockRedemptionPremium,PrepaidExpenseCurrent,ProceedsFromBankDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromRelatedPartyDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,ProvedOilAndGasPropertySuccessfulEffortMethod,ProvisionForDoubtfulAccounts,RepaymentsOfDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,RevisionsOfPreviousQuantityEstimates,SalesRevenueGoodsGross,SalesRevenueNet,ShortDurationContractsDiscountedLiabilitiesDiscountRate,StockholdersEquity,StockholdersEquityOther,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueOther,TemporaryEquityCarryingAmount,TemporaryEquityParOrStatedValuePerShare,TemporaryEquitySharesAuthorized,TemporaryEquitySharesIssued,TemporaryEquitySharesOutstanding,TemporaryEquitySharesSubscribedButUnissuedSubscriptionsReceivable,UnrealizedGainLossOnDerivatives,ValuationAllowanceDeferredTaxAssetChangeInAmount,WaterProductionCosts,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WellServiceExpense
2009-12-31,2010-04-15,10-K,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94747.0,,,,,,,,,,,,,,,,
2010-06-30,2010-08-20,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44294.0,,,,,,,,,,,,,,-1546726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.66,,,,,-40716.0,,,,,-335976.0,,1081071.0,,,,,,,,-1543451.0,,-1543451.0,-4.6,-357492.0,-1.06,,,,,,,,,,,85668.0,,,,,,,,,,,,,,,,,-1900923.0,,,,,,,,,,,,1081071.0,-1081071.0,,,,354197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-22,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36577.0,,,,,,,,,,,,,,-1271591.0,,,,,,38835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,,,,,-875476.0,,,,,162506.0,-1673.0,74125.0,,,3713.0,,,,,-829150.0,,-829150.0,-0.37,-211928.0,-0.09,,,,,,,,,,,44095.0,,,,,,,,,,,,,,,,,-1041078.0,,,,,,,,,,,,,-70412.0,,,,-230513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-04-28,10-K,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,558489.0,,14835.0,,,219209.0,25951275.0,,,,,44490.0,,73601.0,3621.0,,,5368.0,,3662187.0,145398.0,,,3516789.0,,115391.0,2766729.0,,56872.0,,,9272.0,,9272.0,,-8353.0,,0.001,5000000000.0,120000.0,103831.0,,,1448250.0,150000.0,-4268245.0,,,,44490.0,,,,,,,,,,,,,,,56344.0,,,,,,823846.0,,,,,,2001840.0,2745260.0,,21469.0,-4.27,219209.0,18000.0,56872.0,,-533846.0,,,,2927.0,-656192.0,,2139576.0,,10678.0,15705.0,26839.0,,26839.0,,-3588418.0,,-3588418.0,-3.42,-899036.0,-0.85,-132660.0,,-833858.0,,-66290.0,,,-38501.0,,,236992.0,,3400.0,,,5000.0,3662187.0,7194135.0,2209128.0,,,,,,1018617.0,-57000.0,-1189179.0,-4487454.0,,,,,,,3307224.0,188718.0,,,,2177093.0,-2161388.0,,444.0,,219209.0,,,,,219209.0,,,,,,,200000.0,,57000.0,,,,,,,,,5900.0,,61004.0,2417562.0,,-4487455.0,,568560.0,,163500.0,,,6523.0,-31152800.0,15705.0,,,,,-3531948.0,,,,,,,0.001,2500000.0,0.0,0.0,,,,,,
2011-03-31,2011-05-23,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,,,,,,,,,,,,297335.0,,29249.0,,,324.0,,,,,,,,,,,,,,,,538.0,,,4118.0,,,,,,,,,,-1813537.0,,,,,,19062.0,,,,,,,,,,,,16366.0,19683.0,,,,,,,,,,,,,,,,-5.46,-76859.0,,,,-211672.0,,,,,-666637.0,31970.0,257732.0,,,17558.0,,,,,-1232150.0,,-1232150.0,-3.56,-658246.0,-1.9,-229119.0,,-87822.0,,-11493.0,,,64.0,,,-117341.0,,3153.0,,,,,,,,,,,,84292.0,538.0,-3853.0,-1890396.0,,,,,,,,,,,,,-268470.0,,,,-76859.0,,,,,,-257732.0,,,60000.0,,,,,,,,,,,,,,,,,84292.0,,-1890396.0,,,,,100000.0,,,,12320.0,,-10738.0,29878.0,,,,,,20118.0,,,,,,,,-211672.0,,21554.0,,
2011-06-30,2011-08-17,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,765646.0,,63998.0,,,117609.0,28380156.0,,-330602.0,,,,,,,,,14398.0,,5144681.0,246955.0,,,4897726.0,,,,,56872.0,,,58323.0,,,,,,0.001,3000000000.0,5121530.0,5121530.0,,,1410474.0,5122.0,-1120846.0,,,,266315.0,,42059.0,,,,,,-344572.0,,,,,,,,,,,533331.0,,318958.0,,,,-134169.0,,,,,,-0.17,,,,,533331.0,,,,,-344572.0,,-330602.0,22119.0,,-9519.0,,,,,-329051.0,,-1065679.0,-0.12,,-0.05,,,,,,,,,350036.0,,178311.0,-177689.0,,19134.0,,,5144681.0,4999262.0,,,,,,,,,,-463220.0,,,,,100000.0,,3092178.0,484895.0,,,36267.0,1084958.0,-1076127.0,,,,24741.0,,,,,,,,,,,,,,,,,,,,,,,5500.0,,,,,,,633696.0,,3891875.0,,,,-33506416.0,36267.0,,,,,-3590968.0,,,,,,3736387.0,0.001,2500000.0,2500.0,2500.0,,,,43862.0,2803839.0,-24837.0
2011-09-30,2011-11-15,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,842109.0,,46588.0,,,189614.0,28918095.0,,,,,,,,,,,15392.0,,5032359.0,235118.0,,,4797241.0,,,,,56872.0,,,63496.0,,63496.0,,,,0.001,5000000000.0,23646473.0,23646473.0,,,1535029.0,23646.0,-684980.0,,,,328828.0,,695.0,,,,,597364.0,-224497.0,,,,,,,,,,,,,671824.0,,,-54382.0,,,,,,,-0.12,,,,,208031.0,,,-208031.0,,-224497.0,,-384289.0,22119.0,,18148.0,,,,,-1113217.0,-1113217.0,-751557.0,-0.11,,-0.01,,,,,,,,,330936.0,,-314548.0,,,19534.0,,,5032359.0,5301516.0,,,,,,,,,,-1167599.0,,,,,100000.0,,2883930.0,502561.0,,,39039.0,-384289.0,-420637.0,,,,66577.0,,,66577.0,-1101022.0,,,,,,,,,,,,,,,,,,,5500.0,,,,,-366141.0,,611850.0,,3832336.0,,,,-34674015.0,49926.0,,,10887.0,,-4005544.0,,,,,,3736387.0,0.001,2500000.0,2500.0,2500.0,,,,69366.0,9799085.0,
2011-12-31,2012-05-08,10-K,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,1001584.0,64840.0,1001584.0,477876.0,,,-137174.0,219499.0,29668977.0,603401.0,,118473.0,118473.0,769772.0,,88569.0,,10930.0,4617.0,10930.0,10931.0,2704748.0,2696.0,,12449.0,286700.0,215.0,215.0,286700.0,56872.0,56872.0,,,2481.0,538.0,2696.0,-6576.0,-6576.0,0.001,0.001,5000000000.0,99648493.0,99648493.0,1466364.0,1466364.0,1466364.0,99648.0,-4981993.0,,,480221.0,480221.0,-100790.0,100790.0,1849843.0,-36130083.0,,,,,,,2574794.0,,-2574794.0,112293.0,98615.0,98615.0,639859.0,445645.0,,639859.0,639859.0,,165162.0,,,64840.0,,,215.0,12449.0,-0.29,-4710.0,,,88569.0,470833.0,,,470833.0,,-1368198.0,31970.0,-2136451.0,,22119.0,-71634.0,309816.0,309816.0,309816.0,163500.0,-4374398.0,-4374398.0,-4374398.0,-0.26,-602855.0,-0.03,493637.0,-49370.0,139248.0,,30627.0,,,5836.0,,,-1302257.0,,38733.0,,,,2704748.0,5607092.0,172161.0,172161.0,6700.0,,-109520.0,-627760.0,790518.0,-164624.0,-627760.0,-4977283.0,,,2767589.0,96390.0,,2767589.0,2767589.0,477876.0,2109623.0,-109520.0,246350.0,-2136451.0,-2208085.0,,22119.0,2702052.0,-4710.0,-4710.0,,-4710.0,-4981993.0,-4710.0,,,1339.0,330000.0,1339.0,215.0,,49149.0,,165162.0,0.001,,,,704.0,,-14242.0,,516082.0,,516082.0,327939.0,-2208085.0,540307.0,565509.0,577958.0,1849843.0,218473.0,-39834.0,-13669.0,-36130083.0,293712.0,,,47367.0,,-4678508.0,-49149.0,,,30251.0,75000.0,1872554.0,0.001,2500000.0,2485.0,2490.0,,,,264556.0,17258287.0,
2012-03-31,2012-05-21,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,,,,,,,,,,,,9635.0,,261242.0,,,,,670.0,,,,,,,,,,,,,,,,,6231.0,3535.0,3535.0,,,,,,,,,,-815747.0,-24874.0,,,,,,,,,,202998.0,,-140322.0,,,,,43725.0,25654.0,25654.0,,,,,,,,-43682.0,,,,,,,-1.58,-24874.0,,,,-88958.0,,,-88958.0,,-140322.0,,-230946.0,,,-15798.0,,,,,-796939.0,-796939.0,-796939.0,-1.5,-43682.0,-0.08,185377.0,4200.0,,,,,,,,16181.0,-355588.0,,13354.0,,16181.0,,,,,,,,,15709.0,12700.0,,15709.0,-840621.0,-840621.0,34673.0,,,,,,,,,18870.0,-230946.0,-246744.0,,,,-24874.0,,,-24874.0,-815747.0,,-230946.0,34673.0,,90000.0,,,,,,,,,,,3775.0,,,,52700.0,,52700.0,,-246744.0,,,,,,-40000.0,,,18870.0,,-15798.0,18870.0,,,-4678508.0,,,,,,,,,,,-88959.0,,34668.0,530360.0,
2012-06-30,2012-08-20,10-Q,"EGPI FIRECREEK, INC.",EFIR,CIK0001106848,USD,1674085.0,114945.0,,,,,-188481.0,,28229903.0,,-477922.0,,118473.0,,,,,11537.0,,,11537.0,2574043.0,339.0,,10976.0,,277093.0,43.0,,56872.0,,,,296.0,,,,,0.001,,5000000000.0,99648493.0,2635786879.0,1470866.0,,,2635787.0,,,16250000.0,,797869.0,,,1780936.0,-38290347.0,,,,-193840.0,,,,,,,,43157.0,,445645.0,237172.0,445645.0,,,165162.0,,-227854.0,,,,43.0,,0.0,,,,,,,,,,,,-477922.0,,,-168777.0,,,,,-1091789.0,,,0.0,,0.0,,,,237712.0,,,,,,,,-489402.0,,,,,2574043.0,6424938.0,,222872.0,7450.0,5000.0,,,,,,-1319643.0,,,2400242.0,96390.0,,,,815816.0,2047052.0,-184476.0,12734.0,,,,,2573704.0,,,,,,,,980.0,,,,,,,,,0.001,,2500.0,,,,,,,,,,,,540307.0,,,,,,,12734.0,,,,0.1,-5718808.0,,,,,,,,,,,,,,,1471725622.0,-181511.0
