end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AdditionalPaidInCapital,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebt,CostOfRevenue,DepreciationAndAmortization,DepreciationDepletionAndAmortization,GainLossOnCondemnation,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRestructuringOfDebt,GrossProfit,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,InventoryNet,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermNotesPayable,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingExpenses,OtherCostAndExpenseOperating,OtherGeneralExpense,OtherLiabilitiesCurrent,OtherNonoperatingIncomeExpense,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,RetainedEarningsAccumulatedDeficit,Revenues,SalesCommissionsAndFees,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueNewIssues
2019-09-30,2021-10-07,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,10400.0,0.0,12497975.0,1591851.0,444816.0,15826.0,,0.0,1e-05,7000000000.0,3892452472.0,3892452472.0,38925.0,26612.0,56184.0,60370.0,,0.0,,-131931.0,47140.0,,,,,428990.0,0.0,37012.0,1591851.0,10400.0,26612.0,0.0,31331.0,,,601139.0,269217.0,9411.0,0.0,0.0,823216.0,1e-05,10000000.0,4969672.0,4969672.0,50.0,,,,36174.0,,1147035.0,-10982111.0,103324.0,0.0,1554839.0,1554839.0,0.0
2019-12-31,2021-10-07,10-K,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,7121.0,0.0,12497975.0,1518776.0,432111.0,1869.0,-45280.0,0.0,1e-05,7000000000.0,3902452472.0,3902452472.0,39025.0,26612.0,142039.0,120740.0,120740.0,0.0,392500.0,-131931.0,294356.0,-422026.0,-131931.0,41143.0,-796.0,430242.0,0.0,33733.0,1518776.0,7121.0,26612.0,0.0,93587.0,5245.0,-50525.0,553269.0,564303.0,47193.0,35876.0,0.0,823216.0,1e-05,10000000.0,4969672.0,4969672.0,50.0,0.0,5245.0,0.0,134976.0,553269.0,1086665.0,-11052007.0,436395.0,0.0,1485043.0,1485043.0,0.0
2020-03-31,2021-10-01,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,7121.0,,12497975.0,1463672.0,430256.0,14.0,-1855.0,0.0,1e-05,7000000000.0,4288795267.0,4288795267.0,42888.0,26612.0,145.0,60370.0,53326.0,,,,3037.0,,,0.0,,430242.0,,33733.0,1463672.0,7121.0,26612.0,,0.0,3863.0,-5718.0,-58967.0,62004.0,60.0,60.0,,,1e-05,10000000.0,4969672.0,4969672.0,50.0,,3863.0,,1574.0,-59044.0,1033416.0,-11110974.0,3182.0,,1429939.0,1429939.0,
2020-06-30,2021-10-04,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,,,,,,2171.0,,,1e-05,7000000000.0,4288795267.0,4288795267.0,,26612.0,1573.0,60370.0,,-430242.0,,,7121.0,,,,,,,,,,26612.0,,0.0,,,-483834.0,60713.0,343.0,0.0,,,1e-05,10000000.0,4969672.0,4969672.0,,,,,0.0,,,,8694.0,,,946105.0,
2020-09-30,2021-10-05,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,0.0,,12497975.0,914795.0,2119.0,2119.0,,0.0,1e-05,7000000000.0,4288795267.0,4288795267.0,42888.0,29112.0,0.0,60370.0,,0.0,,,0.0,,,,,0.0,,29112.0,914795.0,0.0,29112.0,,0.0,,,-60422.0,60422.0,52.0,0.0,,0.0,1e-05,10000000.0,4969672.0,4969672.0,50.0,,,,0.0,,912676.0,-11655230.0,0.0,,885683.0,885683.0,
2020-12-31,2021-10-05,10-K,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,0.0,,12497975.0,854305.0,1999.0,1999.0,130.0,0.0,1e-05,7000000000.0,5646636426.0,5646636426.0,56466.0,29112.0,1718.0,241480.0,234359.0,-430242.0,0.0,0.0,10158.0,-7121.0,0.0,-430242.0,0.0,0.0,,29112.0,854305.0,0.0,29112.0,,0.0,19941.0,-19811.0,-677291.0,257207.0,1994.0,13733.0,,0.0,1e-05,10000000.0,4969672.0,4969672.0,50.0,2500.0,17441.0,,0.0,-677291.0,852306.0,-11729298.0,11876.0,,825193.0,825193.0,
2021-03-31,2021-10-05,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,,,12497975.0,793810.0,,1874.0,-125.0,,1e-05,7000000000.0,5646636426.0,5646636426.0,56466.0,29112.0,0.0,60370.0,60370.0,,,,0.0,,,,,,,,793810.0,,26612.0,,,0.0,-125.0,-60495.0,60495.0,125.0,,,,1e-05,10000000.0,4969672.0,4969672.0,50.0,,0.0,,0.0,-60495.0,791936.0,-11789793.0,0.0,,764698.0,764698.0,
2021-06-30,2021-10-05,10-Q,SIGNATURE DEVICES INC,SDVI,CIK0001267919,USD,,,12497975.0,733320.0,,1754.0,,0.0,1e-05,7000000000.0,6146636426.0,6146636426.0,61466.0,29112.0,0.0,60370.0,,0.0,,,0.0,,,,,,,,733320.0,,,,,,,-65490.0,65490.0,90.0,5030.0,,,1e-05,10000000.0,4969672.0,4969672.0,50.0,,,,,,731566.0,-11855283.0,0.0,,704208.0,704208.0,
