end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdditionsToNoncurrentAssets,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AllocatedShareBasedCompensationExpenseNetOfTax,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessCombinationAcquisitionRelatedCosts,BusinessCombinationConsiderationTransferred1,BusinessCombinationConsiderationTransferredLiabilitiesIncurred,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CasinoExpenses,CasinoRevenue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConstructionInProgressGross,ConstructionPayableCurrent,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityRevenueRecognized,CostsAndExpenses,CumulativeEffectOnRetainedEarningsNetOfTax1,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtIssuanceCostsLineOfCreditArrangementsNet,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,DeferredFederalIncomeTaxExpenseBenefit,DeferredFinanceCostsNet,DeferredFinanceCostsNoncurrentGross,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredIncomeTaxLiabilities,DeferredIncomeTaxLiabilitiesNet,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsCharitableContributionCarryforwards,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsLiabilitiesNetCurrent,DeferredTaxAssetsLiabilitiesNetNoncurrent,DeferredTaxAssetsNetNoncurrent,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsStateTaxes,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxLiabilities,DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesOther,DeferredTaxLiabilitiesPrepaidExpenses,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedContributionPlanCostRecognized,DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,DepreciationDepletionAndAmortization,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCredits,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FoodAndBeverageCostOfSales,FoodAndBeverageRevenue,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainLossRelatedToLitigationSettlement,Goodwill,GoodwillImpairmentLoss,GrossProfit,HostingArrangementServiceContractImplementationCostExpenseAmortization,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExaminationPenaltiesExpense,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxesReceivable,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInIncomeTaxesReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPropertyAndOtherTaxesPayable,IncreaseDecreaseInReceivables,IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,IntangibleAssetsNetExcludingGoodwill,InterestCostsCapitalized,InterestExpense,InterestPaidNet,InterestPayableCurrent,InventoryNet,InvestmentIncomeInterest,Land,LandImprovements,LeaseAndRentalExpense,LeaseCost,LeaseholdImprovementsGross,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilityForUncertainTaxPositionsCurrent,LineOfCreditFacilityInterestRateAtPeriodEnd,LineOfCreditFacilityMaximumBorrowingCapacity,LinesOfCreditCurrent,LitigationSettlementExpense,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,LongTermLineOfCredit,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,NonoperatingIncomeExpense,NumberOfOperatingSegments,NumberOfOperatingSegments,NumberOfReportableSegments,NumberOfReportableSegments,OccupancyCosts,OccupancyRevenue,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherCostAndExpenseOperating,OtherDirectCostsOfHotels,OtherHotelOperatingRevenue,OtherLiabilitiesNoncurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherPaymentsToAcquireBusinesses,PaymentsForConstructionInProcess,PaymentsForRepurchaseOfCommonStock,PaymentsOfDebtIssuanceCosts,PaymentsOfFinancingCosts,PaymentsOfLoanCosts,PaymentsToAcquireBusinessesGross,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreOpeningCosts,PrepaidExpenseCurrent,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLinesOfCredit,ProceedsFromRepaymentsOfDebt,ProceedsFromSaleOfProductiveAssets,ProceedsFromStockOptionsExercised,ProfessionalFees,ProfitLoss,PromotionalAllowances,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ProvisionForLoanLeaseAndOtherLosses,ReceivablesNetCurrent,RepaymentsOfLongTermDebt,RepaymentsOfLongTermLinesOfCredit,RestructuringCharges,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromLeasedAndOwnedHotels,RevenueRemainingPerformanceObligation,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SalesAndExciseTaxPayableCurrent,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShortTermLeaseCost,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueStockOptionsExercised,StockIssuedDuringPeriodValueStockOptionsExercisedNetOfTaxBenefitExpense,StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,TaxCreditCarryforwardAmount,TreasuryStockCommonShares,TreasuryStockCommonValue,TreasuryStockNumberOfSharesHeld,TreasuryStockShares,TreasuryStockValue,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesChargedToCostAndExpense,ValuationAllowancesAndReservesDeductions,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,WriteOffOfDeferredDebtIssuanceCost,Depreciation,InterestCostsIncurredCapitalized,OperatingLossCarryforwards,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue
2008-12-31,2009-03-16,10-K,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,,,,,,,,,,,,,,,,,,,,,,,,11756900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105594489.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-16,10-K,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,,,,,,,,,,2048771.0,,,,,,265630.0,,,,,,,,14420323.0,,,,35887871.0,94510933.0,,,,,,,,,,,124589561.0,,,,,,,,,,,1919523.0,,,,,,,,,,,,,,,,,,,,,,,,,,12501048.0,0.3,0.3,,,,,,,,,,,,6674.0,,,,,,,,,,,,17890429.0,38172149.0,,63948.0,,,,,,,,,7163158.0,,2321679.0,2240000.0,,-1229408.0,,-187190.0,2115968.0,,,142520.0,-2735433.0,-228221.0,,70595.0,,,,,2103798.0,1948457.0,,,124661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2663423.0,,-2253054.0,,-21166268.0,,26082745.0,,4841479.0,,-1979137.0,,,,,6628190.0,19937568.0,9142295.0,,,,,,,,,,,,,,,,,,,,2449977.0,6830800.0,,,,,5404372.0,,,772737.0,,,,15845321.0,,,,,,,11750000.0,,83425.0,13009.0,,,25719594.0,,,1120333.0,,,13250000.0,,,,,133731856.0,,,,,47865432.0,2048771.0,,112504422.0,,19683.0,,,,,,,,,,,,,,16159415.0,16123027.0,,,,,,,,
2010-06-30,2010-08-09,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,,,,,,,,,,,,,,,,,,,,,,,,10009792.0,,,,9525444.0,25020899.0,,,,,,,,,,,31693659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214390.0,0.16,0.16,,,,,,,,,,,,,,,,,,,,,,,,4656332.0,10369922.0,,,,,,,,,,,4112386.0,,1452055.0,,,,,,,,,,,,,,,,,,365851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-349851.0,,,,,1617683.0,5931465.0,4462237.0,,,,,,,,,,,,,,,,,,,,765813.0,1855462.0,,16000.0,,,,,,,,,,,,,,,,,,,,,,2660331.0,7021852.0,,,,,,,,,,,36155896.0,,,,,11913997.0,,,,,,,,,,,,,,,,,,,16220865.0,16129053.0,,,,,,,,
2010-09-30,2010-11-08,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,,,,,,,,,,,,,,,,,,,,,,,,10843738.0,,,,9822885.0,26039912.0,,,,,,,,,,,33273133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394258.0,0.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,4955400.0,10595591.0,,,,,,,,,,,4072937.0,,1407000.0,,,,,,,,,,,,,,,,,,334028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665937.0,,,,,,,1570286.0,6361763.0,4406965.0,,,,,,,,,,,,,,,,,,,,745261.0,2075795.0,,,,,,,,,,,,,,,,,,,,,,,,,7392963.0,,,,,,,,,,,37680098.0,,,,,12785043.0,,,,,,,,,,,,,,,,,,,16209724.0,16132531.0,,,,,,,,
2010-12-31,2011-03-16,10-K,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,10216495.0,,,,14077344.0,,125437458.0,31558693.0,,1741083.0,,3883958.0,1741084.0,1131705.0,,257579.0,,,179733538.0,22990656.0,,,,13800604.0,,,,38777935.0,99813126.0,0.01,30000000.0,19096300.0,16138158.0,190963.0,,,,,,127996977.0,,4443536.0,4443536.0,,,,-104612.0,,,,-104612.0,-731947.0,,,,,,,1384443.0,-3384218.0,,,,,,,,,,,,,,,97180.0,,13281396.0,0.51,0.51,0.3449,0.35,,0.0062,,0.0039,,0.0152,,,609379.0,4472.0,,,,,,,,,,,,18874351.0,40979514.0,112847107.0,-167813.0,,,,,,,,,12575185.0,,4338924.0,5000000.0,99202.0,1232485.0,,-145748.0,3021263.0,,,176949.0,,-70309.0,,1714934.0,,75000.0,,,1457865.0,1144613.0,,1883816.0,,13172522.0,3891990.0,840000.0,,1346965.0,,,,,,,,,,57151929.0,179733538.0,24293839.0,,,,,,,,,,28600000.0,,-619719.0,,-19800156.0,,-6798562.0,,25978999.0,,8236261.0,,-1457865.0,,,,,5942399.0,21767117.0,14033050.0,,,,,,,,,,,,,,,,,312043.0,,,2825692.0,7908525.0,873872.0,,,,,,,,,,,6814562.0,0.01,10000000.0,0.0,,2553341.0,,1300000.0,,16000.0,99844.0,,,28438255.0,281868297.0,156430839.0,740387.0,,3269250.0,21200000.0,,414099.0,139373616.0,,142030027.0,,,,,47881105.0,1741084.0,,122581609.0,122581609.0,99843.0,,,,,,,2958142.0,48541663.0,,,,,,16205606.0,16131321.0,,,,,,,,
2011-03-31,2011-05-10,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,,,,,,,,,,,,,,,,64394.0,,,,,,,,10255265.0,,,,9476307.0,23212686.0,,,,,,1539146.0,,,,,30629377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394386.0,0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,4688557.0,10092738.0,,,,,,,,,,,2367917.0,,828771.0,,,-2520208.0,,828771.0,177205.0,,,-9177.0,,489178.0,,-1011970.0,,,,,288522.0,176330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3545339.0,,-6600000.0,,-1376053.0,,4430714.0,,1539146.0,,,,,,,1428953.0,5004041.0,2656439.0,,,,,,,,,,,,,,,,,,,,733946.0,1899262.0,,,,,,,,,,,,1376053.0,,,,,,,,,,,,,6922911.0,,,-49830.0,,,6600000.0,,,,,33285816.0,,,,,10907228.0,464881.0,,,,,,,,,,,,,,,,,,16222989.0,16138158.0,,,,,,,,
2011-06-30,2011-08-08,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,8238242.0,,,545469.0,12115470.0,,132244423.0,32436533.0,,,,,412959.0,268423.0,,,,,171352867.0,19103379.0,,,,10007582.0,,,,9589732.0,26076953.0,0.01,30000000.0,19096300.0,16138158.0,190963.0,,,,,,31491091.0,,,,,,,,,,,,,,,,,,,1384443.0,-3384218.0,,,,,,,,,,,,,,,,,3436015.0,0.22,0.22,,,,,,,,,,,144536.0,,,,,,,,,,,,,4903568.0,10933018.0,114948175.0,,,,,,,,,,5474036.0,,1915900.0,,,,,,,,,,,,,,,86000.0,,,194746.0,,,1965832.0,,13172522.0,4026175.0,,,1346965.0,,,,,,,,,,42157271.0,171352867.0,37899181.0,,,,17000000.0,,,,,,,,,,,,,,,,3558136.0,,-194746.0,,,,,1568538.0,5490621.0,5668782.0,,,,,,,,,,,,,,,,,183254.0,,,719231.0,1930784.0,873872.0,,,,,,,,,,,,0.01,10000000.0,0.0,,3240292.0,,,,,,,3558136.0,7271503.0,284310657.0,152066234.0,,,2505230.0,,,,145109763.0,,37159873.0,,,,,11274007.0,412959.0,,,129195596.0,,,,,,,,2958142.0,48541663.0,,,,,,16223488.0,16138158.0,,,,,,,,
2011-09-30,2011-11-08,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,7919016.0,,,,13202003.0,,134789021.0,32797664.0,,,,,361130.0,235565.0,,,,,170787659.0,23741239.0,437400.0,,,10900776.0,,,,9573416.0,24147082.0,0.01,30000000.0,19096300.0,16138158.0,190963.0,,,,,,36022941.0,,,,,,,,,,,,,,,,,,,999908.0,-3224762.0,,,,,,,,,,,,,,,,,3314598.0,0.0,0.0,,,,,,,,,,,125565.0,,,,,,,,,,,,,5228370.0,11071950.0,116313681.0,,,,,,,,,,-8792.0,,-20071.0,,799681.0,,,,,,,,,,,,,96000.0,,,160237.0,,,1907343.0,,13172522.0,4026175.0,,,1346965.0,,,,,,,,,,41219653.0,170787659.0,21121019.0,,,,,,,,,,16000000.0,,,,,,,,,,11279.0,,-160237.0,,,,,1554277.0,6332818.0,151445.0,,,,,,,,,,,,,,,,,359278.0,,,723890.0,1997541.0,873872.0,,,,,,,,,,,,0.01,10000000.0,0.0,,6652113.0,,,,,,,,7375005.0,281476163.0,146687142.0,,,2481418.0,,,3519148.0,145121042.0,,36174386.0,,,,,11671842.0,361130.0,,129568006.0,,,,,,,,,2958142.0,48541663.0,,,,,,16234443.0,16138158.0,,,,,,,,
2011-12-31,2012-03-14,10-K,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,8693395.0,3612692.0,,768640.0,13829540.0,,138227868.0,33178345.0,5231000.0,1619652.0,0.0,4083700.0,1619652.0,1038051.0,1312845.0,258863.0,,,179600000.0,24862409.0,973607.0,,,13583000.0,,,,39345393.0,92419924.0,0.01,30000000.0,19096300.0,16138158.0,190963.0,,,,,,157477705.0,,4683711.0,4683711.0,,,,-1503638.0,,,,-1503638.0,-2377510.0,6602973.0,,,,6106836.0,-496137.0,615912.0,-1112049.0,,,,,440268.0,4126452.0,1080620.0,459496.0,,,1112049.0,,785328.0,5537132.0,221582.0,,13379538.0,0.38999999999999996,0.38,0.3591,0.35,,0.0096,,0.001,,0.0224,4159055.0,,581601.0,,,,,,,,,,,,,18705566.0,41778046.0,117300741.0,-3428500.0,,,,,,,0.0,,8855927.0,,3180073.0,3650000.0,,-1523100.0,,867842.0,391059.0,,,281293.0,,-154459.0,,-884605.0,,93000.0,,,914308.0,532795.0,88542.0,2165109.0,,19214847.0,6359279.0,730400.0,,1346965.0,,,,,,,,,,49083624.0,179599604.0,23291575.0,,,,,,,,,,24680000.0,,-217945.0,,-5390869.0,,-17390343.0,,22563267.0,,6243147.0,638865.0,-914308.0,,,,,5824382.0,21438854.0,11063804.0,,,,,,,,,,,,,,,5874220.0,1524050.0,1524050.0,,,2891231.0,8025571.0,,,,3800000.0,,,,1470869.0,,,,13591843.0,0.01,10000000.0,0.0,,6198882.0,,15180000.0,,1500.0,,,,29133016.0,291441013.0,153213145.0,84798.0,,2299847.0,19100000.0,,3519148.0,145688335.0,,168541509.0,,,,,40120279.0,1619652.0,,130516000.0,,,,,,,,,2958142.0,48541663.0,,,1313000.0,,,16231325.0,16138158.0,,,,,,,,
2012-03-31,2012-05-09,10-Q,"MONARCH CASINOÂ & RESORT,Â INC",MCRI,CIK0000907242,USD,7091171.0,,,1650890.0,14382328.0,,141602952.0,33446831.0,,,,,268485.0,174515.0,,107679.0,,,175642271.0,22944136.0,74591.0,,,11172854.0,,,,10133551.0,25409520.0,0.01,30000000.0,19096300.0,16138158.0,190963.0,1641367.0,,,,,30046985.0,,,,,,,,,,,,,,,,,,,615912.0,-1112049.0,,,,,,,,,,,,,,,,,3375084.0,0.1,0.1,0.35,,,,,,,,,,93970.0,,,,,,,,,,,,,4725753.0,10585794.0,118744444.0,,,,,,,,,,2523617.0,,882250.0,,,-1602224.0,,882250.0,552789.0,,,-197061.0,,425391.0,,356373.0,,136000.0,,,328661.0,139738.0,,1968048.0,,19214847.0,6359279.0,,,1346965.0,,,,,,,,,,43216438.0,175642271.0,23124389.0,,,,,,,,,,18980000.0,,-2409805.0,,-5700000.0,,-1443703.0,,4733898.0,,1641366.0,,-328661.0,,,,,1295194.0,4368442.0,2852275.0,,,,,,,,,,,,,,,,,1416371.0,0.0,,726224.0,2137356.0,,,,,,,,,,,,1443703.0,0.01,10000000.0,0.0,,6624273.0,,,,,,,,7633056.0,292884716.0,151281764.0,93171.0,,2563049.0,5700000.0,,,147329702.0,,32899260.0,,,,,11685381.0,268485.0,,132425833.0,,,,,,,,,2958142.0,48541663.0,,,,,,16274355.0,16138158.0,,,,,,,,
