end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvertisingExpense,AllocatedShareBasedCompensationExpense,AmortizationOfESOPAward,Assets,AssetsCurrent,AssetsHeldForSaleNotPartOfDisposalGroup,AssetsNoncurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BankOverdrafts,BuildingsAndImprovementsGross,BusinessCombinationConsiderationTransferred1,CapitalLeasedAssetsGross,CapitalLeaseObligations,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsIncurred,CapitalLeaseObligationsNoncurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassPropertyPlantAndEquipmentOtherAccumulatedDepreciation,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostOfRevenue,CostsAndExpenses,CostsAndExpensesRelatedParty,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentIncreaseAccruedInterest,DeferredCompensationArrangementWithIndividualAllocatedShareBasedCompensationExpense,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,DeferredCompensationEquity,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredRentCredit,DeferredRentCreditNoncurrent,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOther,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesPropertyPlantAndEquipment,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,DisposalGroupIncludingDiscontinuedOperationDeferredRevenueNoncurrent,DisposalGroupIncludingDiscontinuedOperationDepreciationAndAmortization,DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,DisposalGroupIncludingDiscontinuedOperationOperatingExpense,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationOtherIncome,DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,DisposalGroupIncludingDiscontinuedOperationRevenue,DueFromJointVentures,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,EntityWideRevenueMajorCustomerPercentage,EscrowDepositDisbursementsRelatedToPropertyAcquisition,ExtinguishmentOfDebtAmount,ExtraordinaryItemNetOfTax,FairValueNetAssetLiability,FederalIncomeTaxExpenseBenefitContinuingOperations,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets,GainLossOnDispositionOfProperty,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeLossIncludingPortionAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationNondeductibleExpenseAmortization,IncomeTaxReconciliationNondeductibleExpenseDepreciationAndAmortization,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAssetsHeldForSale,IncreaseDecreaseInDeferredCompensation,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherDeferredLiability,IncreaseDecreaseInOtherLoans,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LandAndLandImprovements,LeaseAndRentalExpense,LeaseholdImprovementsGross,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,LongTermDebtAndCapitalLeaseObligations,LossesGainsOnSalesOfAssetsAndAssetImpairmentCharges,MachineryAndEquipmentGross,MinorityInterest,MinorityInterestOwnershipPercentageByNoncontrollingOwners,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsCurrent,OtherDepreciationAndAmortization,OtherGeneralExpense,OtherNonoperatingIncomeExpense,PaidInKindInterest,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,ProceedsFromInsuranceSettlementInvestingActivities,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,ProvisionForDoubtfulAccounts,ReimbursementRevenue,RelatedPartyTransactionAmountsOfTransaction,RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromRelatedParties,Revenues,SaleOfStockConsiderationReceivedPerTransaction,SalesRevenueNet,SalesRevenueServicesGross,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2009-03-31,2009-05-15,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-31,10-K,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8860965.0,,,,,,,,,,
2010-06-30,2010-08-16,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218432.0,,,,,,,,,,,,194355.0,364334.0,,,,,,,,,,,,,,,,,,,,,,,,31682.0,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,0.0,,,,368808.0,,,4474.0,-119233.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-123724.0,,,,,,,,,,,,,,,,,,,,,,,,,,-159393.0,-40160.0,-123724.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-119233.0,,,,,,,,,,,,39312.0,563163.0,,,,332652.0,,,,,,,,,,,,,3570000.0,
2010-09-30,2010-11-15,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89699.0,,,,,,,,,,,,184638.0,429338.0,,,,,,,,,,,,,,,,,,,,,,,,26750.0,,,,,,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,0.0,,,,256102.0,,,,-330809.0,-173236.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-157581.0,,,,,,,,,,,,,,,,,,,,,,,,,,-275257.0,-55552.0,-157573.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,-330809.0,,,,,,,,,,,,39012.0,440740.0,,,,402588.0,,,,,,,,,,,,,3642444.0,
2010-12-31,2011-03-24,10-K,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,198664.0,,6421.0,783211.0,14387972.0,,,,,759472.0,29718.0,,,,,0.0,,,,,22415.0,99000.0,,,,,,,,,,10647.0,,262103.0,,,,,0.001,50000000.0,4522123.0,4522123.0,4522.0,690788.0,1680482.0,,,,,,,,,,,,695048.0,,,,,,,,,,,98205.0,98205.0,,,,,,,,,,,,,,,,,,,1231696.0,,-0.23,,,,,,,,,,0.0,,,,,,,,,,,,1268736.0,0.0,,,-928719.0,-411746.0,,,,,,-5193.0,5193.0,,,,,,44573.0,-5228.0,,,,,,,364142.0,,67207.0,,,4412.0,,11142.0,,27.0,-517000.0,,362097.0,,,,,,,759472.0,9686697.0,753397.0,,,,58349.0,,,209501.0,,,,191627.0,-37064.0,-416666.0,,-884087.0,-49825.0,-516973.0,4093177.0,,,,,,,,,,,,,,,,,,0.0,114255.0,,-37064.0,0.001,10000000.0,0.0,0.0,0.0,12650.0,,,0.0,,142656.0,0.0,,,-933912.0,,729754.0,,,,,,-18235.0,0.0,,-24282617.0,157248.0,1959524.0,114255.0,,,1582277.0,,,,-9680622.0,-9890123.0,,,,,,,,3815204.0,
2011-03-31,2011-05-13,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44252.0,,33605.0,,,,,,,,,,193162.0,356051.0,,,,,,,,,,,,,,,,,,,,,,,,26121.0,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,0.0,,,,296123.0,,,,-183368.0,,,,,,,0.0,,0.0,,,,,-39972.0,20.0,,,,,,,102274.0,,,,,1097.0,,-7866.0,,,-123293.0,,140.0,,,,,,,,,,,,,,0.0,,,,,,138106.0,-2805.0,-101694.0,,-184657.0,1289.0,-123440.0,,,-59928.0,,,,,,,,,,,,,,,,-147.0,,0.0,-2805.0,,,,,,,,,,,145749.0,,,0.0,-183368.0,,,,,,,,-5519.0,-2124.0,,,39312.0,489285.0,,,,329930.0,,,,,,,,,0.0,,,,4522123.0,
2011-06-30,2011-08-12,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,127234.0,,0.0,799358.0,14387972.0,,,,,,42318.0,,,,,,,,,,41799.0,,,,,,,,,,,36460.0,,,,,,,0.001,50000000.0,4522123.0,,4522.0,162463.0,395105.0,,,,,,,,,,,,697241.0,,,,,,,,,,,,26873.0,,,,,,,,,,,,,,,,,,,1277175.0,,-0.01,,,,,,,,,,,,,,,,,,36533.0,,,,506598.0,,,111493.0,25304.0,,111493.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,122722.0,,,,,,,,,768765.0,9882497.0,725004.0,,,,27763.0,,,328568.0,,,,,,,,-95050.0,120354.0,0.0,4090995.0,4184495.0,,,,,,,,,,,,,,,,86189.0,0.0,,,,0.001,10000000.0,0.0,,0.0,5857.0,,,,,,,,,25304.0,,726447.0,,,,,,,,,-24559798.0,39312.0,669061.0,,,,368232.0,,,,-9838736.0,-10167304.0,,,,,,,,4522123.0,
2011-09-30,2011-11-14,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,171699.0,,6205.0,832626.0,14387972.0,,,,,745862.0,28287.0,,,,,20896.0,,,,,37030.0,,,,,,,,,,,0.0,,,,,,,0.001,50000000.0,4522123.0,4522123.0,4522.0,177202.0,432951.0,,,,,,,,,,,,698338.0,,,,,,,,,,,,28596.0,,,,,,,,,,,,,,,,,,,1309642.0,,-0.05,,,,,,,,,,,,,,,,,,0.0,,,,322159.0,,,,-234393.0,-110792.0,-110792.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-123601.0,,,,,,,,,745862.0,10077831.0,741160.0,,,,42822.0,,,315271.0,,,,,,,,-221096.0,-13297.0,0.0,4090995.0,,,,,,,,,,,,,,,,,-123601.0,0.0,,,,0.001,10000000.0,0.0,0.0,0.0,22082.0,,,,,,,,,-234393.0,,717575.0,,,,,,,,,-24780894.0,39312.0,499361.0,,,,404355.0,,,,-10073129.0,-10388400.0,,,,,,,,4522123.0,
2011-12-31,2012-03-23,10-K,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,160469.0,,2807.0,856025.0,14387972.0,,228052.0,,,805543.0,112179.0,,,,,29184.0,252866.0,,115884.0,,43208.0,21171.0,29469.0,,,,,,,49154.0,23179.0,1900.0,,-8747.0,,,,,0.001,50000000.0,4522123.0,4522123.0,4522.0,646070.0,1600585.0,90814.0,0.0,-203348.0,,,,,,203348.0,-209433.0,,699434.0,,,5874099.0,,0.0,,20000000.0,2396.0,-5874099.0,,109628.0,109628.0,,,,,,,,,,,,,,,,,,,1370830.0,,-0.15,,,,,,,,,,-90000.0,,,,,144955.0,,,36533.0,-36533.0,,,1475471.0,-36533.0,,,-581772.0,-125114.0,-125114.0,,,,,0.0,0.0,,,,,,-38195.0,3614.0,,,,,,,410103.0,,93499.0,,,4387.0,,-4822.0,,0.0,493044.0,410100.0,9344.0,,,380479.0,481673.0,339121.0,11067937.0,805543.0,10339034.0,728903.0,,,,29469.0,,40597.0,321592.0,,,,222364.0,-126705.0,-104406.0,,-693863.0,112091.0,-456658.0,4184495.0,4184495.0,,,,,,,,,,,,4536245.0,,,,456658.0,-147.0,0.0,,83141.0,0.001,10000000.0,0.0,0.0,0.0,107472.0,,,46436.0,,139134.0,29184.0,,,-581772.0,1549389.0,693364.0,72316.0,,,,,8087.0,2182.0,,-24976480.0,157248.0,2121541.0,,1964293.0,,1490957.0,,,,-10262394.0,-10583986.0,,,,,,,,4522123.0,
2012-03-31,2012-05-14,10-Q,GLOBAL ACQUISITIONS CORPORATION,AASP,CIK0000930245,USD,132289.0,,150.0,857999.0,14387972.0,,,,,847479.0,56667.0,,,,,0.0,,,,,32003.0,,,,,,,,,,,45700.0,,43800.0,,,,,0.001,50000000.0,4522123.0,4522123.0,4522.0,199399.0,378850.0,22892.0,,,,,,,,,,,700257.0,,,,,,,,,,,,29443.0,,,,,,,,,,,,,,,,,,,1423409.0,,-0.04,,,,,,,,,,,,,,,,,,1673.0,-1673.0,,,364277.0,,,,-148226.0,,,,,,,0.0,,0.0,,,,,-28180.0,2657.0,,,,0.0,,,106525.0,,,,,822.0,,6655.0,,,-135326.0,,2217.0,,,,121244.0,,,847479.0,10524569.0,733530.0,,,,33273.0,-1673.0,,346686.0,,,,140179.0,-35218.0,-61161.0,,-173320.0,25094.0,-133653.0,4279495.0,4279495.0,-14573.0,,,,,,,,,,,,,,,,-133653.0,,90000.0,-36893.0,0.001,10000000.0,0.0,0.0,0.0,10817.0,,,,95001.0,52579.0,-29184.0,,1675.0,-148226.0,,790812.0,,,,,,-7401.0,0.0,,-25149800.0,39312.0,563676.0,,,,349407.0,,,,-10410620.0,-10757306.0,,,,-29184.0,,,,4522123.0,
