end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdvanceRoyaltiesCurrent,AdvertisingExpense,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessCombinationConsiderationTransferredOther,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTax,ConcentrationRiskPercentage1,ContractAdministrationExpense,ConvertibleLongTermNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentUnamortizedDiscount,DeferredCreditsAndOtherLiabilitiesCurrent,DeferredRevenue,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToOtherRelatedPartiesCurrent,DueToOtherRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCash,ExplorationCosts,ExplorationExpenseMining,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,FiniteLivedIntangibleAssetsNet,GainLossOnDerivativeInstrumentsNetPretax,GainLossRelatedToLitigationSettlement,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidRoyalties,InterestExpense,InterestPaid,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterials,InvestmentsInAndAdvancesToAffiliatesBalanceShares,IssuanceOfStockAndWarrantsForServicesOrClaims,LandSubjectToGroundLeases,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCreditFacilityCurrentBorrowingCapacity,LinesOfCreditCurrent,LoansPayable,LoansPayableCurrent,LongTermLoansPayable,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NoncashContributionExpense,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesIncomeStatementSubleaseRevenue,OperatingLeasesRentExpenseSubleaseRentals1,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssetsCurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaidInKindInterest,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireMiningAssets,PaymentsToAcquireRoyaltyInterestsInMiningProperties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLinesOfCredit,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfLinesOfCredit,RepaymentsOfLongTermDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyExpense,SalariesWagesAndOfficersCompensation,SaleOfStockPricePerShare,SalesRevenueNet,ShareBasedCompensation,ShareBasedGoodsAndNonemployeeServicesTransactionExpense,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,UnrealizedGainLossOnDerivatives,ValuationAllowanceAmount,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2009-10-31,2010-01-12,10-K,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,,,,,,,,,,,,,,,,,,,,7482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39125.0,9600.0,,,,,,,,,,,,,39125.0,-13303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6572.0,,,,,,,,,,,,,,,,
2010-07-31,2010-09-13,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,,,,,,,,,,,,,,,,,,2675.0,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45500000.0,,
2010-10-31,2011-03-08,10-K,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,12343.0,,,,,24800.0,,,,,,,,,4377.0,,4377.0,4377.0,,4377.0,-3105.0,0.001,750000000.0,45500000.0,,45500.0,,,,,,,,,,,,,,,,,,,,,,83919.0,,,,,5653.0,0.0,,,,,,,,,,,,,,,,14247.0,,,,4844.0,,,,,,1403.0,,,,,,,,,,,,,,,,,,,,,4377.0,17996.0,,,,,,,2539.0,,,,-5644.0,,-14247.0,7200.0,,,,,,,,,,,,,14247.0,-4844.0,,,,,,,,,,,,,,,,,,,,,,2539.0,,,-14247.0,,,,,,,,,,,,,,,,,,,-13619.0,,,,,,,,,,,,,,45500000.0,,
2011-01-31,2011-03-14,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,,,,,,,,,,,,,,,,,,4359.0,,,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,5123.0,,,,,,,,,,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375.0,,,,-3393.0,,-5123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3375.0,,,-5123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45500000.0,,
2011-04-30,2011-05-26,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,,,,,,,,,,,,,,,,,,,,4341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,45500000.0,,
2011-07-31,2011-09-12,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,16711.0,,,,,24800.0,,,,,,,,,4323.0,,4323.0,4323.0,,,,0.001,750000000.0,45500000.0,,45500.0,,,,,,,,,,,,,,,,,,,,,,96168.0,,,,,13480.0,0.0,,,,,,,,,,,,,,,,3283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323.0,30191.0,,,,,,,,,,,,,-3283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.0,,,,,,,,,,,,0.0,,,,,,,,-25868.0,,,,,,,,,,,,,,45500000.0,45500000.0,
2011-10-31,2012-01-27,10-K,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,18055.0,,,,,24800.0,,,,,,,,,4305.0,,4305.0,4305.0,,4305.0,-72.0,0.001,750000000.0,45500000.0,45500000.0,45500.0,45500.0,,,,,,,,,,,,,,,,,,,,,-98758.0,,,14708.0,,14708.0,0.0,,,,,,,,,,,,,,,,14839.0,,,,5045.0,,,,,5712.0,5712.0,,,9055.0,,,,,,,,,,,,,,,,,,4305.0,32763.0,,,,,,,9055.0,,,,-9127.0,,-14839.0,,,,,,,,,,,,,,14839.0,-5045.0,,,,,,,,,,,,,,,8050.0,,,,,,,9055.0,,,-14839.0,,,,,,,,,,,,,,,,,,,-28458.0,,,,,,,,,,,,,,45500000.0,45500000.0,
2012-01-31,2012-03-01,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,24735.0,,,,,24800.0,,,,,,,,,,,,,,,-4305.0,0.001,750000000.0,45500000.0,,,45500.0,,,,,,,,,,,,,,,,,,,,,109456.0,,,,,14421.0,0.0,,,,,,,,,,,,,,,,10698.0,,,,,,,,,6680.0,6680.0,,,,,,,,,,,,,,,,,,,,,,39156.0,,,,,,,-287.0,,,,-4018.0,,-10698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-287.0,,,-10698.0,,,,,,,,,,,,,,,,,,,-39156.0,,,,,,,,,,,,,,45500000.0,45500000.0,
2012-04-30,2012-06-07,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,21741.0,,,,,93800.0,,,,,,,,,66829.0,,66829.0,66829.0,,66829.0,,0.001,750000000.0,46500000.0,46500000.0,46500.0,,,,,,,,,,,,,,,,,,,,,,-114812.0,,,,,19600.0,0.0,,,,,,,,,,,,,,,,5356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66829.0,41341.0,,,,,,,,,,,,,-5356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,25488.0,,,,,,,,,,,,,,46344444.0,46344444.0,
2012-07-31,2012-09-10,10-Q,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,22861.0,,,,,93800.0,,,,,,,,,58444.0,,58444.0,32022.0,,,,0.001,750000000.0,46500000.0,46500000.0,46500.0,,,,,,,,,,,,,,,,,,,,,,-124483.0,,,19766.0,,,0.0,,,,,,,,,,,,,,,,9671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58444.0,42627.0,,,,,,,,,,,,,-9671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-122415.0,,,,,,,,,,,,,,,46500000.0,
2012-10-31,2013-02-01,10-K,"NUTRANOMICS, INC.",NNRX,CIK0001451433,USD,,23981.0,,,,,93800.0,93800.0,,,,,,,,61989.0,,53939.0,51358.0,19336.0,,49634.0,0.001,750000000.0,46500000.0,46500000.0,46500.0,,,1.0,,,,951933.0,,,,,,,,,,,2075.0,,,,122325.0,,,20033.0,20033.0,20033.0,0.0,,,,,,,,,,,,,,,,130875.0,,273977.0,61703.0,8013.0,,,,,5926.0,276177.0,352696.0,7588.0,5325.0,20033.0,-36124.0,614.0,-8050.0,,6663.0,1612.0,,,,,,,,12493.0,,,61989.0,44014.0,,,,,,,75325.0,-9358.0,,-1663.0,-25691.0,30357.0,38136.0,,,,,,205611.0,68366.0,,,,,3300.0,,23567.0,-8013.0,,,,,-6663.0,,1663.0,,,,,,,,8050.0,8050.0,24800.0,,70000.0,,250206.0,81087.0,,721.0,,30655.0,,,101.0,38148.0,,297279.0,,,,,58551.0,97582.0,,1225910.0,,,,17975.0,,,,,,,,,,,,41591.0,8013.0,,71215926.0,25005544.0
