end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesFairValueDisclosure,AdditionalPaidInCapitalCommonStock,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessAcquisitionPreacquisitionContingencyAmount,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CurrentFederalTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtInstrumentInterestRateStatedPercentage,DeconsolidationGainOrLossAmount,DeferredFederalIncomeTaxExpenseBenefit,DeferredFederalStateAndLocalTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsTaxCreditCarryforwardsOther,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DiscontinuedOperationTaxEffectOfDiscontinuedOperation,DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,DueFromRelatedParties,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCredits,EffectiveIncomeTaxRateReconciliationTaxCreditsOther,EquityMethodInvestmentOwnershipPercentage,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,InterestExpense,InterestExpenseRelatedParty,InterestIncomeExpenseNonoperatingNet,InterestPayableCurrent,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityCurrentBorrowingCapacity,LineOfCreditFacilityInterestRateAtPeriodEnd,LineOfCreditFacilityInterestRateDuringPeriod,LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityRemainingBorrowingCapacity,LossContingencyAccrualAtCarryingValue,ManagementFeeAmountPaid,ManagementFeePayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherIncome,OtherNonoperatingIncome,PaymentForManagementFee,PaymentsForFees,PreferredStockNoParValue,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfWarrants,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromWarrantExercises,ProfitLoss,RelatedPartyCosts,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RetainedEarningsAccumulatedDeficit,Revenues,ServiceManagementCosts,SeveranceCosts1,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,StockholdersEquity,StockIssuedDuringPeriodSharesStockOptionsExercised,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DebtInstrumentIncreaseAccruedInterest
2008-12-31,2009-03-27,10-K,THEGLOBE COM INC,TGLO,CIK0001066684,pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-26,10-K,THEGLOBE COM INC,TGLO,CIK0001066684,pure,,,,,,,,,,,1259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3088899.0,,,,,,
2010-06-30,2010-08-10,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,,,,,,,,,,,4872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32618.0,-23833.0,,-23833.0,,,,-150.0,,,,,,,,,,,,,,,12465.0,,,,,,,,,,,,,,,,,,,,,,,,-23983.0,68785.0,,92618.0,-92618.0,,,,,,,,,,,,,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-01,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,,,,,,,,,,,18588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32375.0,-10176.0,,-23720.0,,,,,,-13544.0,,,,,,,,,,,,,12603.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-10176.0,68655.0,,92375.0,-92375.0,,,,,,,,,,,,,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-25,10-K,THEGLOBE COM INC,TGLO,CIK0001066684,pure,178084.0,,238320.0,,,294301845.0,,,9004.0,,2689.0,1430.0,,,-61752.0,0.001,500000000.0,441484838.0,441484838.0,441485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113319.0,-59415.0,,-72709.0,,,,-1752.0,,-13294.0,,,-6395.0,118320.0,15.0,,-40000.0,,-657.0,,,,50000.0,-640.0,123233.0,,9004.0,3159070.0,,1669556.0,,,,,,,,,,,,,,,1430.0,63182.0,-61167.0,280610.0,500000.0,353319.0,-353319.0,,,,,,,,,,,6315.0,,,,,,240000.0,,-297893396.0,,,,,,,,,,,,13542500.0,0.17,,,,,-3150066.0,,,,,,
2011-03-31,2011-05-06,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,,,,,,,,,,,1567.0,-1122.0,,,-15274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20226.0,-5055.0,,-5055.0,,,,-274.0,,,,,20923.0,1680.0,-15680.0,,,,45.0,,,,12329.0,,,,,,,,,,,,,,,,,,,,,,-1122.0,14152.0,-5329.0,75171.0,,80226.0,-80226.0,,,,,,,,,,,,,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-11,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,178876.0,,268820.0,,,294301845.0,,,7761.0,,1356.0,,,,,0.001,500000000.0,441484838.0,441484838.0,441485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23986.0,-8951.0,,-8951.0,0.0,,,-150.0,0.0,0.0,,,,,,,,,,,,,12465.0,,148028.0,,7761.0,3172257.0,,1639556.0,,,,,,,,,,,,,,,,,-9101.0,75035.0,500000.0,83986.0,-83986.0,,,,,,,,,,,6405.0,,,,,,60000.0,,-297907826.0,0.0,,,,,,,,,,,,,,,,,-3164496.0,,,,441484838.0,,
2011-09-30,2011-11-01,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,178084.0,,273820.0,,,294301845.0,,,6683.0,,1020.0,,,,,0.001,500000000.0,441484838.0,441484838.0,441485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23786.0,-8889.0,,-8889.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,12603.0,,160630.0,,6683.0,3180068.0,,1624556.0,,,,,,,,,,,,,,,,,-8889.0,74897.0,500000.0,83786.0,-83786.0,,,,,,,,,,,5663.0,,,,,,60000.0,,-297916715.0,0.0,,,,,,,,,,,,,,,,,-3173385.0,,,,441484838.0,,
2011-12-31,2012-03-28,10-K,THEGLOBE COM INC,TGLO,CIK0001066684,pure,178184.0,,291070.0,312763.0,,294301845.0,,,6326.0,,1354.0,-1335.0,,,-60523.0,0.001,500000000.0,441484838.0,441484838.0,441485.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,65585000.0,0.0,62914000.0,,12000.0,352000.0,,833000.0,65585000.0,0.0,1610000.0,,,130769.0,,0.0,0.34,-0.3796,0.0,0.0,0.0,0.0396,0.0,,,104928.0,-38660.0,,-38660.0,0.0,,,-523.0,0.0,0.0,0.0,,100.0,52750.0,-6345.0,,,,-1343.0,,,,50000.0,,173233.0,,6326.0,3195575.0,,1609556.0,1000000.0,,500000.0,,,,,,,,,,,,-1335.0,59188.0,-39183.0,306268.0,500000.0,344928.0,-344928.0,,136135.0,18.0,18.0,,181250.0,,,,,4972.0,13502500.0,15752500.0,,2250000.0,,240000.0,,-297932579.0,0.0,,,,4525141.0,13502500.0,0.17,40000.0,0.0,,0.0,13502500.0,0.17,0.0,0.12,0.0,0.0,-3189248.0,0.0,15000.0,,441484838.0,,
2012-03-31,2012-05-08,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,181431.0,,312070.0,,,294301845.0,,,5945.0,,998.0,-356.0,,,-15125.0,0.001,500000000.0,441484838.0,441484838.0,441485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49353.0,-28069.0,,-28069.0,0.0,,,-125.0,0.0,0.0,,,3247.0,21000.0,6100.0,,,,-25.0,,,,12466.0,,185699.0,,5945.0,3223388.0,,1594556.0,,,,,,,,,,,39000.0,,,,-356.0,14769.0,-28194.0,81284.0,500000.0,109353.0,-109353.0,,,,,,,,,,,4947.0,13502500.0,15752500.0,,2250000.0,,60000.0,,-297960773.0,0.0,,,,,,,,,,,,,,,,,-3217443.0,,,,441484838.0,,
2012-06-30,2012-08-10,10-Q,THEGLOBE COM INC,TGLO,CIK0001066684,pure,178216.0,,339320.0,,,294301845.0,,,6129.0,,1207.0,,,,,0.001,500000000.0,441484838.0,441484838.0,441485.0,,,,,,,,,,,,,,,,,,,,1580000.0,,,,,,,,,,,,,,,29451.0,-8166.0,,-8166.0,0.0,,,-150.0,0.0,0.0,,,,,,,,,,,,,12465.0,,198165.0,,6129.0,3231888.0,,1579556.0,1000000.0,,500000.0,,,,,,,1200000.0,,339320.0,,,,,-8316.0,81285.0,500000.0,89451.0,-89451.0,,,,,,,,,,,4922.0,,,,,,60000.0,,-297969089.0,0.0,,,,9504000.0,13480000.0,0.17,,,,,13480000.0,0.17,,,,0.0,-3225759.0,,,,441484838.0,,
