end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,CapitalUnitsAuthorized,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,CostOfRevenue,DebtInstrumentDecreaseForgiveness,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,DefinedBenefitPlanContributionsByEmployer,DepreciationDepletionAndAmortization,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,FiniteLivedContractualRightsGross,GainLossOnDispositionOfAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLeaseLiability,InterestExpense,InterestExpenseRelatedParty,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansPayableCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OtherAssets,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherIncome,OtherReceivablesNetCurrent,PaidInKindInterest,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromNotesPayable,ProceedsFromOtherEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRoyaltiesReceived,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,RoyaltyExpense,SellingAndMarketingExpense,ShareBasedCompensation,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityNoteSubscriptionsReceivable,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,DepreciationAndAmortization,EntertainmentLicenseAgreementForProgramMaterialNotInFilmGroupImpairment,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInOtherCurrentAssets,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,OperatingLossCarryforwards,PaymentsForRepurchaseOfCommonStock,RoyaltyIncomeNonoperating,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedDuringPeriodShares,TreasuryStockShares,TreasuryStockValue,UnrecognizedTaxBenefits
2020-08-31,2020-10-20,10-Q,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,0.0,,,,,-159.0,,,,,1593.0,,,760000000.0,,1593.0,,,,0.0001,750000000.0,1588800.0,1588800.0,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.0,,3444.0,,,,38444.0,1593.0,38444.0,,35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,,,,,,,,,,8600.0,,,,0.0,,,-36851.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,2021-01-11,10-Q,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,4513.0,,,,,,,,,,,,,1873.0,,,,,,,,,,,,,,,,,,,,,,-489239.0,-1873.0,,,487366.0,-487366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.0,-489239.0,,,480333.0,,,,,,,479000.0,1333.0,,1100.0,,,700.0,480000.0,1619869.0,,,,,,,,,,,,,,
2021-03-31,2021-05-17,10-Q,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,1821981.0,21786.0,1058663.0,833333.0,10211.0,11863102.0,,,,0.0,2122038.0,2056515.0,65523.0,,2034729.0,,,1831764.0,,0.0001,750000000.0,29974740.0,29974740.0,2839.0,1000000.0,0.0,,,,,0.0,481.0,-0.07,,0.0,,,1737426.0,75000.0,-1950081.0,0.0,0.0,,188085.0,0.0,326517.0,0.0,0.0,9728.0,34737.0,,0.0,,50000.0,0.0,770000.0,,2122038.0,5671300.0,164723.0,,150000.0,134038.0,0.0,8682.0,5279.0,2001.0,0.0,150000.0,2487034.0,,-655270.0,-1950081.0,-250000.0,1155095.0,604000.0,1775081.0,-1700081.0,11250.0,31561.0,14723.0,48497.0,18750.0,33750.0,50497.0,,2000.0,,,0.0,,,0.0001,10000000.0,8000.0,8000.0,1.0,,2907500.0,,,0.0,0.0,-122405.0,,0.0,,-1950081.0,25237.0,15026.0,,,0.0,-16050927.0,75000.0,250000.0,2918.0,,,-3713985.0,,,770000.0,2907500.0,,28665384.0,,,,,,,,,,,,,,
2021-06-30,2021-08-16,10-Q,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,2746627.0,21786.0,196401.0,1000000.0,10578.0,16538223.0,,,676892.0,,2738290.0,1933090.0,,,1911304.0,,,,,0.0001,750000000.0,32640404.0,32640404.0,3106.0,1000000.0,0.0,,,,,,,-0.09,,750000.0,,,2580971.0,0.0,-2713235.0,0.0,,,,,,,,,43098.0,,,,0.0,,,4878623.0,2738290.0,4713900.0,164723.0,,150000.0,134038.0,,8682.0,5279.0,2001.0,0.0,150000.0,,,,-2713235.0,-89167.0,749595.0,,2624069.0,-2622593.0,,21276.0,14723.0,38541.0,15000.0,22500.0,790541.0,2000.0,,77500.0,,,,,0.0001,10000000.0,8000.0,8000.0,1.0,,,,,,,,,,,-2713235.0,25237.0,14660.0,,,0.0,-18764162.0,0.0,166667.0,0.0,,,-2140332.0,,,1035000.0,1533996.0,,30412242.0,,,,,,,,,,,,,,
2021-09-30,2021-11-15,10-Q,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,1281314.0,26302.0,153811.0,1000000.0,10944.0,23902974.0,,1897585.0,2301879.0,,7682976.0,2836164.0,,,2809861.0,,,,,0.0001,750000000.0,34750733.0,34750733.0,3317.0,0.0,0.0,,,,,,,-0.17,,4804167.0,-2000.0,,6759339.0,0.0,-5946356.0,0.0,,,,,,,,,188559.0,,,,0.0,0.0,,7110201.0,7682976.0,5445478.0,1664723.0,,1650000.0,134038.0,0.0,8682.0,5279.0,1502001.0,,1650000.0,,,,-5946356.0,1001543.0,3999595.0,0.0,6947898.0,-6947898.0,,10758.0,14723.0,28352.0,18750.0,11250.0,4832519.0,0.0,,0.0,,,,,0.0001,10000000.0,8000.0,8000.0,1.0,,,,,,,,,,,-5946356.0,25237.0,14293.0,,,0.0,-24710518.0,0.0,,0.0,,,572774.0,,,607500.0,3852499.0,,34060556.0,,,,,,,,,,,,,,
2021-12-31,2022-03-11,10-K,"Coeptis Therapeutics, Inc.",COEP,CIK0001819663,USD,134092.0,0.0,199126.0,0.0,11311.0,30144374.0,10135743.0,1897585.0,5497132.0,0.0,6765576.0,2179558.0,,,2179558.0,,,1976593.0,,0.0001,750000000.0,37082864.0,36754064.0,3550.0,0.0,0.0,,,0.0,7130000.0,,447413.0,-0.42,,4554167.0,-2000.0,160095.0,14118014.0,75000.0,-13449280.0,0.0,0.0,,-1578145.0,-21786.0,-424020.0,,0.0,-1317.0,187133.0,,0.0,,0.0,0.0,2757501.0,4414942.0,6765576.0,2764942.0,1650000.0,,1650000.0,147817.0,0.0,2183.0,0.0,1500000.0,,1650000.0,8216033.0,-1750000.0,-4489440.0,-13449280.0,783786.0,2417000.0,0.0,14308066.0,-14233066.0,45000.0,14724.0,0.0,17925.0,,,4572091.0,0.0,,198910.0,,0.0,1750000.0,0.0,0.0001,10000000.0,,,1.0,,10136500.0,,77595.0,0.0,0.0,,0.0,,,-13449280.0,25237.0,13926.0,,1700000.0,0.0,-27550126.0,75000.0,,2918.0,1897585.0,,2350634.0,,760000000.0,2757501.0,10136500.0,,32400101.0,2179558.0,2546.0,0.0,-1000000.0,-2000.0,18750.0,23000000.0,247165.0,1000000.0,,,328800.0,247165.0,
