end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableCurrent,AccountsPayableInterestBearingInterestRate,AccountsReceivableGross,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccruedLiabilitiesForCommissionsExpenseAndTaxes,AccruedPayrollTaxes,AccruedPayrollTaxesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AcquiredFiniteLivedIntangibleAssetResidualValue,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalOther,AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,BankOverdrafts,BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,BusinessCombinationContingentConsiderationAsset,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,Cash,CashAcquiredFromAcquisition,CashAcquiredInExcessOfPaymentsToAcquireBusiness,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ConvertibleNotesPayable,CostOfGoodsAndServicesSold,CostOfRevenue,CostsAndExpenses,CurrentIncomeTaxExpenseBenefit,CustomerDepositsCurrent,DebtCurrent,DebtDefaultShorttermDebtAmount,DebtInstrumentConvertibleEffectiveInterestRate,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsGross,DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,DepositAssets,DepositsAssets,Depreciation,DepreciationAndAmortization,DerivativeFairValueOfDerivativeLiability,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DerivativeNetLiabilityPositionAggregateFairValue,DueFromRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,EmployeeRelatedLiabilitiesCurrent,EmployeeRelatedLiabilitiesCurrentAndNoncurrent,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,FeesAndCommissions,FeesAndCommissionsCreditCards,FiniteLivedIntangibleAssetsNet,FurnitureAndFixturesGross,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillAcquiredDuringPeriod,GoodwillImpairmentLoss,GoodwillOtherChanges,GoodwillTranslationAdjustments,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInCustomerDeposits,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInFuelInventories,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInSecurityDeposits,InsuranceCommissions,InsuranceCommissionsAndFees,InsuranceServicesRevenue,InterestAndDebtExpense,InterestAndFeeIncomeLoansTradeFinancing,InterestCostsCapitalized,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InventoryAdjustments,InventoryNet,InventoryWriteDown,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,LeaseConcessions,LeaseholdImprovementsGross,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LinesOfCreditCurrent,LitigationReserve,LoansPayable,LongDurationContractsAssumptionsByProductAndGuaranteeVolatilityRate,LongLivedAssetsHeldForSaleGainLossOnSale,LongTermDebt,LongTermDebtAndCapitalLeaseObligations,LongTermDebtPercentageBearingFixedInterestRate,LongTermInvestmentsAndReceivablesNet,LongTermNotesAndLoans,MachineryAndEquipmentGross,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NoncashMergerRelatedCosts,NoncashOrPartNoncashAcquisitionDebtAssumed1,NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,NoncurrentAssets,NotesIssued1,NotesPayable,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePaymentsUse,OperatingLeaseRightOfUseAsset,OperatingLeasesRentExpense,OperatingLeasesRentExpenseMinimumRentals,OperatingLossCarryforwards,OriginationOfLoanToPurchaseCommonStock,OtherAccountsPayableAndAccruedLiabilities,OtherGeneralAndAdministrativeExpense,OtherIncome,OtherLaborRelatedExpenses,OtherPrepaidExpenseCurrent,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaidInKindInterest,PaymentsForProceedsFromLoansAndLeases,PaymentsOfDebtExtinguishmentCosts,PaymentsToAcquireProductiveAssets,PaymentsToAcquireRestrictedCertificatesOfDeposit,PaymentsToEmployees,PreferredStockAdditionalSeriesParOrStatedValuePerShare,PreferredStockAdditionalSeriesSharesAuthorized,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrincipalAmountOutstandingOnLoansSecuritized,ProceedsFromAccountsReceivableSecuritization,ProceedsFromCollectionOfLoansReceivable,ProceedsFromConvertibleDebt,ProceedsFromDebtNetOfIssuanceCosts,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromSaleOfMachineryAndEquipment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalFees,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,RepaymentsOfAssumedDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherDebt,RepaymentsOfRelatedPartyDebt,RepaymentsOfSecuredDebt,RepaymentsOfShortTermDebt,RestrictedCashAndInvestmentsCurrent,RetainedEarningsAccumulatedDeficit,Revenues,RevenuesNetOfInterestExpense,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SaleLeasebackTransactionMonthlyRentalPayments,ShareBasedCompensation,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageRemainingContractualTerm1,ShippingHandlingAndTransportationCosts,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,TechnologyServicesCosts,TreasuryStockSharesAcquired,ValuationAllowanceAmount,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsBalance,ValuationAllowancesAndReservesBalance,ValuationAllowancesAndReservesPeriodIncreaseDecrease,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2012-12-31,2013-03-07,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,32007.0,,17684.0,17684.0,17684.0,,,40031.0,,45.0,,10918611.0,,,,,,,,27412.0,24087.0,,,,,,,,,,,,,,1824.0,,,1825.0,,0.001,1000000000.0,77460612.0,77460612.0,,77461.0,,,,-78649.0,,,1500.0,250000.0,,,,,,,366000.0,366000.0,,4578.0,,,,,0.0,,,,,,,,0.0,,,,,,,,261202.0,0.0,,3371.0,,,,,,,,182553.0,-49546.0,-49545.0,,,,,,,,,,,,,,,,,,,,,,,,,8830.0,168521.0,92681.0,,,,1.0,,0.0,,,,,,,51916.0,18599.0,,,11321.0,,27412.0,378193.0,,,250000.0,,,,,,,,,,,,,-49545.0,,,,,,,,,,,,54655.0,232098.0,,,,,,,,74040.0,1045000.0,,,32202.0,,87921.0,,,,,,,,,0.001,100000000.0,0.001,,,,,,,,,,,,,,,,,,21252.0,,3371.0,,3326.0,,,,,,,,,-11346852.0,,,,,,,,,,,-350779.0,,,0.0,,,,,,57.0,,366000.0,,,,,,,77460612.0
2013-03-31,2013-05-15,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,32007.0,,,,,4243.0,,,42592.0,,,,10918611.0,,,,,,,,12033.0,8821.0,1613.0,,,,,,,,,,,,,,,,,,0.001,1000000000.0,77460612.0,77460612.0,,77461.0,,,,133474.0,,,1500.0,,,,,,,,,372000.0,372000.0,4578.0,,114.0,,,,,,,,,,,,,,,,,,,345421.0,,,,,,,,,,,211947.0,-17953.0,-17953.0,,,,,,,,,,,,,,,,,,,,,,,,,3411.0,174875.0,170546.0,,,,,,,,,,,,,69830.0,9330.0,,,6860.0,,12033.0,380767.0,,,250000.0,,,,,,,,,,,,,-17953.0,,,,,,,,,,,,53055.0,229900.0,,,,,,,,,,,,85428.0,,35486.0,,,,,,,,,0.001,100000000.0,0.001,100000000.0,0.0,0.0,,,,,,,,,,,,,,,18646.0,,,,3212.0,,,,,,,,,-11364805.0,,,,,,,,,,,-368732.0,,,,,,,,,796.0,,,,,,,,,77460612.0
2013-06-30,2013-10-15,10-K,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,32008.0,32008.0,,1780.0,1780.0,1780.0,0.0,,42592.0,42592.0,486.0,,11005297.0,,,,,,,,19829.0,12366.0,,,,,,,,,,,,,,10586.0,,,10586.0,-8569.0,0.001,1000000000.0,774606.0,774606.0,,775.0,,,,-649161.0,,,1500.0,,,,,,,,,512000.0,368000.0,4578.0,,486.0,486.0,,,,,,,,,,-0.06,,,,,,,,1524576.0,17987.0,,3371.0,,,,,,,,875415.0,-38839.0,-48715.0,,,,0.0,,,-31987.0,,-1780.0,,,,-4578.0,,-4578.0,,,25892.0,,,57584.0,,,,35034.0,811136.0,713440.0,10000.0,,,-10000.0,,125.0,0.0,,,,,,211069.0,68708.0,,,63297.0,,19829.0,371584.0,,,250000.0,,,,,,,,,,45484.0,-3371.0,-50682.0,-48715.0,,,,,,,,,,,45484.0,45484.0,914254.0,,,,,,,,,1052000.0,,,209052.0,,214717.0,,,,,,,,130000.0,0.001,100000000.0,0.001,100000000.0,0.0,0.0,,,,,,,,,,,,-12100.0,,,85633.0,-3371.0,3371.0,,2885.0,,,,,-12100.0,,,,-11357826.0,,,,,,,,,,,-351753.0,,,,,,,,,8273.0,,368000.0,,-512000.0,,144000.0,,,774606.0
2013-09-30,2013-11-19,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,19955.0,,,1780.0,1780.0,1780.0,,,42592.0,,619.0,,10934381.0,5938.0,,,,5938.0,,,30248.0,26181.0,,,,,,,,,,,,,,19823.0,,,19824.0,9238.0,0.001,1000000000.0,77490612.0,77490612.0,,77491.0,,5938.0,,-96112.0,,,1500.0,7305.0,,,,,,,,384300.0,384300.0,4578.0,,12735.0,134.0,,-8950.0,,56447.0,,,,,,-0.06,,,57991.0,1544.0,,,,168965.0,3565.0,,3371.0,,,,,,,,72854.0,-28564.0,-49030.0,,,,0.0,,,-12053.0,,,,,,,,,,8950.0,,,,,,,,22237.0,52040.0,116925.0,2500.0,,,-11516.0,,,3078.0,3078.0,,,,,25850.0,1520.0,,,12734.0,,30248.0,425231.0,,,250000.0,2.03,,,,,,,,,50815.0,-1315.0,-40262.0,-49030.0,,,,,,,,,,,,41494.0,101418.0,,,,,,,,,1098000.0,,,134.0,,,,,,,,,,130000.0,0.001,100000000.0,0.001,100000000.0,0.0,0.0,,,,,,15000.0,,,,47500.0,,,,,3300.0,-1315.0,4686.0,,4067.0,1315.0,,,-7695.0,-3990.0,,15000.0,,-11406854.0,168965.0,,,,,56447.0,,0.63,,,-394983.0,,,3300.0,,3300.0,,,,4093.0,,384300.0,,,,,,,774639.0
2013-12-31,2014-02-19,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,17955.0,,,1780.0,1780.0,1780.0,1425.0,,42592.0,,794.0,,10944306.0,,,,,,,,10628.0,6736.0,,,,,,,,,,,,,,378.0,,,379.0,,0.001,1000000000.0,77565612.0,77490612.0,,77566.0,,25240.0,,-59781.0,,,1500.0,11416.0,,,,,,,,404600.0,404600.0,4578.0,,175.0,1200.0,,2788.0,,71663.0,,,,,,-0.09,,,57991.0,,,,,105691.0,2106.0,,3371.0,,,,,,,,45910.0,-40893.0,-66279.0,,,,,,,,,,,,,,,,,,,,,,,,,2225.0,45559.0,60133.0,,,,-28174.0,,,,,,,,,17870.0,13558.0,,,11283.0,,10631.0,461895.0,,,250000.0,204.0,,,,,,,,,,,,-66279.0,,,,,,,,,,,,28984.0,86803.0,,,,,,,,74040.0,1156000.0,,,20304.0,,0.0,,,,,,,,,0.001,100000000.0,0.001,100000000.0,0.0,0.0,,,,,,,,,,,,,,,18082.0,,4686.0,,3892.0,1315.0,,,,,,,,-11473135.0,105691.0,,,,,50148.0,,0.38,,,-451264.0,,,7500.0,,,,,,1200.0,,404600.0,,,,,,,775249.0
2014-03-31,2014-07-02,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,,,,,,1425.0,5110.0,,,969.0,,11239826.0,,,,1780.0,,,,3979.0,262.0,,,,,,,,,,,,,,262.0,,,262.0,,0.001,1000000000.0,77565612.0,77490612.0,,77566.0,,50491.0,,-1353.0,,,1500.0,,,,,,,,,,,,,175.0,175.0,,6162.0,,50276.0,,,,,,,,,57991.0,,,,,29676.0,,,3371.0,,,,,,,,28323.0,-10762.0,-10932.0,,,,,,,,,,,,,,,,,,,,,,,,,,29676.0,,,,,-6331.0,,,,,,,,,,9688.0,,,24976.0,,3979.0,170654.0,,,,206.0,,,,,,,,,,,,-10932.0,,,,,,,,,,,62000.0,,39086.0,,,,,,,,9688.0,,,,,,,,,,,,,,,,,0.001,100000000.0,0.0,0.0,,,,,,,,,,,,,,,2359.0,,4686.0,,3717.0,1315.0,,,,,,,,-11484067.0,,,,9688.0,,57991.0,0.13,,,,-166675.0,,,,,,,,,108.0,,,,,,,,,77565612.0
2014-06-30,2015-01-07,10-K,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,32508.0,,,,,4803.0,222020.0,,42592.0,-969.0,,11294080.0,36510.0,,,1780.0,54309.0,,,,,4682.0,,,,,,,,,,,,,,,,,-10586.0,0.001,1000000000.0,775656.0,775656.0,,776.0,,66229.0,,-157487.0,,,1500.0,,39205.0,4707.0,277984.0,,,,,368000.0,,,,484.0,484.0,,-66.0,,53318.0,,,,,,-0.53,,,36510.0,36460.0,,,,311789.0,5671.0,,3371.0,,,,,,,,154302.0,-322824.0,-410085.0,,,,,,,500.0,,1780.0,4803.0,222018.0,4662.0,4578.0,,,,66.0,,,,,,,,3745.0,134731.0,177058.0,,28887.0,,-83478.0,,,,,,,,,43720.0,252891.0,,0.0,24951.0,473057.0,0.0,473057.0,,,250000.0,,,,,,,,,,85238.0,-1314.0,-94530.0,-410085.0,,,,,,,,,,,6200.0,,477126.0,,,,,,,,46500.0,1151003.0,,,75052.0,,,,,,,,,,,,,0.001,100000000.0,0.0,0.0,,,39205.0,45073.0,,,,,,66229.0,,,,,63431.0,-1314.0,4686.0,,,1315.0,,,34755.0,-24858.0,,,,-11767911.0,,,,,,36460.0,0.0,,,,-473055.0,,,,,10800.0,,,,5401.0,,,,-368000.0,512000.0,144000.0,,,775297.0
2014-09-30,2015-03-18,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,32508.0,,,,,14581.0,222020.0,,42592.0,-23727.0,,14254080.0,,,,,6125.0,,,3316159.0,81708.0,4682.0,3197832.0,,,,,,,,,,,,47749.0,37065.0,,47749.0,47749.0,,400000000.0,40775656.0,,,40776.0,,141896.0,,-39397.0,,,1500.0,,,7873.0,,,,,,,,,,954.0,954.0,,,189200.0,242518.0,,189200.0,,,,0.0,,,,,,,,,,,7663.0,,,,-3197832.0,,,3197832.0,-17933.0,-26662.0,-34535.0,,,,,,,,,,9777.0,,,,,,,,,-33959.0,,1050.0,,,,,4803.0,,,28887.0,,-7873.0,,,,,,33959.0,-33959.0,,,,,1272.0,,823751.0,3316159.0,748751.0,,,,,,75000.0,,,75000.0,,26050.0,,28363.0,37065.0,-17679.0,-34535.0,,,,,,117229.0,,3234451.0,,,7250.0,,8729.0,,,,,,,,,,3000000.0,,5057.0,,878.0,,,,,,,,,,,,,,,,,,,,27313.0,3000000.0,,,,,,,,1840.0,,50931.0,,36619.0,27438.0,117229.0,,,,,,,-11802446.0,21464.0,,,0.0,,36460.0,0.0,,,,2492410.0,,,,,,,,,,,,,,,,,,5558265.0
2014-12-31,2015-03-18,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,89691.0,,,,,20146.0,222020.0,,42592.0,-23727.0,,14234441.0,,,,,,,,3432708.0,195939.0,4682.0,3197832.0,,,,,,,,,,,,40980.0,,,40980.0,,0.001,400000000.0,40775656.0,40775656.0,,40776.0,,175312.0,,-204900.0,204900.0,,1500.0,,39205.0,,,,,,,,,,,5123.0,5123.0,,,,242518.0,,,,,,0.0,,,36510.0,,,,,,,,7663.0,,,,,,,,132006.0,84393.0,35411.0,,,,,,,,,,,,,,,,,,,,,,,,,,2189.0,,,,,-48982.0,,,,,,154959.0,,,,,,1272.0,,924528.0,3432708.0,844916.0,,,,,,79612.0,,,79612.0,,26050.0,,,,,35411.0,,,,,,,,3236768.0,,,7250.0,,47613.0,,,,,,,,,11767035.0,,,15690.0,,10021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15792.0,,50931.0,,38936.0,27438.0,,,,,,,,-11767035.0,336906.0,,,,,36460.0,0.0,,36938.0,,2508182.0,,,,,,,,,987.0,,,,,,,,,40775656.0
2015-03-31,2015-06-26,10-Q,GRAND HAVANA INC.,GHAV,CIK0001514113,USD,,89691.0,,,,2078.0,24216.0,222020.0,,42592.0,-288800.0,,14246976.0,,,,,,,,3231665.0,226729.0,819.0,3197832.0,,,,,,,,,,,,33251.0,,,33251.0,,0.001,1000000000.0,44775656.0,44775656.0,,44776.0,,339557.0,,-281154.0,204900.0,,1500.0,,,,,,,,,,,,,5153.0,5123.0,,,,235273.0,,,,,,,,,,,,,,224047.0,,,4011.0,,,,,,,,-57107.0,-120342.0,-168059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47717.0,,,,,191400.0,,,,,,,1322.0,,1101735.0,3458394.0,1101735.0,,,,,,,,,,,29942.0,,,,,-168059.0,,,,,,,,,,,41862.0,,63235.0,,,,,,,,,11939485.0,,,22075.0,,30362.0,,,,,,,,,,,0.001,100000000.0,0.0,0.0,,,,,,,,,,,,,,,4697.0,,62713.0,,33833.0,27438.0,,,,,,,,-11935091.0,,,,0.0,,,,,36938.0,,2356661.0,,,,,,,,,949.0,,,,,,,,,46620100.0
