end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccretionExpense,AccruedEmployeeBenefitsCurrent,AccruedIncomeTaxes,AccruedLiabilitiesCurrent,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalMarkToMarket,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredLoanOriginationFeesNet,AmortizationOfFinancingCostsAndDiscounts,AssetImpairmentCharges,Assets,AssetsCurrent,BankOverdrafts,BusinessAcquisitionContingentConsiderationSharesIssuable,BusinessCombinationIntegrationRelatedCosts,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockValue,ConversionOfStockAmountConverted1,ConversionOfStockSharesConverted1,ConvertibleDebt,ConvertibleDebtCurrent,ConvertiblePreferredStockSharesSubscribedButUnissued,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentRate,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentCarryingAmount,DebtInstrumentFaceAmount,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOtherLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositsAssetsCurrent,Depreciation,DepreciationAndAmortization,DepreciationNonproduction,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromOfficersOrStockholders,DueFromRelatedParties,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,ExplorationExpense,FixturesAndEquipmentGross,ForeignCurrencyTransactionLossBeforeTax,FurnitureAndFixturesGross,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOutstandingChecksOperatingActivities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,IncreaseDecreaseInTradingLiabilities,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseDomesticDepositLiabilities,InterestExpenseTradingLiabilities,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryGross,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LoansPayable,LoansPayableCurrent,LongTermConstructionLoanCurrent,LongTermDebt,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NonoperatingIncomeExpense,NotesPayable,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossNetOfTax,OtherCostAndExpenseOperating,OtherExpenses,OtherNoncashExpense,OtherNoninterestExpense,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromConvertibleDebt,ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLoans,ProceedsFromMinorityShareholders,ProceedsFromNotesPayable,ProceedsFromOtherEquity,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromSaleOfOtherAssetsInvestingActivities,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,PropertyPlantAndEquipmentOtherNet,RecapitalizationCosts,RelatedPartyTransactionDueFromToRelatedParty,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,SalariesAndWages,SalariesWagesAndOfficersCompensation,SaleOfStockNumberOfSharesIssuedInTransaction,SalesRevenueNet,SecurityDeposit,SecurityDepositLiability,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedGoodsAndNonemployeeServicesTransactionExpense,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,SharePrice,SharesIssued,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesPurchaseOfAssets,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,TangibleAssetImpairmentCharges,TemporaryEquityForeignCurrencyTranslationAdjustments,TravelAndEntertainmentExpense,ValuationAllowanceAmount,ValuationAllowanceDeferredTaxAssetChangeInAmount,ValuationAllowancesAndReservesPeriodIncreaseDecrease,WarrantDownRoundFeatureIncreaseDecreaseInEquityAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-04-07,10-K,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-12,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.69,,,,,,,,,,,,,-112912699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112912699.0,,,,,212699.0,-212699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112700000.0,,2176.0,,,,,,,
2010-09-30,2010-11-22,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,,,,,,,,,,,-331561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-331561.0,,,,,331561.0,-331561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9517.0,,,,,,,
2010-12-31,2011-04-15,10-K,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,113312040.0,113312040.0,,,,,,,,,112700000.0,10750.0,10750.0,71.0,161000000.0,,,,,,,,,,0.001,,500000000.0,298644500.0,298644500.0,,163645.0,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,-113465006.0,,,,,,,,-1.36,,,,,189280.0,,,,,13685.0,,,,,-113428056.0,,,,,,,,,,,,,,,,,,71.0,,-10750.0,,,,,,,,,,,,,,,,,,10750.0,71.0,,,,,,,736090.0,,-736090.0,,-113428056.0,,,,,728056.0,-728056.0,,-112700000.0,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,736090.0,,,,,,,,,,,,,,,,105579.0,185943.0,,,,,,,,,,,,,,121299.0,,,,10750.0,,,,,,,,,,,,,,,,,,,163644500.0,,,10679.0,,,,,,,112700000.0,,,,,,112700000.0,,,,-112700000.0,,16429.0,,,,,,,
2011-03-31,2011-05-16,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001,,,,,,,,,,271.0,,,,,-19061.0,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18951.0,,-18951.0,,-19061.0,,,,,19061.0,-19061.0,,,,,,,,,,,,,,,,,,,,,,,18951.0,,,,,,,,,,,,,,,,,18790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163944500.0,
2011-06-30,2011-08-15,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,113400360.0,,,,,,,,,,10750.0,10750.0,,,,,,,,,,,,0.001,,500000000.0,163644500.0,163644500.0,,163645.0,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,113553255.0,,,,,,,,-0.0004,,,,,,,,,,343.0,,,-69188.0,,-69188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,,,,-69188.0,,,,,69188.0,-69188.0,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,68845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,,,,,,,,,,,,-30000.0,,,,,163644500.0,
2011-09-30,2011-11-21,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,,113400360.0,,,,,,,,,,56631.0,56631.0,7424.0,,,,45881.0,,,,,,,0.001,,500000000.0,163644500.0,163644500.0,,163645.0,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,113553255.0,,,,,38457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56631.0,45881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,5000000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750.0,,,,,,,,,,,,,,,,,,,,-30000.0,,,,,163644500.0,
2011-12-31,2012-04-16,10-K,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,132189630.0,,,,,112590.0,,,,,-18900000.0,12359.0,12359.0,,,,6309.0,6309.0,6309.0,,,,,,0.001,,500000000.0,298644500.0,298644500.0,,298645.0,,,,,0.0,,,,,,,,,,,,,,,,,,305000.0,-305000.0,,,,,,,,,,,-132475916.0,,,,,,,,-0.11,,,,,,,,,,343.0,,18900000.0,,,-19010910.0,,,,,,,-71.0,,,,,,,,,,,-71.0,,4700.0,,,,,,,,,,,,,,,,,,12359.0,,,,,,,,112590.0,,-106281.0,,-19010910.0,,,,,110910.0,-110910.0,305000.0,-18900000.0,,,,,,,,,,,,,,0.001,5000000.0,0.0,,,,,112590.0,,,,,,,,,,,,,,,,,80567.0,,,,,,,,,,,,,,,,,,6050.0,,,,,,,,,,,,,,,,,,,298644500.0,,,12359.0,,,,,135000000.0,,18900000.0,,,,,,18900000.0,,,,-18900000.0,,,,,39000.0,,,176582000.0,
2012-03-31,2012-05-15,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,,,,,,132189630.0,,,,,,,,,,,9826.0,9826.0,,,,3776.0,3776.0,-2533.0,,,,,,0.001,,500000000.0,298644500.0,298644500.0,,298645.0,,,,,,,,,,,,,,,,,,,,,,,374000.0,-374000.0,,,,,,,,,,,-132493170.0,,,,,14721.0,,,-0.0001,,,,,,,,,,6961.0,,,,,-17254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9896.0,14721.0,,,,,,,14721.0,,-17254.0,,-17254.0,,,,,17254.0,-17254.0,374000.0,,,,,,,,,,,,,,,0.001,5000000.0,0.0,,,,,14721.0,,,,,,,,,,,,,,,,,10293.0,,,,,,,,,,,,,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,-4896.0,,,,,,,,,,,,,,,,,,,,,,39000.0,,,298644500.0,
2012-06-30,2012-08-08,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,,,,374000.0,,,,,148182204.0,,,,,,,,,,,29441.0,29441.0,,,,23391.0,3776.0,,,,,,,0.001,,500000000.0,459644500.0,459644500.0,,459645.0,,,,,,,,,,,,,,,,,,,,,,374000.0,,-374000.0,,,,,,,,,,,-148680960.0,,,,,68553.0,,,-0.06,,,,,10451.0,,,,,8789.0,,-16100000.0,,,-16754141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29441.0,68553.0,,,,,,,,,,,-16754141.0,,,,,654141.0,-654141.0,900000.0,-16100000.0,,,,-16754141.0,,,,,,,,,,0.001,5000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,35352.0,,,,,,,,,,,,,,610000.0,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,-39113.0,,,,,,,,,,,,,,,,,-16100000.0,,,-374000.0,,,,,298644500.0,
2012-09-30,2012-11-19,10-Q,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,155409.0,,,374000.0,,736000.0,,,148800630.0,,,,,,,,,,,700.0,700.0,,,,700.0,18760.0,,,,,,,0.001,,500000000.0,,341714675.0,,341881.0,,,,,2500000.0,,,,,,,,,,,,,,,,,374000.0,,-374000.0,,,,,,,,,,,150185985.0,,,,,103777.0,,,0.0,,,,,10250.0,,,,,17775.0,,,,,-470642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921409.0,700.0,921409.0,,,30000.0,,,,,,,,-470642.0,,,,,470642.0,-470642.0,950000.0,,,,,-470642.0,,,,,,,,,,0.001,5000000.0,,,,,,,,,,,,,,,,,,,,,,,48867.0,,,,,,,,,,,,,,404000.0,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,-920711.0,,,,,,,,,,,,,,,,,,,,-374000.0,,,,,323848733.0,
2012-12-31,2013-06-20,10-K,"REMSLEEP HOLDINGS, INC.",RMSL,CIK0001412126,USD,140901.0,,,,,544000.0,,,148800630.0,,,,,,,,,,,478.0,478.0,,,,478.0,478.0,-5831.0,,,,,,0.001,,500000000.0,,341714675.0,,341715.0,,,,,,,,,,,,,,,,,,,,,,,374000.0,-374000.0,,,,,,,,,,,149979699.0,,,,,,,,-0.05,,0.34,-0.39,0.05,,,,,,32885.0,,,,,-17503783.0,,,,,,,140902.0,,,544000.0,,,,,,,,,,6050.0,,,,,,,,,,,,,,,,,714901.0,478.0,714901.0,,,30000.0,,,,45000.0,,-50831.0,,-17503783.0,,,30000.0,,1403783.0,-1403783.0,374000.0,-16100000.0,,,,-17503783.0,,,,,,,,,,0.001,5000000.0,,,,,,,,,10000.0,,,,30000.0,,,5000.0,,,,,,,164898.0,-17503783.0,,,,,,,,,,,,,1206000.0,,,,,,450000.0,,,,,,,,,,,,,,,,,-714424.0,,,-714424.0,,,,,,,16100000.0,,,,10000.0,10000.0,,212000.0,,,-16100000.0,,,,6826475.0,69000.0,,,320179587.0,
