end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccumulatedCapitalizedInterestCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalMarkToMarket,AdjustmentsToAdditionalPaidInCapitalOther,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionPercentageOfVotingInterestsAcquired,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebt,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentPeriodicPaymentPrincipal,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeconsolidationGainOrLossAmount,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositLiabilityCurrent,Deposits,DepositsAssets,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DisposalGroupIncludingDiscontinuedOperationAccountsPayableCurrent,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationRevenue,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmployeeBenefitsAndShareBasedCompensation,EmployeeRelatedLiabilitiesCurrent,EquityMethodInvestmentOwnershipPercentage,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,GeneralAndAdministrativeExpense,Goodwill,GoodwillPeriodIncreaseDecrease,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestAndOtherIncome,InterestExpense,InterestExpenseOther,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,InventoryWriteDown,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,InvestmentsInAndAdvancesToAffiliatesAtFairValue,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LitigationSettlementExpense,LongTermDebt,MinorityInterest,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherIncome,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,PaymentsToAcquireInterestInJointVenture,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PriorPeriodReclassificationAdjustment,ProceedsFromIssuanceOfCommonStock,ProceedsFromPaymentsToMinorityShareholders,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,SharesIssued,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueTreasuryStockReissued,UnsecuredDebt,UnsecuredDebtCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2015-06-30,2015-08-20,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,12234.0,249143.0,,3017.0,,9151960.0,,,,,,101507.0,5763.0,0.7,5763.0,5763.0,,,,,,0.001,500000000.0,77399187.0,77399187.0,77399.0,,182166.0,182166.0,182166.0,,,,,15465.0,,0.001,182166.0,,,,15465.0,,80434.0,,,,155300.0,155300.0,10494.0,,,,514139.0,514139.0,,,,,,629269.0,,811435.0,-0.01,,,,,514139.0,,,,,,,,,,,514139.0,205457.0,644589.0,14000.0,,,-49329.0,-49329.0,-499329.0,16772.0,,,,,,,,,,,,,,,60197.0,60197.0,,,,,,8000000.0,3554015.0,101507.0,1799813.0,,,,-54638.0,,,,,-482557.0,-16772.0,,145260.0,21185.0,,644589.0,-644589.0,,20119.0,,,,,,,145260.0,,,,0.001,50000000.0,3000000.0,3000000.0,3000.0,,,,,,,-499329.0,54148.0,51131.0,,,-10876028.0,,,,,,-1698306.0,-1643688.0,,,,,,,,,,,36026011.0
2015-09-30,2016-01-13,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,11147.0,326187.0,54693.0,-5604.0,0.0,9151960.0,,,334731.0,,,105496.0,10763.0,,10763.0,10763.0,-99390.0,,,,-385624.0,0.001,500000000.0,77399187.0,77399187.0,77399.0,,,182166.0,182166.0,,,6560.0,,,,,182166.0,,,,,3099.0,80434.0,,1290613.0,-1290613.0,,155300.0,9562.0,5604.0,5604.0,,,498417.0,,,,,,834527.0,1016693.0,,-0.03,0.15,64211.0,,,,,,,131044.0,,,,,,,498417.0,247098.0,1121574.0,14000.0,-14000.0,32000.0,,-1231902.0,,,-122092.0,,,8190.0,,137500.0,65738.0,131044.0,,76187.0,,22128.0,-6035.0,,,389425.0,,,,,,0.0,,105496.0,1923195.0,,,,-63381.0,,809414.0,17050.0,-925854.0,-1290613.0,-63381.0,,-142328.0,34374.0,,1121574.0,-1089574.0,10986677.0,22627.0,,131044.0,,,,,,,,-31050.0,0.001,50000000.0,3000000.0,3000000.0,3000.0,0.0,474467.0,,,,745204.0,-1231902.0,54148.0,48544.0,,,-10986677.0,,32000.0,0.0,,,-1817699.0,-1817699.0,,,,2560.0,,,-108780.0,,,-193592.0,36026011.0
2015-12-31,2016-02-22,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,11147.0,413401.0,24714.0,-5291.0,,9151960.0,,,132560.0,,,160823.0,4595.0,,4595.0,4595.0,-6168.0,,,,163010.0,0.001,500000000.0,77399187.0,77399187.0,77399.0,,,287166.0,287166.0,,,,,,,,287166.0,,,,,,,,,,,155300.0,9562.0,,5291.0,,,646202.0,,,,,,798020.0,,,-0.01,,-11314.0,,,,,,,15225.0,,,,,,,646202.0,-15225.0,277293.0,14000.0,,46327.0,,-403465.0,,,,,,,,62500.0,,15225.0,,87214.0,,2908.0,,,,157274.0,,,,,,,,160823.0,2381987.0,,,,-67927.0,,148213.0,61160.0,-93221.0,-398919.0,-4546.0,,-172499.0,34374.0,,277293.0,-230966.0,,27988.0,,15225.0,,,,,,,,-61160.0,0.001,50000000.0,3000000.0,3000000.0,3000.0,,,,,,159527.0,-403465.0,109969.0,104678.0,,,-11385596.0,,46327.0,0.0,,,-2221164.0,-2153237.0,,,,,,,,,,,80399187.0
2016-03-31,2016-05-13,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,5013.0,503172.0,51985.0,-5449.0,,9151960.0,,,,129168.0,,160694.0,150.0,,149.0,150.0,,,,,129168.0,0.001,500000000.0,77399187.0,0.001,77399.0,,,334781.0,334781.0,,,,,,,,334781.0,,,,,,,,,,,155300.0,9562.0,,,,,775370.0,,,,,,873581.0,,,0.0,,47.0,,,,,,,0.0,,,,,,,775370.0,,211951.0,14000.0,,26100.0,,-342291.0,-342291.0,,,,,,,,,,,,,,,,,27272.0,,,,,,,,160694.0,2724102.0,,,,-73738.0,,,,,-336433.0,-5858.0,,-156440.0,40508.0,,211951.0,-185851.0,,29087.0,,,,,,,,,,,0.001,50000000.0,3000000.0,3000000.0,3000.0,,,,,,,-342291.0,113344.0,107895.0,,,-11722029.0,,26100.0,,,,-2563408.0,-2489670.0,,,,,,,,,,,80399187.0
2016-06-30,2016-08-17,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,5013.0,580066.0,79335.0,-5260.0,,9181922.0,,,,,,160233.0,13750.0,,13750.0,13750.0,,,,,128267.0,0.001,500000000.0,101392416.0,101392416.0,101392.0,,,280826.0,280826.0,,12386.0,,,,,,280826.0,,,,,,,,,,,155300.0,9562.0,5260.0,,,,904713.0,,,,,,937335.0,,,0.0,,-598.0,,,,,,,0.0,,,,,,,903637.0,,121383.0,14000.0,,8231.0,,,-268769.0,,,,,,,,,0.0,,,,,,,,155617.0,,,,,,,,160233.0,2939063.0,,,,-78371.0,,,,,-264734.0,-4035.0,,-155617.0,40508.0,,121383.0,-113152.0,,20285.0,,0.0,,,,,,,,,0.001,50000000.0,3000000.0,3000000.0,3000.0,,,,,,,-268769.0,107895.0,102635.0,,,-11986773.0,,20618.0,,,,-2778829.0,-2700458.0,23993229.0,,,9188.0,,,,,,,92395802.0
2016-09-30,2017-02-10,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,715048.0,,-27367.0,,9136631.0,,,480758.0,,,169001.0,25221.0,,221.0,25000.0,-10542.0,221.0,,,495808.0,0.001,500000000.0,267513362.0,267513362.0,267513.0,,,234591.0,234591.0,,,,,,,0.001,234591.0,,,,,3099.0,,132677.0,,,,,,22289.0,22289.0,-7525.0,,986700.0,132677.0,-5013.0,-5.0,,,1162741.0,1397332.0,,-0.04,0.15,-17203.0,,,,,,,-7525.0,,,,,399676.0,,986700.0,-7525.0,899983.0,,,141187.0,,-1349082.0,-1349083.0,,-107377.0,-107377.0,0.0,,,265813.0,,-7525.0,,102004.0,,-29008.0,,,,582762.0,,,,,,,,169001.0,3099080.0,-439.0,,,-48637.0,,334387.0,92086.0,-419812.0,-1301909.0,-21874.0,,-590287.0,,1397332.0,899983.0,-758796.0,12503127.0,25112.0,25112.0,-7525.0,,,,,,,,-73709.0,0.001,50000000.0,3000000.0,3000000.0,3000.0,,,,,,334387.0,-1349083.0,146035.0,118668.0,,,-12288586.0,,141187.0,0.0,,,-2881441.0,-2930078.0,,,,150340.0,24445.0,,,,,195286.0,36026011.0
2016-12-31,2017-04-18,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,801886.0,,-31849.0,,8948640.0,,,23384.0,,,143353.0,301.0,,301.0,,-13449.0,,,,23384.0,0.001,500000000.0,476392976.0,476392976.0,476393.0,,,217266.0,217266.0,,,208880.0,208879614.0,,,0.001,217266.0,,,,,,,,,,,,,4647.0,4647.0,55344.0,,954740.0,,,,,,1170080.0,1387346.0,,0.0,,-71574.0,,,,,,,-55344.0,,,,,,,954740.0,55344.0,116523.0,,,16037.0,,-96429.0,-96429.0,,,,,,,62500.0,,-7525.0,,27902.0,,,,,,51286.0,,,,,,,,143353.0,3143972.0,,,,-50683.0,,17846.0,,-31294.0,-94383.0,-2046.0,,4058.0,,,116523.0,-100487.0,,29031.0,,-55344.0,,,,,,,,,0.001,50000000.0,8000000.0,8000000.0,8000.0,,,,,,89420.0,-96429.0,127658.0,95644.0,,,-12382969.0,,16037.0,0.0,,,-3000620.0,-2949936.0,,,,20888.0,,,,,,,377453169.0
2017-03-31,2017-06-08,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,886934.0,,-36657.0,,8945265.0,,,,,,312543.0,172654.0,,54282.0,,,,,,,0.001,975000000.0,485767976.0,485767976.0,485768.0,,,203966.0,203966.0,,6240.0,9375.0,9375000.0,,,0.001,203966.0,,,,,,,,,,,,,,,13854.0,,940886.0,,,,,,1270004.0,1473970.0,,0.0,,,,,,,,,,,,,,,,940886.0,13854.0,142104.0,,,25394.0,,,-5373.0,,,,,,,,,,,,,,,,,25775.0,6209.0,28160.0,15465.0,6486.0,,,,312543.0,3301790.0,,,,-53598.0,,,,,8288.0,-2915.0,,-122084.0,,,142104.0,-116711.0,,,30512.0,,,,,134005.0,,,,,,,,,,,,,,,,-5373.0,127658.0,91000.0,,,-12374681.0,,25394.0,,,,-2989246.0,-2935648.0,,,,6000.0,,,,,,,378140669.0
2017-06-30,2017-08-21,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,974852.0,,-41840.0,,8580765.0,,,,,,227352.0,77603.0,,2608.0,,,,,,,0.001,975000000.0,890767976.0,890767976.0,890768.0,,,128466.0,128466.0,,13867.0,405000.0,405000000.0,,,0.001,128466.0,,,,,,,,,,,,,,,75500.0,,865386.0,,,,,,1330277.0,1458743.0,,0.0,,,,,,,,,,,,,,,,865386.0,,212014.0,,,24176.0,,,-137883.0,,,,,,,,,,,,,,,,,25544.0,17255.0,27683.0,9515.0,913.0,,,,227352.0,3298981.0,,,,-63034.0,,,,,-128446.0,-9437.0,,49956.0,,,212014.0,-187838.0,,,34997.0,,,,,,,,,,,,,,,,,,,,,-137883.0,138215.0,96375.0,,,-12503127.0,,24176.0,,,,-3071629.0,-3008595.0,,,,40500.0,,,,,,,456883988.0
2017-09-30,2018-02-15,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,1134446.0,,47792.0,,9467573.0,,,62200.0,,,187673.0,31487.0,,5784.0,,5563.0,5784.0,,5563.0,,0.001,975000000.0,3959541.0,3959541.0,3960.0,,,128466.0,128466.0,104219.0,104219.0,,,,,0.001,128466.0,,,,,80434.0,,,,,,,,20425.0,20425.0,-260737.0,,1333021.0,,,,,,1417065.0,1545531.0,,-0.01,0.15,-72135.0,,,,,,,-260737.0,0.0,,,,607058.0,,1333021.0,,637348.0,,,-28555.0,,,-982633.0,,,,0.0,,25703.0,321775.0,,-260737.0,,104414.0,,,,,,189998.0,,,,,,,,187673.0,4012998.0,,,,-74541.0,,315306.0,-24276.0,-212883.0,-956730.0,-25903.0,,-316730.0,,1545531.0,637348.0,-665903.0,13245316.0,,34031.0,,,,,134005.0,,,,22914.0,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,315306.0,-982633.0,169948.0,122155.0,,,-13245316.0,,75664.0,,,0.001,-3750784.0,-3825324.0,,,,67388.0,,,,,,-143510.0,148736452.0
2017-12-31,2018-03-01,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,966401.0,,-52115.0,,9540217.0,,,,,,166816.0,12653.0,,4126.0,,-1658.0,4126.0,-1658.0,,,0.001,500000000.0,184354541.0,184354541.0,184355.0,,,125427.0,125427.0,41484.0,,180395.0,180395000.0,,,0.001,125427.0,,,,,,,,,,,,,4323.0,4323.0,159185.0,,1173836.0,,,,,,1477223.0,,,0.0,,-114.0,,-114.0,,,,,159185.0,0.0,,,,-318370.0,,1173836.0,,126198.0,,,-11505.0,,,-3785.0,,,,,,8527.0,62500.0,,159185.0,,25267.0,,,,,,25267.0,,,,,,,,166816.0,3742887.0,,,,-81838.0,,70452.0,,-72110.0,-3512.0,-7297.0,,133918.0,,1602650.0,126198.0,-137703.0,,,36331.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,70566.0,-3785.0,169947.0,117832.0,,,-13241805.0,29979.0,29979.0,,,,-3494233.0,-3576070.0,,,,3039.0,,,,,,,117157041.0
