end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentForAmortization,AdvancesToAffiliate,AllocatedShareBasedCompensationExpense,AllocatedShareBasedCompensationExpenseNetOfTax,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConversionOfStockSharesIssued1,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,DebtInstrumentAnnualPrincipalPayment,DebtInstrumentConvertibleConversionPrice1,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwardsDomestic,DeferredTaxAssetsValuationAllowance,DepositAssets,DepositContractsLiabilities,DepositLiabilityCurrent,DepositsAssets,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DividendsReceivable,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EquityIssuancePerShareAmount,ExtinguishmentOfDebtAmount,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossRelatedToLitigationSettlement,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,GeneralContractorCosts,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,IncomeTaxReconciliationPriorYearIncomeTaxes,IncomeTaxReconciliationTaxCredits,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseShortTermBorrowings,InterestPaid,InterestPaidNet,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseCosts,LineOfCredit,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherIncome,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOtherProductiveAssets,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromConvertibleDebt,ProceedsFromDepositsOnRealEstateSales,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfOtherDebt,ProceedsFromRepaymentsOfOtherLongTermDebt,ProceedsFromSaleOfOtherAssets1,ProceedsFromShortTermDebt,ProceedsFromStockOptionsExercised,ProceedsFromStockPlans,ProfessionalFees,ProfitLoss,RelatedPartyTransactionAmountsOfTransaction,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationIncrementalCompensationCost,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,SharePrice,SharesIssued,SharesIssuedPricePerShare,ShortTermBankLoansAndNotesPayable,ShortTermBorrowings,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockholdersEquityNoteStockSplitConversionRatio,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForNoncashConsideration,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,TemporaryEquityShareSubscriptions,UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,UnsecuredDebtCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,IncomeTaxesPaidNet,IncreaseDecreaseInPrepaidExpensesOther,PaymentsForRepurchaseOfWarrants
2006-12-31,2007-04-17,10-K,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1967633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199249.0,,,,,,,,,,,,,,,,,,,
2008-12-31,2009-05-15,10-K,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1550818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137627.0,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-11,10-K,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,22788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1270109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-248910.0,,,,,,,,,,,,,,,,,,,
2010-06-30,2010-08-11,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,21645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,36080.0,162665.0,-208337.0,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,-208337.0,,208337.0,-208337.0,,,,,,,,,,,,,,,,,,,,,,3592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70507756.0,,,
2010-09-30,2010-11-08,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,5883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,0.0,,80694.0,377437.0,,0.0,,,,,,,,,,,,,,6000.0,,,,,,,,0.0,,,,,-588781.0,-588781.0,588781.0,-588781.0,,0.0,,,,,,,,,,,,,,,,,,,,5100.0,,,119550.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73428203.0,,,
2010-12-31,2011-03-29,10-K,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,237597.0,,237597.0,0.0,,,23275857.0,,,,,,69175.0,,14412.0,,,-8376.0,,,,11080000.0,,0.0,,100000000.0,83712433.0,83712433.0,50000.0,452.0,,,,300000.0,,,,,,,,,,,,0.0,23794731.0,,,-0.02,,,,,,,,,,,,,0.0,,213028.0,951369.0,-1388772.0,0.0,,0.0,,,,,,,131167.0,0.0,,,10000.0,24000.0,,0.0,,,537597.0,69175.0,,0.0,,106500.0,0.0,-114876.0,-1388772.0,,1397412.0,-1397412.0,,0.0,,,,0.0,,54763.0,,,,128750.0,,,-72250.0,,0.0,,,0.0,,47507.0,,,161508.0,,0.0,,,,,,,,250000.0,0.2,,,,,,,,,,,0.0,,,,,,,0.0,-468422.0,,,,,,,,,,,,,,,,75471414.0,,,
2011-03-31,2011-05-16,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,,,,,,,,,,,,,1809.0,,,-12603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,-330000.0,,44013.0,67589.0,-446002.0,0.0,,0.0,,,,,,,-36481.0,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,72291.0,0.0,-84894.0,-446002.0,-330000.0,116002.0,,,0.0,,,,0.0,,,,,,0.0,,,22291.0,,0.0,,,0.0,,4400.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85325173.0,,,
2011-06-30,2011-08-15,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,291184.0,4333.0,,,24021302.0,,,,,,15334.0,,2001.0,,,,,,,,,0.0,,100000000.0,94262433.0,94262433.0,25000.0,507.0,,,,,,,,,,,,,,,,,24427390.0,,,-0.01,-0.01,,,,,,,,,,,,0.0,,44292.0,118674.0,-186657.0,0.0,,,,,,,,,,,,,,0.0,,,,,395915.0,15334.0,,0.0,,,,,-186657.0,0.0,186657.0,-186657.0,,0.0,,,,,,9000.0,,,,,,,,,,,,,,23691.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,104731.0,-380581.0,,,,,,,,,,,,,,,,93594851.0,,,
2011-09-30,2011-11-14,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,153693.0,5377.0,,,24049799.0,,,,,,51563.0,,6436.0,,,,,,,,,0.0,,100000000.0,94962433.0,94962433.0,25000.0,510.0,,,,300000.0,,,,,,,,,,,,,24518794.0,,,,-0.01,,,,,,,,,,,,0.0,,28610.0,40250.0,-91405.0,0.0,,,,,,,,,,,,,,6000.0,,,,,472548.0,51563.0,,0.0,,,,,-91405.0,15000.0,106405.0,-106405.0,,15000.0,,,,,,39750.0,,,,,,,,,,,,,,18130.0,,,13415.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18855.0,-420985.0,,,,,,,,,,,,,,,,94424390.0,,,
2011-12-31,2012-03-20,10-K,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,153391.0,,153391.0,6528.0,,,24540666.0,,,,,,29771.0,,4512.0,,,-9900.0,,,,4280000.0,,0.0,,200000000.0,119512433.0,119512433.0,25000.0,643.0,,,,300000.0,,,,,,8500000.0,,,,,,0.0,25026664.0,,,-0.01,,,,,,,,,,,,,-330000.0,,200989.0,512032.0,-1231933.0,0.0,,0.0,,,,,,,-84206.0,6528.0,,,0.0,12000.0,,0.0,,,490126.0,29771.0,,0.0,,386735.0,0.0,-396635.0,-1231933.0,-1231933.0,916933.0,-916933.0,,15000.0,,,,0.0,,18731.0,,,,50000.0,75000.0,,36735.0,,300000.0,,,0.0,,74497.0,,,117415.0,,0.0,,,,,,,,250000.0,0.2,,,,,,,,,,,0.0,,,,,,,36735.0,-460355.0,,9000000.0,,26050000.0,,22650000.0,,630000.0,560000.0,,,492000.0,,,,93592433.0,,,
2012-03-31,2012-05-15,10-Q,"PROTOKINETIX, INCORPORATED",PKTX,CIK0001128189,USD,,,77414.0,94.0,,,24540666.0,,,,,,19852.0,,17527.0,,,13015.0,,,,,,0.0,,200000000.0,119512433.0,119512433.0,125000.0,643.0,,,,300000.0,,,,,,,,,,,,0.0,25093023.0,,,0.0,,,,,,,,,,,,,0.0,,34435.0,16500.0,-66359.0,0.0,,0.0,,,,,,,-75977.0,-6434.0,,,-16500.0,6000.0,,0.0,,,446566.0,19852.0,,0.0,,132417.0,0.0,-119402.0,-66359.0,0.0,66359.0,,,0.0,,,,0.0,,2231.0,,,,0.0,,,32417.0,,0.0,0.0,,0.0,,9424.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,69152.0,-426714.0,,,,,,,,,0.0,,,,,,,119512433.0,,,
