end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostsAndExpensesRelatedParty,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DirectTaxesAndLicensesCosts,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EscrowDeposit,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInPrepaidExpense,InterestPaid,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherGeneralAndAdministrativeExpense,OtherNonoperatingIncomeExpense,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromRelatedPartyDebt,ProfessionalAndContractServicesExpense,ProfessionalFees,ProfitLoss,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPercentageOfOwnershipAfterTransaction,SaleOfStockPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2019-12-31,2020-02-13,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,,7000.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0001,75000000.0,,3000000.0,300.0,,,,0.0,4874.0,-4874.0,,7036.0,,0.0,,,,3313.0,,-3313.0,0.0,0.0,-5532.0,-5532.0,3000.0,,-4500.0,,,,0.0,,0.0,14036.0,4813.0,-4813.0,-3313.0,,,-3313.0,14336.0,,,,,4813.0,,,-3313.0,-14336.0,0.0,,,-14036.0,-14036.0,,,,3000000.0
2020-03-31,2020-05-06,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,,10000.0,0.0,4158.0,4180.0,4180.0,,4180.0,4180.0,,0.0001,75000000.0,3420000.0,3420000.0,342.0,,,,0.0,1256.0,1256.0,,9996.0,,0.0,,4180.0,,5980.0,,-5980.0,0.0,0.0,,,3000.0,,,,,,0.0,,4180.0,19996.0,7160.0,-2980.0,-5980.0,,5980.0,-5980.0,20316.0,,0.0,,4200.0,2960.0,,,-5980.0,-20316.0,0.0,,0.01,-15816.0,-15816.0,420000.0,4200.0,,2989781.0
2020-06-30,2020-07-22,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,,13000.0,0.0,26216.0,23045.0,23045.0,,23045.0,,,0.0001,75000000.0,,5648000.0,564.0,,,,0.0,1522.0,1522.0,,10832.0,0.0,0.0,,23045.0,0.0,7251.0,,-7251.0,0.0,,,,,,,,,,,,23045.0,23832.0,,,-7251.0,,7251.0,-7251.0,27567.0,,0.0,,,,,,-7251.0,-27567.0,0.0,,0.01,-787.0,-787.0,2228000.0,22280.0,,3398088.0
2020-09-30,2020-11-20,10-K,"Excellerant, Inc.",EXCL,CIK0001786119,USD,0.0,16000.0,0.0,26216.0,20745.0,20745.0,20745.0,20745.0,20745.0,0.001,0.0001,75000000.0,5648000.0,5648000.0,564.0,12000.0,0.0,6902.0,0.0,6022.0,6902.0,836.0,10832.0,-0.01,-0.01,0.21,20745.0,0.0,1121.0,-26344.0,-26344.0,0.0,0.0,-5532.0,-5532.0,12000.0,0.0,0.0,12000.0,-4500.0,,0.0,26832.0,20745.0,26832.0,35089.0,-14344.0,-21844.0,1000.0,21844.0,-21844.0,32867.0,285.0,0.0,0.0,26480.0,8609.0,12000.0,8723.0,-21844.0,-32867.0,0.0,,,-6087.0,-6087.0,,26480.0,26480.0,4147037.0
2020-12-31,2021-01-15,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,,19000.0,,26216.0,2945.0,2945.0,2945.0,2945.0,-17800.0,,0.0001,75000000.0,,5648000.0,564.0,,,,0.0,11270.0,11270.0,,10832.0,,0.0,,2945.0,,20800.0,,-20800.0,0.0,0.0,-4368.0,-4368.0,3000.0,,0.0,,,,0.0,,2945.0,29832.0,0.0,-17800.0,-20800.0,,,-20800.0,53667.0,,,,,0.0,,,-20800.0,-53667.0,0.0,,,-26887.0,-26887.0,,,,4147037.0
2021-03-31,2021-06-21,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,2403.0,0.0,,26216.0,48.0,48.0,,48.0,,,0.0001,75000000.0,5648000.0,5648000.0,564.0,,,,,,,,0.0,,0.0,,48.0,,5300.0,,,0.0,,,,,,,,,,,2403.0,48.0,2403.0,,,24532.0,,5300.0,24532.0,,,29832.0,,,,,,,-29135.0,,,,-2355.0,,,,,5648000.0
2021-06-30,2021-08-09,10-Q,"Excellerant, Inc.",EXCL,CIK0001786119,USD,6905.0,0.0,,26216.0,5500.0,5500.0,20745.0,0.0,,,0.0001,75000000.0,5648000.0,5648000.0,564.0,,,,,,,,10154.0,0.0,,,0.0,0.0,9204.0,,,0.0,,,,,,,,,,,17059.0,5500.0,17059.0,,,-9204.0,,9204.0,-9204.0,,,0.0,5500.0,,,,,,-38339.0,,,,-11559.0,,,,,5648000.0
2021-09-30,2021-12-10,10-K,"Excellerant, Inc.",EXCL,CIK0001786119,USD,5952.0,0.0,,26216.0,0.0,0.0,,0.0,-20745.0,0.001,0.0001,75000000.0,5648000.0,5648000.0,564.0,3000.0,0.0,9800.0,,,9800.0,,13935.0,0.0,,0.21,0.0,29832.0,0.0,,,0.0,0.0,,,,5952.0,,3000.0,0.0,,0.0,19887.0,0.0,19887.0,13935.0,-34680.0,-13800.0,,43632.0,-13800.0,46667.0,,29832.0,,0.0,13935.0,,40632.0,-13800.0,-46667.0,,0.5,,-19887.0,,,,,5648000.0
