end,filed,form,Name,Ticker,CIK,Currency,AccountsAndOtherReceivablesNetCurrent,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdvertisingExpense,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionsProFormaNetIncomeLoss,BusinessAcquisitionsProFormaRevenue,Cash,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConcentrationRiskPercentage1,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,CustomerAdvancesAndDepositsCurrent,CustomerRefundableFeesProceeds,DebtInstrumentDecreaseForgiveness,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositsAssets,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromEmployeesCurrent,DueFromRelatedPartiesCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EquityMethodInvestmentOwnershipPercentage,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GeneralAndAdministrativeExpense,Goodwill,GoodwillAndIntangibleAssetImpairment,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationMinorityInterestIncomeExpense,IncomeTaxReconciliationOtherReconcilingItems,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLeaseLiability,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestExpenseDebt,InterestIncomeOther,InterestPaid,InterestPaidNet,InventoryFinishedGoods,InventoryNet,LeaseAndRentalExpense,LesseeOperatingLeaseDiscountRate,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCreditFacilityInterestRateDuringPeriod,LongTermDebt,LongTermLineOfCredit,LongTermLineOfCredit,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoncontrollingInterestIncreaseFromBusinessCombination,NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAccountsPayableAndAccruedLiabilities,OtherAssetsCurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,OtherCostAndExpenseOperating,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncome,OtherOperatingIncomeExpenseNet,OtherPrepaidExpenseCurrent,OtherReceivablesGrossCurrent,OtherReceivablesNetCurrent,PaymentsForRent,PaymentsToAcquireBusinessesGross,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireLandHeldForUse,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PrepaidExpenseAndOtherAssets,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,PrepaidTaxes,ProceedsFromBankDebt,ProceedsFromContributedCapital,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ProceedsFromLinesOfCredit,ProceedsFromLinesOfCredit,ProceedsFromLongTermLinesOfCredit,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfBankDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SellingAndMarketingExpense,SellingGeneralAndAdministrativeExpense,SharesIssuedPricePerShare,SharesOutstanding,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,TaxesPayableCurrent,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2015-02-28,2015-07-08,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,,,,,,3000.0,,,45000.0,,,,,,,31945.0,,,,31945.0,31945.0,,,,,,0.001,75000000.0,5000000.0,5000000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,0.0,,,,,,,,,,,,,,,,,,,10888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31945.0,3241.0,,,,,,,,,,-10888.0,,,,,10888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10888.0,,,,,,,-21296.0,,,,,,,,,,28704.0,,,,,,,,5000000.0
2015-05-31,2015-08-19,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,,,,,,4500.0,,,45000.0,,,,,,,18794.0,,,,18794.0,18794.0,,,,,,0.001,75000000.0,5000000.0,5000000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,-35947.0,,,241.0,,0.0,,,,,,,,,,,,,,,,,,,14651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18794.0,4741.0,,,,,,,,,,-14651.0,,,,,14651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,14053.0,,,,,,,,5000000.0
2015-08-31,2015-11-30,10-K,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,10582.0,10582.0,,,,10582.0,,,69750.0,69750.0,,,,,42492.0,42492.0,,,,42492.0,42492.0,-7508.0,,,,-7508.0,0.001,7750000.0,7750000.0,7750000.0,7750.0,,,,,,,,45590.0,,,,0.0,,,15583.0,15583.0,,,,,,,,,241.0,241.0,-0.01,,,,,,,,,,,,,,,,,,,45590.0,,,,,,0.0,,,,,,,,,,,10582.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,10823.0,42492.0,10823.0,,,,,,,27500.0,,-35008.0,-45590.0,,,,,45590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,27500.0,,,,,0.0,,,-45590.0,,,,,,,-45831.0,,,0.0,,,,,,,31669.0,,,,,,27500.0,,5177397.0
2015-11-30,2016-01-12,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,,,,,,10582.0,,,69750.0,,,,,,,17367.0,,,,17367.0,17367.0,-25125.0,,,,-25125.0,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,0.0,,,,,,,,,,,,,,,,,,,25125.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,17367.0,10823.0,,,,,,,,,-25125.0,-25125.0,,,,,25125.0,-25125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25125.0,,,,,,,-70956.0,,,,,,,,,,6544.0,,,,,,,,7750000.0
2016-02-29,2016-04-14,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,,,,,,12082.0,,,69750.0,,,,,,,14826.0,,,,14826.0,14826.0,,,,,,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,0.0,,,,,,,,,,,,,,,,,,,4041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14826.0,12323.0,,,,,,,,,,-4041.0,,,,,4041.0,-4041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74997.0,,,,,,,,,,2503.0,,,,,,,,7750000.0
2016-05-31,2016-07-15,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,,20579.0,,,,,,,69750.0,,,,,,,10614.0,,,,2281.0,2281.0,,,,,,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,,1741.0,0.0,,,,,,,,,,,,,,,,,,,14209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10614.0,22320.0,,,,,,,,,,-14209.0,,,,,14209.0,-14209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8333.0,,,,,,,,,,,,,,,,,,,-89206.0,,,,,,,,,,-11706.0,,,,,,,,7750000.0
2016-08-31,2016-12-13,10-K,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,20150.0,,,,,,,,69750.0,71229.0,,,,,8833.0,8833.0,,,,,,,,,,-42492.0,0.001,7750000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,1479.0,,,,31721.0,31721.0,,,,,,,,,3000.0,,-0.01,,0.34,,,,,,,,0.5419,,,,,,,,,47465.0,,,,,,,,,,,,11150.0,11150.0,,,,-82.0,,,-262.0,,,,5833.0,,,,,,,,,,,,,,,,,,,,,,,,23150.0,8833.0,23150.0,,,,,,,,,-42492.0,-47465.0,,,,,47465.0,,,,,,,,,,,,,,,,,,,93296.0,,,,,,,,,,21129.0,,,,,,,,,,,,,8833.0,,,,,,,,,,,,,,,,,,,,-93296.0,,,,,,,,,,-14317.0,,,,,,,,7750000.0
2016-11-30,2017-03-02,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,9864.0,,,,,,,,,71229.0,,,,,5493.0,5493.0,,,,,,,,,,,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,,0.0,,,,,,,,,,,,,,,,,,,18554.0,,,,,,,,,,,,214.0,,,,,,,,,,,,-3340.0,,,,,,,,,,,,,,,,,,,,,,,,27864.0,5493.0,27864.0,,,,,,,15000.0,,-15000.0,-8054.0,,,,10500.0,18554.0,-18554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493.0,,,,,,,,,,,,,,,,,,,,-101350.0,,,,,,,,,,,,,,,,,,7750000.0
2017-02-28,2017-04-19,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,13897.0,,,,,,,,,81729.0,,,,,12678.0,12678.0,,,,,,,,,,,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,45830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59727.0,12678.0,59727.0,,,,,,,,,,,,,,,24678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12678.0,,,,,,,,,,,,,,,,,,,,-136528.0,,,,,,,,,,-47049.0,,,,,,,,
2017-05-31,2017-06-16,10-Q,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,16098.0,,,,,,,,,81729.0,,,,,10178.0,10178.0,,,,,,,,,,,0.001,75000000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,58717.0,,,,,,,,,,,,,,,,,,,,,17588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74815.0,10178.0,74815.0,,,,,,,,,,,,,,,17588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10178.0,,,,,,,,,,,,,,,,,,,,-154116.0,,,,,,,,,,-64637.0,,,,,,,,
2017-08-31,2017-11-24,10-K,"Fortune Valley Treasures, Inc.",FVTI,CIK0001626745,USD,,18907.0,,,,,,,,,82858.0,,,,,5833.0,5833.0,,,,,,,,,,,0.001,7750000.0,7750000.0,7750000.0,7750.0,,,,,,,,,,,,,,,67741.0,67741.0,,,,,,,,,95557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-104186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,114464.0,5833.0,114464.0,,,,,,,,,,,,,,,105943.0,,,,,,,,,,,,,,,,,,,199239.0,,,,,,,,,,,,,,,,,,,,,,,5833.0,,,,,,,,,,,,,,,,,,,,-199239.0,,,,,,,,,,-108630.0,,,,,,,,
