end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,AmortizationOfAcquisitionCosts,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationPeriodIncreaseDecrease,Assets,AssetsCurrent,CapitalLeasedAssetsGross,CapitalLeaseObligations,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesBalanceSheetAssetsByMajorClassNet,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsDueThereafter,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConcentrationRiskPercentage1,ConstructionInProgressGross,ContractWithCustomerLiabilityCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,CustomerDepositsCurrent,DebtInstrumentPeriodicPaymentPrincipal,DebtIssuanceCosts,DeferredFederalIncomeTaxExpenseBenefit,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsNet,DeferredFinanceCostsNoncurrentNet,DeferredIncomeTaxAssetsNet,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsGross,DeferredTaxAssetsGrossCurrent,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepositsAssetsNoncurrent,Depreciation,DepreciationAmortizationAndAccretionNet,DividendsPayableCurrentAndNoncurrent,DividendsPreferredStock,DividendsPreferredStockCash,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationNondeductibleExpense,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeRelatedLiabilitiesCurrent,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,FederalIncomeTaxExpenseBenefitContinuingOperations,FinanceLeaseLiability,FinanceLeaseLiabilityCurrent,FinanceLeaseLiabilityNoncurrent,FinanceLeaseLiabilityPaymentsDue,FinanceLeaseLiabilityPaymentsDueNextTwelveMonths,FinanceLeaseLiabilityPaymentsDueYearFive,FinanceLeaseLiabilityPaymentsDueYearFour,FinanceLeaseLiabilityPaymentsDueYearThree,FinanceLeaseLiabilityPaymentsDueYearTwo,FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,FinanceLeaseLiabilityUndiscountedExcessAmount,FinanceLeaseRightOfUseAsset,FurnitureAndFixturesGross,GainLossOnSaleOfPropertyPlantEquipment,GainLossOnSalesOfAssetsAndAssetImpairmentCharges,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GrantsReceivableCurrent,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAssetRetirementObligations,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestIncomeExpenseNet,InterestPaidNet,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWorkInProcess,InventoryWriteDown,InvestmentIncomeInterest,LeaseAndRentalExpense,LeaseholdImprovementsGross,LesseeFinanceLeaseDiscountRate,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityPeriodicPayment,LongTermNotesPayable,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,NonoperatingIncomeExpense,NontradeReceivablesCurrent,NotesAndLoansReceivableGrossCurrent,NotesPayable,NotesPayableCurrent,NumberOfOperatingSegments,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssets,OtherAssetsCurrent,PaymentsOfDividends,PaymentsOfDividendsPreferredStockAndPreferenceStock,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockAmountOfPreferredDividendsInArrears,PreferredStockDividendRatePercentage,PreferredStockDividendsIncomeStatementImpact,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,ProceedsFromSaleOfMachineryAndEquipment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromShortTermCapitalLeaseObligations,ProceedsFromStockOptionsExercised,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfDebtAndCapitalLeaseObligations,ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned,ResearchAndDevelopmentArrangementContractToPerformForOthersCostsIncurredGross,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenues,SalesRevenueGoodsNet,SalesRevenueNet,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueStockOptionsExercised,UnrecognizedTaxBenefits,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,AccountsAndOtherReceivablesNetCurrent,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
2009-12-31,2010-02-17,10-K,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094323.0,,,,,,,,,,,,
2010-06-30,2010-07-27,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894516.0,1735227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10251.0,,,314981.0,,,666148.0,,,,36503.0,21670.0,,,,,,,,,,,,,,,,,,,,,,,,,,1607.0,,,,,,,,,,,,,,,,,,,,,,,,,14833.0,8759.0,,-11251.0,,,,,,47754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206259.0,159289.0,147505.0,,,2354405.0,2560664.0,155908.0,,,,,,,,,,,,,,,,,,,,,,,3882826.0,3742039.0,,
2010-09-30,2010-11-01,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536513.0,,,,,,,,,,,,1917436.0,1746844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6072.0,,-0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,0.0,,,265843.0,,,515945.0,,,,-75736.0,-24304.0,,,,,,,,,,,,,,,,,,,,,,,,,,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,-51432.0,-57504.0,,-20092.0,,,,,,-55644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241538.0,170592.0,119979.0,,,2191843.0,2433381.0,185767.0,,,,,,,,,,,,,,,,,,,,,,,3773017.0,3773017.0,,
2010-12-31,2011-02-28,10-K,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,573741.0,574965.0,,3250237.0,1587727.0,3088.0,199653.0,16000.0,,1830.0,,0.0,,,25594.0,,6291835.0,3745564.0,,,399780.0,505758.0,,,,,,,,,,,1511752.0,404536.0,,0.0,,15000000.0,3775898.0,3775898.0,9725390.0,,0.0,,6642138.0,6002686.0,,,,366153.0,,,,,,14885.0,,0.0,,,,156000.0,,,,,,,,,,,,14736.0,488003.0,,,24308.0,,0.0,0.0,,,,,,71704.0,,,,,,,,,,,,,,,134666.0,10251.0,,,1128644.0,,86501.0,2273984.0,,,7946.0,,-9133.0,,,2400.0,,,,310273.0,111905.0,6624.0,,313052.0,,18718.0,-926167.0,49276.0,,,85643.0,,,1344426.0,,,,403.0,5273.0,,315054.0,,,,,,,,,,2467056.0,6291835.0,1708371.0,,,252927.0,5267891.0,58433.0,,-214709.0,,560812.0,,17079.0,-7229.0,,-71949.0,20551.0,,,64292.0,,79895.0,,,,,,,,,,,,,,,,,,0.0,225209.0,0.0,,,,,51369.0,,0.0,-451541.0,,10500.0,,19175.0,,,,5717611.0,2467374.0,0.0,,877348.0,639452.0,442214.0,-7882016.0,,8038774.0,8916122.0,623231.0,203403.0,,,,,,,,,,,,,3824779.0,,,0.0,3750.0,19175.0,,,,3750376.0,3750376.0,,
2011-03-31,2011-05-05,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,,,,,,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1196529.0,-315223.0,,,,,,,,,,,1970096.0,1844999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125302.0,,,6038.0,,-0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,425.0,,,275894.0,,,547538.0,,,-66468.0,,4238.0,,,0.0,,,,-143519.0,64057.0,1656.0,,142063.0,,30913.0,381193.0,,,,18566.0,,,,,,,12884.0,725.0,,,,,,,,,,,,,,,,,,,-108534.0,,-56528.0,,-150161.0,,-70706.0,-76744.0,,-17416.0,,,,,,-49052.0,,,,,,,,,,,,,,,,,,,56953.0,,,,,,,,,-113184.0,,425.0,,4650.0,,,,,,,,205336.0,125097.0,164639.0,,,2312298.0,2517634.0,156057.0,31365.0,,,,,,,,,,,,,,,,,,,,,,3777165.0,3777165.0,,
2011-06-30,2011-08-08,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,871571.0,477886.0,,3467648.0,1636944.0,,,15000.0,,,,,,,,,6961647.0,3676535.0,,,405774.0,485738.0,,,,,,,,,,,1260613.0,,,0.0,,15000000.0,3778898.0,3778898.0,9730040.0,,686107.0,,1860739.0,1772357.0,,,4237.0,750915.0,,,0.0,,,,,,,,,156000.0,,,,,,,,,,,,49756.0,,,132836.0,6038.0,,-0.05,-0.05,,,,,,62090.0,,,,,,,,,,,,,,,134666.0,0.0,,,275340.0,,16250.0,416829.0,,,-194213.0,-194213.0,4237.0,,,,,,,,,,,,,,,16997.0,,,,,,1517385.0,,,,,861.0,,315054.0,,,,,,,,,,3364233.0,6961647.0,2358444.0,,,520051.0,5550180.0,,,,,,,-198450.0,-204488.0,,-18239.0,10446.0,,,65263.0,,-175974.0,,,,,,,,,,,,,,,,,,,,,,6038.0,,,237955.0,,,,,,,,,,,6686007.0,3218359.0,,,147835.0,88382.0,197548.0,-8151172.0,,2129733.0,2277568.0,119915.0,29928.0,,,,,,,,,,,,,3597414.0,,,,,,,,0.0,3778898.0,3778898.0,,
2011-09-30,2011-11-10,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,659518.0,351514.0,,3551625.0,1657962.0,,,15000.0,,,,,,,,,6593400.0,3193692.0,,,349493.0,438495.0,,,,,,,,,,,1178852.0,,,,,15000000.0,3783898.0,3783898.0,9737540.0,,300700.0,,1793512.0,1675287.0,,,-637.0,708873.0,,,-156000.0,,,,,,,,,0.0,,,,,,,,,,,,48505.0,,,138874.0,6038.0,,-0.1,-0.1,,,,,,81858.0,,,,,,,,,,,,,,,134666.0,0.0,,,239027.0,,30771.0,294906.0,,,-227921.0,-227921.0,156637.0,,,,,,,,,,,,,,,16225.0,,,,,,1537439.0,,,,,543.0,,317870.0,,,,,,,,,,3345988.0,6593400.0,2061939.0,,,845554.0,6133367.0,,,,,,,-384558.0,-390596.0,,-19499.0,22843.0,,,65753.0,,-208422.0,,,,,,,,,,,,,,,,,,,,,,6038.0,,,72273.0,,,,,,,,,,,6886603.0,3334978.0,,,140569.0,118225.0,133205.0,-8535730.0,,1947849.0,2088418.0,131096.0,27056.0,,,,,,,,,,,,,3247412.0,,,,,,,,0.0,3779768.0,3779768.0,,
2011-12-31,2012-04-13,10-K,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,363790.0,488031.0,,3692401.0,1678981.0,3088.0,115406.0,15000.0,,1829.0,8652.0,38726.0,1010902.0,,32218.0,6624.0,5731249.0,2426467.0,,,292488.0,384697.0,,,,,,,,,,,798069.0,-713683.0,,,,15000000.0,3802898.0,3802898.0,9766740.0,,323326.0,,7619012.0,7187255.0,,10000.0,,255122.0,,,,51779.0,57421.0,51779.0,,156000.0,,1623000.0,,0.0,1436000.0,4100000.0,19000.0,-76000.0,125000.0,80000.0,6000.0,12000.0,,1623000.0,,18425.0,528372.0,534996.0,,24152.0,24152.0,-0.24,-0.24,0.229,-0.35,0.509,0.056,0.014,56610.0,,,,,,,,,,,,,,,134666.0,259.0,39000.0,,1042865.0,,23962.0,1533692.0,38726.0,,-724707.0,,165899.0,166000.0,,713.0,,197000.0,3000.0,-209950.0,-164944.0,6624.0,,-291288.0,,48575.0,13922.0,15453.0,,,84198.0,164930.0,1103138.0,1045503.0,273992.0,57635.0,664216.0,7635.0,2736.0,161288.0,317870.0,,,,,,,,,,2664472.0,5731249.0,1614069.0,,17300.0,665706.0,6135664.0,384396.0,,-1094864.0,,-3215.0,,-890606.0,-914758.0,,-83032.0,5610.0,,1097770.0,432064.0,,-641675.0,,,,,,,,,,,,,,,,,,24152.0,1095289.0,0.0,,24152.0,,,65292.0,,846747.0,-479549.0,,425.0,,41350.0,,,,6911526.0,3219125.0,-530.0,,605586.0,431757.0,619940.0,-8772622.0,,8547118.0,9152704.0,512562.0,115406.0,,,,,,,1.55,,,,,,3066777.0,,,,,41350.0,,,,3781717.0,3781717.0,,
2012-03-31,2012-05-07,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,569105.0,505879.0,,3833765.0,1699999.0,772.0,27056.0,15000.0,,,,,,,,,6057362.0,2864408.0,,,242055.0,329999.0,,,,,,,,,,,688788.0,-109281.0,,,,15000000.0,3808898.0,3808898.0,9774780.0,,315223.0,,1567887.0,1513890.0,,,-5185.0,707231.0,,,0.0,,,45622.0,,,,,,,,,,,,,,,,,,17723.0,143524.0,143524.0,,6038.0,,-0.05,-0.05,,,,,,99369.0,,,,,,,,,,,,,,,137911.0,0.0,,,280913.0,,29159.0,315145.0,,,-194948.0,,-5185.0,,,0.0,,,,205315.0,22055.0,2160.0,,470699.0,,-6859.0,54563.0,14680.0,,-19690.0,20111.0,,,1516107.0,,,,95.0,421.0,,317870.0,,,,,,,,,,3145252.0,6057362.0,2177112.0,,,638141.0,6177690.0,-127252.0,,-37167.0,,55138.0,,-189763.0,-195801.0,,-19690.0,4620.0,,,437507.0,,-175258.0,,,,,,,,,,,,,,,,,,,37167.0,0.0,,6038.0,,,119855.0,,,-127252.0,,0.0,,0.0,,,,6948694.0,3114929.0,0.0,,68490.0,53997.0,96822.0,-8962385.0,,1814542.0,1883032.0,112668.0,35096.0,,,,,,,,,,,,,2912110.0,,,,8040.0,,,,,3805931.0,3805931.0,,
2012-06-30,2012-08-07,10-Q,"SCI ENGINEERED MATERIALS,Â INC.",SCIA,CIK0000830616,USD,571388.0,549418.0,,3976056.0,1719843.0,,,15000.0,,,,,,,,,6014263.0,2456929.0,,,217018.0,274388.0,,,,,,,,,,,529049.0,,,,,15000000.0,3814898.0,3814898.0,9784680.0,,36991.0,,2180696.0,2134110.0,,,-20704.0,343669.0,,,0.0,43262.0,,,,,,,,,,,,,,,,,,,,15291.0,,,156988.0,,,0.0,0.0,,,,,,57456.0,556498.0,,,,,,,,,,,,,,137911.0,0.0,,,290556.0,,17145.0,523032.0,,,-10098.0,,-20704.0,,,,,,,,,,,,,,,13908.0,,-24871.0,,201015.0,,1247964.0,313832.0,66730.0,799847.0,,202.0,,317870.0,,,,,,,,,,3055765.0,6014263.0,1730258.0,,,1051119.0,6968157.0,,,,,,,10606.0,4568.0,,-24871.0,3112.0,,,437702.0,,14773.0,,,,,,,,,,,,,,4100000.0,,,,,,,,6038.0,,,110241.0,,,,,,,,,,,7460929.0,3484873.0,,,56511.0,46586.0,70567.0,-8951779.0,,2647217.0,2703728.0,147136.0,35782.0,,,,,,4.64,,,,,,,2958498.0,,,,,,,,9531.0,3821528.0,3811997.0,,
