end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableRelatedParties,AccruedFeesAndOtherRevenueReceivable,AccruedProfessionalFeesCurrentAndNoncurrent,AssetManagementCosts,Assets,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommissionsPayableToBrokerDealersAndClearingOrganizations,DebtInstrumentCollateralAmount,Deposits,DepositsMoneyMarketDeposits,DividendIncomeOperating,DividendsReceivable,DueFromOfficersOrStockholders,DueToCorrespondentBrokers,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrentAndNoncurrent,FloorBrokerageExchangeAndClearanceFees,GainLossOnSaleOfInvestments,GeneralPartnersCapitalAccount,IncreaseDecreaseDueFromOfficersAndStockholders,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPayablesToBrokerDealers,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidInsurance,IncreaseDecreaseInTradingLiabilities,InterestIncomeOperating,InterestReceivable,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,Liabilities,LiabilitiesAndStockholdersEquity,LicenseCosts,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,LitigationSettlementInterest,LossContingencyDamagesAwardedValue,LossContingencyDamagesPaidValue,ManagementFeeExpense,ManagementFeePayable,MarketableSecuritiesRealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NoninterestExpenseDirectorsFees,NoninterestExpenseTransferAgentAndCustodianFees,OperatingExpenses,OtherAssets,OtherExpenses,OtherGeneralExpense,OtherIncome,OtherLiabilities,PartnersCapital,PartnersCapitalAccountContributions,PartnersCapitalAccountRedemptions,PartnersCapitalAccountUnitsContributed,PartnersCapitalAccountUnitsRedeemed,PrepaidExpenseCurrentAndNoncurrent,PrepaidInsurance,ProceedsFromPartnershipContribution,ProfessionalFees,ReceivableFromShareholdersOrAffiliatesForIssuanceOfCapitalStock,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestmentsCurrent,Revenues,TradingLiabilities,UnrealizedGainLossOnDerivativesAndCommodityContracts,UnrealizedGainLossOnInvestments,WeightedAverageLimitedPartnershipUnitsOutstanding
2017-12-31,2018-03-14,10-K,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,541.0,0.0,,170701.0,361298.0,48759489.0,3992699.0,41233887.0,-21270507.0,45226586.0,,,2963.0,3992699.0,42726586.0,2500000.0,31618.0,1962.0,231179.0,496140.0,25039.0,,71846.0,864192.0,0.0,-38730.0,14.0,994.0,,-953.0,0.0,1715031.0,,,,-1550.0,-31658.0,,,460679.0,994.0,,711557.0,48759489.0,9033.0,48047932.0,1500000.0,,,,361298.0,,0.0,-22770278.0,,1499771.0,,6915396.0,0.11,,,4.38,,,8185.0,20000.0,841813.0,,,170000.0,10150.0,,48047932.0,31756763.0,54527041.0,1150000.0,1900000.0,0.0,,31756763.0,185986.0,,,3992699.0,7464876.0,,-681370.0,-681370.0,2192877.0
2018-03-31,2018-05-10,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,1132.0,,,134846.0,68934.0,46972078.0,6512507.0,38176808.0,-537271.0,,,,1713.0,6512507.0,42389315.0,2300000.0,7976.0,2897.0,284184.0,0.0,19967.0,,10484.0,1618743.0,0.0,53005.0,591.0,2162.0,,935.0,0.0,,,,,-1250.0,0.0,,,149573.0,3156.0,,185055.0,46972078.0,1723.0,46787023.0,1450000.0,,,,68934.0,,,-1645813.0,,1108542.0,,384904.0,0.26,,,0.24,,,1758.0,20000.0,139201.0,,,,1050.0,,46787023.0,1696237.0,3342050.0,50000.0,100000.0,,,1696237.0,44848.0,,,,471100.0,,-1306242.0,-1306242.0,1459444.0
2018-06-30,2018-08-08,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,0.0,1200.0,,91817.0,,47532796.0,3988683.0,40390062.0,,44378745.0,,,1713.0,3988683.0,40078745.0,4300000.0,13947.0,6366.0,110231.0,655833.0,23374.0,,10969.0,1694557.0,0.0,,,,,,,,,,,,,,,179312.0,637.0,,811757.0,47532796.0,,46721039.0,1350000.0,,,,70413.0,,,,,,,2844669.0,2.03,,,2.34,,,1967.0,,135214.0,,,,1750.0,,46721039.0,,,,,,,,38522.0,,,,2932657.0,,,1043091.0,1400000.0
2018-09-30,2018-11-08,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,2741.0,,,112525.0,,48926956.0,7812281.0,38080525.0,,45892806.0,,,1713.0,7812281.0,44222806.0,1670000.0,13453.0,2593.0,140754.0,0.0,19140.0,,10375.0,1886598.0,0.0,,,,,,,,,,,,,,,203575.0,4160.0,,186775.0,48926956.0,,48740181.0,1350000.0,,,,67321.0,,,,,,,1872251.0,1.43,,,1.49,,,2004.0,,124674.0,,,,1750.0,,48740181.0,,,,,,,,31582.0,,,7812281.0,1956402.0,,,-148974.0,1311957.0
2018-12-31,2019-03-26,10-K,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,274.0,0.0,,204679.0,,32054163.0,6786120.0,27466999.0,-10973467.0,34253119.0,-10973467.0,,1353.0,6786120.0,34253119.0,0.0,38339.0,0.0,188173.0,0.0,15836.0,,42294.0,-6219221.0,0.0,-43006.0,-104.0,-192.0,,-1962.0,0.0,,,,,-1610.0,0.0,,,724902.0,802.0,,223714.0,32054163.0,,31830449.0,1400000.0,,,,261469.0,1038.0,-420.0,-4753433.0,,-6220034.0,,-28029924.0,-8.43,,,-22.65,,,7560.0,20000.0,630931.0,,,150000.0,6650.0,,31830449.0,16294842.0,21048275.0,550000.0,650000.0,,764.0,16294842.0,197150.0,,,6786120.0,-27634585.0,,-5687463.0,-5687463.0,1360137.0
2019-03-31,2019-05-14,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,1215.0,,,154321.0,,41849013.0,3968384.0,36813292.0,6528557.0,40781676.0,6528557.0,,1353.0,3968384.0,25781676.0,15000000.0,54572.0,32166.0,220666.0,400369.0,19429.0,,12092.0,6802984.0,0.0,32493.0,168.0,1549.0,,32166.0,,,,,,0.0,,,,163429.0,2351.0,,577596.0,41849013.0,,41271417.0,1400000.0,,,,58681.0,,0.0,-709264.0,,7237821.0,,10150232.0,6.74,,,6.74,,,1985.0,20000.0,105844.0,,,,1750.0,,41271417.0,5206294.0,5915558.0,200000.0,200000.0,,,5206294.0,31619.0,,,3968384.0,10223584.0,,3200849.0,3200849.0,1506111.0
2019-06-30,2019-08-13,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,0.0,1543.0,,122041.0,,39993600.0,,31872753.0,,35865782.0,,,1353.0,3993029.0,25865782.0,10000000.0,78185.0,19185.0,230041.0,1030598.0,18106.0,,10009.0,-1127759.0,0.0,,,,,,,,,,,,,,,159712.0,1016.0,,1173068.0,39993600.0,,38820532.0,1250000.0,,,,60984.0,,0.0,,,,,2098838.0,1.58,,,1.58,,,1868.0,,85605.0,,,,1050.0,,38820532.0,,,7300000.0,150000.0,,,,11219.0,,,3993029.0,2175067.0,,,3063879.0,1326923.0
2019-09-30,2019-11-13,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,128288.0,,32206365.0,,26736396.0,,35333465.0,,,1353.0,8597069.0,29233465.0,6100000.0,40978.0,9740.0,53412.0,,15936.0,,9632.0,4601805.0,0.0,,,,,,,,,,,,,,,146394.0,2615.0,,1640057.0,32206365.0,,30566308.0,1050000.0,,,,51699.0,1173.0,,,,,,-2345536.0,-2.04,,,-1.95,,,2202.0,,76166.0,,,,1050.0,,30566308.0,,,,200000.0,,1891.0,,11341.0,,,8597069.0,-2280914.0,,,-7071141.0,1150000.0
2019-12-31,2020-03-20,10-K,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,138727.0,,29761699.0,,26678989.0,-4578067.0,29675052.0,-4578067.0,,1353.0,2996063.0,25575052.0,4100000.0,199099.0,7719.0,66155.0,524417.0,16067.0,,41772.0,10449487.0,0.0,-122018.0,152.0,704.0,,7719.0,,,,,,0.0,0.0,,,588870.0,1506.0,,682416.0,29761699.0,,29079283.0,900000.0,,,,219691.0,1190.0,0.0,-16117585.0,,11539518.0,,16829304.0,10.69,,,12.77,,,8291.0,20000.0,413923.0,,,65000.0,4550.0,,29079283.0,5206294.0,21323879.0,200000.0,700000.0,,935.0,5206294.0,65523.0,,,2996063.0,17164329.0,,2399027.0,2399027.0,1250685.0
2020-03-31,2020-05-14,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,60738.0,,28668831.0,,14801908.0,,29045797.0,-629255.0,,2193.0,14243889.0,29045797.0,,4817.0,374.0,83805.0,0.0,10982.0,,13120.0,-20981974.0,0.0,17650.0,-338.0,-1499.0,,-7345.0,-2421.0,,,,,840.0,,,,94856.0,7.0,,75173.0,28668831.0,,28593658.0,2800000.0,,,,38071.0,852.0,7730.0,20905076.0,,-21534331.0,,-24047486.0,-21.79,,,-22.1,,,1877.0,20000.0,65240.0,,,,6300.0,,28593658.0,26891768.0,3329907.0,2050000.0,150000.0,,3356.0,24234983.0,11220.0,,,14243889.0,-23999896.0,,-3131625.0,-3131625.0,1103846.0
2020-06-30,2020-08-13,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,53627.0,,116291413.0,,92741914.0,,117484962.0,,,8493.0,24743048.0,24748175.0,92736787.0,26505.0,11717.0,87782.0,0.0,57095.0,,52231.0,43192695.0,0.0,,,,,,,,,,,,,,,43694.0,,,123617.0,116291413.0,,116167796.0,6150000.0,,,,120531.0,1114.0,0.0,,,,,44947758.0,8.69,,,8.68,,,2005.0,,220795.0,,,,9800.0,,116167796.0,,,5250000.0,1900000.0,,2518.0,,43015.0,,,24743048.0,45098421.0,,,1825727.0,5173626.0
2020-09-30,2020-11-13,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,87153.0,,82285283.0,,70906110.0,,81291200.0,,,8493.0,10385090.0,75788200.0,5503000.0,18561.0,926.0,143709.0,,44339.0,,40545.0,4794519.0,,,,,,,,,,,,,,,,9432.0,1362.0,,145547.0,82285283.0,,82139736.0,4100000.0,,,,155811.0,1391.0,,,,,,6774629.0,1.3,,,1.14,,,2328.0,,250690.0,,,,4900.0,,82139736.0,,,0.0,2050000.0,,1672.0,,48111.0,,,10385090.0,6969392.0,,,2141980.0,5210326.0
2020-12-31,2021-02-26,10-K,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,117792.0,,81536106.0,,72554979.0,,79722412.0,50047360.0,,8231.0,7167433.0,74219412.0,5503000.0,50122.0,48.0,195888.0,0.0,39960.0,,137982.0,41204932.0,0.0,129733.0,-114.0,1218.0,,-7671.0,,,,,,6878.0,,,,155890.0,2724.0,,1377240.0,81536106.0,,80158866.0,3300000.0,,,,431847.0,1076.0,7730.0,9780012.0,,40267348.0,,57338181.0,11.14,,,-3.76,,,8237.0,,934669.0,,,146000.0,24150.0,,80158866.0,,,7900000.0,5500000.0,,826.0,105098000.0,146835.0,,,7167433.0,58024783.0,,1603526.0,1603526.0,3816849.0
2021-03-31,2021-05-07,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,64762.0,,110215562.0,,100502574.0,,115086437.0,35364025.0,,9924.0,14583863.0,28783437.0,86303000.0,1232.0,1130.0,35397.0,,58028.0,,26647.0,30354211.0,,-160491.0,322.0,-448.0,,1082.0,-19817.0,,,,,1693.0,,,,8971.0,2276.0,,138068.0,110215562.0,,110077494.0,3500000.0,,,,147238.0,1398.0,,5073721.0,,30290304.0,,23637937.0,6.97,,,7.16,,,2763.0,,219445.0,,,,1750.0,,110077494.0,,,300000.0,100000.0,,20643.0,9424176.0,39116.0,,,14583863.0,23821985.0,,-6544179.0,-6544179.0,3390556.0
2021-06-30,2021-08-06,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,82398.0,,120299224.0,,83913555.0,,115897640.0,,,11134.0,31984085.0,32144640.0,83753000.0,5907.0,1775.0,,,63588.0,,29534.0,6168506.0,,,,,,,,,,,,,,,,2048.0,617.0,,163705.0,120299224.0,,120135519.0,3350000.0,,,,177369.0,1866.0,,,,,,15221567.0,4.33,,,4.41,,,7267.0,,297117.0,,,,4900.0,,120135519.0,,,800000.0,950000.0,,15366.0,,78513.0,,,31984085.0,15495508.0,,,9314147.0,3511667.0
2021-09-30,2021-11-05,10-Q,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,101346.0,,75139516.0,,41994224.0,,72832425.0,,,12467.0,30838201.0,34079425.0,38753000.0,3539.0,873.0,,,37783.0,,22920.0,7019783.0,,,,,,,,,,,,,,,,8328.0,2172.0,,156861.0,75139516.0,,74982655.0,1950000.0,,,,136971.0,1543.0,,,,,,4721655.0,1.9,,,2.59,,,7007.0,,223334.0,,,,3150.0,,74982655.0,,,0.0,1400000.0,,10031.0,,53012.0,,,30838201.0,4944989.0,,,-2089811.0,2479891.0
2021-12-31,2022-02-25,10-K,"United States Gasoline Fund, LP",UGA,CIK0001396878,USD,,,,141116.0,,80466432.0,,50117855.0,,76840846.0,-2881566.0,,14621.0,26722991.0,29087846.0,47753000.0,13752.0,948.0,0.0,,40160.0,,99596.0,47089661.0,0.0,-195888.0,399.0,-508.0,,900.0,,,,,,6390.0,,,,26084.0,2216.0,,8654710.0,80466432.0,,71811722.0,1750000.0,,,,590381.0,1475.0,0.0,-49357391.0,,46475825.0,,52933017.0,16.85,,,19.34,,,23962.0,,1154304.0,,,199000.0,12600.0,,71811722.0,,,1400000.0,2950000.0,,4696.0,49606639.0,218402.0,,,26722991.0,54028748.0,,2003518.0,2003518.0,2863425.0
