end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivableCurrent,AmortizationOfDebtDiscountPremium,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtCurrent,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentPeriodicPaymentPrincipal,DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,DebtSecuritiesGainLoss,DeferredCompensationLiabilityCurrent,DeferredFinanceCostsNet,Deposits,DepositsAssets,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EscrowDeposit,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainLossOnDispositionOfAssets1,GainOrLossOnSaleOfStockInSubsidiary,GrossProfit,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationNondeductibleExpenseDepreciationAndAmortization,IncomeTaxReconciliationNondeductibleExpenseOther,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredCompensation,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesAssumed1,NotesIssued1,NotesReduction,OfficersCompensation,OperatingExpenses,OperatingIncomeLoss,OtherAssetsNoncurrent,OtherIncome,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromConvertibleDebt,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfConvertibleDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,Revenues,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExpirations,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,SharePrice,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,ValuationAllowanceDeferredTaxAssetChangeInAmount,WarrantsAndRightsOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2020-06-30,2020-07-30,10-Q,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2947298.0,57600.0,,98273.0,167065.0,2946885.0,545240.0,9911.0,,119843.0,100061.0,5000.0,,100061.0,100061.0,,,1552931.0,0.0001,250000000.0,105891540.0,105891540.0,10589.0,68851.0,14803.0,14803.0,,,,,896074.0,0.0144,,,,,,,83345.0,,5000.0,,3003.0,-63818.0,196521.0,196521.0,0.0,0.21,,,,,,,,,,,,,,,-25993.0,13402.0,2081.0,,,,,,,,,,29418.0,,125320.0,,4430485.0,119843.0,,4430485.0,,896074.0,896074.0,,,,,-123776.0,-93236.0,,,,10000.0,30540.0,-30540.0,,,,,0.0001,2000000.0,,,31000.0,,,,,,,15670.0,-123776.0,181847.0,14782.0,,,,,,,,1867.0,0.0,,,,1552931.0,0.0331,,-4310642.0,-4310642.0,,,,,,6000.0,,,,10510.0,,105891540.0
2020-09-30,2020-11-16,10-Q,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2948298.0,57600.0,,108273.0,169720.0,3172013.0,545240.0,93241.0,,20026.0,2899.0,5000.0,,2899.0,2899.0,,,1290431.0,0.0001,250000000.0,118066613.0,118066613.0,11807.0,68851.0,17044.0,17044.0,,,,,893554.0,0.0056,,,,,,,84812.0,,5000.0,,2656.0,156378.0,40143.0,40143.0,0.0,0.21,,,,,,,,,,,,,,,-42175.0,,19581.0,24077.0,,,,,,,,,115303.0,,144179.0,,4305154.0,20026.0,,4305154.0,,893554.0,893554.0,,,,,-200832.0,-73577.0,,,,46268.0,127255.0,-127255.0,,,,,0.0001,2000000.0,31000.0,31000.0,31000.0,,,,,,,48008.0,-200832.0,181847.0,12127.0,,,,-7499948.0,,,,30323.0,18768.0,,,,1290431.0,0.0115,,-4285128.0,-4285128.0,,,207578.0,18768.0,,,,,,27415.0,,110211097.0
2020-12-31,2021-04-08,10-K,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2948964.0,57600.0,,156051.0,169949.0,3374888.0,545420.0,116643.0,,15555.0,757.0,,14798.0,757.0,757.0,22.0,,80000.0,0.0001,250000000.0,129836060.0,129836060.0,12984.0,68851.0,10762.0,10762.0,,,,,,0.00906,,,,,3620.0,-138009.0,86307.0,,,5000.0,10992.0,76556.0,43444.0,43444.0,0.01,0.21,1.0,,,,,,,,,,,,-138009.0,,-153840.0,,,,33455.0,,21000.0,5982.0,76770.0,,,,199126.0,,162074.0,,4373037.0,15555.0,120000.0,4373037.0,,896584.0,896584.0,,131475.0,,-131453.0,-732570.0,-260579.0,110620.0,107000.0,138009.0,149619.0,471991.0,-471991.0,,76556.0,,,0.0001,2000000.0,31000.0,31000.0,31000.0,,,123000.0,,,8475.0,273781.0,-732570.0,179747.0,9798.0,2675.0,,,-7776354.0,,,,34924.0,272147.0,262500.0,5000000.0,262500.0,80000.0,0.0329,896584.0,-4357482.0,-4357482.0,25000.0,,248630.0,18768.0,163000.0,,,,31000.0,59289.0,,110581886.0
2021-03-31,2021-05-24,10-Q,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2954238.0,57600.0,5826.0,145062.0,176758.0,3560004.0,545420.0,20324.0,2867.0,329089.0,52176.0,,276913.0,46350.0,46350.0,45593.0,,,0.0001,250000000.0,134968818.0,134968818.0,13497.0,68851.0,31086.0,31086.0,7021.0,,,,,0.01,,,,,,,86307.0,,,5000.0,9675.0,-157936.0,351380.0,351380.0,0.0,0.21,1.0,,2867.0,,21800.0,16350.0,21800.0,21800.0,21800.0,109000.0,106133.0,,,17816.0,-68909.0,,4268.0,,4344.0,5826.0,45790.0,,18168.0,11860.0,,106133.0,38493.0,,180242.0,,4829080.0,329089.0,15000.0,4829080.0,,1011914.0,1011914.0,,155330.0,-50000.0,-59737.0,-328138.0,-196429.0,,110000.0,,45790.0,149525.0,-131709.0,11860.0,,,50000.0,0.0001,2000000.0,31000.0,31000.0,31000.0,,150000.0,,5330.0,,,67250.0,,330678.0,153920.0,,,,-8104492.0,24837.0,,24837.0,26810.0,,,,,,0.029,1011914.0,-4499991.0,,,,,,29850.0,,,99000.0,,20000.0,,132000792.0
2021-06-30,2021-08-16,10-Q,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2963045.0,,5549.0,154183.0,187130.0,4291077.0,545420.0,,,381990.0,86505.0,,294485.0,39993.0,39993.0,,,,0.0001,250000000.0,169394790.0,169394790.0,16940.0,68851.0,34790.0,34790.0,21144.0,,,,,0.0078,,,,,,,89372.0,,,5000.0,16208.0,255416.0,365964.0,365964.0,0.0,0.21,,,-8317.0,,21800.0,10900.0,21800.0,21800.0,21800.0,109000.0,100683.0,,,30284.0,-141822.0,,61894.0,92994.0,,,,,,,,100683.0,312393.0,,187181.0,,4822809.0,381990.0,,4822809.0,,959423.0,959423.0,,,,,-675344.0,-499806.0,,,,45149.0,205822.0,-175538.0,,,,,0.0001,2000000.0,31000.0,31000.0,31000.0,40963.0,,,,,,50403.0,,376932.0,189802.0,,,,-8779836.0,51428.0,,51428.0,94062.0,,,,,,0.0224,959423.0,-4440819.0,,,,,,,,,,,35927.0,0.0,141483432.0
2021-09-30,2021-11-05,10-Q,"DEEP GREEN WASTE & RECYCLING, INC.",DGWR,CIK0001637866,USD,2979179.0,57600.0,6929.0,188903.0,197806.0,4878828.0,545420.0,,,384756.0,97200.0,,287556.0,51878.0,51878.0,,,,0.0001,500000000.0,200005368.0,200005368.0,20001.0,68851.0,46444.0,46444.0,29930.0,,,,,,,,,,,,90945.0,,,5000.0,18657.0,366414.0,,,0.0,0.21,,51000.0,-13767.0,2583.0,21800.0,5450.0,21800.0,21800.0,21800.0,109000.0,95233.0,-17747.0,,13985.0,56401.0,,33119.0,74429.0,,,,,,,,95233.0,188937.0,,66011.0,,3966187.0,384756.0,,3966187.0,,525854.0,525854.0,,,,,268576.0,457866.0,,,,101645.0,203275.0,-189290.0,,,,,0.0001,5000000.0,31000.0,31000.0,31000.0,38393.0,,,,,,52283.0,,385129.0,187323.0,,,,-8511260.0,43915.0,,43915.0,30690.0,,,,,,,525854.0,-3581431.0,,,,,,,,,,,-90534.0,0.0,194886945.0
