end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccruedInvestmentIncomeReceivable,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,CommonStockValue,Deposits,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeCollateralObligationToReturnCash,DerivativeCollateralObligationToReturnSecurities,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueAmountOffsetAgainstCollateralNet,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FairValueAssetsLevel1ToLevel2TransfersAmount,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBrokerageReceivables,IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,IncreaseDecreaseInCashCollateralForBorrowedSecurities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentAdvisoryFees,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarketableSecuritiesGainLoss,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoninterestExpenseInvestmentAdvisoryFees,OperatingExpenses,OperatingIncomeLoss,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromContributionsFromAffiliates,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestments,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SecuritiesPurchasedUnderAgreementsToResellLiability,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2008-12-31,2009-03-02,10-K,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,,,,,,165510945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-02-24,10-K,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,2706044.0,,,,,175353290.0,9842345.0,,,,,,,,537919.0,,,,,,,,,,,,,,,,,,,-1.69,,,,,494103.0,33451505.0,10569.0,-28193760.0,,10569.0,,,,802314.0,,6697.0,,,,,,,,,,,537045.0,,,,,,,,,,,,,,,-2663102.0,,,,,,,,,,,,,,,,,,,2890698778.0,,-2880856433.0,,30788471.0,-68.0,,3200147.0,,,,,,,,377085686.0,,,,4242249351.0,,3272728182.0,1391978688.0,,,,30788403.0,,-28183191.0,,,,,,,,,,,,2895642496.0,143400000.0,128000000.0,3272728182.0,,,-15400000.0,377085686.0,,61674705.0,61634696.0,,-40009.0,,,,,
2010-03-31,2010-05-10,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,3975629.0,,,,,176157328.0,804038.0,,,,,,,,262123.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1056.0,,,,,,,,,,,,,,,29990091.0,,,,,,,,,,,,,,,,,,,,-4042977.0,,,,,,,,,,,,,,60760576.0,,,,,-1629522871.0,,1630326909.0,,56717569.0,30.0,,4305100.0,,,,,,,,,,,,1680453451.0,,,3189929923.0,,,,56717599.0,,,,,,,,,,,,,,,,,,,,,,,,,,-34250190.0,,,,,
2010-06-30,2010-08-04,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,2476667.0,,,,,222175131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,172111.0,68867071.0,,105135263.0,,3946.0,,,,,,,,,,,,,,,,,385805.0,,,,,,,,,,,,,,,-2262973.0,,,,,,,,,,,,,,,,,,,,,,,66604048.0,50.0,,2648778.0,,,,,,,,,,,,,,,,,,,66604098.0,,105139209.0,,,,,,,,,,,,-559464172.0,11800000.0,-23200000.0,297169672.0,,,-35000000.0,856633844.0,,-36136799.0,-36272138.0,,-135339.0,,,,,
2010-09-30,2010-11-08,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,1864733.0,,,,,135370739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.21,,,,,133316.0,-89207039.0,,-78996224.0,,-1799.0,,,,,,,,,,,,,,,,,190985.0,,,,,,,,,,,,,,,-1807064.0,,,,,,,,,,,,,,,,,,,,,,,-91014015.0,-88.0,,1998049.0,,,,,,,,,,,,,,,,,,,-91014103.0,,-78998023.0,,,,,,,,,,,,-387542472.0,9200000.0,-16400000.0,218453476.0,,,-25600000.0,605995948.0,,-10359783.0,-10209016.0,,150767.0,,,,,
2010-12-31,2011-03-01,10-K,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,700713.0,,,10262636.0,998211778.0,,,,97074248.0,-78279042.0,,0.0,,,7751.0,911.0,13731525.0,-1150772.0,,,,,,,,,,,,,,,,,,,-0.26,,,-13731525.0,914869055.0,816605.0,47005226.0,11709.0,106462740.0,,11709.0,,,998211778.0,-281802.0,,-2282.0,,,,,,,,,,,1150772.0,,,,,,,,,,,,,,,-9928469.0,,914869055.0,0.9172,,,,,,708464.0,998211778.0,,,,,,,911.0,,-2272516817.0,,2194237775.0,,37076767.0,-10.0,,11079241.0,,,,,7751.0,,,4055030180.0,911.0,,,4720557695.0,,1782514274.0,6819696055.0,,,,37076757.0,,106474449.0,,,,,21290906.0,,115074875.0,,43800000.0,43800000.0,997503314.0,-2272515906.0,76200000.0,-96600000.0,1782514274.0,,,172800000.0,4055030180.0,,-59539980.0,-59469223.0,,70757.0,,13731525.0,,,
2011-03-31,2011-05-09,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,,,,1702930.0,866380007.0,,,,97641336.0,567088.0,,,,,18530.0,,,289748.0,,,,,,,,,,,,,,,,,,,-1.02,,,,,113529.0,-40347193.0,8018.0,-41894061.0,,8018.0,,,866380007.0,-152368.0,,10779.0,,,,,,,,,,,289748.0,,,,,,,,,,,,,,,-1526711.0,,780926553.0,,,,,,,566875.0,866380007.0,,,,-40347193.0,,,,,-89816278.0,,90383366.0,,-41873904.0,,,1816459.0,,,,,,,,146936402.0,,,,853755498.0,,57120124.0,987990973.0,,,,-41873904.0,,-41886043.0,,,,,,,,,,,865813132.0,-89816278.0,2600000.0,-4000000.0,57120124.0,,,-6600000.0,146936402.0,,1543643.0,1538850.0,,-4793.0,,,,,
2011-06-30,2011-08-05,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,680918.0,,,1886288.0,1086412391.0,,,,32511422.0,,,0.0,,,282.0,848.0,2086190.0,,,,,,,,,,,,,,,,,,,,-0.54,,,-2086190.0,1055987159.0,137681.0,-20789342.0,,-30902478.0,,7946.0,,,1086412391.0,,,,,,,,,,,,,,160108.0,,,,,,,,,,,,,,,-1863861.0,,,,,,,,,681200.0,1086412391.0,,,,,,,,,,,,,-22653203.0,,,2023969.0,,,,,282.0,,,,,,,,,,,,,,-22653203.0,,-30894532.0,,,,,32262209.0,,50547831.0,,51200000.0,51200000.0,1085731191.0,242571262.0,21600000.0,11400000.0,459185534.0,,,10200000.0,216614272.0,,10101692.0,10105190.0,,3498.0,,,,,
2011-09-30,2011-11-07,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,756576.0,,,2064158.0,1732287741.0,,,,349569018.0,,,0.0,,,34.0,890.0,,,,,,,,,,,,,,,,,,,,,1.05,,,-35391562.0,1333974017.0,187610.0,58995840.0,,21536908.0,,6409.0,,,1718934597.0,,,,,,,,,,,,,,109542.0,,,,,,,,,,,,,,,-2142226.0,,1333974017.0,0.7764,,,,,,14109754.0,1732287741.0,,,,,,,,,,,,,56853614.0,,,2251768.0,,,,,34.0,,,,,,,,,,,,,,56853614.0,,21543317.0,,,,,41221688.0,,107401403.0,,77200000.0,77200000.0,1718177987.0,575593182.0,38200000.0,26000000.0,834155818.0,,,12200000.0,258562636.0,,37477752.0,-37452523.0,,-25229.0,,,,,
2011-12-31,2012-02-28,10-K,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,1082387.0,,1782819138.0,8794587.0,1890352197.0,,,,75582258.0,-21491990.0,,0.0,,,2456.0,898.0,11182804.0,-617446.0,,,,,,,,,,,,,,0.0,,,,,-0.33,,,-11182804.0,1825952743.0,672247.0,221818.0,29814.0,-2285446.0,,29814.0,898.0,,1890352197.0,381674.0,,-5295.0,,,,,,,,,,,617446.0,,,,,,,,,,,,,,,-8849388.0,,1825952743.0,0.9665,,,,,,1084843.0,1890352197.0,,,,,,,,,900391610.0,,-921883600.0,,-8627570.0,,,9466834.0,,,,,2456.0,,,1193014021.0,,,,5313492172.0,,2093405631.0,4402984473.0,,,,-8627570.0,,-2255632.0,,,,,55373220.0,,106447318.0,,46000000.0,84200000.0,1889267354.0,900391610.0,95600000.0,40400000.0,2093405631.0,900391610.0,891764040.0,55200000.0,1193014021.0,,2548721.0,2477450.0,,-71271.0,,11182804.0,,,
2012-03-31,2012-05-09,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,822945.0,,,2847145.0,1266924651.0,,,,62147613.0,-13434645.0,,,,,3665.0,876.0,,-80241.0,,,,,,,,,,,,,,0.0,,,,,-0.54,,,-24100951.0,1228877989.0,265809.0,-38493503.0,-17038.0,-25644362.0,,-17038.0,,,1266924651.0,-259442.0,,1209.0,,,,,,,,,,,79991.0,,,,,,,,,,,,,,,-3032963.0,,1228877989.0,0.9706,,,,,,826610.0,1266924651.0,,,,,,,,,-581642847.0,,568208202.0,,-41526466.0,,,3112954.0,,,,,3665.0,,,968916971.0,,,,1364750730.0,,387274124.0,1961974731.0,,,,-41526466.0,,-25661400.0,,,,,20857320.0,,64920874.0,,57800000.0,57800000.0,1266098041.0,-581642847.0,17400000.0,-26400000.0,387274124.0,,,43800000.0,968916971.0,,-12918147.0,-12832103.0,,86044.0,,24100951.0,,,
2012-06-30,2012-08-03,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,744845.0,,1059080557.0,2277727.0,1155821492.0,,,,78308568.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.57,,,-9352983.0,1086865907.0,211849.0,33322832.0,,18594572.0,,2302.0,899.0,,1155821492.0,,,,,,,,,,,,,,241083.0,,,,,,,,,,,,,,,-2248493.0,,,,,,,,,744846.0,1155821492.0,,,,,,,,,,,,,31074339.0,,,2489576.0,,,,,,,,,,,,,,,,,,,31074339.0,,18596874.0,,,,,18460200.0,,95995190.0,,51400000.0,51400000.0,1155076646.0,-142095734.0,8400000.0,-6400000.0,191265484.0,,,14800000.0,333361218.0,,14747968.0,14725958.0,,-22010.0,,,,,
2012-09-30,2012-11-02,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,1386354.0,,940252355.0,2134942.0,1009488994.0,,,,36566260.0,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,-0.55,,,6061481.0,966861253.0,185830.0,-26062368.0,,-41476604.0,,2260.0,877.0,,1009488994.0,,,,,,,,,,,,,,237240.0,,,,,,,,,,,,,,,-2083532.0,,,,,,,,,1386450.0,1009488994.0,,,,,,,,,,,,,-28145900.0,,,2320772.0,,,,,,,,,,,,,,,,,,,-28145900.0,,-41474344.0,,,,,21432840.0,,67849312.0,,46000000.0,84200000.0,1008102544.0,-118828202.0,5400000.0,-5400000.0,120897618.0,,,10800000.0,239725820.0,,15414464.0,15411976.0,,-2488.0,,,,,
2012-12-31,2013-02-22,10-K,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,478052.0,,,8841170.0,689599034.0,0.0,,,65573574.0,-10008684.0,,0.0,,,926.0,,931554.0,-747694.0,,,,,,,,,,1050310.0,,118756.0,,0.0,,,,,-0.74,,,-931554.0,624957014.0,811511.0,-35551795.0,3063.0,-43696717.0,,3063.0,872.0,40.0,689599034.0,-604335.0,,-1530.0,,,931554.0,,,,-1530.0,,,,935604.0,,,,,,,,,,,,,,,-10446456.0,,,,1188100000.0,,-931554.0,,,478978.0,689599034.0,,31600000.0,,,,,,,-1157849159.0,-1157849159.0,1147840475.0,1147840475.0,-45998251.0,,,9652681.0,,,,,926.0,,,1883428433.0,,,,4321136661.0,,725579274.0,5522933134.0,,,,-42298139.0,,-43693654.0,,,,,9427000.0,,,,,31600000.0,689120056.0,-1200147298.0,32400000.0,52600000.0,725579274.0,-1157849159.0,-1200147298.0,85000000.0,1883428433.0,,10251250.0,10301237.0,,49987.0,118756.0,1050310.0,,,
2013-03-31,2013-05-03,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,424760.0,,,1206154.0,764187923.0,0.0,,,43990910.0,-21582664.0,,,,,2325.0,,,-84621.0,,,,,,,,,,,,,,0.0,,,,,0.79,,,2193099.0,699924810.0,130410.0,24238875.0,,21104259.0,,5078.0,904.0,,746108819.0,-53292.0,,1399.0,,,,,,,,,,,84621.0,,,,,,,,,,,,,,,-1251943.0,,,,713400000.0,2193099.0,,,,18423823.0,764187923.0,,,,,,,,,15578008.0,15578008.0,-37160672.0,-37160672.0,22986932.0,,,1336564.0,,,,,,,,250782730.0,,,,695859299.0,,266360738.0,638982825.0,,,,22986932.0,,21109337.0,,,,,9325580.0,,,,,33000000.0,745764100.0,33657112.0,12800000.0,1400000.0,284439842.0,33657112.0,56644044.0,11400000.0,250782730.0,,3124653.0,3129538.0,,4885.0,2201124.0,8025.0,,,
2013-06-30,2013-08-08,10-Q,INVESCO DB US DOLLAR INDEX BULLISH FUND,UUP,CIK0001383151,USD,451379.0,,,1316793.0,930008428.0,0.0,,,13326248.0,,,0.0,,,9298.0,,,,,,,,,,,,,,,,,,,,,,-0.05,,,20159597.0,864950483.0,135787.0,-897242.0,,-18869408.0,,7632.0,902.0,,898436328.0,,,,,,,,,,,,,,104810.0,,,,,,,,,,,,,,,-1347770.0,,,,,20159597.0,,,,32457970.0,930008428.0,,,,,,,,,,,,,-2245012.0,,,1452580.0,,,,,,,,,,,,,,,,,,,-2245012.0,,-18861776.0,,,,,15941475.0,,,,,39800000.0,897550458.0,151786358.0,11600000.0,6800000.0,261539346.0,,,4800000.0,107507976.0,,17966498.0,17964534.0,,-1964.0,,,,,
