end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrent,AdditionalPaidInCapitalCommonStock,AllowanceForDoubtfulAccountsReceivable,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,DeferredIncomeTaxAssetsNet,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsValuationAllowance,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncomeTaxReconciliationTaxSettlementsOther,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestExpense,InterestPaidNet,InterestPayableCurrent,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProfessionalFees,RetainedEarningsAccumulatedDeficit,Revenues,StockholdersEquity,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AccountsPayableAndAccruedLiabilitiesNoncurrent,DeferredTaxAssetsOperatingLossCarryforwards,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic
2019-12-31,2020-05-07,10-K,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,640374.0,99486.0,,,7756.0,533132.0,41059293.0,0.0,433763.0,433763.0,431715.0,-76832.0,431715.0,,-76832.0,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,7017682.0,0.0,7017682.0,0.0,0.21,82483.0,,-134102.0,75.0,,33262.0,-28161.0,-5036.0,10.0,55280.0,,-2065.0,239.0,214.0,99486.0,640374.0,433763.0,640374.0,,-76832.0,-134177.0,-239.0,133863.0,-133863.0,0.0001,12500000.0,0.0,0.0,2048.0,,51380.0,-41286135.0,,-206611.0,34000.0,202308728.0,,,,,,
2020-03-31,2020-05-14,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,660083.0,,,,8113.0,545632.0,41059293.0,0.0,403078.0,403078.0,398075.0,-33640.0,,,-33640.0,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,0.21,20088.0,,-50394.0,0.0,0.0,33262.0,,,,19709.0,,2955.0,106.0,106.0,106338.0,660083.0,403078.0,660083.0,,-33640.0,-50394.0,-106.0,51288.0,-50288.0,0.0001,12500000.0,0.0,0.0,5003.0,,31200.0,-41336529.0,1000.0,-257005.0,7017000.0,202308728.0,,,,,,
2020-06-30,2020-08-14,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,662878.0,,,,3835.0,558132.0,41059293.0,0.0,374303.0,374303.0,374303.0,,374303.0,,,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,,22597.0,-31570.0,-31570.0,,,,,,,,,,60.0,,100911.0,662878.0,374303.0,662878.0,,,-31570.0,-60.0,31510.0,-31510.0,0.0001,12500000.0,0.0,0.0,,,8913.0,-41368099.0,,-288575.0,,202308728.0,,,,,,
2020-09-30,2020-11-13,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,683118.0,,,,5283.0,37500.0,41059293.0,0.0,342987.0,342987.0,336922.0,,336922.0,,,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,,21064.0,-51556.0,-51556.0,,,,,,,,,,58.0,,107203.0,683118.0,342987.0,683118.0,,,-51556.0,-58.0,51498.0,-51498.0,0.0001,12500000.0,0.0,0.0,6065.0,,30434.0,-41419655.0,,-340131.0,,202308728.0,,,,,,
2020-12-31,2021-03-24,10-K,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,119537.0,117313.0,,,2224.0,583132.0,41059293.0,0.0,328072.0,328072.0,322032.0,,322032.0,-109683.0,-109683.0,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,7059329.0,0.0,7059329.0,0.0,,87376.0,-167986.0,-167986.0,,,41647.0,-35277.0,-6370.0,,12295.0,,3992.0,279.0,279.0,117313.0,702669.0,328072.0,702669.0,,-109683.0,-167986.0,-279.0,168707.0,-167707.0,0.0001,12500000.0,0.0,0.0,6040.0,6040.0,81331.0,-41454121.0,1000.0,-374597.0,41000.0,202308728.0,702669.0,7059329.0,0.0,0.0,202308728.0,202308728.0
2021-03-31,2021-05-21,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,697119.0,,0.0,1152.0,2174.0,595632.0,41059293.0,0.0,275018.0,275018.0,267638.0,,,,-54394.0,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,,27137.0,,-47504.0,,,,,,,-5550.0,1152.0,188.0,53.0,53.0,99313.0,697119.0,275018.0,697119.0,,-54394.0,-47504.0,-53.0,48646.0,-47451.0,0.0001,12500000.0,0.0,0.0,6228.0,,21509.0,-41501625.0,1195.0,-422101.0,,202308728.0,,,,,,
2021-06-30,2021-08-12,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,711235.0,,0.0,485.0,2124.0,608132.0,41059293.0,0.0,251776.0,251776.0,251291.0,,,,,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,,25343.0,,-37358.0,,,,,,,,,,52.0,,100979.0,711235.0,251776.0,711235.0,,,-37358.0,-52.0,37766.0,-37306.0,0.0001,12500000.0,0.0,0.0,,,12423.0,-41538983.0,460.0,-459459.0,,202308728.0,,,,,,
2021-09-30,2021-11-12,10-Q,"NOVINT TECHNOLOGIES, INC.",NVNT,CIK0001282980,USD,101388.0,,0.0,1360.0,2075.0,620632.0,41059293.0,0.0,235350.0,235350.0,229022.0,,,,,0.0001,500000000.0,202308728.0,202308728.0,20231.0,,,,,0.0,,21410.0,,-27211.0,,,,,,,,,,50.0,,99313.0,722020.0,235350.0,722020.0,,,-27211.0,-50.0,28074.0,-27161.0,0.0001,12500000.0,0.0,0.0,,4968.0,6664.0,-41566194.0,913.0,-486670.0,,202308728.0,,,,,,
