end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvertisingExpense,AmortizationOfIntangibleAssets,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationContingentConsiderationLiabilityNoncurrent,BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,CapitalizedComputerSoftwareNet,CapitalUnitsAuthorized,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityRevenueRecognized,ConversionOfStockAmountConverted1,CostOfServices,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsValuationAllowance,Depreciation,DirectOperatingCosts,DueToOfficersOrStockholdersCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,ExtinguishmentOfDebtGainLossNetOfTax,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FiniteLivedPatentsGross,FiniteLivedTrademarksGross,FurnitureAndFixturesGross,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,GainsLossesOnRestructuringOfDebt,GainsLossesOnSalesOfAssets,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,IncomeLossFromContinuingOperations,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPrepaidTaxes,IntangibleAssetsCurrent,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaid,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryNet,LaborAndRelatedExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermNotesPayable,MarketingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NumberOfOperatingSegments,OfficersCompensation,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherGeneralAndAdministrativeExpense,OtherLiabilitiesCurrent,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,PaymentsOfStockIssuanceCosts,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockNoParValue,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromDepositsFromCustomers,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromLoans,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromStockOptionsExercised,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,ShareBasedCompensation,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityOther,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedDuringPeriodValue,TravelAndEntertainmentExpense,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,GainLossOnDispositionOfAssets,Goodwill,LoansPayableCurrent,ProfitLoss,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,StockIssuedDuringPeriodValueAcquisitions,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,CashFDICInsuredAmount,CashUninsuredAmount,DepreciationDepletionAndAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,InterestPaidNet,InventoryFinishedGoods,InventoryRawMaterialsAndSupplies,LeaseholdImprovementsGross,MachineryAndEquipmentGross,MinorityInterest,NetIncomeLossAttributableToNoncontrollingInterest,ProceedsFromDivestitureOfBusinesses,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromNotesPayable,ProvisionForDoubtfulAccounts,RepaymentsOfNotesPayable,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
2016-03-31,2016-06-20,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,,,,0.0,,,,,0.0,0.0,0.0,113598.0,46442.0,,,13156.0,67156.0,,,46442.0,-41197.0,,,,0.0,,70000000.0,30801659.0,30801659.0,119011.0,,,,0.0,,,,,,0.0,30563.0,,30563.0,,,,,,,0.0,0.38,,,,0.0,67156.0,67156.0,,,,,,,,,0.0,0.0,-34072.0,0.0,0.0,12947.0,-12947.0,0.0,0.0,,,0.0,-7500.0,,,,,,,375.0,,,,67156.0,375.0,0.0,,,,,,66260.0,113598.0,3104.0,63156.0,,,0.0,0.0,-41197.0,-34072.0,-375.0,,,50000.0,,,0.0,,33697.0,-33697.0,80430.0,80430.0,3003.0,3104.0,,,,,0.0,5000000.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,30694.0,,,,,-71673.0,,0.0,,,,0.0,,47338.0,,0.0,,,,,,,,,,,,,,,,,,30801659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,2016-08-15,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,,0.0,,8575.0,,,3358.0,,,,,107826.0,44028.0,,,13156.0,63798.0,,,44028.0,,,,,0.0,,70000000.0,29826659.0,29826659.0,130511.0,,,,0.0,,,,,,0.0,40908.0,,40908.0,,,,,,,0.0,,,,,3358.0,67156.0,63798.0,,,,,,,,,0.0,,-27222.0,0.0,,,,,,,,,,,,,,,,,,,,63798.0,375.0,,,,,,,76210.0,107826.0,13054.0,63156.0,,,,,,-27222.0,-375.0,,,50000.0,,,0.0,,26847.0,-26847.0,107652.0,107652.0,8617.0,3479.0,,,,,0.0,5000000.0,0.0,0.0,0.0,,,,,,,,,,18230.0,,,,,-98895.0,,0.0,,,,,,31616.0,,,,,,,,,,,,,,,,,,,,30801934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2016-11-15,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,,,,15372.0,,,,,,,,92508.0,32068.0,,,13156.0,60440.0,,,32068.0,,,,,0.0,,70000000.0,29826659.0,29826659.0,130511.0,,,,0.0,,,,,,0.0,53569.0,,53569.0,,,,,,12000.0,0.0,,,,,6716.0,67156.0,60440.0,,,,,,,,,0.0,,-33319.0,0.0,,,,,,,,,,,,,,,,,,,,60440.0,375.0,,,,,,,94211.0,92508.0,31055.0,63156.0,,,,,,-33319.0,-375.0,,,50000.0,,,5765.0,,32944.0,-32944.0,140971.0,140971.0,12357.0,3854.0,,,,,0.0,5000000.0,0.0,0.0,0.0,,,,,,,,,,14822.0,,,,,-132214.0,,0.0,,,,,,-1703.0,,,,,,,,,,,,,,,,,,,,29837528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2017-04-03,10-K,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,,,9310.0,46875.0,,,,,0.0,10074.0,50082.0,36353.0,29353.0,13156.0,,,7000.0,,,0.0,-67596.0,,,,0.0,,70000000.0,29826659.0,29826659.0,130511.0,,,,0.0,,,4000.0,4185.0,,0.0,88000.0,,88000.0,,,,,,,-0.01,0.38,,,,10074.0,67156.0,7000.0,,,,,,,,,5125.0,50082.0,-184977.0,0.0,0.0,70000.0,-70000.0,0.0,0.0,,,9310.0,39375.0,,4185.0,,,,,-354.0,,,,7000.0,1500.0,0.0,,,,,,128420.0,36353.0,78420.0,50000.0,,,24329.0,0.0,-91925.0,-184977.0,-51582.0,,,50000.0,,,9994.0,,138520.0,-133395.0,231000.0,231000.0,37304.0,2375.0,,,0.0,,0.0,5000000.0,0.0,0.0,0.0,,,12500.0,,,0.0,0.0,,,91222.0,,,,,-222578.0,,5125.0,,,,-1000.0,,-92067.0,-1000.0,0.0,,,,,,,,12500.0,,,,,,,,,88000.0,30314295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2017-05-19,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,,,0.0,44555.0,,,,,0.0,3358.0,,19505.0,15863.0,0.0,,,3642.0,,,15863.0,-4180.0,,,,0.0,,70000000.0,29826659.0,29826659.0,143667.0,,,,,,,0.0,0.0,,0.0,117000.0,,117000.0,,,,,,,0.0,0.38,,1.0,,13432.0,67156.0,3642.0,,,,,,,,,,3358.0,-75318.0,0.0,0.0,29000.0,-29000.0,0.0,,,,,-2320.0,,,,,,,375.0,,,,3642.0,375.0,0.0,,,,,,173734.0,19505.0,123734.0,50000.0,,,64600.0,0.0,-68780.0,-75318.0,-375.0,,,50000.0,,,,,89943.0,-74943.0,307000.0,307000.0,60043.0,2750.0,,,,,0.0,5000000.0,0.0,0.0,0.0,,,,,,64600.0,,,,29900.0,,,,,-297896.0,,15000.0,,,,5125.0,,-154229.0,,0.0,,,,,,,,,,,,,,,,,117000.0,29826659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,2017-08-14,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,1667.0,,,5000.0,0.0,-149769.0,,,,,,107142.0,89167.0,,,,,,,87500.0,,,,,0.0,,70000000.0,21728659.0,21728659.0,237269.0,,,,,,,,,,0.0,5000.0,,5000.0,,,,,26764.0,26764.0,,,,,,0.0,7520.0,7520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520.0,,,,,,,,33431.0,107142.0,33431.0,,,,,,,,,,,,,,,,,,14000.0,14000.0,,,,,,,0.0,5000000.0,0.0,0.0,0.0,1667.0,,,,,,,,,,10455.0,10455.0,,,-13789.0,,,,,,,,73711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2017-11-20,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,4167.0,,,184920.0,871.0,-149769.0,,,10000.0,154.0,,70836.0,49122.0,,,,,,,44955.0,44955.0,,,,0.0,,70000000.0,21728659.0,21728659.0,237269.0,,,,,,,,,,0.0,88000.0,,88000.0,871.0,0.0,,,26764.0,26764.0,0.0,,,,,154.0,12284.0,12130.0,12130.0,12130.0,9584.0,,,,,0.0,,,-218726.0,0.0,0.0,,,,,184920.0,4167.0,,184920.0,,0.0,,0.0,,,,4167.0,,,12130.0,0.0,0.0,,,,0.0,,215851.0,70836.0,215851.0,,,,114264.0,-22739.0,-46570.0,-218726.0,0.0,,,,,,,,218726.0,-218726.0,233000.0,233000.0,188686.0,,,12500.0,12284.0,10455.0,0.0,5000000.0,0.0,0.0,0.0,4167.0,,87500.0,,,0.0,,26764.0,,30040.0,10455.0,9584.0,,,-232515.0,,0.0,,,,0.0,,-145015.0,,,,,,,,,,,,,,,,,,,,21728659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2018-04-17,10-K,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,0.0,4167.0,,,0.0,1742.0,-149769.0,,,,307.0,,49724.0,29034.0,,,,,,,24867.0,24867.0,24867.0,,,0.0,,70000000.0,21728659.0,21728659.0,269769.0,,,,,,,,0.0,60985.0,0.0,60985.0,0.0,89211.0,1742.0,0.0,,189198.0,26764.0,26764.0,-0.01,,0.34,1.0,,307.0,12284.0,11977.0,,,,,,,,0.0,,,,0.0,0.0,60985.0,-60985.0,0.0,,189198.0,4167.0,,,,0.0,,0.0,,0.0,,4167.0,,,11977.0,0.0,0.0,0.0,0.0,,0.0,,220129.0,49724.0,220129.0,,,,126764.0,-22739.0,-79158.0,-290405.0,0.0,0.0,,0.0,0.0,,,,290405.0,-290405.0,290405.0,60985.0,205365.0,,,12500.0,12284.0,10455.0,0.0,5000000.0,0.0,0.0,0.0,4167.0,,100000.0,,,0.0,,26764.0,,85040.0,10455.0,8713.0,,,-290405.0,,0.0,,,,0.0,,-170405.0,,,,,,,,,,,,,,,,123750.0,,,,25677821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,2018-05-21,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,,7707.0,,,221993.0,2613.0,-149769.0,,,0.0,153.0,,42499.0,22833.0,,,,,,,18667.0,-6200.0,,,,0.0,,70000000.0,22803659.0,22803659.0,1717894.0,,,,,,,,,84817.0,0.0,84817.0,0.0,84817.0,871.0,0.0,,9923.0,26764.0,,-0.07,,0.21,1.0,,460.0,12284.0,11824.0,,,,,,,,13559.0,,,,0.0,0.0,23832.0,-23832.0,,,30233.0,16026.0,,30233.0,,0.0,16026.0,,,,,0.0,,,11824.0,16026.0,0.0,,1260.0,,31250.0,,326387.0,42499.0,326387.0,,,,60000.0,,-66200.0,-1561608.0,-16026.0,60000.0,,60000.0,,,,,1545582.0,-1545582.0,403890.0,84817.0,39748.0,,,,,,0.0,5000000.0,0.0,0.0,0.0,4166.0,,,,,60000.0,,,,12900.0,10455.0,7842.0,,,-1852013.0,,0.0,,,,1448125.0,,-283888.0,,0.0,,,,,,,1448125.0,,,,,,,,,,,22768103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2018-08-20,10-Q,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ALTD,CIK0001664127,USD,,6260.0,4167.0,,,,3484.0,-149769.0,,,,153.0,,37841.0,19199.0,,,,,,,15032.0,,,,,0.0,,70000000.0,22841159.0,22841159.0,1726519.0,,,,,,,,,103199.0,0.0,103199.0,0.0,103199.0,871.0,0.0,,242629.0,26764.0,,0.0,,,,,613.0,12284.0,11671.0,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,11671.0,13417.0,,29443.0,4471.0,,31250.0,,409263.0,37841.0,409263.0,,,,,,,-96159.0,-13417.0,,,100000.0,100000.0,,,,82742.0,-82742.0,491422.0,103199.0,14092.0,,,,,,0.0,5000000.0,0.0,0.0,0.0,4167.0,,,,,,,,,28775.0,10455.0,6971.0,,,-1948172.0,,0.0,,,,8625.0,,-366922.0,,,,,,,,,13125.0,,,,,,,,,,,22828247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
