end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsPayableOtherCurrentAndNoncurrent,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccruedAdvertisingCurrent,AccruedIncomeTaxesCurrent,AccruedProfessionalFeesCurrent,AccumulatedAmortizationDeferredFinanceCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdvertisingRevenue,AdvertisingRevenueCost,AllocatedShareBasedCompensationExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForLoanAndLeaseLossesWriteOffs,AllowanceForLoanAndLeaseLossesWriteoffsNet,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AvailableForSaleSecuritiesEquitySecuritiesCurrent,AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,CapitalLeaseObligationsCurrent,CapitalLeaseObligationsNoncurrent,CapitalLeasesFutureMinimumPaymentsDue,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsDueThereafter,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebt,ConvertibleDebtCurrent,ConvertibleDebtNoncurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CustomerAdvancesAndDepositsCurrent,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleInterestExpense,DeconsolidationGainOrLossAmount,DeferredCompensationEquity,DeferredCosts,DeferredCostsCurrent,DeferredFinanceCostsCurrentNet,DeferredFinanceCostsGross,DeferredFinanceCostsNet,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationDepletionAndAmortization,DisposalGroupIncludingDiscontinuedOperationConsideration,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,DueFromOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmployeeRelatedLiabilitiesCurrent,GainLossOnSaleOfPropertyPlantEquipment,GainLossRelatedToLitigationSettlement,GainOrLossOnSaleOfStockInSubsidiary,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InducedConversionOfConvertibleDebtExpense,InterestAndDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseShortTermBorrowings,InterestPaid,InterestPaidNet,InterestPayableCurrent,InvestmentIncomeInterest,LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths,LessorOperatingLeasePaymentsToBeReceivedThereafter,LessorOperatingLeasePaymentsToBeReceivedThreeYears,LessorOperatingLeasePaymentsToBeReceivedTwoYears,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoninterestIncome,NonoperatingIncomeExpense,NumberOfOperatingSegments,NumberOfOperatingSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivableThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAccruedLiabilitiesCurrent,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherPrepaidExpenseCurrent,OtherReceivablesGrossCurrent,OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,PaymentsOfDebtIssuanceCosts,PaymentsToAcquireAvailableForSaleSecuritiesEquity,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidAdvertising,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidRent,ProceedsFromConvertibleDebt,ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromLongTermCapitalLeaseObligations,ProceedsFromSaleOfAvailableForSaleSecurities,ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,ProceedsFromShortTermDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ProvisionForLoanLeaseAndOtherLosses,ProvisionForOtherCreditLosses,PurchaseObligationDueInNextTwelveMonths,PurchaseObligationDueInSecondYear,RepaymentsOfDebt,RepaymentsOfDebtAndCapitalLeaseObligations,RepaymentsOfLongTermCapitalLeaseObligations,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RepaymentsOfUnsecuredDebt,RestrictedCashAndCashEquivalentsAtCarryingValue,RetainageDeposit,RetainedEarningsAccumulatedDeficit,SecurityDeposit,SellingAndMarketingExpense,ShareBasedCompensation,ShareBasedGoodsAndNonemployeeServicesTransactionExpense,SharesIssuedPricePerShare,ShortTermBorrowings,StockGrantedDuringPeriodValueSharebasedCompensation,StockGrantedDuringPeriodValueSharebasedCompensationGross,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteStockSplitConversionRatio,StockholdersEquityNoteStockSplitConversionRatio1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2008-12-31,2009-03-27,10-K,NETWORK CN INC.,NWCN,CIK0000934796,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7717131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23356217.0,,,,,,,,,,,
2009-12-31,2010-03-31,10-K,NETWORK CN INC.,NWCN,CIK0000934796,USD,,,,,,,,,,,,,,,,1447745.0,,,1266927.0,2067881.0,,,,,,,,,18873863.0,,802487.0,,,,,,,,,,,,,,,,,,1969549.0,-5747582.0,,,,,,,,,,-37331705.0,,,,,3854934.0,,,,,,14338.0,,,,,,,,,,,576938.0,,,,,-0.59,,-14945.0,,,,-127441.0,,,,-1696684.0,4532628.0,-800954.0,,-37383361.0,,,,,,,,-1349913.0,-548509.0,-83019.0,10204627.0,31195905.0,420731.0,,,24795.0,,,22486.0,,,,,,,,,-250000.0,,-54364.0,,-5428273.0,,-37359188.0,-24173.0,,36572.0,,,5423074.0,-6224028.0,,,,,,,,,,,,,,,26655.0,-828.0,27483.0,,,27483.0,,,,,,14086.0,,,,250000.0,,128489.0,,,,,,,,,,,,,,,,,,74449.0,-324.0,,-37383361.0,,,-542771.0,,,,,,,,,,,,,,,630730.0,878669.0,,,,,,-1491206.0,-1491206.0,,,,,,,,,,
2010-06-30,2010-08-09,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,,,,,,,,,,,,,,,,,,,,-463581.0,,,,,,,,,-130121.0,,,,,,,,,,,,,,,,,,,,873546.0,,,,,,,,,,,-1026898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,,,,,,,,,,,-970545.0,260680.0,,-915763.0,,0.0,,,,,,,,,,-142586.0,-12465.0,,,,,,556.0,,,,,,,,,,,,,,,,,,31619.0,,,-1065476.0,-804796.0,,,,,,,,,,,,,,,7014.0,,,,-111135.0,,,,,-118149.0,,31063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-915763.0,,,,,,,,,,,,,,,,,,-94931.0,,,,,,,,,,,,,,,,,,422522071.0
2010-09-30,2010-11-08,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,,,,,,,,,,,,,,,,,,,733440.0,380259.0,,,,,,,,,133870.0,,,,,,,,,,,,,,,,,,,,460014.0,,,,,,,,,,,-360754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,,,,,,,,508285.0,353181.0,,-416489.0,,,,,,,,,,,,146473.0,12603.0,,,,,,351.0,,,,,,,,,,,,,,,-416489.0,,,-12747.0,,,610450.0,-257269.0,,,,,,,,,,,,,,,7293.0,,,,55735.0,,,,,48442.0,,-13098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102165.0,,,,,,,,,,,,,,,,,,
2010-12-31,2011-03-18,10-K,NETWORK CN INC.,NWCN,CIK0000934796,USD,1194838.0,,,,,398994.0,,,,,,459830.0,1563317.0,119751647.0,,,,592500.0,2207479.0,1503898.0,,,,9690.0,,449377.0,79085.0,79085.0,528462.0,55419719.0,,1974613.0,1368514.0,123077.0,9406.0,,,,,,,,,,,,,,170621.0,-1798928.0,,,,,0.001,400000000.0,84504467.0,84504467.0,84504.0,-2715011.0,,,,4304311.0,4304311.0,0.0,,,,,2037.0,307500.0,31692.0,81214.0,,,,,7583809.0,7583809.0,257899.0,257899.0,,3655.0,,,-0.03,0.34,21684.0,,,,-579341.0,,,438917.0,,2756180.0,703581.0,-735120.0,-2603384.0,-1868264.0,,,97153.0,635210.0,-885151.0,152788.0,-665644.0,317274.0,-277438.0,,578642.0,50180.0,50001.0,,50180.0,,,1374.0,,,,,5499149.0,1974613.0,1194838.0,,,,-268209.0,,-1552403.0,,-2603384.0,,,49681.0,,,2778004.0,-2074423.0,,,,,,,,,,247630.0,,,,,41932.0,,41932.0,41932.0,,-111627.0,,,,-153559.0,,48307.0,,,,,908441.0,56618.0,0.001,5000000.0,0.0,0.0,0.0,209186.0,385422.0,,,,,,,,,641211.0,641211.0,55639.0,,,-2603384.0,,574407.0,8546.0,11421.0,2875.0,,,,,,,,,,,-124616504.0,,449320.0,681681.0,,,,,89181.0,-3524536.0,-3524536.0,,,,,,,,84509069.0,84509069.0,84509069.0
2011-03-31,2011-05-11,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,,,,,,,,,,,,,,,,,,,396703.0,299756.0,,,,,,,,,141862.0,,,,,,,,,,,,,,,,,,,,569199.0,398578.0,,,,,,,,,,-855762.0,,,,,,,,,,,,,,,,,,,,,,80790.0,,,,,-0.01,,991.0,,,,,,,,,634279.0,96947.0,,-821935.0,,,,,,,,283830.0,-283590.0,-254928.0,,154191.0,12329.0,,,,,,58.0,,,,,,,,,,,-24438.0,,422025.0,,-821935.0,,,58.0,,,764749.0,-667802.0,,,,,,,,,,,,,,,7199.0,,,,-33827.0,,,,,-41026.0,,,,,,,,24438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130470.0,167659.0,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-08,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,1040717.0,,,,,85262.0,,,,,,,1726847.0,119441447.0,,,,,323071.0,268710.0,,,,,,124790.0,,20229.0,145019.0,,,1288945.0,802232.0,53846.0,,,,,,,,,,,,,,,332526.0,,,,,,0.001,2000000000.0,422522071.0,422522071.0,422522.0,-411000.0,,,,0.0,,4550649.0,,,,,,,0.0,72363.0,,,,,,,,,,,,,-0.005,,,,,,,,,,,32962.0,54361.0,,-454798.0,,0.0,,,,,,,,,,157484.0,12465.0,,,,,,31.0,,,,,5591366.0,1288945.0,5591366.0,,,,,,,,-454798.0,,,-205258.0,,,146417.0,-92056.0,,,,,,,,,,,,,,,2772.0,,,,43798.0,,,,,41026.0,,-205289.0,,,,,,,0.001,5000000.0,0.0,0.0,0.0,77083.0,181152.0,,,,,,,,,,,,,,-454798.0,,486713.0,,,,,,,,,,,,,,-125893237.0,,113455.0,,,,,,,-4302421.0,,,,,,,,,84504457.0,,84504457.0
2011-09-30,2011-11-14,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,1058698.0,,,,,103686.0,,,,,,,1730979.0,119782390.0,,,,,458770.0,256067.0,,,,,,128910.0,,20310.0,149220.0,20000.0,,1021903.0,596373.0,,,,,,,,,,,,,,,,135285.0,,,,,,0.001,400000000.0,84504467.0,84504467.0,84504.0,-416858.0,,,,,,4679559.0,,,,,,,,52054.0,,,,,,,,,,,,,-0.005,,,,,,,,,,,403669.0,202703.0,,-420990.0,,,,,,,,,,,,161823.0,12603.0,,,,,,85.0,,,,,5738257.0,1021903.0,5738257.0,,,,,,,,-420990.0,,,68233.0,,,530103.0,-327400.0,,,,,,,,,,,,,,,4132.0,,4132.0,,4132.0,4132.0,,,,,,68148.0,,,,,,,0.001,5000000.0,0.0,0.0,,141507.0,163841.0,,,,,,,,,,,,,,,,425530.0,,,,,,,,,,,,,,-126314227.0,,126434.0,,,,,,,-4716354.0,,,,,,,,,84504467.0,84504467.0,84504467.0
2011-12-31,2012-04-16,10-K,NETWORK CN INC.,NWCN,CIK0000934796,USD,1227782.0,,38697.0,,159362.0,146140.0,,,115615.0,218308.0,1307568.0,,1730805.0,119835325.0,,,,307500.0,1794552.0,1115461.0,,,13222.0,,,507769.0,81214.0,81214.0,588983.0,52917816.0,,983444.0,619848.0,,-228285.0,,,,,,,,,,,,,,65623.0,-104998.0,,,,,0.001,400000000.0,96504467.0,96504467.0,96504.0,-1935060.0,,,,,4812080.0,4812080.0,92829.0,,,,,,,31692.0,31692.0,250000.0,31692.0,,7763009.0,7763009.0,239223.0,239223.0,,,,229744.0,-0.02,0.34,-13139.0,,,410254.0,24222.0,137307.0,,3254.0,,1489460.0,679091.0,-1034827.0,-2102548.0,-1067721.0,,,179200.0,363025.0,-714866.0,172641.0,-193546.0,-252854.0,-191998.0,,638983.0,50000.0,50000.0,,50000.0,,12603.0,254.0,,,,,6039862.0,983444.0,6039862.0,,229744.0,229744.0,66675.0,66675.0,-388278.0,-388278.0,-2102548.0,,,-135341.0,,,2007315.0,-1328224.0,,,,,,,,,,52097.0,,,328040.0,153559.0,13929.0,,13929.0,13929.0,,167488.0,153559.0,-153559.0,-153559.0,,,-135595.0,,274.0,,,,35309.0,0.001,5000000.0,0.0,0.0,,182969.0,193424.0,155075.0,,,,,,,,48351.0,48351.0,53633.0,,,-2102548.0,4376403.0,363596.0,,,,,,,,,,,,,,-126719052.0,40168.0,521109.0,403178.0,,,,,35678.0,-5056418.0,-5056418.0,,,,60000.0,,60000.0,,86970220.0,86970220.0,86970220.0
2012-03-31,2012-05-21,10-Q,NETWORK CN INC.,NWCN,CIK0000934796,USD,1890342.0,,,,,203557.0,,,,,,,1730965.0,119842270.0,,,,,406775.0,278685.0,,,,,,137158.0,,20719.0,157877.0,55866149.0,,1166822.0,788573.0,,,,,,,,,,,,,,,,36683.0,-28940.0,,,,,0.001,400000000.0,96504467.0,96504467.0,96504.0,-623285.0,,,,,,4949238.0,,,,12466.0,,,,10973.0,,,,,,,,60220.0,,,,,-0.01,,-632.0,,,,-14258.0,,,,,484120.0,128090.0,,-623445.0,,,,,,,,199484.0,57417.0,-3791.0,,173527.0,15650.0,,3184.0,,,,66.0,,,,,6839580.0,1166822.0,6839580.0,,463076.0,,-89219.0,,-402165.0,,-623445.0,,,66.0,,,578074.0,-449984.0,,,,,,,,,,60317.0,,,,,160.0,,160.0,,160.0,160.0,,,,,,,,,,,,92413.0,0.001,5000000.0,0.0,0.0,,347727.0,189633.0,,,,,,,,,,,3194.0,,345128.0,,,378249.0,,,,,,,,,,,,,,-127342497.0,,93954.0,6945.0,,,,,,-5672758.0,,,,,,,,,96504467.0,96504467.0,96504467.0
