end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationLiabilitiesIncurred,AssetRetirementObligationLiabilitiesSettled,AssetRetirementObligationPeriodIncreaseDecrease,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,BusinessAcquisitionSharePrice,CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,CapitalizedCostsAssetRetirementCosts,CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,CapitalizedCostsOilAndGasProducingActivitiesGross,CapitalizedCostsOilAndGasProducingActivitiesNet,CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,CapitalLeasedAssetsGross,CapitalLeasesIndemnificationAgreementsPayments,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockDividendsPerShareCashPaid,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostsIncurredExplorationCosts,CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseDecreaseOtherNet,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depletion,DepletionOfOilAndGasProperties,DepositAssets,DepositsAssetsCurrent,DepreciationAmortizationAndAccretionNet,DepreciationDepletionAndAmortization,DepreciationExpense,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilityFairValueNet1,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DueToRelatedParties,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensation,EquityIssuancePerShareAmount,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestmentOwnershipPercentage,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,GainLossOnSaleOfLoansAndLeases,GainLossOnSaleOfOilAndGasProperty,GainLossOnSaleOfProperty,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseDepletion,IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseOther,InterestPaid,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseOperatingExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,LitigationSettlementExpense,LongTermDebtPercentageBearingFixedInterestRate,LongTermDebtPercentageBearingFixedInterestRate,ManagementFeesRevenue,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesAssumed1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesCurrent,NotesReduction,OilAndGasPropertyFullCostMethodNet,OilAndGasPropertySuccessfulEffortMethodAccumulatedImpairment,OilAndGasPropertySuccessfulEffortMethodNet,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherExpenses,OtherIncome,OtherNoncashExpense,PaymentsForDeposits,PaymentsToAcquireLeasesHeldForInvestment,PaymentsToAcquireOilAndGasProperty,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfOilAndGasPropertyAndEquipment,ProceedsFromUnsecuredNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentTransfersAndChanges,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,ResultsOfOperationsProductionOrLiftingCosts,ResultsOfOperationsRevenueFromOilAndGasProducingActivities,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SalesOfOilAndGasProspects,SecuredLongTermDebt,ServiceManagementCosts,SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,ShareBasedCompensation,SharePrice,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesIssuedForNoncashConsideration,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueTreasuryStockReissued,StockRepurchasedAndRetiredDuringPeriodValue,UnprovedOilAndGasPropertySuccessfulEffortMethod,UseOfRestrictedCashForAcquisitionOfOilAndGasProperty,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,WeightedAverageNumberOfSharesOutstandingBasic,WellsTemporarilySuspended
2012-06-30,2012-08-10,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,9527.0,,79400.0,,973.0,,4222139.0,,,,,,,,,,,,,,,,,,,44292.0,62272.0,509.0,,,,,,,,,,309.0,,,,,0.001,74000000.0,42728159.0,52728159.0,42728.0,,,,,,,,,,,0.06,,,,,,,,,,200.0,,,,,-3242.0,,,4474.0,,524202.0,,,,,,0.0,,,,,,,,,,,,,3293.0,,,,,-7882.0,-7882.0,-7882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,374.0,,,,,152933.0,62272.0,,108641.0,44292.0,,,,,,,,,,,,,-7882.0,-3616.0,,15240.0,,,,,,,,61763.0,,,4266.0,-4266.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,,,,,,,,,,-3831368.0,,,,,,,,,,,-90661.0,,,,,,,,,,,,,,,,,,,49980906.0,,,
2012-09-30,2012-11-14,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,9840.0,,89400.0,,3709.0,,4222139.0,,,,,,,,,,,,,,,,,,,48001.0,64365.0,2602.0,,,,,,,,,,2402.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,,,,,,,0.06,,,,,,,,,200.0,,,,,-1512.0,,,3004.0,,524202.0,,,,,,0.0,,,,,,,,,,,,,7729.0,,,,,-15933.0,-15933.0,-15933.0,0.0,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,165485.0,64365.0,,117484.0,48001.0,,,,-2491.0,,,,,,,,,-15933.0,-2004.0,,15240.0,,20000.0,,,,,,61763.0,,,13929.0,-13929.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,,,,,,,,,,-3841827.0,,,,,2491.0,,,,,,-101120.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2012-12-31,2013-04-10,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,12895.0,,18640.0,,6590.0,,4222139.0,,,,,,,,,,,,,65540.0,48957.0,6590.0,,,,48957.0,336.0,336.0,,,,-5358.0,,,,,,136.0,-2606.0,,,133929.0,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,36305.0,,,-2272.0,,,,0.0,,,229027.0,937133.0,229027.0,,,200.0,200.0,6590.0,,,-321.0,321.0,,3304.0,3304.0,3915167.0,,,,18640.0,,0.0,0.34,,,,,1.04,0.0011,,,,,,34579.0,,,,65540.0,-106779.0,-106779.0,-106779.0,0.0,,,,,36414.0,,,,,-4720.0,,42000.0,,,-200.0,-109.0,321.0,,,,,,1721.0,1721.0,,,,174796.0,336.0,,125839.0,48957.0,,,,,2752.0,,,,-5358.0,-5358.0,2752.0,,-106779.0,230.0,,,91000.0,18640.0,,,,,,,65540.0,,107009.0,-107009.0,,1402287.0,65540.0,,,,,,80000.0,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,35000.0,-35000.0,,,,,,,,,,,,,-524202.0,,,,,300.0,,,,,,-174460.0,,250000.0,,,,,,,,,,,,,,65540.0,,36414.0,47181711.0,,,
2013-03-31,2013-05-20,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,14298.0,,,,971.0,,4222139.0,,,,,,,,,,,,,,,,,,,50172.0,2509.0,2509.0,,,,,,,,,,2309.0,2173.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,,,,,,,,,,,,,,,0.0,200.0,,1215.0,,,3140.0,,,3809.0,,524202.0,,,,,,0.0,,,,,,,,,,,,,17499.0,,,,,-16153.0,-16153.0,,0.0,,,,,,,,,,1403.0,,,,,,,505.0,,,,,,823.0,,,,,185419.0,2509.0,,135247.0,50172.0,,,,,-5327.0,,7500.0,7500.0,,,-5327.0,,-16153.0,2317.0,,,117140.0,,,,,,,,65540.0,,18470.0,-18470.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,7500.0,,,,,,,,,,,,,,,-3923617.0,,,,,,,,,,,-182910.0,,,,,,,,,,,,,,,,65540.0,,,42728159.0,,,
2013-06-30,2013-08-19,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,23732.0,,,,971.0,,4259262.0,,,,,,,,,,,,,,,,,,,51143.0,675.0,675.0,,,,,,,,,,475.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,,,,,,,,,,,,,,,,200.0,,,,,3140.0,,,,,524202.0,,,,,,0.0,,,,,,,,,,,,,17499.0,,,,,-16153.0,-16153.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,823.0,,,,,162615.0,675.0,,111472.0,51143.0,,,,,,,,,,,,,-16153.0,2317.0,,,87740.0,,,,,,,,29086.0,,18470.0,-18470.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,,,,,,,,,,-3939770.0,,,,,,,,,,,-161940.0,,,,,,,,,,,,,,,,29086.0,,,42728159.0,,,
2013-09-30,2013-11-12,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,9702.0,,,,151.0,,4264813.0,,,,,,,,,,,,,,,,,,,13877.0,1727.0,1727.0,,,,,,,,,,1527.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,,,,,,,,0.0,,,,,,,,200.0,,,,,,,,,,524202.0,,,,,,0.0,,,,,,,,,31866.0,,,,4650.0,,,,,26797.0,26797.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,268.0,,,,,131319.0,1727.0,,117442.0,13877.0,,,,,,,,,,,,,26797.0,31598.0,,,107740.0,,,,,,,,29086.0,,4801.0,-4801.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,,,,,,,,,,-3912973.0,,,,,,,,,,,-129592.0,,,,,,,,,,,,,,,,29086.0,,,42728159.0,,,
2013-12-31,2014-03-27,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,22414.0,,,,2492.0,,4275176.0,,,3354.0,,,,,,,,,,,,2492.0,,44426.0,7009.0,7023.0,269.0,269.0,,,,,,,,,,69.0,-67.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,,,,6101.0,,,,669.0,,,0.0,,,338450.0,916555.0,398450.0,,,,200.0,2492.0,,,2635.0,,,,,3933112.0,,,,,,0.0,0.34,,,,,,,,31866.0,42005.0,,,47290.0,,,,,-17945.0,-17945.0,,0.0,,,,,6997.0,-6101.0,,,-896.0,12387.0,12387.0,,,,,-896.0,-2635.0,,,,,,2664.0,,,,,139637.0,269.0,,132614.0,7023.0,,,,,-37567.0,,37500.0,37500.0,,,-37567.0,,-17945.0,31837.0,49683.0,,110200.0,,,,,,,,65540.0,,49782.0,-49782.0,,1299002.0,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,37500.0,,,,,,,,,,,,,,,-4457314.0,,,,,,37123.0,,,,,-139368.0,,,,,,,,,,,,,,,,65540.0,,6997.0,47181711.0,,,
2014-03-31,2014-05-15,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,24877.0,,,,158.0,,4675177.0,,400000.0,,,,,,95342.0,,,,,,,,,,,7181.0,459739.0,459739.0,,,,,,,,,,459539.0,459470.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,295342.0,,,,,400000.0,-2450.0,,,,304658.0,,,,,,0.0,,,200.0,158.0,,,,,,,,4061606.0,,,,,,0.0,,,,,,,,,,,,2450.0,28371.0,,,,,-128494.0,-128494.0,,0.0,,,,,,,,,,2464.0,,,,,,,,,,,,,102415.0,,3300.0,,,327600.0,459739.0,,320419.0,7181.0,,,,,-30530.0,,490000.0,490000.0,,,-30530.0,,-128494.0,-99965.0,,,200.0,,,,,,,,65540.0,,28529.0,-28529.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,600000.0,,-110000.0,,,,,,,,,110000.0,,,,,,-524202.0,,,,,,,,,,,132139.0,,,,,,,,,,,,,,,,65540.0,,,47181711.0,,,
2014-06-30,2014-08-14,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,26568.0,,,,162.0,,4675177.0,,,,,,,,,,,,,,,,,,,7343.0,433069.0,31069.0,,,,,,,,,,30869.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,395068.0,,,,,,,,,,204932.0,,,,,,,,,200.0,162.0,,,,,,,,4189855.0,,,,,,0.0,,,,,,,,,,,,,20882.0,,,,,-128249.0,-128249.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,107205.0,,,,,429179.0,433069.0,,421836.0,7343.0,,,,,,,,,,,,,-128249.0,-107205.0,,,200.0,,,,,,,402000.0,,,21044.0,-21044.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,,,,,,,,,,-524202.0,,,,,,,,,,,3890.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2014-09-30,2014-11-14,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,36321.0,,,,165.0,,4675177.0,,,,,,,,,,,,,,,,,,,7508.0,427084.0,25084.0,,,,,,,,,,23884.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,495890.0,,,,,,,,,,104110.0,,,,,,,,,,165.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7950.0,,,,,,-116724.0,,,,,,,,,,,,,,,,,,,,,,,,,108609.0,,,,,539919.0,427084.0,,532411.0,7508.0,,,,,,,,,,,,,-116724.0,-108609.0,,,200.0,,,,,,,402000.0,,,8115.0,-8115.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,1200.0,,,,,,,,,,,,,,,,,,,,-4830782.0,,,,,,,,,,,-112835.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2014-12-31,2015-04-30,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,34409.0,,6000.0,,,,4675176.0,,,,,,,,396712.0,,,,,,,959.0,2837.0,,,10819.0,422063.0,17226.0,,515878.0,9860.0,,920715.0,404837.0,910855.0,,,17026.0,16957.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,596712.0,404837.0,404837.0,,,400000.0,,,,,3288.0,,,683128.0,1395640.0,683128.0,,0.0,,,959.0,,,,,,,,,,,,,,-0.01,0.34,,,,,,,,,,,2450.0,40886.0,,,,0.0,,-486709.0,,,,,,3333.0,165481.0,-165481.0,,,,11995.0,6000.0,,,,,,,,,,,,426613.0,,,,,648140.0,422063.0,,637321.0,10819.0,,,,,,,490000.0,,-402000.0,,-71043.0,,-486709.0,-424163.0,,,200.0,200.0,,,,,,404837.0,,,62546.0,-62546.0,,1396660.0,,,,,,,,402000.0,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,600000.0,,,,,,,20701.0,,,,110000.0,,959.0,-959.0,,,-4944023.0,,,,,,,,,,,-226077.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2015-03-31,2015-05-19,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,43925.0,,4000.0,,,,4675176.0,,,,,,,,3288.0,,,,,,,173.0,,,,10992.0,417485.0,12648.0,,,,,,,,,,12448.0,-4578.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,0.0,,,,,,,0.0,,,173.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6571.0,,,,0.0,,-15555.0,,,,,,,,,,,,7516.0,,,,,,,,,,,,,10685.0,,,,241.0,659117.0,417485.0,,648125.0,10992.0,,,,,,,,,,,-4578.0,,-15555.0,-10685.0,,,200.0,,,,,,,404837.0,,,10192.0,-4870.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,,,,,3207.0,,,,,,,,,,-4959578.0,5322.0,,,,,,,,,,-241632.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2015-06-30,2015-08-14,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,53235.0,,4000.0,,,,4675176.0,,,,,,,,,,,,,,,176.0,,,,11168.0,408991.0,4154.0,,,,,,,,,,3954.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5929.0,,,,,,-27980.0,,,,,,,,,,,,,,,,,,,,,,,,,7530.0,,,,196.0,678603.0,408991.0,,667435.0,11168.0,,,,,,,,,,,,,-27980.0,-7530.0,,,5000.0,5200.0,,,,,,404837.0,,,24791.0,-20450.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,,,,,18490.0,,,,,,,,,,-4987558.0,4341.0,,,,,,,,,,-269612.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2015-09-30,2015-11-16,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,63583.0,,4000.0,,,,4675176.0,,,,,,,,,,,,,,,181.0,,,,11349.0,405556.0,719.0,,,,,,,,,,519.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4536.0,,,,,,-13964.0,,,,,,,,,,,,,,,,,,,,,,,,,7688.0,,,,89.0,689132.0,405556.0,,677783.0,11349.0,,,,,,,,,,,,,-13964.0,-7688.0,,,5000.0,5200.0,,,,,,404837.0,,,8256.0,-6276.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,,,,,3450.0,,,,,,,,,,-5001522.0,1980.0,,,,,,,,,,-283576.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2015-12-31,2016-04-14,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,82978.0,,16000.0,,,,4675176.0,,,,,,,,3288.0,,,1200000.0,,,,715.0,,,,11534.0,15247.0,15247.0,,920715.0,9860.0,,920715.0,,910855.0,,,15047.0,-1979.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,0.0,,,718676.0,1568832.0,718676.0,,0.0,,,,,,,,,,,,,,,,,-0.01,0.34,,,,,,,,,,,,38365.0,,,,404837.0,,-509388.0,,,,,,,35547.0,-173192.0,137645.0,137645.0,,48569.0,10000.0,,,,,,,,,,,,33741.0,,,,679.0,750712.0,15247.0,,739178.0,11534.0,,,,,,,40000.0,,,,-41979.0,,-509388.0,-33741.0,,,5200.0,35000.0,,,,,,,,,490655.0,-475647.0,,1568832.0,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,40000.0,40000.0,,,,46059.0,,,,,,715.0,13614.0,679.0,15008.0,-5453411.0,15008.0,,,,,,,,,,-735465.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2016-03-31,2016-05-16,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,81979.0,,19000.0,,,,4675176.0,,,,,,,,,,,,,,,188.0,,,,11722.0,575.0,575.0,,,,,,,,,,375.0,-14672.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8159.0,,,,0.0,,-26861.0,,,,,,,,,,,,-999.0,3000.0,,,,,,,,,,,,8011.0,,,,,762901.0,575.0,,751179.0,11722.0,,,,,,,10000.0,,,,-24672.0,,-26861.0,-8011.0,,,5200.0,45000.0,,,,,,,,,18850.0,-18850.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,10000.0,,,,10503.0,,,,,,,,,,-5480272.0,,,,,,,,,,,-762326.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2016-09-30,2016-11-14,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,112234.0,,27000.0,,,11000.0,4676821.0,,,,,,,,,,,,,,,198.0,,,,12113.0,977.0,977.0,,,,,,,,,,777.0,,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,58684.0,,,,27575.0,,,,,,-10045.0,,,,,,,,,,,,,,,,,,,,,,,,,10575.0,,,,769.0,799047.0,977.0,,786934.0,12113.0,11000.0,,,,,,,,,,,,-10045.0,48109.0,,,200.0,36500.0,,,,,,,,,58154.0,-58154.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,,,,,29612.0,,,,,,,,,,-5517661.0,,,,,,,,,,,-798070.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
2016-12-31,2017-04-17,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,114380.0,,33000.0,,,,4676821.0,,,1645.0,,,,,,,,1200000.0,,,,789.0,,,,12323.0,472.0,472.0,,920715.0,9860.0,,920715.0,,910855.0,,,272.0,-14775.0,,,,0.001,74000000.0,42728159.0,42728159.0,42728.0,,,600000.0,,,,,,,,,,,,,698751.0,1636324.0,698751.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.34,,,,,,,,58684.0,,58684.0,,36840.0,,,,,,-86911.0,,,,,,,29550.0,-29550.0,,,,32847.0,17000.0,,,,,,,,,,,,35005.0,,,,4079.0,821203.0,472.0,,808880.0,12323.0,,,,,,,21500.0,,58684.0,,-94959.0,,-86911.0,23679.0,,,,61500.0,,,,,,,,,110590.0,-110590.0,,1776611.0,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,200.0,,,,,,66500.0,,58684.0,,68882.0,,,,5000.0,40000.0,789.0,-4868.0,4079.0,,-5540322.0,,,,,,,,,,,-820731.0,,,,,,,,,,,,,,,,,,,42728159.0,,,
