end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableInterestBearingInterestRate,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccretionExpense,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfDeferredCharges,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationLiabilitiesIncurred,AssetRetirementObligationLiabilitiesSettled,AssetRetirementObligationPeriodIncreaseDecrease,AssetRetirementObligationsNoncurrent,Assets,AssetsCurrent,BusinessAcquisitionSharePrice,CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,CapitalizedCostsAssetRetirementCosts,CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,CapitalizedCostsOilAndGasProducingActivitiesGross,CapitalizedCostsOilAndGasProducingActivitiesNet,CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,CapitalLeasedAssetsGross,CapitalLeasesIndemnificationAgreementsPayments,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,CommonStockDividendsPerShareCashPaid,CommonStockOtherSharesOutstanding,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ConvertibleDebtNoncurrent,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostsIncurredExplorationCosts,CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseDecreaseOtherNet,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxesAndTaxCredits,DeferredTaxAssetsGross,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,Depletion,DepletionOfOilAndGasProperties,DepositAssets,DepositsAssetsCurrent,DepreciationAmortizationAndAccretionNet,DepreciationDepletionAndAmortization,DepreciationExpense,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLiabilityFairValueNet1,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,DueToRelatedParties,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensation,EquityIssuancePerShareAmount,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestmentOwnershipPercentage,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,GainLossOnSaleOfLoansAndLeases,GainLossOnSaleOfOilAndGasProperty,GainLossOnSaleOfProperty,GainLossOnSaleOfPropertyPlantEquipment,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillImpairmentLoss,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseDepletion,IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeAssetsAndLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInOtherCurrentLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseOther,InterestPaid,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseOperatingExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAssumed1,LiabilitiesCurrent,LiabilitiesNoncurrent,LitigationSettlementExpense,LongTermDebtPercentageBearingFixedInterestRate,LongTermDebtPercentageBearingFixedInterestRate,ManagementFeesRevenue,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesAssumed1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesReceivableRelatedParties,NotesReceivableRelatedPartiesCurrent,NotesReduction,OilAndGasPropertyFullCostMethodNet,OilAndGasPropertySuccessfulEffortMethodAccumulatedImpairment,OilAndGasPropertySuccessfulEffortMethodNet,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLossCarryforwards,OtherAssetImpairmentCharges,OtherAssets,OtherExpenses,OtherIncome,OtherNoncashExpense,PaymentsForDeposits,PaymentsToAcquireLeasesHeldForInvestment,PaymentsToAcquireOilAndGasProperty,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfOilAndGasPropertyAndEquipment,ProceedsFromUnsecuredNotesPayable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentTransfersAndChanges,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,ResultsOfOperationsProductionOrLiftingCosts,ResultsOfOperationsRevenueFromOilAndGasProducingActivities,RetainedEarningsAccumulatedDeficit,Revenues,SaleOfStockPricePerShare,SalesOfOilAndGasProspects,SecuredLongTermDebt,ServiceManagementCosts,SettlementOfAssetRetirementObligationsThroughNoncashPaymentsAmount,ShareBasedCompensation,SharePrice,SharesIssuedPricePerShare,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockIssued1,StockIssuedDuringPeriodSharesIssuedForNoncashConsideration,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockIssuedDuringPeriodValueShareBasedCompensationForfeited,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueTreasuryStockReissued,StockRepurchasedAndRetiredDuringPeriodValue,UnprovedOilAndGasPropertySuccessfulEffortMethod,UseOfRestrictedCashForAcquisitionOfOilAndGasProperty,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,WeightedAverageNumberOfSharesOutstandingBasic,WellsTemporarilySuspended
2008-12-31,2009-04-15,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,,,,,,,,,,,96750.0,96750.0,96750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-204910.0,,,,,,,,,,,0.38,,,,,,,,,1677323.0,,,,,,41984.0,,,41984.0,,,-107383.0,,-107383.0,,,,,,,,
2009-12-31,2010-04-14,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,,,,,,,,,,,401250.0,401250.0,401250.0,,,,,,,,,,,,,,,,0.01,,,,,,,,,9453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2442684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2442684.0,,,,,,,,,,,0.05,,,,,,,,,-293611.0,,,,,,30000.0,,,30000.0,,,,,,,,,,,,,
2010-06-30,2010-08-23,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,39438.0,,,,,-39547.0,-39547.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,-109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39438.0,-39438.0,,,,,-109.0,,,,,,,,,,,,,,,,,,,,,,,,-39547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34118159.0,
2010-09-30,2010-11-22,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8898.0,,,,,,,,,,,,,,,,,,,,,,,,14055.0,,,,,-22978.0,-22978.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14055.0,-14055.0,,,,,-8923.0,,,,,,,,,,,,,,,,,,,,,,,,-22978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34118159.0,
2010-12-31,2011-04-15,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,4103.0,,19064.0,,,,4167389.0,,,579034.0,,,,,,,,,,843891.0,5878.0,,,,,5878.0,14752.0,14752.0,,,,,,,,,,14352.0,4899.0,,,,0.001,74000000.0,52478159.0,52478159.0,52478.0,,,,,,,,,-111674.0,,,,,,,,,,,,,,414.0,,,-11911.0,,11911.0,11911.0,,524202.0,,,19064.0,,,-0.03,,,0.16,,,,,,,,,-111457.0,49045.0,,,,515878.0,-1294467.0,,-1294467.0,-0.03,,,,,,,,,,-20057.0,19131.0,,83333.0,,,,,,,,,-400.0,361.0,,,457600.0,,56196.0,14752.0,,50318.0,5878.0,,,,-540933.0,-10101.0,,15000.0,15000.0,,,-10101.0,,-106779.0,139402.0,,15240.0,15240.0,,19064.0,,,,,314997.0,,314997.0,1433869.0,-1433869.0,,,328013.0,314997.0,,40000.0,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,400.0,,400.0,579034.0,,,15000.0,,,,,,-979470.0,328013.0,,,,,,,,-3737151.0,,,,,,,,,,,1146244.0,510000.0,,,510000.0,,,400000.0,400000.0,,,,,,,,,,,,,,
2011-03-31,2011-05-23,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4939.0,,,,,,,,,,,0.0,,,,,,,,,,,,,18543.0,,,,,-23707.0,,-23707.0,0.0,,,,,,,,,,3567.0,400.0,,,,,,,,,,,400.0,225.0,,,,,,,,,,,,,,-14269.0,,,,,,-14269.0,,-23707.0,-5164.0,,,,,,,,,,,,,18543.0,-18543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,2011-08-12,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,17065.0,,,,,,4212139.0,,,,,,,,,,,,,,6145.0,,,,,,396047.0,50.0,,,,,,,,,,50.0,,,,,0.001,74000000.0,52728159.0,52728159.0,52728.0,,,,,,,,,,,,,,,,,,,,,,,,,,7496.0,,9354.0,,,,,,56664.0,,0.0,0.0,,,,,,,,,,,,,10271.0,,,,,-3000.0,-3000.0,-3000.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,225.0,,,,,104468.0,396047.0,,98323.0,6145.0,,,,,,,,,,,,,-3000.0,7271.0,,15240.0,,,,,,,,,,395997.0,10271.0,-10271.0,,,,395997.0,7271.0,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,-3000.0,,,,,,,,,,,,,,,,,,,,286877.0,,,,,,,,,,,,,,,,,,,52728159.0,,52728159.0,
2011-09-30,2011-11-21,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,14169.0,,,,138.0,,4212139.0,,,,,,,,,,,,,,6283.0,,,,,,398178.0,72.0,,,,,,,,,,72.0,,,,,0.001,74000000.0,52728159.0,52728159.0,52728.0,,,,,,,,,,,,,,,,,,,,,,,,,,8145.0,,1209.0,,,,,,,,,0.0,,,,,,,,,,,,,9993.0,,,,,-4702.0,-4702.0,-4702.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,111301.0,398178.0,,105018.0,6283.0,,,,-2491.0,,,,,,,,,-4702.0,7920.0,,15240.0,,,74400.0,,,,,398106.0,,,12622.0,-12622.0,,,,398106.0,7920.0,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,,,,,,-4702.0,,,,,,,,,,,,,,,,,,,,286877.0,,,,,,,,,,,,,,,,,,,52893520.0,,52893520.0,
2011-12-31,2012-03-30,10-K,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,17615.0,,18640.0,,7828.0,,4212139.0,,,,,,,,,,,,,,42367.0,5652.0,47876.0,-17039.0,447876.0,42367.0,104924.0,44742.0,0.18,,,-4345.0,,,,,,2742.0,-11610.0,,45000.0,100000.0,0.001,74000000.0,52728159.0,52728159.0,52728.0,,,,,,-24221.0,,,,,,,,,,265441.0,1044234.0,265441.0,,,,,7828.0,2662.0,,8928.0,,,2983.0,,524202.0,,,,18640.0,,0.0,,,0.18,1.0,,,,-11824.0,,-4020.0,,,56462.0,,,,,-71237.0,,-71237.0,0.0,,,,,20574.0,,,,,13512.0,-664.0,,,,,,-8928.0,,,,,400.0,1560.0,1560.0,,,,172605.0,104924.0,,130238.0,42367.0,,,,-2491.0,-47265.0,,41000.0,41000.0,-5345.0,-5345.0,-47265.0,,-71237.0,-4456.0,42000.0,15240.0,91000.0,,,35000.0,42000.0,42000.0,,60182.0,,,66781.0,-66781.0,,,,,,,,,,1000.0,,0.001,1000000.0,42013.0,42013.0,42.0,,,,,,,,41000.0,,,,,,,41000.0,,,,,,,-3808388.0,,,,,2491.0,,,,,,-67681.0,,250000.0,,,,,,,,,45000.0,,,,,,,,52707555.0,,,
2012-03-31,2012-05-15,10-Q,"TIGER OIL & ENERGY, INC.",TGRO,CIK0001386018,pure,12725.0,,114400.0,,952.0,,4212139.0,,,,,,,,,,,,,,,,,,,43319.0,104137.0,43254.0,,,,-701.0,,,,,,554.0,-2188.0,,,,0.001,74000000.0,52728159.0,52728159.0,52728.0,,,,,,,,,-2272.0,,,,,,,,,,,,200.0,,952.0,,,1751.0,,,1232.0,,524202.0,,,,,,0.0,,,,,,,,,,,,,17600.0,,,,,-15098.0,-15098.0,-15098.0,0.0,,,,,,,,,,-4621.0,-269.0,-269.0,,,-200.0,,-1751.0,,,,,-500.0,269.0,,,,,186916.0,104137.0,,143597.0,,,,,-300.0,-21487.0,,20000.0,20000.0,-701.0,-701.0,-21487.0,,-15098.0,3754.0,,,15240.0,,,,,42000.0,,60883.0,,,18852.0,-18852.0,,,,,,,,,,,,0.001,1000000.0,42013.0,42013.0,42.0,,,500.0,,,,,20000.0,,,,,,,,,,,,,,-3823486.0,,,,,300.0,,,,,,-82779.0,,,,,,,,,,,,,,,,,,,52728159.0,,,
