end,filed,form,Name,Ticker,CIK,Currency,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,Assets,AvailableForSaleSecuritiesAmortizedCost,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleSecuritiesGrossRealizedGainLossNet,BankOwnedLifeInsurance,BankOwnedLifeInsuranceIncome,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashAndDueFromBanks,CashCashEquivalentsAndFederalFundsSold,CommonStockDividendsShares,CommonStockNoParValue,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommunicationsAndInformationTechnology,ComprehensiveIncomeNetOfTax,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsNet,Deposits,Depreciation,DividendsCommonStock,DividendsPreferredStock,DividendsPreferredStockCash,DueToCorrespondentBrokers,EarningsPerShareBasic,EarningsPerShareDiluted,FederalDepositInsuranceCorporationPremiumExpense,FederalFundsSold,FederalHomeLoanBankAdvancesLongTerm,FederalHomeLoanBankStock,FeesAndCommissionsDepositorAccounts,FeesAndCommissionsOther,ForeclosedRealEstateExpense,GainLossOnSaleOfLoansAndLeases,GainLossOnSalesOfLoansNet,GainOnSaleOfInvestments,HeldToMaturitySecurities,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInDeposits,IncreaseDecreaseInOtherOperatingLiabilities,InterestAndDividendIncomeOperating,InterestAndDividendIncomeSecurities,InterestAndFeeIncomeLoansAndLeases,InterestBearingDepositLiabilitiesDomestic,InterestExpense,InterestExpenseBorrowings,InterestExpenseDeposits,InterestIncomeExpenseAfterProvisionForLoanLoss,InterestIncomeExpenseNet,InterestIncomeFederalFundsSold,InterestPaid,InterestReceivable,LaborAndRelatedExpense,Liabilities,LiabilitiesAndStockholdersEquity,LineOfCreditFacilityAmountOutstanding,LoansAndLeasesReceivableAllowance,LoansAndLeasesReceivableNetOfDeferredIncome,LoansAndLeasesReceivableNetReportedAmount,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NoninterestBearingDepositLiabilitiesDomestic,NoninterestExpense,NoninterestIncome,OccupancyNet,OtherAssets,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,OtherLiabilities,OtherNoninterestExpense,OtherRealEstate,PaymentsForProceedsFromFederalHomeLoanBankStock,PaymentsForProceedsFromLoansAndLeases,PaymentsOfDividendsPreferredStockAndPreferenceStock,PaymentsToAcquireAvailableForSaleSecurities,PaymentsToAcquireHeldToMaturitySecurities,PaymentsToAcquireLifeInsurancePolicies,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockDividendRatePercentage,PreferredStockDividendsPerShareCashPaid,PreferredStockNoParValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,ProceedsFromMaturitiesPrepaymentsAndCallsOfOtherInvestments,ProceedsFromSaleOfHeldToMaturitySecurities,ProfessionalFees,PropertyPlantAndEquipmentNet,ProvisionForLoanAndLeaseLosses,RepaymentsOfFederalHomeLoanBankBorrowings,RepaymentsOfLongTermDebt,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,StockholdersEquity,SubordinatedDebt,TimeDeposits,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic
2009-12-31,2010-03-30,10-K,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,,,,,,,,,,,,4742000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17813000.0,,,,
2010-06-30,2010-08-12,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,,,,,,,,,,,41000.0,32714000.0,,,,,,,,,,137000.0,,,,,,,33000.0,,0.0,0.25,0.25,115000.0,,,,49000.0,30000.0,5000.0,,0.0,,,,,849000.0,328000.0,,,,,4062000.0,641000.0,3415000.0,,1171000.0,168000.0,1003000.0,2853000.0,2891000.0,6000.0,,,1217000.0,,,,,,,47000.0,,,,521000.0,488000.0,,2124000.0,120000.0,306000.0,,,,,148000.0,,,,,,,,,,,,,,,,,,,,,,,149000.0,,38000.0,,,,,,,,1956.0,1954.0
2010-09-30,2010-11-12,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,,,,,,,,,,,41000.0,34076000.0,,,,,,,,,,115000.0,,,,,,,33000.0,,4000000.0,0.23,0.23,131000.0,,,,50000.0,30000.0,10000.0,,291000.0,0.0,,,,790000.0,311000.0,,,,,4069000.0,593000.0,3460000.0,,1162000.0,171000.0,991000.0,2672000.0,2907000.0,16000.0,,,1231000.0,,,,,,,26000.0,,,,479000.0,446000.0,,2294000.0,412000.0,298000.0,,,,,161000.0,,,,,,,,,,,,,,,,,,,,,,,322000.0,,235000.0,,,,,,,,1978000.0,1954000.0
2010-12-31,2011-03-30,10-K,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,-42000.0,-1988000.0,16727000.0,,137000.0,354017000.0,47945000.0,44635000.0,0.0,4685000.0,164000.0,9031000.0,4289000.0,5331000.0,9031000.0,,0.0,10000000.0,1954302.0,1954302.0,0.0,484000.0,-69000.0,-124000.0,2600000.0,302270000.0,397000.0,,133000.0,133000.0,0.0,0.91,0.91,484000.0,3700000.0,25000000.0,1435000.0,195000.0,118000.0,110000.0,0.0,609000.0,,40435000.0,39520000.0,0.0,3139000.0,1220000.0,1426000.0,298000.0,52777000.0,-162000.0,16311000.0,2629000.0,13655000.0,148259000.0,4578000.0,699000.0,3879000.0,10957000.0,11733000.0,27000.0,4613000.0,2152000.0,5016000.0,336269000.0,354017000.0,4877000.0,3826000.0,242856000.0,239030000.0,133000.0,47966000.0,-45370000.0,1693000.0,1919000.0,1786000.0,40514000.0,8904000.0,1086000.0,1256000.0,1378000.0,,-1988000.0,1122000.0,631000.0,830000.0,-137000.0,4814000.0,133000.0,47943000.0,44509000.0,0.0,332000.0,,,0.0,1000.0,1000000.0,1900.0,1900.0,1900000.0,260305000.0,0.0,0.0,52091000.0,0.0,0.0,790000.0,7806000.0,776000.0,,264983000.0,1109000.0,137000.0,17748000.0,3000000.0,113497000.0,1954000.0,1954000.0
2011-03-31,2011-05-13,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,-9000.0,,,869000.0,35000.0,,,,,,40000.0,15786000.0,6755000.0,,,144722.0,,,,,,119000.0,196000.0,394000.0,,,108000.0,0.0,33000.0,33000.0,0.0,0.04,0.04,133000.0,,,,43000.0,54000.0,29000.0,156000.0,156000.0,,,,,165000.0,56000.0,96000.0,-11000.0,1903000.0,25000.0,4274000.0,886000.0,3385000.0,,1081000.0,176000.0,905000.0,2240000.0,3193000.0,3000.0,1066000.0,,1377000.0,,,,,,,37000.0,1922000.0,3385000.0,1448000.0,109000.0,76000.0,,2368000.0,293000.0,367000.0,,87000.0,87000.0,,148000.0,,0.0,-3193000.0,33000.0,0.0,,,75000.0,,,,,,,,,52000.0,,0.0,267000.0,,,158000.0,,953000.0,0.0,,,35000.0,17946000.0,,,1962000.0,1954000.0
2011-06-30,2011-08-12,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,,-1540000.0,17664000.0,,,375057000.0,63049000.0,60485000.0,,4765000.0,39000.0,26061000.0,,7061000.0,26061000.0,,0.0,10000000.0,1954428.0,1954428.0,0.0,122000.0,,,1794000.0,321104000.0,,,33000.0,,1000000.0,0.17,0.17,122000.0,19000000.0,25000000.0,1438000.0,47000.0,63000.0,38000.0,,0.0,,33226000.0,33105000.0,,584000.0,225000.0,,,,,4149000.0,887000.0,3259000.0,179197000.0,1110000.0,178000.0,932000.0,2821000.0,3039000.0,3000.0,,2100000.0,1361000.0,356391000.0,375057000.0,4982000.0,2665000.0,237735000.0,235070000.0,41000.0,,,,359000.0,326000.0,33132000.0,2386000.0,149000.0,362000.0,1558000.0,,,1305000.0,170000.0,830000.0,,,,,,,,,,0.0,1000.0,2000.0,1900.0,1900.0,1900000.0,,,,,,,170000.0,7730000.0,218000.0,,,642000.0,,18666000.0,3000000.0,108775000.0,1957.0,1954.0
2011-09-30,2011-11-10,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,,385000.0,17700000.0,,,390423000.0,61440000.0,62081000.0,,4806000.0,42000.0,46697000.0,,6297000.0,46697000.0,,,10000000.0,1954428.0,1954428.0,0.0,127000.0,,,557000.0,329743000.0,,,33000.0,,5250000.0,0.21,0.21,31000.0,40400000.0,25000000.0,1438000.0,46000.0,44000.0,22000.0,,18000.0,44000.0,21929000.0,22569000.0,,731000.0,282000.0,,,,,4254000.0,956000.0,3295000.0,190586000.0,1091000.0,176000.0,915000.0,2956000.0,3163000.0,3000.0,,1815000.0,1453000.0,369381000.0,390423000.0,5000000.0,2848000.0,244286000.0,241438000.0,41000.0,,,,449000.0,416000.0,28651000.0,2419000.0,194000.0,384000.0,1139000.0,,,1388000.0,188000.0,830000.0,,,,,,,,,,,1000.0,1000000.0,1900.0,1900.0,1900000.0,,,,,,,173000.0,7693000.0,207000.0,,,1057000.0,,21042000.0,3000000.0,110506000.0,1954000.0,1954000.0
2011-12-31,2012-03-23,10-K,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,213000.0,297000.0,17735000.0,,139000.0,383785000.0,83232000.0,83727000.0,401000.0,6206000.0,170000.0,37839000.0,28808000.0,5039000.0,37839000.0,,0.0,10000000.0,1954302.0,1954302.0,0.0,506000.0,1113000.0,-153000.0,1233000.0,330308000.0,442000.0,0.0,133000.0,133000.0,0.0,-0.67,-0.67,371000.0,32800000.0,25000000.0,1438000.0,184000.0,204000.0,296000.0,247000.0,247000.0,,0.0,0.0,500000.0,-2010000.0,-838000.0,156000.0,-82000.0,28038000.0,288000.0,17076000.0,3736000.0,13328000.0,201066000.0,4303000.0,688000.0,3615000.0,6009000.0,12773000.0,12000.0,4323000.0,1577000.0,5362000.0,364718000.0,383785000.0,5000000.0,4995000.0,241917000.0,236922000.0,165000.0,28228000.0,153000.0,427000.0,-1172000.0,-1305000.0,29963000.0,9725000.0,1706000.0,1507000.0,1871000.0,,2285000.0,1410000.0,786000.0,5262000.0,3000.0,4409000.0,133000.0,69040000.0,0.0,1351000.0,345000.0,0.0008,,,,,,,,10123000.0,200000.0,15953000.0,27945000.0,18401000.0,13002000.0,732000.0,7710000.0,6764000.0,,10000000.0,-1065000.0,139000.0,19067000.0,3000000.0,99279000.0,1954000.0,1954000.0
2012-03-31,2012-05-11,10-Q,CORNERSTONE FINANCIAL CORP,CFIC,CIK0001448324,USD,-7000.0,-240000.0,17770000.0,,35000.0,383184000.0,87008000.0,86608000.0,,6257000.0,51000.0,42236000.0,4397000.0,5736000.0,42236000.0,,0.0,10000000.0,1954302.0,1954302.0,0.0,129000.0,-932000.0,-537000.0,2128000.0,341873000.0,113000.0,,37000.0,37000.0,4000000.0,-0.22,-0.22,115000.0,36500000.0,10000000.0,763000.0,36000.0,94000.0,49000.0,82000.0,82000.0,,,,,-672000.0,-277000.0,2000.0,-121000.0,11565000.0,-232000.0,3971000.0,784000.0,3183000.0,204238000.0,838000.0,121000.0,717000.0,1730000.0,3133000.0,4000.0,870000.0,1768000.0,1503000.0,365051000.0,383184000.0,5000000.0,6425000.0,234316000.0,227891000.0,43000.0,-3472000.0,8287000.0,-418000.0,-395000.0,-432000.0,38001000.0,2665000.0,263000.0,388000.0,1559000.0,-537000.0,-537000.0,1178000.0,219000.0,6062000.0,-675000.0,-7710000.0,37000.0,18500000.0,,,315000.0,,,,,,,,,0.0,,18717000.0,0.0,,,219000.0,7912000.0,1403000.0,15000000.0,,-1497000.0,35000.0,18133000.0,3000000.0,99634000.0,1954000.0,1954000.0
