end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccountsReceivableBilledForLongTermContractsOrPrograms,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,CommodityContractAssetCurrent,Deposits,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeCollateralObligationToReturnCash,DerivativeCollateralObligationToReturnSecurities,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueAmountOffsetAgainstCollateralNet,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FairValueAssetsLevel1ToLevel2TransfersAmount,FairValueAssetsLevel2ToLevel1TransfersAmount,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInCashCollateralForBorrowedSecurities,IncreaseDecreaseInCommodityContractAssetsAndLiabilities,IncreaseDecreaseInContractReceivablesNet,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,IncreaseDecreaseInRestrictedCash,IncreaseDecreaseInTradingLiabilities,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentInterestRate,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,LossContingencyPendingClaimsNumber,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestments,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,TradingLiabilities,TreasuryStockValue,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,UnrecognizedTaxBenefits,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2008-12-31,2009-03-10,10-K,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,,,,,,,,,,30952245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-08,10-K,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,,,,,2116853.0,,,,,,-30952245.0,,,,,,,,-306852.0,,,,,,,,,,,,,,,,,,,,,,,,,45475.0,195822504.0,,-352.0,18046450.0,,-352.0,,,,350413.0,,6398.0,,,,,,,71824777.0,30664456.0,,,,,305333.0,,,,,,,,,,,,,,-1856995.0,,,,,,,,,,,,,,,,,,,412296130.0,,-443248375.0,,,424.0,2162328.0,,,,,,,,47345438.0,,,,1285645010.0,459641568.0,784996900.0,,,,193965509.0,,18046098.0,,,,,,,,,,,,,,,,,,,,,,177763138.0,177776406.0,,13268.0,,,,,
2010-06-30,2010-08-06,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,,,,,786513.0,,,,,67849726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26461.0,-93049305.0,,,19517538.0,,1220.0,,,,,,,,,,,,,,,,,,,126694.0,,,,,,,,,,,,,,-686280.0,,,,,,,,,,,,,,,,,,,,,,,,-171.0,812974.0,,,,,,,,,,,,,,,,,,-93735585.0,,19518758.0,,,,,,,,,,,,,,,,,,,,,,-112576094.0,-112568063.0,,8031.0,,,,,
2010-09-30,2010-11-05,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,,,,,645579.0,,,,,66046956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623.0,64192828.0,,,-1117388.0,,34.0,,,,,,,,,,,,,,,,,,,107592.0,,,,,,,,,,,,,,-539610.0,,,,,,,,,,,,,,,,,,,,,,,,148.0,647202.0,,,,,,,,,,,,,,,,,,63653218.0,,-1117354.0,,,,,,,,,,,,,,,,,,,,,,65303563.0,65310182.0,,6619.0,,,,,
2010-12-31,2011-03-14,10-K,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,290026.0,30664456.0,,383918048.0,3242004.0,512031119.0,,,,23675399.0,23675399.0,,,,,7149.0,,,-433811.0,,,,,,,,,,,,,,,,,,,,,,,58264469.0,434960364.0,51480.0,-1452216.0,,2887.0,89528184.0,,2887.0,975.0,,512031119.0,-81719.0,4869113.0,166.0,,,,,,,-71824777.0,-30664456.0,,,,,429836.0,,,,,,,,,,,,,,-2863648.0,,,,,,,,,,297175.0,512031119.0,,,,,,975.0,,-123633253.0,,147308652.0,,-4315938.0,-74.0,3293484.0,,,,,,,,334969972.0,975.0,,,1458525016.0,211337694.0,1555975704.0,,,,-4315864.0,,89531071.0,,0.0,,,,127814921.0,21000000.0,21000000.0,511733944.0,123632278.0,9600000.0,-7400000.0,211337694.0,,,17000000.0,334969972.0,,,,,-90992500.0,-90983287.0,,9213.0,59524150.0,1259681.0,,,
2011-03-31,2011-05-06,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,,,,,1079940.0,,,,,59143095.0,40336809.0,,,,,,,,-180056.0,,,,,,,,,,,,,,,,,,,,,,,,,43198.0,4915745.0,,910.0,59578844.0,,910.0,,,,108524.0,,32101.0,,,,,,,,,,,,,179846.0,,,,,,,,,,,,,,-943292.0,,,,,,,,,,,,,,,,,,,136541618.0,,-96204809.0,,,,1123138.0,,,,,,,,44118422.0,,,,632799212.0,180660040.0,477998282.0,,,,3972453.0,,59579754.0,,,,,,,,,,,,,,,,,,,,,,-54682207.0,-54664009.0,,18198.0,,91385831.0,,,
2011-06-30,2011-08-05,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,359130.0,,,467435900.0,1134675.0,589015914.0,,,,72602457.0,,,,,,7472.0,,,,,,,,,,,,,,,,,,,,,,-0.59,,,,4543581.0,498995535.0,19945.0,-14262786.0,,,-15211125.0,,4729.0,957.0,,584015923.0,,,,,,,,,,,,,,,,110589.0,,,,,,,,,,,,,,-1044031.0,,,,,,,,,,5098482.0,589015914.0,,,,,,,,,,,,,,1154620.0,,,,,,,,,,,,,,,,,,-15306817.0,,-15206396.0,,7874350.0,,,,116480575.0,24400000.0,24400000.0,583917432.0,-53023766.0,400000.0,-2200000.0,9657772.0,,,2600000.0,62681538.0,,,,,961319.0,943610.0,,-17709.0,,,,,
2011-09-30,2011-11-07,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,313941.0,,,427352092.0,1059476.0,421750408.0,,,,154683055.0,,,,,,6197.0,,,,,,,,,,,,,,,,,,,,,,-5.12,,,,-108365888.0,384994622.0,20379.0,-121378311.0,,,-8463431.0,,3721.0,752.0,,421750408.0,,,,,,,,,,,,,,,,54812.0,,,,,,,,,,,,,,-1025043.0,,,,,,,,,,320138.0,421750408.0,,,,,,,,,,,,,,1079855.0,,,,,,,,,,,,,,,,,,-122403354.0,,-8459710.0,,0.0,,,,-5922574.0,22400000.0,22400000.0,421430270.0,-40083808.0,2400000.0,-2000000.0,56788380.0,,,4400000.0,96872188.0,,,,,-112909469.0,-112918601.0,,-9132.0,,,,,
2011-12-31,2012-03-14,10-K,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,242179.0,,,372743224.0,4040391.0,392850631.0,,,,126742986.0,103067587.0,,,,,6027.0,,,-368807.0,,,,,,,,,,,,,,0.0,,,,,,,,,-91385831.0,357493476.0,86836.0,-129862445.0,,10510.0,19796919.0,,10510.0,749.0,,392850631.0,-47847.0,20799637.0,-1122.0,,-20799637.0,,,,,,,,,,,364227.0,,,,,,,,,,,,,,-3763000.0,,,357493476.0,0.9743,,,,,,25916956.0,392850631.0,,,0.0,,,,,-11174824.0,,114242411.0,,-133625445.0,,4127227.0,,,,,,,,258281016.0,,,,2087169505.0,247106192.0,2164996136.0,,,,-133625445.0,,19807429.0,,0.0,,39472382.0,,-5810298.0,19600000.0,19600000.0,366933675.0,11174824.0,10200000.0,-1400000.0,247106192.0,11174824.0,144800269.0,11600000.0,258281016.0,,,,,-149650300.0,-149669874.0,,-19574.0,,91385831.0,,,
2012-03-31,2012-05-14,10-Q,INVESCO DB BASE METALS FUND,DBB,CIK0001383084,USD,233713.0,,,328051148.0,696975.0,350008488.0,,,,64476424.0,-62266562.0,,,,,3545.0,,,-26935.0,,,,,,,,,,,,,,0.0,,,,,1.38,,,,-36916863.0,338480321.0,4379.0,28208201.0,,-94.0,-26268612.0,,-94.0,804.0,,350008488.0,-8466.0,-9637356.0,-2482.0,,,,,-17162445.0,,,,,,,,22784.0,,,,,,,,,,,,,,-678570.0,,,,,,,,,,237258.0,350008488.0,,,,,,,,-44692076.0,,-17574486.0,,27529631.0,,701354.0,,,,,,,,57144406.0,,,,346450836.0,12452330.0,365498771.0,,,,27529631.0,,-26268706.0,,,,,,21719278.0,17400000.0,17400000.0,349771230.0,-44692076.0,600000.0,-2200000.0,12452330.0,,,2800000.0,-57144406.0,,,,,54468968.0,54476907.0,,7939.0,169487.0,37086350.0,,,
