end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedIncomeTaxes,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AdvancesToAffiliate,AllowanceForDoubtfulAccountsReceivable,AmortizationOfDebtDiscountPremium,AssetImpairmentCharges,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashPeriodIncreaseDecrease,ClassOfWarrantOrRightOutstanding,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ConstructionInProgressGross,ContractualObligation,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ConversionOfStockAmountIssued1,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,DebtConversionConvertedInstrumentAmount1,DebtCurrent,DebtInstrumentUnamortizedDiscountCurrent,DeferredRevenueCurrent,DeferredRevenueRefundPayments1,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DueToOtherRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,ExtendedProductWarrantyAccrual,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets1,GainLossOnSaleOfOtherAssets,GainsLossesOnExtinguishmentOfDebt,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,IncreaseDecreaseInInventories,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivablesUnderRepurchaseAgreements,InterestAndOtherIncome,InterestExpense,InterestIncomeOperating,InterestPaidNet,InventoryNet,InventoryWorkInProcess,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,LongTermDebtNoncurrent,LongTermNotesPayable,MaterialsSuppliesAndOther,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeaseWeightedAverageDiscountRatePercent,OperatingLossCarryforwards,OtherAssetsNoncurrent,OtherExpenses,OtherIncome,OtherLoansPayableLongTerm,OtherLongTermDebtNoncurrent,OtherNoncashExpense,OtherOperatingIncomeExpenseNet,OtherReceivables,PaymentsForRepurchaseOfEquity,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,ProceedsFromOtherEquity,ProceedsFromOtherShortTermDebt,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromWarrantExercises,ProductWarrantyAccrual,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RepaymentsOfNotesPayable,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SellingGeneralAndAdministrativeExpense,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShortTermBorrowings,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteSubscriptionsReceivable,StockIssued1,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockRepurchasedDuringPeriodValue,TreasuryStockCommonShares,TreasuryStockCommonValue,TreasuryStockShares,TreasuryStockValue,UnrecognizedTaxBenefits,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2017-09-30,2017-11-14,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,119046.0,,,,1064.0,0.0,,639204.0,19271076.0,,,,,,0.0,,,3073837.0,2261419.0,2239270.0,2239270.0,,,,,0.001,,495000000.0,26509507.0,2435059.0,,26510.0,377773.0,,,,,,0.0,0.0,,,,1790000.0,,0.0,3787283.0,,3787283.0,52604.0,,52604.0,,-0.52,,1073849.0,0.0,,,12149.0,-1210776.0,0.0,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,3073837.0,1909046.0,,,,,,,,,,,,,,,,,-1210776.0,,,,1222973.0,-1210824.0,,,,,,,,,,,,,,11340000.0,,0.0,,,,,48.0,,,,,,,20000000.0,21085.0,,,,,,,,,,,1451622.0,812418.0,,2516.0,-13039564.0,,12149.0,,1167853.0,,,,,1164791.0,,,,,,,,,,,,,24134448.0,5100218.0,0.0,2320766.0
2017-12-31,2018-04-02,10-K,"Wytec International, Inc.",WYTC,CIK0001560143,USD,388836.0,,,,702.0,0.0,,692086.0,21651837.0,,,210966.0,210966.0,,0.0,,183157.0,4093903.0,3511217.0,3496516.0,,,,729741.0,,0.001,,495000000.0,27990725.0,3856277.0,,27991.0,,259250.0,,,,,550.0,550.0,,,,1755000.0,,0.0,2703907.0,,2703907.0,210364.0,,210364.0,,-1.79,0.0,,1049.0,1049.0,,48096.0,,,0.0,,,216278.0,,-732.0,0.0,,0.0,,,,,,,-319.0,,,,0.0,190.0,0.0,,,,,,,,,,,,,,2143836.0,4093903.0,2143836.0,,,,,,,,,,,,,275016.0,3615230.0,-31591.0,-2853898.0,-3674665.0,,,,3540843.0,-3492747.0,139337.0,,,,,270690.0,32950.0,32800.0,32350.0,33100.0,29800.0,109690.0,,12970000.0,275016.0,,,,,,-181918.0,233624.0,259250.0,,31591.0,0.0,0.001,20000000.0,13999.0,,3754480.0,,120000.0,,,0.0,,,-3674665.0,999756.0,307670.0,,10859.0,-14143665.0,,48646.0,,3319620.0,210966.0,,,,1950067.0,1950067.0,,,,,195000.0,,3754480.0,120000.0,259250.0,,5100218.0,24134448.0,,0.0,2052752.0
2018-03-31,2018-05-11,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,93285.0,,,,110.0,0.0,,745735.0,21848452.0,,,,,,0.0,,0.0,3602730.0,3060047.0,3047457.0,,,,-449059.0,,0.001,,495000000.0,28113472.0,3979024.0,,28114.0,,,,,,,,144.0,,,,1755000.0,,,,,,,,53649.0,,-0.16,,,0.0,0.0,,11174.0,,,0.0,,,-295551.0,,-592.0,0.0,,,,,,,,,-1519.0,,,,,47.0,0.0,,,47.0,,,,,,,,,,,1848285.0,3602730.0,1848285.0,,,,,,,,,,,,,277122.0,430362.0,-13646.0,-865775.0,-625984.0,47.0,,,637205.0,-626031.0,36899.0,,,,,,,,,,,,,,277122.0,,,,,,47.0,0.0,,2106.0,11540.0,11540.0,,100000000.0,12480.0,,430362.0,,,,,,,,,1011296.0,265561.0,,5270.0,-14769649.0,,11318.0,,578286.0,,,,,1754445.0,,,0.0,,,,,430362.0,,,,5100218.0,24134448.0,,,3950648.0
2018-06-30,2018-08-14,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,212839.0,,,,180005.0,0.0,,799699.0,21918054.0,,,,,,0.0,,,3056428.0,2523618.0,2330224.0,,,,,,0.001,,495000000.0,28127380.0,3992932.0,,28127.0,,,,,,,,81340.0,,,,1755000.0,,,,,,53964.0,,53964.0,,-0.18,,,0.0,,,95979.0,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,49.0,,,,,,,,,,,1967839.0,3056428.0,1967839.0,,,,,,,,,,,,,318317.0,,,,-735471.0,49.0,,,831499.0,-735520.0,36399.0,,,,,,,,,,,,,,318317.0,,,,,,49.0,0.0,,,,,,100000000.0,13389.0,,,,,,,,,,,1014192.0,214493.0,,16033.0,-15505120.0,,177319.0,,761502.0,,,,,1088589.0,,,,,,,,69615.0,,,,5100218.0,24134448.0,,,3984157.0
2018-09-30,2018-11-14,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,108347.0,,,,713.0,0.0,,853835.0,21951301.0,,,,,,0.0,,,2214977.0,1730074.0,1723697.0,,,,,,0.001,,495000000.0,28390830.0,4256382.0,,28391.0,,,,,,,,88756.0,,,,1755000.0,,,,,,54137.0,,54137.0,,-0.18,,,0.0,,,-18196.0,,,,,,,,,,,,,,,,,,,,,48.0,0.0,48.0,,,,,,,,,,,,,,,1863347.0,2214977.0,1863347.0,,,,,,,,,,,,,320317.0,,,,-770210.0,48.0,,,752062.0,-770258.0,38829.0,,,,,,,,,,,,,,320317.0,,,,,,48.0,0.0,,,,,,20000000.0,5664.0,,,,,,,,,,,1018421.0,164586.0,,2258.0,-16275330.0,,70560.0,,695667.0,,,,,351630.0,,,,,,,,33251.0,,,,5100218.0,24134448.0,,,4173503.0
2018-12-31,2019-04-05,10-K,"Wytec International, Inc.",WYTC,CIK0001560143,USD,228458.0,,1320000.0,0.0,23461.0,0.0,,876446.0,23131864.0,,,16075.0,,,0.0,,132608.0,2091469.0,1755021.0,1721135.0,,,,-1775381.0,,0.001,0.0,495000000.0,29106998.0,4972550.0,,29107.0,144994.0,,,,,,,201279.0,400000.0,,,1320000.0,35000.0,0.0,3338314.0,,3338314.0,184360.0,,184360.0,,-0.74,0.0,,0.0,0.0,,104433.0,,,0.0,,,-160378.0,0.0,22759.0,0.0,,-35000.0,,,0.0,-35000.0,,,-3574.0,,,,0.0,192.0,0.0,,,,,,,,,,,,,,1548458.0,2091469.0,1548458.0,0.0,,,,,,,,,,,,144994.0,1297992.0,-70730.0,-3002643.0,-3121123.0,-132416.0,,,3093140.0,-2988707.0,155288.0,,0.0,0.0,0.0,502600.0,28000.0,32950.0,135800.0,152950.0,1800.0,151100.0,,16000000.0,144994.0,,,,,0.0,-132416.0,0.0,0.0,2586.0,2586.0,68144.0,0.001,20000000.0,10425.0,,1297992.0,,0.0,,,,0.0,0.0,,1067900.0,191454.0,,23741.0,-17264788.0,,305712.0,0.0,2885039.0,16075.0,,,,543011.0,543011.0,0.0,,,,,16075.0,1697992.0,,,,5100218.0,24134448.0,,0.0,4190204.0
2019-03-31,2019-05-14,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,78528.0,,,,23877.0,0.0,,925947.0,23246887.0,,,,,,0.0,0.0,0.0,1808252.0,1107307.0,1044348.0,,,,-676787.0,,0.001,,495000000.0,29135138.0,5000690.0,,29135.0,156348.0,,,,5.0,12732.0,,12732.0,,,,1320000.0,,,,,,49501.0,,49501.0,,-0.13,,,,,,24986.0,,,0.0,,,-149930.0,0.0,416.0,0.0,,,,0.0,0.0,,,,28657.0,,,,0.0,47.0,0.0,,,47.0,,,,,,,,,,,1776172.0,1808252.0,1520696.0,255476.0,,,,,,,,,,,,,90051.0,-11354.0,-755484.0,-625982.0,47.0,,,651015.0,-626029.0,46179.0,377644.0,122168.0,255476.0,377644.0,411732.0,17197.0,22146.0,124996.0,142596.0,0.0,104797.0,,,156348.0,,,,,0.0,,,,11354.0,,0.0,0.001,100000.0,39082.0,,90051.0,,,,,,,0.0,,1092900.0,166953.0,,0.0,-17890770.0,37718.0,37718.0,,601514.0,0.0,,,,32080.0,,,-25000.0,,65051.0,,,115051.0,,,,5100218.0,24134448.0,,,4991490.0
2019-06-30,2019-08-13,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,282788.0,,,,75239.0,0.0,,975451.0,23951505.0,,,,,,0.0,,,1725894.0,1122347.0,1010226.0,,,,,,0.001,0.0,495000000.0,29284218.0,5149770.0,,29284.0,140784.0,,,,,93234.0,,93234.0,,,,1215000.0,,,,,,,,49501.0,,-0.17,,,,,,-3164.0,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,,,36.0,,,377883.0,0.0,70948.0,17197.0,22146.0,124996.0,142596.0,33451.0,1842220.0,1725894.0,1617750.0,224470.0,,,,,,,,,,,,,,,,-853173.0,36.0,,,850045.0,-853209.0,48756.0,344432.0,119962.0,224470.0,345314.0,,,,,,,,,,140784.0,,,,,,,,,,,,0.001,100000000.0,36882.0,,,,,,,,,0.0,,1092900.0,117449.0,,4500.0,-18743943.0,90070.0,90070.0,,796044.0,,,,,-116326.0,,,,,449767.0,,,704767.0,,,,5100218.0,24134448.0,,,5027443.0
2019-09-30,2019-11-20,10-Q,"Wytec International, Inc.",WYTC,CIK0001560143,USD,207602.0,,,,129571.0,0.0,,1002965.0,24509760.0,,,,,,0.0,,,1625263.0,1080244.0,735132.0,,,,,,0.001,,495000000.0,29384391.0,5249943.0,,29385.0,140784.0,,,,,67708.0,,67708.0,,,,1180000.0,,,,,,,,27513.0,,-0.1,,,,,,64234.0,,,,,,,,,,,,,,,,,,,,,23.0,38.0,23.0,,,,,,,343134.0,17197.0,36199.0,,22146.0,124996.0,142596.0,29718.0,1701018.0,1625263.0,1515844.0,185174.0,,,,,,,,,,,,,,,,-517785.0,-15.0,,,582004.0,-517770.0,35599.0,313416.0,128242.0,185174.0,314299.0,,,,,,,,0.055,,140784.0,,,,,,,,,,,,0.001,100000000.0,61731.0,,,,,,,,,0.0,,1092901.0,89936.0,,0.0,-19261728.0,131942.0,131942.0,,554491.0,,,,,-75755.0,,153810.0,,,67690.0,,,490666.0,,,,5100218.0,24134448.0,,,5192045.0
2019-12-31,2020-06-29,10-K,"Wytec International, Inc.",WYTC,CIK0001560143,USD,68614.0,68614.0,895000.0,76280.0,93800.0,,0.0,1012628.0,25207137.0,,,,,,0.0,0.0,144994.0,1193205.0,726190.0,619104.0,,,-1102031.0,-1102031.0,,0.001,,495000000.0,29564014.0,5429566.0,0.0,29564.0,0.0,,0.0,0.0,,,,219092.0,390000.0,,,,35000.0,0.0,3835214.0,3835214.0,3835214.0,136182.0,136182.0,136182.0,,-0.56,,,,,0.0,186376.0,,0.0,0.0,496900.0,-496900.0,-159844.0,76280.0,70339.0,,0.0,,,0.0,-141047.0,-35000.0,,,2861.0,,,,38.0,404.0,38.0,0.0,0.0,,,,420897.0,4500.0,168188.0,7050.0,41933.0,48188.0,151038.0,32946.0,1427845.0,1193205.0,1190803.0,237042.0,,0.0,,,,,,,,0.0,0.0,,1543100.0,-25001.0,-2620130.0,-2853381.0,-144628.0,,0.0,2895129.0,-2708753.0,191472.0,387951.0,150909.0,237042.0,386742.0,,,,,,,,0.055,18300000.0,0.0,,,,,142256.0,,,,0.0,,25001.0,0.001,20000000.0,13286.0,,969000.0,0.0,,0.0,,,574100.0,0.0,,1092901.0,80273.0,0.0,4500.0,-20118169.0,,405468.0,18323.0,2754447.0,142630.0,,0.0,,-165515.0,,,,,574100.0,,142630.0,969000.0,,,,5100218.0,24134448.0,,0.0,5129767.0
