end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsReceivableGross,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedAmortizationDeferredFinanceCosts,AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossBeforeTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalOther,AllowanceForDoubtfulAccountsReceivableWriteOffs,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCosts,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightUnissued,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,ConversionOfStockSharesIssued1,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredStockSharesReservedForFutureIssuance,CostOfGoodsAndServicesSold,CostOfGoodsSoldOverhead,CostOfRevenue,CostOfServices,CurrentFederalStateAndLocalTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DeferredCompensationLiabilityCurrent,DeferredRevenue,DeferredRevenueCurrent,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsForeign,DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,DeferredTaxAssetsOther,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,DepositLiabilitiesAccruedInterest,DepositsAssets,DepositsAssetsCurrent,DepositsAssetsNoncurrent,Depreciation,DepreciationAmortizationAndAccretionNet,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DerivativeAssetFairValueGrossLiability,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DiscontinuedOperationTaxEffectOfDiscontinuedOperation,DividendsPayableCurrent,DividendsPreferredStock,DividendsPreferredStockStock,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciationAndAmortization,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxSettlementsOther,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashAndCashEquivalents,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueOptionChangesInFairValueGainLoss1,FederalDepositInsuranceCorporationPremiumExpense,FinanceLeasePrincipalPayments,FinanceLeaseRightOfUseAsset,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionLossBeforeTax,GainLossOnFairValueHedgesRecognizedInEarnings,GainLossOnSaleOfDerivatives,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfRetainedInterest,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInIntangibleAssetsCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInInventoriesAndOtherOperatingAssets,IncreaseDecreaseInNotesPayableCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherNoncurrentLiabilities,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInSecurityDeposits,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,InterestAndDebtExpense,InterestExpense,InterestExpenseRelatedParty,InterestOnConvertibleDebtNetOfTax,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryNet,InventoryWriteDown,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOtherThanLongtermDebtNoncurrent,LoansAndLeasesReceivableRelatedParties,LoansAndLeasesReceivableRelatedPartiesPeriodIncreaseDecrease,LongTermNotesPayable,MarketableSecuritiesCurrent,MarketableSecuritiesGainLoss,MarketingAndAdvertisingExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAttributableToParentDiluted,NetIncomeLossAvailableToCommonStockholdersBasic,NoncashMergerRelatedCosts,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsReceivable,OperatingLeasesFutureMinimumPaymentsReceivableCurrent,OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,OperatingLeasesRentExpenseNet,OtherAccruedLiabilitiesCurrent,OtherAmortizationOfDeferredCharges,OtherAssets,OtherComprehensiveIncomeLossBeforeTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossTax,OtherCostAndExpenseOperating,OtherExpenses,OtherLiabilities,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherLoansPayable,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherNotesPayableCurrent,OtherOperatingIncomeExpenseNet,OtherReceivables,OtherReceivablesNetCurrent,OtherSellingGeneralAndAdministrativeExpense,PaymentsForPreviousAcquisition,PaymentsForProceedsFromInvestments,PaymentsOfDebtIssuanceCosts,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromLoanOriginations1,ProceedsFromNotesPayable,ProceedsFromPartnershipContribution,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfProductiveAssets,ProceedsFromSaleOfTradingSecuritiesHeldforinvestment,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherNet,RecapitalizationCosts,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedStockExpense,ResultsOfOperationsIncomeBeforeIncomeTaxes,RetainedEarningsAccumulatedDeficit,RevenueRemainingPerformanceObligation,Revenues,SalariesAndWages,SaleLeasebackTransactionMonthlyRentalPayments,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,SharePrice,StockholdersEquity,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockOptionPlanExpense,StockRepurchasedDuringPeriodShares,TreasuryStockValue,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesContingentlyIssuable,WeightedAverageNumberOfSharesOutstandingBasic
2009-09-30,2010-01-13,10-K,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,,,,,,,,,,,,,26424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-179860.0,,,,,,,,,,,,,,,,
2010-06-30,2010-08-12,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,1643.0,,,,,,,,,,,,,,,147576.0,,,,,,,,,,,,,-70744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,-0.02,,,,,,,,,,,,,,,-1482.0,,,,,64113.0,,,-69262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69262.0,,,,,,,,,,-65756.0,,,,,,,,,,,,,,,,,,,,-390.0,,,,,,-3506.0,-3116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272311.0
2010-09-30,2011-01-13,10-K,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,60934.0,60934.0,10099040.0,,,,,,,137039.0,88752.0,48287.0,,78373.0,51949.0,,,,,,0.001,1750000000.0,3272311.0,3272311.0,,3272.0,-312220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16330.0,,,,,6604.0,,,,,,,,,,,,,,,-0.09,,,,,,,,,-4746.0,,,,,,-4218.0,,,,,287751.0,,,-308002.0,,,,,,,,,,-2628.0,,,,,,,16330.0,,,,,-73937.0,,,,,,,,-13468.0,,,,,,,,,,,,,,629119.0,137039.0,629119.0,,,-596565.0,,,,,,482212.0,-47554.0,-377963.0,-308002.0,,,,,,,,294355.0,,-294355.0,,,,,,,,,,,,,,,,,,,,-390.0,32554.0,,,,,-13647.0,-211.0,,,10379.0,,,,,,,,,,,,,,531284.0,,,,,,,,,,-31224.0,,,,,,,31957.0,,,,,-49072.0,,,-10655326.0,,,,,,,,,,,,,,,,,,,,,-492080.0,,,,,,,,,,,,,,,,3272371.0
2010-12-31,2011-02-14,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,,,,,,,,,,,,,16157.0,-62216.0,,,,,,,,,,,,-72125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2143.0,,,,,,,,,,,,,,,-0.02,,,,,,,,,-5499.0,,,,,,-4939.0,,,,,58986.0,,,-67186.0,,,,,,,,,,-322.0,,,,,,,,,,,,-3172.0,,,,,,,,-5899.0,,,,,,,,,,,,,,,,,,,,,,,,,11820.0,,-68537.0,-67186.0,,,,,,,,,,-61129.0,,,,,,,,,,,,,,,,,,,,-209.0,,,,,,-6057.0,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272311.0
2011-03-31,2011-05-16,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,,,,,,,,,,,,,17150.0,,,,,,,,,,,,,-62280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.0,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,-5254.0,,,,,48328.0,,,-57026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57026.0,,,,,,,,,,-50481.0,,,,,,,,,,,,,,,,,,,,-38.0,,,,,,-6545.0,6507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272311.0
2011-06-30,2011-08-15,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,2191.0,,74508.0,,10099040.0,,,,,,,86333.0,59860.0,26473.0,,32455.0,,,,,,,,,,,,3272.0,-63694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16909.0,,,,2191.0,,,,,,,,,,,,,-0.02,-0.02,-0.02,,,,,,,,,,,,,,,-7359.0,,,,,46789.0,,,-56335.0,-56335.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-7349.0,,,,,,,,21.0,,,,,776511.0,86333.0,776511.0,,,761146.0,,,,,,,,,-56335.0,,,,,-7355.0,,,,,-48980.0,,,,,,,,,,,,,,,,,,,,-27.0,15365.0,,,,,-27.0,-7328.0,,,10496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56335.0,,26473.0,,,,,,,,-10866998.0,,,,,,,,,,,,,,,,,,,,,-764686.0,,,,,,,,,,,,,,,,3272311.0
2011-09-30,2012-01-13,10-K,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,32282.0,10099040.0,,,,,,,57986.0,16079.0,41907.0,,6367.0,-72006.0,6367.0,,,,,0.001,1750000000.0,3272311.0,3272811.0,,3272.0,-286840.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,17193.0,,17193.0,,8728.0,8728.0,,,,,,,,,,,,803744.0,,0.08,-0.08,,,,,,,,,-1186.0,,,,,,-28652.0,-28652.0,,,,221182.0,0.0,,-258188.0,,,,,,0.0,,,0.0,-196.0,,,,,,28127.0,,,,,,608.0,,,,667.0,,-863.0,,-28127.0,-28127.0,,,,0.0,,,,131.0,,,,,836906.0,57986.0,836906.0,,,-803744.0,0.0,,,,,150101.0,0.0,-220921.0,-258188.0,,,,,,,,229910.0,229910.0,-229910.0,,,,,,,,,,,,,,,,,,-286840.0,,-282.0,33162.0,33162.0,,33162.0,-282.0,-28278.0,-131.0,,-28278.0,9712.0,9712.0,,,,,,,,,,,,150101.0,178228.0,,,,,,,,,,,,,,,-258188.0,,24714.0,,,,,,,-258188.0,-10913514.0,,0.0,,,,,,17193.0,,,,,,,,,,,,,-778920.0,,,,,,,,,,,,-3272.0,,,,3272311.0
2011-12-31,2012-02-16,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,,,,,,,,,,,,,6599.0,20232.0,,,,,,,,,,,,-71482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,2256.0,,,,,,,,,,,,,,0.0,-0.02,,,,,,,,,-177.0,,,,,,-6048.0,-6048.0,,,,53949.0,,,-65434.0,,,,,,0.0,,,0.0,-947.0,,,,74593.0,,,,9127.0,,,,814.0,814.0,,,,,,,-9127.0,-9127.0,,,,0.0,,,,19.0,,,,,,,,,,,,,,,,74593.0,,-54184.0,-65434.0,,,,,,,,,,-56205.0,,,,,,,,,,,,,,,,,,-71482.0,,-121.0,,,,,,-9229.0,-19.0,,-9229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65434.0,,,,,,,74593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272311.0
2012-03-31,2012-05-15,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,25299.0,10099040.0,,,,,,,57971.0,18242.0,39729.0,,4925.0,,,,,,,0.001,1750000000.0,3272311.0,3272311.0,,,-69670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19314.0,,,,,2266.0,,,,,,,,,,,,,,-0.02,-0.02,,,,,,,,,,,,,,,-934.0,-934.0,,,,56117.0,,,-68736.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-10311.0,,,,,,,,0.0,,,,,978044.0,57971.0,978044.0,,,-955367.0,,,,,,,,,-68736.0,,,,,,,,,,-58383.0,,,,,,,,,,,,,,,,,,-69670.0,,-42.0,22677.0,,,,,-10353.0,10311.0,,-10353.0,13317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68736.0,,20415.0,,,,,,,,-11047684.0,,,,,,,,,,,,,,,,,,,,,-920073.0,,,,,,,,,,,,-3272.0,,,,3272311.0
2012-06-30,2012-08-20,10-Q,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,29328.0,10099040.0,,,,,,,68389.0,31105.0,37284.0,,20680.0,,20680.0,,,,,0.001,1750000000.0,3272311.0,3272311.0,,3272.0,-52467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19223.0,,2262.0,2262.0,,,,,,,,,,,,1025546.0,,-0.02,,,,,,,,,,,,,,,,4029.0,4029.0,,,,43153.0,,,,-56496.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-11097.0,-11097.0,,,,,,,,29.0,,,,,1040929.0,68389.0,1040929.0,,,,,,,,,,,,-56496.0,,,,,-11081.0,,,,,-45415.0,,,,,,,,,,,,,,,,-56496.0,,-52467.0,,-13.0,,15383.0,,,,-13.0,,,-11081.0,,10425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56496.0,,18061.0,,,,,,,,-11104180.0,,,,,,,,,,,,,,,,,,,,,-972540.0,,,,,,,,,,,,,,,,
2012-09-30,2012-12-31,10-K,Jacksam Corporation,JKSM,CIK0000860543,USD,,,,,,,,,,,,,31421.0,10099040.0,,,,,,,46322.0,11411.0,,,911.0,-5456.0,911.0,,,,,0.001,1750000000.0,3272311.0,3272311.0,,3272.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9029.0,9029.0,,,,,,,,,,,,1058552.0,,-0.08,,,,,,,,,,-940.0,,,,,,,-861.0,,,,214061.0,0.0,,,,,,,,0.0,,0.0,0.0,-788.0,,,,,,42219.0,,,,,,-361.0,,,,-788.0,,-1954.0,,-42219.0,-42219.0,42219.0,,,0.0,,,,59.0,,,,,1091353.0,46322.0,1091353.0,,,1058552.0,0.0,,,,,212589.0,0.0,-217105.0,-265250.0,,,,,,,,,223090.0,-223090.0,,,,,,,,,,,,,,,,-265250.0,,-266111.0,,,,,,32801.0,0.0,,,32801.0,-42160.0,10500.0,10500.0,,,,,,,,,,,,212589.0,,,,,,,,212589.0,,,,,,,,-265250.0,,15764.0,,,,,0.0,,-265250.0,-11178764.0,,0.0,,,,,,19147.0,,,,,,,,,,,,,-1045031.0,,,,,,,,,,,,,,,,
