end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccruedIncomeTaxesCurrent,AccruedInsuranceCurrent,AccruedMarketingCostsCurrent,AccruedPayrollTaxesCurrent,AccruedProfessionalFeesCurrent,AdditionalPaidInCapitalCommonStock,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashFDICInsuredAmount,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,ContractWithCustomerLiabilityRevenueRecognized,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,DebtInstrumentFaceAmount,DebtInstrumentInterestRateStatedPercentage,DeferredRevenue,DeferredRevenueCurrent,DeferredRevenueNoncurrent,DeferredRevenueRevenueRecognized1,DeferredTaxAssetsDeferredIncome,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DueFromRelatedPartiesCurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationDeductions,EffectiveIncomeTaxRateReconciliationRepatriationOfForeignEarnings,EquityMethodInvestmentOwnershipPercentage,FeesAndCommissions,GainLossRelatedToLitigationSettlement,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDeferredIncomeTaxes,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivables,IncreaseDecreaseInSecurityDeposits,IntangibleAssetsNetExcludingGoodwill,InterestIncomeExpenseNet,InterestPaid,InterestPaidNet,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LicenseAndServicesRevenue,LitigationSettlementAmount,LitigationSettlementAmountAwardedFromOtherParty,LoansReceivableNet,LongTermLoansPayable,LossContingencyAccrualAtCarryingValue,LossContingencyDamagesAwardedValue,LossContingencyDamagesSoughtValue,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesAndLoansReceivableNetCurrent,NotesAndLoansReceivableNetNoncurrent,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedPartiesCurrent,OperatingIncomeLoss,OperatingLossCarryforwards,OriginationOfNotesReceivableFromRelatedParties,OtherAccruedLiabilitiesCurrent,OtherAmortizationOfDeferredCharges,OtherIncome,OtherInterestAndDividendIncome,PaymentsForLegalSettlements,PaymentsForProceedsFromLoansReceivable,PaymentsToAcquireLoansReceivable,PaymentsToEmployees,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromShortTermDebt,ProvisionForDoubtfulAccounts,ReceivablesNetCurrent,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,RoyaltyRevenue,SecurityDepositLiability,SettlementAssetsCurrent,SettlementLiabilitiesCurrent,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,StockholdersEquity,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueNewIssues,TradeReceivablesHeldForSaleAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,OtherNonoperatingIncomeExpense,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
2009-12-31,2010-04-15,10-K,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,,,,,,,,,,,,,,,31694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33180.0,,,,,,,,
2010-06-30,2010-08-26,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,,,,,,,,,,,,,,,14638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144463.0,,-13562.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,130901.0,,,,,,,,,,,,,,-13562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,2010-11-22,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,,,,,,,,,,,,,,,107142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,187171.0,-46044.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,141127.0,,,,,,,,,,,,,,-46044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,2011-04-12,10-K,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,502353.0,,,,,,5998117.0,,,,116703.0,206546.0,117821.0,0.0,23748.0,-7946.0,,,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,18000.0,,,,,,,,,,,304361.0,,,-0.004,,,,,,,0.0,1165503.0,-651348.0,,-651348.0,0.0,809.0,,,,480262.0,,,,18000.0,,,0.0,0.0,6342.0,60999.0,,88725.0,,0.0,,,824714.0,206546.0,824714.0,514155.0,,,0.0,,,,,95778.0,,,,-103724.0,,-651348.0,,,,,,,,,,,,0.0,,0.0,,,,,0.0001,10000000.0,0.0,0.0,0.0,6342.0,,95778.0,,,0.0,,87731.0,,,-6781471.0,,514155.0,,,0.0,0.0,,,,,85000.0,2.8,,,-618168.0,,,,,165186124.0,,,
2011-03-31,2011-05-23,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,,,,,,,,,,,30576.0,,,,34439.0,10691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,163484.0,-31895.0,,,0.0,984.0,,,,-8592.0,,,,-10309.0,,,,,-783.0,-47629.0,,,0.0,0.0,,,,,,,,,,,,,,-17500.0,,,,28192.0,,-31895.0,,,,,,,,-31895.0,,,,,,,,0.0,,,,,,,,,,,,-17500.0,,,,,,,,131589.0,131589.0,,,,,,,,,,,,,,,,,165186124.0,,,
2011-06-30,2011-08-15,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,500627.0,,,,,,5998117.0,,,,,94304.0,66731.0,,24736.0,,,,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,19313.0,,,,,,,,,,,256866.0,,,0.0,,,,,,,,165639.0,-32439.0,-32439.0,,0.0,,,,,,,,,,,,,,,,,27573.0,0.0,,,,,94304.0,776806.0,133200.0,,,,,,,,,,,,,,-32439.0,0.0,,,,,,,-32439.0,,,,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,20245.0,,,,,,,21750.0,,,-6845805.0,,133200.0,133200.0,,,,,,,,,,,,-682502.0,,,,,165186124.0,,,
2011-09-30,2012-07-17,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,490310.0,,,,,,5998117.0,,,,,123414.0,123414.0,,36426.0,,,,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,42073.0,,,,,,,,,,,276866.0,,,0.0,,,,,,,,208083.0,-3335.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,123414.0,809249.0,204748.0,,,,,,,,,,,,,,-3335.0,,,,,,,,-3335.0,,,,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,13769.0,,,,,,,73219.0,,,-6849138.0,,204748.0,204748.0,,,,,,,,,,,,-685835.0,,,,,165186124.0,,,
2011-12-31,2012-10-23,10-K,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,82956.0,,,,,,6028117.0,14000.0,,,88725.0,578510.0,254259.0,324251.0,8930.0,-14818.0,,,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,105140.0,,,,,0.0,2780000.0,,2780000.0,,,284366.0,,,0.001,,0.34,,,,,440000.0,884195.0,183627.0,438571.0,183627.0,0.0,2296.0,117000.0,62000.0,19000.0,-419397.0,,,,87140.0,,,156049.0,-125444.0,982.0,24830.0,,0.0,-1429.0,0.0,,,983051.0,578510.0,628511.0,629251.0,,,30000.0,0.0,,,,40899.0,,,,-55717.0,,183627.0,,,,,,,,-254944.0,,,82956.0,30000.0,,3624.0,,30000.0,,,0.0001,10000000.0,0.0,0.0,0.0,7324.0,30000.0,-19995.0,,-19995.0,-30000.0,,112561.0,,,-6597844.0,,629251.0,629251.0,,125444.0,156049.0,0.0,0.0,0.0,0.0,85000.0,2.8,0.0,0.0,-404541.0,0.0,30000.0,,,165186124.0,,,
2012-03-31,2013-05-15,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,98761.0,,,,,,6035617.0,,,,0.0,550377.0,258100.0,292277.0,42353.0,33423.0,,,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,73024.0,,,,,,,,,,,291866.0,,,0.0,,,,,,,,155679.0,2906.0,-704.0,,0.0,0.0,,,,15805.0,,,,-32116.0,,,,,-6282.0,-24874.0,,0.0,-704.0,6199.0,,,944512.0,550377.0,628951.0,,,,30377.0,,,,,8172.0,,,,25251.0,,2906.0,,,,,,,,3610.0,,,,,,,,377.0,,,0.0001,10000000.0,0.0,0.0,0.0,1042.0,,,,7500.0,,,87687.0,,,-6594938.0,,159289.0,159289.0,,127018.0,165300.0,,,,,,,,,-394135.0,,7500.0,,,165186124.0,,,
2012-06-30,2013-07-09,10-Q,SCORES HOLDING CO INC,SCRH,CIK0000831489,USD,92636.0,,,,,,6043117.0,,,,,542445.0,282545.0,,55802.0,,,250000.0,,0.001,500000000.0,165186124.0,165186124.0,165186.0,,,,,,,,,0.0,,,,,,,,,,,299015.0,,,0.0,,,,,,,,135362.0,56004.0,18556.0,,0.0,,,,,,,,,,,,,,,,,0.0,-1444.0,,,,873076.0,542445.0,566227.0,,,,30758.0,30758.0,,,,,,,,,,56004.0,18556.0,,,30758.0,,,,37448.0,,,,,,,,,,,0.0001,10000000.0,0.0,0.0,0.0,20162.0,,,,,,,77968.0,,,-6538934.0,,172810.0,172810.0,,128613.0,174576.0,,,,,,,,,-330631.0,,,,,165186124.0,,,
