end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccruedEmployeeBenefitsCurrentAndNoncurrent,AccruedLiabilities,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,BusinessCombinationBargainPurchaseGainRecognizedAmount,BusinessCombinationConsiderationTransferred1,BusinessCombinationConsiderationTransferredOther1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ContributionOfProperty,ConvertibleDebt,CostOfRevenue,DebtInstrumentUnamortizedDiscount,DeferredRevenue,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsValuationAllowance,DefinedContributionPlanCostRecognized,Depreciation,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsGainLossRecognizedInIncomeNet,DerivativeLiabilities,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,EmployeeBenefitsAndShareBasedCompensation,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,EquityMethodInvestments,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,GrossProfit,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationOtherAdjustments,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeferredRevenue,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestPaid,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebtNoncurrent,LongTermNotesPayable,ManagementFeeExpense,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,OilAndGasPropertyFullCostMethodNet,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OtherAccruedLiabilitiesCurrent,OtherIncome,OtherNonoperatingIncomeExpense,PaymentsToAcquireBusinessesGross,PaymentsToAcquireEquityMethodInvestments,PaymentsToAcquireOilAndGasPropertyAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromBankDebt,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfWarrants,ProceedsFromOtherDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProFormaWeightedAverageSharesOutstandingDiluted,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOtherAccumulatedDepreciation,PropertyPlantAndEquipmentOtherNet,PropertyPlantAndEquipmentOwnedNet,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RestrictedStockExpense,RetainedEarningsAccumulatedDeficit,Revenues,SellingGeneralAndAdministrativeExpense,SeveranceCosts1,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockOptionPlanExpense,SupplementalUnemploymentBenefitsSeveranceBenefits,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,ConvertibleNotesPayableCurrent,CustomerAdvancesAndDeposits,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInOtherOperatingAssets,InterestExpenseDebt,OtherAssets,RestrictedCashAndCashEquivalentsAtCarryingValue
2010-05-31,2010-09-14,10-K,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1084458.0,,,,,,,,,,,,,,,,,
2010-08-31,2010-10-15,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270457.0,113452.0,,,,,,,,,,0.0,,,,,,,,,,,,379899.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,-103754.0,,,0.0,,6771.0,-9225.0,0.0,,,,,,,,,,,525000.0,0.0,-411548.0,-141733.0,,,,,,,,,-512407.0,,,,,,0.0,,,,,,,,,,,,,0.0,25000.0,500000.0,,,,,,,,,338519.0,,,,,,0.0,0.0,,,,0.0,173888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,2011-01-14,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186749.0,,,,,,,,,,,0.0,,,,,,,,,,,,464969.0,,,,,,0.01,,,,,,,,0.0,,,,,,,,,,,,,,-8886.0,,,,,,,,,,,,,,,266818.0,,,,,,,,,-189265.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,33463.0,,,,,,,,,,,0.0,155802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,2011-04-14,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94516.0,,,,,,,,,,,0.0,,,,,,,,,,,,-356813.0,,,,,,-0.01,,,,,,,,0.0,,,,,,,,,,,,,,12644.0,,,,,,,,,,,,,,,-571174.0,,,,,,,,,-201717.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,21244.0,,,,,,,,,,,0.0,180473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,2011-09-13,10-K,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,84708.0,,84708.0,,,,,200442.0,200442.0,-400984.0,,,,,,24479.0,24479.0,,,,,,,,,,,,428.0,-156577.0,,,0.0001,90000000.0,52000013.0,52000013.0,5200.0,,300000.0,,,0.0,,,,,,,,,,338657.0,1265595.0,1855482.0,,,,-0.02,,,,,,,,,,,,,,,,18851.0,,,,,9299.0,43189.0,,,,,2275745.0,24479.0,2275745.0,,,350000.0,,875000.0,,-1031577.0,-928137.0,,425000.0,,,,,1223605.0,,-1223605.0,,,,,,,,,,,0.001,10000000.0,0.0,,0.0,24051.0,24051.0,,,25000.0,500000.0,350000.0,-738671.0,,,,,,,533853.0,,,,,,,,,,,,689752.0,,,,,,,,,,,,,,,,,,,,,,-2251266.0,-2251266.0,,,500000.0,,,,,,,,,,,,,,
2011-08-31,2011-10-17,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,43728.0,,,,,,,40132.0,,5583217.0,,,,,,123062.0,,,,,,,,,,,,,87045.0,86617.0,,,0.0001,90000000.0,52000013.0,52000013.0,5200.0,,0.0,224184.0,,40833.0,,,,,,,,,,442027.0,189328.0,-6129376.0,,,,-0.08,,0.0,,,,,,197215.0,,,,,,,,-201290.0,,,40833.0,,-11966.0,9173.0,43088.0,,,,664021.0,123062.0,,,,,,43088.0,0.0,43529.0,-4273894.0,,350000.0,,,,,,,-4906748.0,,,,,,200000.0,,,,,,,,,,36017.0,,,418088.0,0.0,0.0,,,,,,,,52000013.0,5077256.0,,,,,,300000.0,75000.0,,,,421399.0,26707.0,,0.0,,,,,,,,,,,,,,,,,,,,-540959.0,,,0.0,,,,,,,,,,,,,,,
2011-11-30,2012-01-13,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,17727.0,,,,,,55394.0,5583217.0,,,,,,120789.0,,,,,,,,,,,,,96838.0,,,,0.0001,90000000.0,52000013.0,52000013.0,5200.0,,0.0,289311.0,,40833.0,,,,,,,,,,39837.0,149491.0,-6081073.0,,,,0.0,,,,,,,,92049.0,,,,,,,,,,,,,,5264.0,,,,,613445.0,120789.0,263445.0,,,350000.0,,,,,48303.0,,0.0,,,,,,78319.0,13730.0,,,,,,0.0,,,,,0.001,10000000.0,0.0,,0.0,,23951.0,,,,,,,,,,,,52000013.0,53947.0,,,,,,,,,,,381360.0,24372.0,,,,,,,,,,,,,,,,,,,,,,-492656.0,,,,,,,,,,,,,,,,,,
2012-02-29,2012-04-13,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,16055.0,,,,,,71655.0,5651674.0,,,,,,156282.0,,,,,,,,,,,,,134898.0,,,,0.0001,90000000.0,53000013.0,53000013.0,5300.0,,0.0,302934.0,,40833.0,,,,,,,,,,121977.0,27514.0,6006749.0,,,,0.0,,,,,,,,85950.0,,,,,,,,,,,,,,5332.0,,,,,506057.0,156282.0,156057.0,,,350000.0,,,,,74324.0,,0.0,,,,,,128271.0,-42321.0,,,,,,0.0,,,,,0.001,10000000.0,0.0,,0.0,,21384.0,,,,,,,,,,,,52626387.0,66805.0,,,,,,,,,,,388884.0,61466.0,,,,,,,,,,,,,,,,,,,,,,-349775.0,,,,,,,,,,,,,,,,,,
2012-05-31,2012-08-29,10-K,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,20631.0,,,,,,60201.0,5735121.0,,101758.0,135091.0,,,145325.0,145325.0,,,,,,,,,,,,114563.0,114135.0,,,0.0001,90000000.0,53000013.0,53000013.0,5300.0,418088.0,,1145166.0,,40833.0,0.0,429627.0,26763.0,,,-456390.0,,,541086.0,541086.0,73356.0,6169410.0,,,,-0.08,,,,,0.0,1.698,0.0141,435979.0,,0.0,97335.0,,1466736.0,-1502238.0,-61833.0,-175025.0,,,40833.0,,-6711.0,25287.0,43323.0,,,19820.0,574314.0,145325.0,224314.0,,,350000.0,,43088.0,,71047.0,-4313928.0,,,,,,,5465706.0,5465706.0,-5029727.0,,,,,,200000.0,,,,,0.001,10000000.0,0.0,,0.0,,30762.0,,418088.0,,,,4931873.0,,,,,,,5272784.0,,,,,,300000.0,75000.0,,,,1581145.0,192922.0,,101758.0,,,,,,,,,,,,,,,,,,,,-428989.0,,,33333.0,,,,,,52407117.0,,,,,,,,,
2012-08-31,2012-10-15,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,43331.0,,,,,,105519.0,5839367.0,,,104296.0,,,160186.0,160186.0,,,,,,,,,,,,124957.0,10394.0,,,0.0001,90000000.0,53500013.0,53500013.0,5350.0,,,369354.0,,40833.0,,,,,,,,,,21069.0,52287.0,6276501.0,,,,0.0,,104296.0,,,0.0,1.873,0.0118,101940.0,,,,,,,,38725.0,,,0.0,,-4467.0,5423.0,0.0,,,,591970.0,160186.0,241970.0,,,350000.0,,0.0,0.0,10394.0,-107091.0,,,,,,,,,-122737.0,,,,,,0.0,,,,,0.001,10000000.0,0.0,,,,35229.0,,0.0,,,,,,,,,,53157622.0,83416.0,,,,,,0.0,0.0,,,,471294.0,141261.0,,95824.0,,,,,,,,,,,,,,,,,,,,-431784.0,,,8472.0,,,,,,,,,,,,,,,
2012-11-30,2013-01-11,10-Q,"Laredo Oil, Inc.",LRDC,CIK0001442492,USD,,,24258.0,,,,,,140513.0,5947273.0,,,,,,125859.0,125859.0,,,,,,,,,,,,99499.0,,,,0.0001,90000000.0,53500013.0,53500013.0,5350.0,,,423242.0,,40833.0,,,,,,,,,7551.0,7551.0,44736.0,6427104.0,,,,0.0,,,,,,,,67351.0,,,,,,,,,,,,,,5268.0,,,,,600340.0,125859.0,250340.0,,,350000.0,,,,,-150603.0,,,,,,,,220237.0,-152886.0,,,,,,,,,,,0.001,10000000.0,0.0,,,,26360.0,,,,,,,,,,,,53500013.0,86148.0,,,,,,,,,,,490593.0,134089.0,,,,,,,,,,,,,,,,,,,,,,-474481.0,,,,,,,,,,,,,,,,,,
