end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableTradeCurrent,AccretionExpense,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionCostOfAcquiredEntityCashPaid,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,ClassOfWarrantOrRightOutstanding,CommonStockOtherValueOutstanding,CommonStockParOrStatedValuePerShare,CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostMethodInvestments,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DebtInstrumentCarryingAmount,DebtInstrumentFaceAmount,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DeferredCompensationLiabilityCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,DeferredTaxAssetsValuationAllowance,DeferredTaxExpenseFromStockOptionsExercised,DepositsAssetsNoncurrent,Depreciation,DepreciationDepletionAndAmortization,DueFromJointVentures,DueToEmployeesCurrentAndNoncurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EmployeeBenefitsAndShareBasedCompensationNoncash,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,ExplorationCosts,ExplorationExpense,ExplorationExpenseMining,GainLossOnCondemnation,GainLossOnDispositionOfAssets,GainLossOnDispositionOfAssets1,GainLossOnSaleOfPropertyPlantEquipment,GainLossRelatedToLitigationSettlement,GainOnSaleOfInvestments,GainsLossesOnRestructuringOfDebt,GeneralAndAdministrativeExpense,ImpairmentOfInvestments,ImpairmentOfLeasehold,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpenseOther,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,IncomeTaxReconciliationOtherReconcilingItems,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,InterestAndDebtExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesAverageAmountOutstanding,LiabilitiesCurrent,LongTermDebt,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermNotesPayable,MineralPropertiesNet,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,NoncashOrPartNoncashAcquisitionPayablesAssumed1,NoninterestExpenseDirectorsFees,NonoperatingIncomeExpense,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReduction,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherCommitment,OtherLiabilitiesCurrent,OtherNoncashExpense,OtherNonoperatingExpense,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherSignificantNoncashTransactionValueOfConsiderationGiven1,OtherSignificantNoncashTransactionValueOfConsiderationReceived1,PaymentsForRent,PaymentsForRepurchaseOfCommonStock,PaymentsToAcquireInterestInJointVenture,PaymentsToAcquireLandHeldForUse,PaymentsToAcquireMiningAssets,PaymentsToAcquireOtherProductiveAssets,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,ProceedsFromIssuanceOfCommonLimitedPartnersUnits,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromIssuanceOfPrivatePlacement,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromNotesPayable,ProceedsFromOtherDebt,ProceedsFromOtherShortTermDebt,ProceedsFromPaymentsForOtherFinancingActivities,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfInvestmentProjects,ProceedsFromSaleOfOtherPropertyPlantAndEquipment,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockOptionsExercised,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyDepositLiabilities,RelatedPartyTransactionAmountsOfTransaction,RepaymentsOfAssumedDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfOtherLongTermDebt,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,SaleOfStockConsiderationReceivedOnTransaction,SaleOfStockPricePerShare,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedDividendRate,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodExpectedVolatilityRate,ShareBasedGoodsAndNonemployeeServicesTransactionValuationMethodRiskFreeInterestRate,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,SharePrice,StockGrantedDuringPeriodValueSharebasedCompensation,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityNoteStockSplitConversionRatio1,StockIssued1,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodSharesShareBasedCompensationGross,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensationGross,StockIssuedDuringPeriodValueStockOptionsExercised,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TransferToInvestments,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,InvestmentIncomeInterest
2010-08-31,2011-02-08,10-K,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,,,,,,,,,,,,,,,,,,,,,,74434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,2011-02-08,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,,,,,,,,,,,,,,,,,,,,,,737999.0,663565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,,,,,,-0.04,,,,,,,38600.0,,,,,,,,1031130.0,,,,,,,,,,,,,,-8169.0,,,,,,,777.0,735.0,,662.0,,,969600.0,,,,,,,,,,,,,,,781125.0,,-10536.0,,-107024.0,,-1069688.0,,,,42.0,,,,,,1069730.0,-1069730.0,,,,,,,,,,,,,,10536.0,,,,,,,,,,,,,453000.0,,,,,,,,,,,,,,328125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,61000.0,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,2011-04-14,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,,,,,,,,,,,,,,,,,,,,,,4076014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,2011-07-15,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,,,,,,,,,,,,,,,,,,,,,,9845128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,246419.0,,,,,,,,2571134.0,,,,,,,,,,,,,,,,,,,,,6140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2811413.0,,,,6140.0,,,,,,2817553.0,-2817553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27589237.0,,
2011-08-31,2011-11-22,10-K,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,579807.0,,,,,-23973.0,24818022.0,,,,,-1655150.0,,,,,,17301045.0,16923645.0,,,16886066.0,16811632.0,,,,,,,0.01,,100000000.0,34596260.0,34596260.0,345964.0,,,,,,,,,,,,-2386839.0,,,952157.0,,414595.0,1160000.0,,-2526752.0,,16525.0,19996.0,,,,,,-0.25,,,,,,,1291570.0,,,,,,,,5754983.0,,,,,,,,1226000.0,,,-1841.0,1160000.0,,560582.0,,,,-54104.0,,,-27705.0,-1266.0,,18936.0,,,1181046.0,,,17301045.0,,579807.0,,,,,,,,,143356.0,19021941.0,,-309774.0,,-1900535.0,,-7020114.0,,,,-26439.0,,,,,,7046553.0,-7046553.0,,,,,,,,,,,,,,98817.0,,,-210957.0,0.001,10000000.0,0.0,0.0,,37579.0,,,,19113787.0,,,,,,,,,,,,,,,,241492.0,217519.0,,,,,,,91846.0,-8442748.0,,,3412059.0,,,,,,,,,,,,,,,,,,,,16721238.0,,,1313.0,,,,10208750.0,,,,,,,,1181046.0,20768937.0,,3412059.0,,,,,,,27869787.0,,
2011-11-30,2012-01-17,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,859510.0,,,,,,25672827.0,,,,,,,,,,,15608983.0,14961545.0,,,14901507.0,-1984559.0,,,,,,,0.01,,100000000.0,34763134.0,34763134.0,347632.0,,,,,,,,,,,,,,,,,,,,,,16180.0,17224.0,,,,,,-0.08,,,,,,,1615619.0,,,,,,,,1222646.0,,,,,,,,,,,,,,279702.0,,,,-22114.0,,,-10027.0,,,,,,19200.0,,,15608983.0,,859510.0,,,,,,,,,378556.0,117499.0,,-287606.0,,-1814452.0,,-2828238.0,,,,-10027.0,,,,,,2838265.0,-2838265.0,,,,,,,,,,,,,,235201.0,,,-52405.0,0.001,10000000.0,0.0,0.0,,60038.0,,,,,,,90156.0,,,,,,,,,,,90156.0,,,252702.0,,,,,,,,-11270986.0,,,719774.0,,,,,,,,,,,,,,,,,,,,14749473.0,,,,,,,,,,,,,,,,,,,,,,,,,34625220.0,,
2012-02-29,2012-04-16,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,615297.0,,,,,,27979442.0,,,,,,,,,,,13629368.0,12847487.0,,,12744695.0,,,,,,,,0.01,,100000000.0,36550009.0,36550009.0,365501.0,,,,,,,,,,,,,,,,,,,,,,27010.0,,,,,,,-0.11,,,,,,,2137873.0,,,,,,,,1929843.0,,,,,,,,,,,,,,,,,,,,,7965.0,134.0,,,,,,,,13629368.0,,615297.0,,,,,,,,,422859.0,,,,,,,-4059885.0,,,,7831.0,,,,,,4067716.0,-4067716.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,102792.0,,,,,,,,,,,,,,,,,,,,,332012.0,,,,,,,,-15330872.0,,,,,,,,,,,,,,,,,,,,,,,13014071.0,,,,,,,,,,,,,,,,,,,,,,,,,36044941.0,,
2012-05-31,2012-07-16,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,1393125.0,,,,,,28710530.0,,,,,,,,,,,10067791.0,9346332.0,,,9271883.0,,,,,,,,0.01,,100000000.0,36550009.0,36550009.0,365501.0,,,,,,,,,,,,,,,,,,,,,,68545.0,,,,,,,-0.13,,,,,,,3124604.0,,,,,,,,1951843.0,,,,,,,,,,,,,,,,,,,,,6037.0,82.0,,,,,,,,10067791.0,,1393125.0,,,,,,,,,340934.0,,,,,,,-5070492.0,,,,5955.0,,,,,,5076447.0,-5076447.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,74449.0,,,,,,,,,,,,,,,,,,,,,311980.0,,,,,,,,-20401365.0,,,,,,,,,,,,,,,,,,,,,,,8674666.0,,,,,,,,,,,,,,,,,,,,,,,,,36550009.0,,
2012-08-31,2012-11-15,10-K,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,478430.0,,,,,96101.0,29262684.0,,,3341875.0,,,,,,,,7289267.0,6592084.0,,,6517935.0,-10368131.0,,,,,9620344.0,,0.01,,100000000.0,36550009.0,36550009.0,365501.0,,,,,,,,,,,,-4887364.0,,,2248448.0,6613000.0,2843950.0,1136237.0,,6228635.0,,102840.0,84838.0,,,,91846.0,,-0.4,,,,,,,7633368.0,,,-14498.0,-14498.0,,,,6754706.0,,,,-14374600.0,,,,3701883.0,,-4887364.0,4771.0,1136237.0,44473.0,-101377.0,,,122885.0,-122885.0,,,28306.0,334.0,,334.0,,,19200.0,,478430.0,7289267.0,,478430.0,,,,,,,,,343434.0,1103124.0,,-332804.0,,-11138451.0,,-14374600.0,,,,13474.0,,,,,,14388074.0,-14388074.0,,,,,,,,,,,,,,200078.0,,,158226.0,0.001,10000000.0,0.0,0.0,,74149.0,,,,,,,1103124.0,,,,,,,,25500.0,,,,,347010.0,250909.0,,,,,,,,-22817348.0,,,3361075.0,,,,,,,,3125000.0,,,,,,,,,,,,6810837.0,,,,,,,1943749.0,,,,,,,1103124.0,19200.0,1103124.0,1103124.0,3341875.0,,,,,,,35964877.0,,
2012-11-30,2013-01-14,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,385767.0,,,,,,29406168.0,,,,,,,,,,,6557069.0,5883250.0,,,5826661.0,-691274.0,,,,,,,0.01,,100000000.0,,,365501.0,,,,,,,,,,,,,,,,,,,,,,102000.0,20546.0,,,,,,-0.02,,,,,,,200886.0,,,-8773.0,8773.0,,,,576591.0,,,,,,,,,,,,,,-92663.0,,,-18400.0,18400.0,,,3368.0,-8910.0,,137.0,,,,,,6557069.0,,385767.0,,,,,,,,,353434.0,,,-6795.0,,-684479.0,,-783019.0,,,,-5542.0,,,,,,777477.0,-777477.0,,,,,,,,,,,,,,10000.0,,,,0.001,10000000.0,0.0,0.0,,56589.0,,,,,,,,,,,,,,,3205.0,,,,,,218385.0,,,,,,,,-23600367.0,,,143484.0,,,,,,,,,,,,,,,,,,,,6171302.0,,,,,,,,,,,,,,,,,,,,,,,,,36550009.0,,
2013-02-28,2013-04-09,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,364566.0,,,,,,29367174.0,,,,,,,,,,,5383542.0,4756560.0,,,4683368.0,,,,,,,,,,100000000.0,35973086.0,35973086.0,359732.0,,,,,,,,,,,,,,,,,,,,,,82778.0,,,,,,,-0.03,,,,,,,255676.0,,,,,,,,854720.0,,,,,,,,,,,,,,,,,,,,,3737.0,,,,,,,,,5383542.0,,364566.0,,,,,,,,,353434.0,,,,,,,-1107563.0,,,,2833.0,,,,,,1110396.0,-1110396.0,,,,,904.0,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,73192.0,,,,,,,,,,,,,,,,,,,,,190770.0,,,,,,,,-24707930.0,,,,,,,,,,,,,,,,,,,,,,,5018976.0,,,,,,,,,,,,,,,,,,,,,,,,,36111975.0,,
2013-05-31,2013-07-15,10-Q,TEXAS MINERAL RESOURCES CORP.,TMRC,CIK0001445942,USD,192117.0,,,,,,29916687.0,,,,,,,,,,,5224206.0,3257052.0,,,3176876.0,,,,,,,,0.01,,100000000.0,37036916.0,37036916.0,370370.0,,,,,364852.0,0.05,,,,,,,,,,,,,,,,81413.0,,,,,,,-0.02,,,,,,,380487.0,,,,,,,,493620.0,,,,,,,,,,,,,,,,,,,,,7217.0,,,,,4000.0,,,511969.0,5224206.0,,221124.0,319852.0,159567.0,29007.0,35259.0,33580.0,31981.0,30458.0,290845.0,1718286.0,,,,,,,-866890.0,,,,7217.0,,319852.0,29007.0,,,874107.0,-874107.0,,,,,,,,,,,,,,,,,,0.001,10000000.0,0.0,0.0,,80176.0,,,,,,,,,,,,,,,,,,,,,167455.0,,,,,,,,-25574820.0,,,,,,,,,,,,,,,,,,,,,,,4712237.0,,,,,,,,,,,,,,,,,,,,,,,,,36967536.0,,
