end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilities,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsPayableRelatedParties,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedEmployeeBenefitsCurrent,AccruedLiabilitiesCurrent,AccruedRoyaltiesCurrent,AccruedSalariesCurrentAndNoncurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AreaOfLand,AssetImpairmentCharges,AssetRetirementObligation,AssetRetirementObligationAccretionExpense,AssetRetirementObligationForeignCurrencyTranslationGainLoss,AssetRetirementObligationLiabilitiesIncurred,Assets,AssetsCurrent,AssetsFairValueDisclosure,BankOverdrafts,BuildingsAndImprovementsGross,CapitalExpendituresIncurredButNotYetPaid,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,ClassOfWarrantOrRightOutstanding,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ConcentrationRiskPercentage1,ConstructionInProgressGross,ConversionOfStockAmountConverted1,ConvertibleDebtCurrent,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfRevenue,CostsIncurredExplorationCosts,CustomerAdvancesCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtConversionOriginalDebtAmount1,DebtDefaultLongtermDebtAmount,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentIncreaseAdditionalBorrowings,DebtInstrumentInterestRateDuringPeriod,DebtInstrumentInterestRateEffectivePercentage,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountNoncurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredCostsCurrent,DeferredIncomeTaxLiabilities,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DepreciationExpense,DerivativeFairValueOfDerivativeNet,DerivativeGainLossOnDerivativeNet,DerivativeGainOnDerivative,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DerivativeLossOnDerivative,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashAndCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EquityIssuancePerShareAmount,EquityMethodInvestmentOwnershipPercentage,ExplorationAbandonmentAndImpairmentExpense,ExplorationAndProductionCosts,ExplorationCosts,ExplorationExpenseMining,FairValueAdjustmentOfWarrants,FairValueAssumptionsExercisePrice,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsRiskFreeInterestRate,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FairValueNetAssetLiability,FinancialLiabilitiesFairValueDisclosure,FixturesAndEquipmentGross,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnSaleOfDerivatives,GainLossOnSaleOfProperty,GainLossOnSaleOfTrustAssetsToPayExpenses,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfOilAndGasProperties,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationNondeductibleExpenseAmortization,IncomeTaxReconciliationNondeductibleExpenseDepreciation,IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueFromRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,InducedConversionOfConvertibleDebtExpense,InterestExpense,InterestExpenseDebt,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeOther,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InventoryFinishedGoods,InventoryNet,InventoryOreStockpilesOnLeachPads,InventoryRawMaterials,InventoryRawMaterialsAndSupplies,InventoryWorkInProcess,InventoryWriteDown,InvestmentIncomeInterest,InvestmentInPhysicalCommodities,IssuanceOfStockAndWarrantsForServicesOrClaims,Land,LegalFees,LettersOfCreditOutstandingAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationSettlementAmount,LoansPayable,LoansPayableCurrent,LongTermDebtFairValue,LongTermNotesPayable,LossContingencyDamagesAwardedValue,LossContingencyDamagesSoughtValue,MachineryAndEquipmentGross,MarketableSecuritiesCurrent,MarketableSecuritiesGainLoss,MediumtermNotesCurrent,MediumtermNotesNoncurrent,MineralPropertiesNet,MineralRights,MinorityInterest,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NoncashOrPartNoncashAcquisitionPayablesAssumed1,NonoperatingIncomeExpense,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableToBankCurrent,NumberOfOperatingSegments,NumberOfOperatingSegments,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseExpense,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,OtherComprehensiveIncomeLossNetOfTax,OtherComprehensiveIncomeLossTax,OtherIncome,OtherNonoperatingIncomeExpense,PaidInKindInterest,PaymentsForAdvanceToAffiliate,PaymentsForExploitationLiabilities,PaymentsOfDerivativeIssuanceCosts,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,PaymentsToAcquireLand,PaymentsToAcquireMarketableSecurities,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToFundLongtermLoansToRelatedParties,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpense,PrepaidExpenseAndOtherAssets,PrepaidExpenseAndOtherAssetsCurrent,PrepaidExpenseCurrent,ProceedsFromCollectionOfLongtermLoansToRelatedParties,ProceedsFromConvertibleDebt,ProceedsFromDerivativeInstrumentFinancingActivities,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfDebt,ProceedsFromIssuanceOfSecuredDebt,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleOfPropertyPlantAndEquipment,ProceedsFromStockPlans,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionAmountsOfTransaction,RelatedPartyTransactionRate,RepaymentsOfConvertibleDebt,RepaymentsOfDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,RepaymentsOfSecuredDebt,RetainedEarningsAccumulatedDeficit,RevenueMineralSales,Revenues,SaleOfStockPricePerShare,SecuredBorrowingsGrossDifferenceAmount,SecuredDebt,SecuredDebtCurrent,SecuritiesBorrowedFairValueDisclosure,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,SharePrice,SharesIssued,SharesIssuedPricePerShare,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssued1,StockIssuedDuringPeriodSharesAcquisitions,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesIssuedForCash,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesReverseStockSplits,StockIssuedDuringPeriodSharesStockSplits,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRepurchasedDuringPeriodShares,StockRepurchasedDuringPeriodValue,TechnologyServicesCosts,UnsecuredDebtCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,WeightedAverageNumberOfSharesOutstandingBasic
2008-07-31,2008-10-06,10-K,Inception Mining Inc.,IMII,CIK0001416090,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,,,,,,,,,,,,,,,,,,,,11456.0,,,,,202623.0,,,,,,,80000.0,,,,,,,,,,,,,,
2009-07-31,2009-09-22,10-K,Inception Mining Inc.,IMII,CIK0001416090,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14049.0,,,,,,,,,,,,,,,,,,,,,,,,,1025000.0,
2010-07-31,2010-11-12,10-K,Inception Mining Inc.,IMII,CIK0001416090,USD,114839.0,,,,0.0,,,,,,,,,,,,1388498.0,,,,,,,,0.0,,,,,48799.0,24552.0,,,,,8202.0,,3591.0,,,,,,,,0.0,500000000.0,86343560.0,86343560.0,,,863.0,,,,,,,,,,,,,,,,,,2641.0,,,,24262.0,,,,,,,,,,,,,,,,,,,,,,2215.0,,,,,,,-1458042.0,2641.0,,2641.0,,-0.01,,,,,120.0,,,,,1084918.0,,,,,,,,,,,,,,94120.0,,,-1350268.0,-1351087.0,,0.0,0.0,,,,,,,,,,,,113579.0,0.0,,,,0.0,0.0,,,,,,,-16350.0,,-821.0,,,,,0.0,,,,,,,,,,,2.0,,,,,,117480.0,48799.0,,,,,,,,,,,,,,,,,,570374.0,-26462.0,-540321.0,-1351087.0,,,,,,,,2641.0,,,,,,1350268.0,,,,,,,,,,,,,,,,,627.0,,,,,,,-26462.0,,0.0,10000000.0,0.0,0.0,0.0,16350.0,,,,,,,500000.0,,,,,48798.0,,,,41915.0,,,,74555.0,,,24247.0,,,,,,39274.0,,,,0.0,,,,,,,,,,,,,,,,-68681.0,,,,,,,,,,,,200000.0,48375.0,,,,,0.0,96675.0,,,,,,,
2010-10-31,2010-12-20,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,246574.0,,238372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.0,,,,,,,,,,,,-0.01,,,,,,,,,,623952.0,,,,,,,,,,,,,,26306.0,,,-783937.0,-784393.0,,0.0,0.0,,,,,,,,,,,,-87683.0,0.0,,,,0.0,0.0,,,,,,,-139558.0,,-470.0,,,,,470.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,700895.0,-2099.0,-460424.0,-784393.0,,,,,,,,,,,,,,783937.0,,,,,,,,,,,,,,,,,,,,,,,,-2099.0,,,,,,,,,,,,,,700000.0,,,,,19479.0,,,,0.0,,,,30329.0,,,,,,,,,-18584.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103350.0,,,,,,,
2011-01-31,2011-03-18,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,,,,,,,,,,,,,-1797.0,,,,,,,,,,,,,,,,,,,,,,23786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,521049.0,,,,,,,,,,,,,,126274.0,,,-669364.0,-669656.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-669656.0,,,,,,,,,,,,,,669364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22041.0,,4098.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2011-04-30,2011-06-17,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,511329.0,,,,,,,,,,,,,,12141.0,,,-580420.0,-580460.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-580460.0,,,,,,,,,,,,,,580420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50700.0,,,,,,,
2011-07-31,2011-11-23,10-K,Inception Mining Inc.,IMII,CIK0001416090,USD,22043.0,22043.0,,,37500.0,,37500.0,,,,,,,-977.0,,,3993595.0,,,-554298.0,,,,,14253.0,,,,,13521.0,10400.0,,,,,5226.0,5226.0,-2976.0,,,,,,,0.0,0.0,500000000.0,89804393.0,89804393.0,,,898.0,,,,,,,,,,,,,0.0,,,,,20744.0,,,,,,,,,0.06,,,,,,,,,,,,,305349.0,8972.0,,,8972.0,,,,,,,4061259.0,,2244.0,,,-0.03,,,,,120.0,,,2168790.0,,2168790.0,,,,,,,,,,,,,,103892.0,,,-2602166.0,-2603217.0,,0.0,0.0,,,,,,,,,,,,-92796.0,37500.0,,,,1123.0,1123.0,,,23484.0,21240.0,,,11176.0,,1071.0,,,,,888.0,,,,,,,,,,,20.0,,,,,,80287.0,13521.0,,,15800.0,,,,,,,,,,,,,,,918103.0,-2099.0,-918980.0,-2603217.0,,,,,,,,18500.0,18500.0,,,,,2602166.0,,,,,,,554298.0,,,,,,,,,,182.0,,,,,,,2099.0,,0.0,10000000.0,0.0,0.0,0.0,5174.0,,,5174.0,,,,900000.0,,,,,41984.0,,,,23484.0,,,,65234.0,,4098.0,3121.0,,,,,,21240.0,,,,0.0,,,,,,,,,990530.0,0.91,,,,,,-66766.0,,,,,2500.0,,,,,,,505000.0,88950.0,,,,,,264250.0,,,,,88233857.0,,
2011-10-31,2011-12-15,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,21152.0,,,,45000.0,,,,,,,,,,,,3993926.0,,,,,,,,0.0,,,,,4849.0,1934.0,,,,,1934.0,,-3292.0,,,,,,,,0.0,500000000.0,89804393.0,89804393.0,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,206.0,,206.0,,,,,,,-4090368.0,,14241.0,,,0.0,,,,,,,,6021.0,,6021.0,,,,,,,,,,,,,,3319.0,,,-28778.0,-29109.0,,0.0,0.0,,,,,,,,,,,,-891.0,7500.0,,,,0.0,0.0,,,,,,,5174.0,,331.0,,,,,888.0,,,,,,,,,,,0.0,,,,,,100393.0,4849.0,,,,,,,,,,,,,,,,,,13497.0,0.0,-16789.0,-29109.0,,,,,,,,20000.0,,,,,,28778.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,10000000.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,11997.0,,,,1500.0,,,,11938.0,,,2915.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,-95544.0,,,,,,,,,,,,,,,,,,,7500.0,,,,,89804393.0,,
2012-01-31,2012-03-16,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,25427.0,,,,,52500.0,,,,,,,,,,3994644.0,,,,,,,,,,,,,6580.0,3871.0,,,,,3871.0,,,,,,,,,0.0,0.0,500000000.0,89804393.0,89804393.0,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124157.0,,37268.0,,,-0.08,,,,,,,,6021.0,,0.0,,,,,,,,,,,,,,6961.0,,,-33071.0,-33789.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,718.0,,,,,,,,,,,,,,,,0.0,,,,,,135195.0,6580.0,,,,,,,,,,,,,,,,,,,,,-33789.0,,,,,,,,,20000.0,,,,,33071.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10000000.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,18610.0,,,2709.0,,,,,,,,,,0.0,,,,,,,,,4953.0,,182.0,,,,,-128615.0,,,,,,,,,,,,,,,,,,,7500.0,,,,,451645.0,,
2012-04-30,2012-06-14,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,27008.0,,,,,60000.0,,,,,,,,,,3996030.0,,,,,,,,,,,,,27511.0,25004.0,,,,,25004.0,25004.0,,,,,,,4953.0,,0.0,500000000.0,89804393.0,89804393.0,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142553.0,,66128.0,,,-0.04,,,,,,,,6021.0,0.0,0.0,,,,,,,,,,,,,,4515.0,,,-17460.0,-18396.0,-18396.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,,936.0,,,,,,,,,,,,,,0.0,,,,,,173136.0,27511.0,,,,,,,,,,,,,,,,,,,,,-18396.0,,,,,,,,,20000.0,,,,,17460.0,,,,,,,,,,,,,,,,-936.0,,,,,,,,,,0.0,10000000.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,5445.0,,,2507.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-145625.0,,,,,,,,,,,,,,,,,,,7500.0,,,,,451645.0,,
2012-07-31,2012-10-23,10-K,Inception Mining Inc.,IMII,CIK0001416090,USD,,10404.0,,,,67500.0,67500.0,,,,,,,-1797.0,,,3998748.0,,,-585769.0,,,854166.0,,0.0,,,,,5227.0,2926.0,,,,,2926.0,2926.0,-2300.0,,,0.0,,,854166.0,,0.0,500000000.0,451645.0,451645.0,,,4.0,,,,,,,,,,,,,,,,,,2244.0,,,,,,,,,,,,,,,,,,585769.0,,,,585769.0,820.0,,,,,,,,,,4158081.0,,66652.0,,,-0.02,,,,,,,,6021.0,6021.0,6021.0,,,,,,,,,,,,,,17892.0,,,-93406.0,-96822.0,-96822.0,,,,201000.0,-32919.0,1448.0,,,,,,,,-11639.0,30000.0,,,,,,,,64408.0,,,,5174.0,,3416.0,,3416.0,,,,,,,,,,,,,,,,,,900.0,,164556.0,5227.0,,,,,,,,,,,,,,,,,,65908.0,,-68208.0,-96822.0,,,,,,20000.0,20000.0,,20000.0,,,,,93406.0,,,,,,,1616000.0,,,,,,,,,-3416.0,3359.0,,,,,,,,,0.0,10000000.0,0.0,0.0,0.0,,,,0.0,64408.0,,,,,,,,64408.0,,,,64408.0,,,,39493.0,,4098.0,2301.0,,,,,,,,,,,,,,,,-136364.0,,0.91,854166.0,0.79,,,,,,-159329.0,,,,,,,,,,,,,,,,,,,30000.0,,-31471.0,,,449022.0,,
2012-10-31,2012-12-31,10-Q,Inception Mining Inc.,IMII,CIK0001416090,USD,,2635.0,,,,,0.0,,,,,,,,,,4169735.0,,,,,,400000.0,,0.0,,,,,5013.0,5013.0,,,,,13.0,13.0,-2913.0,,,0.0,,,4953.0,,0.0,500000000.0,89804393.0,89804393.0,,,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,206.0,,,,,,,,,4193255.0,,0.0,,,-0.08,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,33782.0,,,-33782.0,-35174.0,-35174.0,0.0,0.0,,,,,,,,,,,,-7769.0,0.0,,,,0.0,0.0,,,,,,,-5000.0,,1392.0,,1392.0,,,0.0,,,,,,,,,,,0.0,,,,,,27635.0,5013.0,,,,,,,,,,,,,,,,,,43650.0,0.0,-46563.0,-35174.0,,,,,,,,,25000.0,,,,,33782.0,-33782.0,,,,,,,,,,,,,,,-1392.0,1174.0,,,,,,,0.0,,0.0,10000000.0,0.0,0.0,0.0,,,,5000.0,9220.0,,,0.0,,,,,9220.0,,,,25000.0,,,,29137.0,,,0.0,25000.0,0.09,,,,0.0,,,,,,,,,,,,,4271.0,182.0,,,,,,-22622.0,,,,,,,,,,,,,,,,,,,0.0,,,,,451645.0,,
