end,filed,form,Name,Ticker,CIK,Currency,AccountsPayable,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccountsPayableCurrent,AccountsPayableRelatedParties,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccruedSalaries,AccruedSalariesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentOfWarrantsGrantedForServices,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,BankOverdrafts,BuildingsAndImprovementsGross,CapitalizedComputerSoftwareGross,CapitalLeasesFutureMinimumPaymentsDueCurrent,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,CapitalLeasesFutureMinimumPaymentsDueInFourYears,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,CapitalLeasesFutureMinimumPaymentsDueThereafter,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockSharesSubscriptions,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountConverted1,ConversionOfStockSharesIssued1,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,DebtConversionConvertedInstrumentAmount1,DebtConversionOriginalDebtAmount1,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DepositAssets,DepositLiabilitiesAccruedInterest,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DepreciationExpense,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedParties,DueFromRelatedPartiesCurrent,DueToOfficersOrStockholdersCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCashAndCashEquivalents,EmployeeBenefitsAndShareBasedCompensation,ForeignCurrencyTransactionGainBeforeTax,ForeignCurrencyTransactionGainLossBeforeTax,ForeignCurrencyTransactionGainLossRealized,FurnitureAndFixturesGross,GainLossOnDispositionOfAssets,GainLossOnDispositionOfIntangibleAssets,GainLossOnInvestments,GainLossOnSaleOfPropertyPlantEquipment,GainOnSaleOfInvestments,GainsLossesOnExtinguishmentOfDebt,GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,GeneralAndAdministrativeExpense,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,IncomeTaxExpenseBenefit,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseDueFromOtherRelatedParties,IncreaseDecreaseInAccountsAndNotesReceivable,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsPayableTrade,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBookOverdrafts,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,IncreaseDecreaseInOperatingAssets,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInOtherNoncurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInReceivables,IncrementalCommonSharesAttributableToConversionOfDebtSecurities,InterestAndDebtExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseDebt,InterestPaid,InterestPayable,InventoryRealEstateConstructionInProcess,IssuanceOfStockAndWarrantsForServicesOrClaims,LaborAndRelatedExpense,LeaseAndRentalExpense,LeaseholdImprovementsGross,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LitigationReserve,LoansPayableCurrent,LossOnSaleOfInvestments,MachineryAndEquipmentGross,MinorityInterest,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingGainsLosses,NonoperatingIncomeExpense,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OriginationOfNotesReceivableFromRelatedParties,OtherAccruedLiabilitiesCurrent,OtherAccruedLiabilitiesNoncurrent,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,OtherCostAndExpenseOperating,OtherDepreciationAndAmortization,OtherExpenses,OtherGeneralAndAdministrativeExpense,OtherGeneralExpense,OtherIncome,OtherLaborRelatedExpenses,OtherLiabilitiesCurrent,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherShortTermBorrowings,PaidInKindInterest,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquireHeldToMaturitySecurities,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOtherInvestments,PaymentsToAcquireOtherPropertyPlantAndEquipment,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockAdditionalSeriesValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromLegalSettlements,ProceedsFromMinorityShareholders,ProceedsFromNotesPayable,ProceedsFromOtherShortTermDebt,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfDebt,ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,RedeemableNoncontrollingInterestEquityCarryingAmount,ResearchAndDevelopmentExpense,RestructuringCostsAndAssetImpairmentCharges,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,Revenues,SalariesAndWages,SalariesWagesAndOfficersCompensation,SellingGeneralAndAdministrativeExpense,SettlementLiabilitiesCurrent,ShareBasedCompensation,ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,SharesOutstanding,ShortTermNonBankLoansAndNotesPayable,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityOther,StockIssued1,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesOther,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,StockIssuedDuringPeriodValueConversionOfUnits,StockIssuedDuringPeriodValueEmployeeBenefitPlan,StockIssuedDuringPeriodValueIssuedForCash,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueShareBasedCompensation,StockRedeemedOrCalledDuringPeriodValue,StockRepurchasedAndRetiredDuringPeriodValue,TreasuryStockShares,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WriteOffOfDeferredDebtIssuanceCost
2009-12-31,2011-11-03,10-K,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2145092.0,,,,,,,,,,,,,,,,,,,,,
2010-06-30,2011-11-21,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69750.0,,,,,,,,,,,,,,,,-89792.0,,,,,,,,89792.0,-89792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22265763.0,,22265763.0,
2010-09-30,2011-11-21,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,2139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,69750.0,,,,,,,,,,,,,,,,-108655.0,,,,,,,,108427.0,-108427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23180980.0,,23180980.0,
2010-12-31,2011-11-04,10-K,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,608333.0,,31513.0,,,,,1292975.0,,,724874.0,,16822944.0,,,,,,,,,,,13867.0,2663.0,,,,,,,,,,,7.0,7.0,,,,0.001,300000000.0,21865913.0,21865913.0,,,21866.0,,,,,27900.0,,,,,,,,,,8559.0,8559.0,,,19454208.0,,,645419.0,,,,-0.02,,,,,,,,,,,,,,,,,,162855.0,,,,,,,,,,,,,,,,,404253.0,20943.0,,,,,,,,,,,,,,7000.0,,914.0,,,,,627.0,,,,,,279000.0,,,2616940.0,13867.0,,,,,729078.0,,32140.0,,,,-32140.0,483531.0,,,,-627.0,,10800.0,,482904.0,482904.0,,,,,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656.0,,,,34700.0,,,,,,,-2560.0,,,,25550.0,-483531.0,,4204.0,,,,,,,,,,,,25550.0,25550.0,,,-2603073.0,-2603073.0,,,,,,,,,,,,,,,,,,22380127.0,,22380127.0,
2011-03-31,2011-11-21,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,662.0,662.0,,,,,,,,,,-0.01,,,,,0.0,,,0.0,,,,,,,,,,73189.0,,,,,,,,,0.0,,,,,,,,157123.0,0.0,,-13196.0,,,,,,,,,,,,,,-5463.0,,,,,1591.0,,0.0,,,,69750.0,,,,,,,,,,,3810.0,,,,-3666.0,145192.0,0.0,,,,,,,143601.0,143601.0,,,,,,,,,,1591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810.0,,,,,,,,,,,,-145192.0,,,,,,,,,,,,,,,,,,,,,55673.0,,,,,,,,,,,,,,,,22275227.0,,,
2011-06-30,2011-11-23,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,629180.0,,,,,,7299.0,1436635.0,,,726197.0,,16924646.0,,,,,,,,,,,25964.0,15934.0,,,,,,,,,,,68.0,68.0,,,,,300000000.0,25446513.0,25446513.0,,,25447.0,,,,,128503.0,,,,,,,,,,662.0,,,,19780991.0,,,645419.0,,,,-0.01,,,,,,,,,,,,,,,,,,113283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583.0,,,,,,69750.0,,,2850537.0,25964.0,,,,,729227.0,,,,,,,188916.0,,,,-2583.0,,10800.0,,186333.0,186333.0,,,,,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8567.0,,,,,,,,,,,,,,,,-188916.0,,3030.0,,,,,,,,,,,,,,,,-2824573.0,,,,,,,,,,,,,,,,,,,24362847.0,24362847.0,24362847.0,
2011-09-30,2011-11-21,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,653343.0,,,,,,25928.0,1373261.0,,,726860.0,,17487490.0,,,,,,,,,,,44617.0,29608.0,,,,,,,,,,,,113.0,,,,0.001,300000000.0,25485596.0,25485596.0,,,25486.0,,,,,197080.0,,,,,,,,,,663.0,,,663.0,20363677.0,,,645419.0,,,-0.02,-0.02,-0.02,,,,,,0.0,,,,,,,,,,,483991.0,,,,-582687.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.0,,,,,,69750.0,,,2879903.0,44617.0,,,,,734869.0,,,,,,,-582687.0,,,,,,10800.0,,581311.0,-581311.0,,,,,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567.0,,,,,,,,,,,,,,,26451.0,,,8009.0,,,456.0,,,,0.0,69750.0,,,,,,,,-2835286.0,,,,,,,,,,,,,,,,,,,25782947.0,,25782947.0,
2011-12-31,2012-04-13,10-K,"GeneThera, Inc.",GTHR,CIK0001017110,USD,657379.0,,657379.0,361.0,361.0,,,,3765.0,1447282.0,1425307.0,,-729237.0,,17480582.0,17480582.0,,,,,,,,,,49815.0,5201.0,44614.0,,,,,,,,,,1436.0,1436.0,1429.0,,,0.001,300000000.0,23710596.0,23710596.0,,,23710.0,,,,307220.0,307220.0,,,2609532.0,,,2609532.0,,,,4363.0,4363.0,,4363.0,20555008.0,,3765.0,645419.0,,645419.0,-0.05,-0.05,-0.05,,,,,,,-864.0,,,,,,,,,,774552.0,,,,,,,,,,,,,,,,,269326.0,-31152.0,,,,,,,3765.0,-3765.0,,,,,,,,2656.0,,,,,6634.0,,,21975.0,,,279000.0,,29008.0,3068461.0,50491.0,,,,,766851.0,17331.0,431592.0,,-37773.0,,-392390.0,1121884.0,21084.0,,,-7498.0,10800.0,10800.0,,1114386.0,-1114386.0,7455806.0,,,,7000.0,7000.0,,,,,,,,,,,,,,,,,,,,,-37773.0,15410.0,0.001,50000000.0,15414600.0,15414600.0,15415.0,,38415.0,,,28810.0,,38415.0,,,,,,364367.0,364367.0,,23084.0,-1121884.0,,37614.0,,,,,-20555008.0,,0.0,279000.0,,,,488066.0,33566.0,39125196.0,,-3035301.0,-3017970.0,,,488066.0,,,176696.0,176696.0,,,,,28810.0,,488066.0,25000.0,-25000.0,,24411933.0,,24411933.0,
2012-03-31,2012-05-17,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,579646.0,,,,5548.0,,,,0.0,1840873.0,,,-731566.0,,17504332.0,,,,,,,,,,,50494.0,8716.0,,,,,,,,,,,8716.0,8716.0,7280.0,,,0.001,3000000000.0,24960596.0,24960596.0,,,24960.0,,,,479329.0,,,,,,,,,,,8710.0,2329.0,,2169.0,-21069329.0,,,645419.0,,,-0.02,-0.02,-0.02,,,,507.0,,,-1962.0,,,,,,,,,,206820.0,,,,,,,,,0.0,,,,,,,,316534.0,5187.0,,3765.0,,,,,,,,,,,,,,0.0,,,,,1072.0,,0.0,,,,192000.0,,,3561615.0,50494.0,,,,,766344.0,13501.0,197109.0,,0.0,,-190336.0,-568789.0,2987.0,,,-10681.0,10800.0,,,558108.0,-558108.0,,,,,7000.0,,,,,3034.0,,,,,,,10681.0,,,,,,,,,,,15410.0,,,,,5.0,,,,172109.0,25000.0,,,172109.0,,,,,,,,,-518151.0,,34778.0,,,,,,,0.0,,,339662.0,,,,,,-3524622.0,-3511121.0,,0.0,,,,,,,,,,,,,,,,24864442.0,26965445.0,24864442.0,
2012-06-30,2012-08-20,10-Q,"GeneThera, Inc.",GTHR,CIK0001017110,USD,,,1019606.0,,,,,,266.0,1936873.0,1796283.0,,733565.0,-12936.0,17504332.0,,,,,,,,,,,453871.0,13273.0,,,,,,,,,,,13007.0,13007.0,,,,0.001,300000000.0,24960596.0,24960596.0,,,24960.0,,,,,700846.0,,,,,,,,,,2118.0,,,,21400644.0,,,645419.0,,,-0.01,-0.01,-0.01,,,,,,,,,,,,,,,,,196502.0,,,,-333277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24237.0,,,96000.0,,,4313544.0,453871.0,,,,,1167163.0,9200.0,,,,,,333277.0,-4301.0,,,,,10800.0,,337578.0,-337578.0,,,,,,7000.0,,,,,,,,,,,,,,,,,,,42958.0,,,,,,,,,,,,,,,,,,,,,,,,,-337578.0,,433598.0,,,,,,,,,,,,,,,,-3868873.0,-3859673.0,,,,,,,,,,,,,,,,,,24960596.0,24960596.0,24960596.0,
