end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedProfessionalFeesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AdjustmentsToAdditionalPaidInCapitalWarrantIssued,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,BusinessCombinationContingentConsiderationLiabilityCurrent,BusinessCombinationContingentConsiderationLiabilityNoncurrent,CapitalExpendituresIncurredButNotYetPaid,CapitalizedContractCostGross,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CostOfRevenue,CostsAndExpenses,CurrentFederalTaxExpenseBenefit,CurrentForeignTaxExpenseBenefit,CurrentIncomeTaxExpenseBenefit,CurrentStateAndLocalTaxExpenseBenefit,DeferredCompensationShareBasedArrangementsLiabilityCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredForeignIncomeTaxExpenseBenefit,DeferredIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredStateAndLocalIncomeTaxExpenseBenefit,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsTaxCreditCarryforwards,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilities,DeferredTaxLiabilitiesOther,DeferredTaxLiabilitiesPrepaidExpenses,DefinedContributionPlanEmployerDiscretionaryContributionAmount,DefinedContributionPlanEmployerMatchingContributionPercent,DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,Depreciation,DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,EmployeeRelatedLiabilitiesCurrent,FairValueAdjustmentOfWarrants,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,Goodwill,GoodwillImpairmentLoss,ImpairmentOfIntangibleAssetsExcludingGoodwill,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,IncomeTaxExpenseBenefit,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,IntangibleAssetsGrossExcludingGoodwill,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPayableCurrent,InventoryAdjustments,InventoryFinishedGoodsNetOfReserves,InventoryGross,InventoryNet,InventoryRawMaterialsNetOfReserves,LeaseCost,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LineOfCredit,LoansPayableToBank,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToParentDiluted,NonoperatingIncomeExpense,NumberOfOperatingSegments,NumberOfReportableSegments,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherAssetsNoncurrent,OtherLiabilitiesNoncurrent,PaymentForContingentConsiderationLiabilityFinancingActivities,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireShortTermInvestments,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromContributionsFromParent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromSaleAndMaturityOfOtherInvestments,ProceedsFromWarrantExercises,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,ResearchAndDevelopmentExpense,RestrictedStockValueSharesIssuedNetOfTaxWithholdings,RestructuringAndRelatedCostNumberOfPositionsEliminated,RestructuringCosts,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,SellingGeneralAndAdministrativeExpense,SeveranceCosts1,ShareBasedCompensation,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,ShortTermInvestments,ShortTermLeaseCost,StockholdersEquity,StockIssuedDuringPeriodSharesStockOptionsExercised,StockIssuedDuringPeriodValueShareBasedCompensation,UnamortizedDebtIssuanceExpense,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,WarrantsAndRightsOutstanding,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,DeferredTaxAssetsLiabilitiesNet,EffectiveIncomeTaxRateContinuingOperations,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,NetIncomeLossAvailableToCommonStockholdersBasic
2019-09-30,2019-11-14,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,361000.0,4500000.0,,1012000.0,808000.0,,,,,0.0,35985000.0,1658000.0,3909000.0,,65671000.0,,,,0.0,,,,,,,,,10278000.0,,,,,,,,,,,,,,,,,,,,,,,45000.0,,,123000.0,,-1.1,,-1.1,,,,,,,,1753000.0,,,,,,,,,,,,4524000.0,2127000.0,,,,,,,,,,,,,,,26400000.0,,,,,,,,,121000.0,1257000.0,,373000.0,362000.0,401000.0,121000.0,381000.0,71408000.0,,5217000.0,,,,,,,,,-10315000.0,,-37000.0,,,10278000.0,-10278000.0,121000.0,876000.0,356000.0,520000.0,,832000.0,,,,,,0.16,112000.0,,,,,,,,,,,,1658000.0,,,,,,,5776000.0,4968000.0,,1845000.0,,,,,,,4524000.0,,,,,,,3100547.0,7.61,1973108.0,7.31,3100547.0,7.61,,,,,,,,1052000.0,,,,,9350709.0,,9350709.0,,,,,
2019-12-31,2020-02-13,10-K,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,271000.0,3532000.0,3532000.0,209000.0,840000.0,19405000.0,499000.0,,,0.0,54213000.0,20135000.0,-14554000.0,3592000.0,62766000.0,,,17740000.0,17740000.0,17740000.0,16514000.0,0.01,100000000.0,9350709.0,9350709.0,94000.0,,32519000.0,0.0,0.0,0.0,0.0,,-3440000.0,-2018000.0,-6664000.0,81000.0,-1206000.0,2056000.0,14175000.0,81000.0,1065000.0,-12000.0,,142000.0,10924000.0,14094000.0,81000.0,81000.0,,307000.0,0.05,1.0,480000.0,,,-3.48,,0.21,-0.205,,-0.042,,0.037,,2181000.0,,,,,,,,,,,,27012000.0,2127000.0,,,,-16417000.0,-32557000.0,-16140000.0,0.0,6664000.0,,,-119000.0,,,,26400000.0,26400000.0,,,0.0,,,,,496000.0,1136000.0,401000.0,,373000.0,362000.0,,363000.0,70934000.0,54213000.0,7713000.0,,,,,,69268000.0,-1484000.0,-50044000.0,-32557000.0,,-38000.0,,1.0,32519000.0,-32519000.0,484000.0,773000.0,318000.0,455000.0,,730000.0,1671000.0,517000.0,373000.0,367000.0,414000.0,0.16,56000.0,730000.0,455000.0,10000000.0,,1319000.0,,0.01,10000000.0,0.0,0.0,,2395000.0,60268000.0,,,,,-32557000.0,5661000.0,4821000.0,273000.0,20061000.0,,,,-36220000.0,,206000.0,27012000.0,,5463000.0,,,643879.0,4.29,18386.0,221.55,,,643879.0,6.33,,6.33,0.0,,12000.0,-16721000.0,,,,0.0,0.0,,,9350709.0,,,,,,
2020-03-31,2020-05-08,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,2062000.0,3842000.0,,1196000.0,945000.0,40450000.0,2177000.0,,,215000.0,74154000.0,40495000.0,27626000.0,12523000.0,81461000.0,,,38284000.0,38284000.0,20544000.0,22700000.0,0.01,100000000.0,17569988.0,17569988.0,176000.0,,40335000.0,,,,,,,,,,,,,,,,,,,,,,,141000.0,0.05,1.0,105000.0,,,-4.03,,,,,,,,,1197000.0,1378000.0,215000.0,16525000.0,,1932000.0,2576000.0,2576000.0,2576000.0,26400000.0,26185000.0,,,2127000.0,0.0,0.0,,,,,,,,,-184000.0,,,,,26185000.0,,,,,,,,122000.0,1029000.0,,,373000.0,367000.0,289000.0,360000.0,110046000.0,74154000.0,18705000.0,,,,,,26858000.0,,-6314000.0,-40298000.0,,37000.0,,1.0,40335000.0,-40335000.0,122000.0,669000.0,278000.0,391000.0,,631000.0,,,,,,0.16,202000.0,,,,95000.0,,,0.01,10000000.0,0.0,0.0,,2211000.0,,23341000.0,,,,-40298000.0,5661000.0,4716000.0,63000.0,3070000.0,-95000.0,,,-76518000.0,,516000.0,8046000.0,,2633000.0,,,227187.0,,871066.0,5.33,40236.0,6.33,871066.0,5.33,,2.48,,,,-35892000.0,,,,,,9489000.0,,10001228.0,,,,,,
2020-06-30,2020-08-10,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,2190000.0,3972000.0,,623000.0,1051000.0,47375000.0,1864000.0,3000.0,1423000.0,644000.0,75487000.0,42667000.0,4053000.0,13135000.0,84902000.0,,,39410000.0,39410000.0,,36109000.0,0.01,100000000.0,18374604.0,18374604.0,184000.0,650000.0,30581000.0,,,,,,,,,,,,,,,,,,,,,,,120000.0,,,106000.0,0.0,-1.72,-1.72,-1.72,,,,,,,,2457000.0,12667000.0,859000.0,,2576000.0,1288000.0,,2576000.0,2576000.0,26400000.0,25541000.0,,,2127000.0,,,,,,,,,,,,0.0,,,,25541000.0,,126000.0,,621000.0,,753000.0,76000.0,129000.0,994000.0,367000.0,,,373000.0,254000.0,407000.0,134891000.0,75487000.0,20153000.0,,,8695000.0,598000.0,8097000.0,,,,-30445000.0,-30445000.0,-213000.0,,,,-30232000.0,99000.0,587000.0,258000.0,329000.0,,542000.0,,,,,,0.16,238000.0,,,,,,,0.01,10000000.0,0.0,0.0,,2122000.0,,,,,,,5661000.0,4610000.0,382000.0,1350000.0,,,,-106963000.0,349000.0,516000.0,11217000.0,,,,,,,1460178.0,4.75,80479.0,6.33,1460178.0,4.75,,,,,30000.0,-59404000.0,,,2848000.0,,,21410000.0,17691700.0,17691700.0,17691700.0,,,,,
2020-09-30,2020-11-09,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,1782000.0,7292000.0,,667000.0,1155000.0,49864000.0,2045000.0,,,643000.0,61467000.0,28955000.0,17427000.0,10677000.0,67433000.0,,,24608000.0,24608000.0,,22910000.0,0.01,100000000.0,18374604.0,18374604.0,184000.0,540000.0,12194000.0,,,,,,,,,,,,,,,,,,,,,,,188000.0,,,104000.0,0.0,0.64,,0.62,,,,,,,,3936000.0,11182000.0,1502000.0,,2576000.0,644000.0,,2576000.0,2576000.0,26400000.0,24898000.0,,,2127000.0,,,,,,,,,,,,0.0,393772.0,393772.0,,24898000.0,,119000.0,1014000.0,921000.0,,1784000.0,67000.0,125000.0,867000.0,367000.0,,,373000.0,127000.0,172000.0,106697000.0,61467000.0,19922000.0,,,8924000.0,171000.0,8753000.0,,,,11685000.0,11685000.0,-577000.0,,,,-12262000.0,87000.0,695000.0,,,,,,,,,,0.16,841000.0,652000.0,361000.0,,,,,0.01,10000000.0,0.0,0.0,,2563000.0,,,,,,,5990000.0,4835000.0,,1469000.0,,,,-95278000.0,68000.0,516000.0,13763000.0,,,,,,,1461678.0,4.72,120720.0,6.33,1461678.0,4.72,,,,,38000.0,-45230000.0,,,2637000.0,,,10228000.0,18768376.0,,18374604.0,,,,,
2020-12-31,2021-02-16,10-K,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,3653000.0,5326000.0,4993000.0,802000.0,1248000.0,97034000.0,7568000.0,,1423000.0,2146000.0,68733000.0,36717000.0,2245000.0,8467000.0,56576000.0,,,30342000.0,30342000.0,12602000.0,28710000.0,0.01,190000000.0,1391099.0,1391099.0,487000.0,1732000.0,75279000.0,0.0,0.0,0.0,0.0,0.0,-11196000.0,-228000.0,-15742000.0,,-4318000.0,2469000.0,30559000.0,845000.0,15289000.0,420000.0,,853000.0,11485000.0,29714000.0,845000.0,10000.0,792000.0,628000.0,0.05,1.0,408000.0,,,-142.87,,0.21,-0.207,,-0.002,0.0,0.057,,3177000.0,16734000.0,2146000.0,,2576000.0,,2576000.0,2576000.0,2576000.0,26400000.0,24254000.0,,,2127000.0,,,,-74277000.0,-76100000.0,-1823000.0,0.0,15742000.0,51000.0,2978000.0,804000.0,,,,,24254000.0,1359000.0,126000.0,,928000.0,3534000.0,2978000.0,130000.0,493000.0,807000.0,434000.0,,,373000.0,,181000.0,83532000.0,68733000.0,18129000.0,10000000.0,1537000.0,9152000.0,683000.0,8469000.0,57299000.0,-639000.0,-44058000.0,-76100000.0,,45000.0,,1.0,,-74786000.0,393000.0,626000.0,333000.0,293000.0,508000.0,583000.0,,,,,,0.16,556000.0,583000.0,358000.0,3560000.0,475000.0,639000.0,,0.01,10000000.0,0.0,0.0,0.0,3346000.0,,23085000.0,10041000.0,,2671000.0,-76100000.0,6300000.0,5052000.0,51000.0,9087000.0,-475000.0,,,-112320000.0,493000.0,1964000.0,43335000.0,,9341000.0,8317.0,135.5,55136.0,,65205.0,108.68,160965.0,6.33,2284298.0,3.1,0.0,75.09,,0.0,100000.0,-14799000.0,0.0,,2427000.0,0.0,0.0,65000.0,,532639.0,,0.0,0.0,,,-76100000.0
2021-03-31,2021-05-05,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,1140000.0,4680000.0,,884000.0,1334000.0,127537000.0,975000.0,,,644000.0,74986000.0,43690000.0,1841000.0,7107000.0,53348000.0,,,30690000.0,30690000.0,348000.0,35510000.0,0.01,100000000.0,70142608.0,70142608.0,701000.0,821000.0,16520000.0,,,,,111000.0,,,,,,,,,,,,,,,,,,270000.0,0.05,1.0,86000.0,,,-0.27,,,,,,,,,2007000.0,18000.0,2790000.0,,2576000.0,1932000.0,,2576000.0,2576000.0,26400000.0,23610000.0,,,2127000.0,,,,,,,,,112000.0,-205000.0,-777000.0,,,,,23610000.0,,130000.0,,788000.0,3338000.0,2773000.0,68000.0,128000.0,645000.0,373000.0,,,,272000.0,86000.0,75980000.0,74986000.0,14123000.0,10000000.0,1537000.0,9381000.0,1196000.0,8185000.0,21921000.0,-7568000.0,-14005000.0,-16912000.0,,-590000.0,1.0,1.0,,-16322000.0,89000.0,559000.0,,,,,,,,,,0.16,518000.0,520000.0,241000.0,6429000.0,41000.0,73000.0,7495000.0,0.01,10000000.0,0.0,0.0,,2569000.0,,,,,12155000.0,-16912000.0,6373000.0,5039000.0,163000.0,1108000.0,-41000.0,,,-129232000.0,198000.0,,12088000.0,,2304000.0,101852.0,1.76,994877.0,,3177323.0,2.58,429292.0,4.47,3177323.0,2.58,,1.28,,7495000.0,39000.0,-994000.0,,,2216000.0,,,83000.0,,62584129.0,,,,,,
2021-06-30,2021-08-05,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,2085000.0,5084000.0,,880000.0,1397000.0,139145000.0,854000.0,,,644000.0,73808000.0,43281000.0,3881000.0,6098000.0,56798000.0,,,25412000.0,25412000.0,,34412000.0,0.01,100000000.0,84273222.0,84273222.0,843000.0,586000.0,16517000.0,,,,,111000.0,,,,,,,,,,,,,,,,,,151000.0,,,63000.0,-17000.0,-0.2,,-0.21,,,,,,,,2528000.0,-59000.0,,,2576000.0,1288000.0,,2576000.0,2576000.0,,22966000.0,,,2127000.0,,,,,,,,,,,,32091.0,,,,22966000.0,,113000.0,,659000.0,3994000.0,3558000.0,13000.0,128000.0,618000.0,373000.0,,,,245000.0,128000.0,78381000.0,73808000.0,13822000.0,10000000.0,0.0,8073000.0,555000.0,7518000.0,,,,-15329000.0,-15346000.0,-987000.0,,,,-16316000.0,89000.0,490000.0,,,,,,,,,,0.16,585000.0,455000.0,243000.0,,,,,0.01,10000000.0,0.0,0.0,,1945000.0,,,,,,,6376000.0,4979000.0,219000.0,857000.0,-5000.0,,,-144561000.0,201000.0,,10608000.0,,,,,,,3445509.0,2.44,1161356.0,2.87,3445509.0,2.44,,,,12147000.0,39000.0,-4573000.0,,,2005000.0,,,,74810621.0,,74778530.0,,,,,
2021-09-30,2021-11-04,10-Q,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,1819000.0,4568000.0,,545000.0,1443000.0,139951000.0,874000.0,,,644000.0,61499000.0,31138000.0,3829000.0,6666000.0,60059000.0,,,14772000.0,14772000.0,,23912000.0,0.01,190000000.0,84423342.0,84423342.0,844000.0,462000.0,16661000.0,,,,,111000.0,,,,,,,,,,,,,,,,,,148000.0,,,46000.0,0.0,-0.2,,-0.2,,,,,,,,2409000.0,-6000.0,,,2576000.0,644000.0,,2576000.0,2576000.0,,22322000.0,,,2127000.0,,,,,,,,,,,,0.0,,,,22322000.0,,113000.0,,654000.0,4664000.0,4310000.0,13000.0,131000.0,1947000.0,383000.0,,278000.0,270000.0,158000.0,941000.0,82227000.0,61499000.0,14442000.0,10000000.0,0.0,8302000.0,1389000.0,6913000.0,,,,-16962000.0,-16962000.0,-582000.0,,,,-16380000.0,79000.0,1006000.0,,,,,,,,,,0.23,613000.0,979000.0,813000.0,,,,,0.01,10000000.0,0.0,0.0,0.0,1484000.0,,,,,,,6376000.0,4933000.0,422000.0,658000.0,-29000.0,,,-161523000.0,281000.0,,11074000.0,,,,,,,3604342.0,2.33,1254511.0,2.92,3604342.0,2.33,,,,10150000.0,52000.0,-20728000.0,,,1794000.0,,,,84400156.0,,84400156.0,,,,,
2021-12-31,2022-03-16,10-K,"Baudax Bio, Inc",BXRX,CIK0001780097,USD,1468000.0,5540000.0,,1071000.0,1472000.0,144332000.0,3588000.0,,,2576000.0,53277000.0,23494000.0,-33312000.0,6416000.0,17446000.0,,,15891000.0,15891000.0,-14451000.0,10110000.0,0.01,190000000.0,2807240.0,2807240.0,983000.0,2445000.0,20086000.0,0.0,0.0,0.0,0.0,,-4116000.0,228000.0,-3252000.0,,-636000.0,2559000.0,33369000.0,282000.0,26679000.0,890000.0,,1587000.0,1709000.0,33087000.0,282000.0,-44000.0,389000.0,773000.0,0.05,1.0,240000.0,,,-10.14,,0.21,-0.165,,0.0,-0.011,-0.032,,3516000.0,-58000.0,,,2576000.0,,2576000.0,2576000.0,2576000.0,,21678000.0,-1553000.0,,2127000.0,,,,-18347000.0,-19769000.0,-1422000.0,0.0,3252000.0,491000.0,2024000.0,-921000.0,,,,,21678000.0,2303000.0,116000.0,,645000.0,5354000.0,5002000.0,53000.0,522000.0,1854000.0,446000.0,278000.0,278000.0,270000.0,,848000.0,40051000.0,53277000.0,15646000.0,10000000.0,,8531000.0,2222000.0,6309000.0,35013000.0,-194000.0,-49270000.0,-19769000.0,,1540000.0,,1.0,,-19006000.0,330000.0,1006000.0,,,348000.0,,,,,,,0.23,680000.0,963000.0,650000.0,7869000.0,97000.0,203000.0,19641000.0,0.01,10000000.0,8289.3,8289.3,0.0,2059000.0,,,,19650000.0,12155000.0,-19769000.0,6487000.0,5015000.0,542000.0,3125000.0,-97000.0,,,-132089000.0,1080000.0,,45310000.0,,4789000.0,15958.0,62.09,76171.0,,125418.0,76.05,54044.0,86.72,125418.0,76.05,0.0,45.2,,,192000.0,13226000.0,0.0,,1583000.0,0.0,0.0,,,2189504.0,,0.0,0.0,295000.0,287000.0,-22191000.0
