end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeCollateralObligationToReturnCash,DerivativeCollateralObligationToReturnSecurities,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueAmountOffsetAgainstCollateralNet,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FairValueAssetsLevel1ToLevel2TransfersAmount,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsIssued,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncentiveDistributionDistributionPerUnit,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBrokerageReceivables,IncreaseDecreaseInCashCollateralForBorrowedSecurities,IncreaseDecreaseInClientFundsHeld,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPayablesToBrokerDealers,IncreaseDecreaseInRestrictedCash,InterestAndDividendIncomeOperating,InterestBearingDepositsInBanks,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeDividend,InvestmentIncomeNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsIssued,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarginDepositAssets,MarketableSecuritiesGainLoss,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterest,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,OtherInvestmentsAndSecuritiesAtCost,OtherNonrecurringExpense,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalAccountUnits,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfEquity,PaymentsOfCapitalDistribution,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,PaymentsToMinorityShareholders,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOfPreferredLimitedPartnersUnits,ProceedsFromMinorityShareholders,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,TreasuryStockValue,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,InvestmentInterestRate,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2008-12-31,2009-02-24,10-K,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,15159629.0,,,,,732849487.0,732849487.0,,,,,,35629656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1541304.0,,,,,,,,0.45,,,,,,,,,,-5956083.0,-6562700.0,-58523025.0,,,,,,,,,,,,,,,,,,,,-18090018.0,20148945.0,,,,,,,,,,,,,,,,-492148405.0,,,,,,420232552.0,,312616935.0,,,38.0,16708208.0,,,,,,,,,,,18090018.0,,,,8329362032.0,,,2423747438.0,,8996336756.0,,,,-471999460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,212728746.0,,,
2009-12-31,2010-02-24,10-K,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,14834931.0,2517607090.0,,,,241997015.0,-490852472.0,,,,,10197.0,-2577220.0,,,,,,,,,,,,,,,,,,,0.48,,,,2246810796.0,2034785.0,59177905.0,,1748.0,-42837491.0,,1748.0,1057.0,40.0,40.0,2517607090.0,,,941591.0,,-5340.0,,,,,,,,325628.0,,,,,,2566291.0,,,,,,,,,,,,,,,-14303425.0,,,,,,,,,1905251.0,,2515699725.0,95200000.0,95200000.0,,,59177905.0,,,1057.0,,,1406930706.0,,-1897783178.0,,,19.0,16869716.0,,2246775677.0,0.0,,,,,,,423146524.0,,,,,8358899354.0,,1830077230.0,1830077230.0,,6519572433.0,,,,44874480.0,,-42835743.0,,,,,,,,,2515700782.0,2515701839.0,1406930706.0,71000000.0,54200000.0,1830077230.0,,,-16800000.0,423146524.0,,,,102001546.0,102013648.0,,12102.0,,,
2010-03-31,2010-05-10,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,5235667.0,,,,,192783353.0,-49213662.0,,,,,,-373372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-898.0,,,,,,,,,,,,,,,,,,30989029.0,,-128609.0,,,,,,,,,,,,,,,,,,,,,-5315481.0,,,,,,,,,,,,,,,,-214670689.0,,,,,,35468310.0,,-84681972.0,,,-88.0,5688098.0,,,,,,,,,,,,,,,2312384988.0,,,,,2243890994.0,,,,-219986170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,173166830.0,,,
2010-06-30,2010-08-05,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,4469048.0,,,,,91562954.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,,,,,664231.0,-19317392.0,,,-158526406.0,,2873.0,,,,,,,,,,,,,,,,,,,,,,,720449.0,,,,,,,,,,,,,,,-4412830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,5133279.0,,,0.0,,,,,,,,,,,,,,,,,,,,,-23730222.0,,-158551102.0,,,,,,,,,,,-460563110.0,200000.0,-19200000.0,4896106.0,,,-19400000.0,465459216.0,,,,139236127.0,139233710.0,,27546.0,,,
2010-09-30,2010-11-08,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,4205119.0,,,,,149508889.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,,,,,296552.0,266213502.0,,,63954648.0,,962.0,,,,,,,,,,,,,,,,,,,,,,,635580.0,,,,,,,,,,,,,,,-3866091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,4501671.0,,,0.0,,,,,,,,,,,,,,,,,,,,,262347411.0,,64071776.0,,,,,,,,,,,-55440712.0,1600000.0,-2200000.0,41840574.0,,,-3800000.0,97281286.0,,,,202054828.0,202141726.0,,57152.0,,,
2010-12-31,2011-02-28,10-K,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,1833438.0,2601330830.0,18940346.0,2757107674.0,,,,0.0,-241997015.0,,0.0,,,5793.0,-2416705.0,,,,,,,,,,,,,,,,,,,5.94,,,370363896.0,2386743778.0,1824134.0,412761291.0,,9065.0,71121658.0,,9065.0,1295.0,40.0,40.0,2757107674.0,,,264012.0,,-4404.0,,,,,,,,42233607.0,,,,,,2415375.0,,,,,,,,,,,,,,,-18349105.0,,,,,,,,,44398466.0,2757107674.0,2712707913.0,83800000.0,83800000.0,,,412761291.0,,,,1295.0,,-197404817.0,,-44592198.0,,,238.0,20764480.0,,2386667824.0,0.0,,,,42559235.0,,,1171264328.0,,,,,8328985500.0,1295.0,973860806.0,973860806.0,-1295.0,8191519123.0,,,,394412186.0,,71155839.0,,,,197281943.0,,111377083.0,83800000.0,83800000.0,2712709208.0,2712709208.0,-197403522.0,34000000.0,-11400000.0,973860806.0,,,45400000.0,1171264328.0,,,,341564617.0,341605452.0,,40835.0,,,
2011-03-31,2011-05-09,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,,,7091062.0,4013069045.0,,,,38279458.0,38279458.0,,,,,560682.0,-1070615.0,,,,,,,,,,,,,,,,,,,1.85,,,,,1169788.0,171344516.0,,23885.0,256035280.0,,23885.0,1369.0,,,3951478625.0,,,891386.0,,554889.0,,,,,,60987038.0,,-42559235.0,,,,,,1070615.0,,,,,,,,,,,,,,,-7190235.0,,,,,,,,,64272544.0,,,,,,,171344516.0,,,,,,1010342592.0,,-972063134.0,,,,8260850.0,,,,,,,60987038.0,,,434286106.0,,,,,3943590184.0,,1506219118.0,,,2703878542.0,,,,164154281.0,,256059165.0,,,,,,,,,3948796501.0,,1071933012.0,44200000.0,31600000.0,1506219118.0,,,-12600000.0,434286106.0,,,,-84895287.0,-84714649.0,,180638.0,,,
2011-06-30,2011-08-05,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,2261861.0,3035280044.0,7477186.0,3125982878.0,,,,40398172.0,,,,,,572.0,,,,,,,,,,,,,,,,,,,,-2.22,,,18700922.0,3014883998.0,203631.0,-231529151.0,,,35369245.0,,25656.0,1280.0,,,3073983092.0,,,,,,,,,,,,,,,,,,,629638.0,,,,,,,,,,,,,,,-7051179.0,,,,,,,,,53750505.0,3125982878.0,,,,,,,,,,,,,,,,,,7680817.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,-238580330.0,,35394901.0,,,,206618306.0,,36951049.0,96000000.0,96000000.0,3072232373.0,,-637983798.0,5200000.0,-19400000.0,175799672.0,,,24600000.0,-813783470.0,,,,-266767687.0,-266924052.0,,-156365.0,,,
2011-09-30,2011-11-07,10-Q,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,2067909.0,2713776810.0,6422717.0,2606451328.0,,,,196748360.0,,,,,,3408.0,,,,,,,,,,,,,,,,,,,,-2.07,,,-100172721.0,2461875689.0,408982.0,-187715244.0,,,-68820001.0,,12849.0,1198.0,,,2558451328.0,,,,,,,,,,,,,,,,,,,303911.0,,,,,,,,,,,,,,,-6527788.0,,,,,,,,,49965221.0,2606451328.0,,,,,,,,,,,,,,,,,,6831699.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,-194243032.0,,-68807152.0,,,,180149805.0,,-157291901.0,85400000.0,85400000.0,2556486107.0,,-321503234.0,6200000.0,-10600000.0,207639784.0,,,16800000.0,529143018.0,,,,-118873643.0,-118908092.0,,-34449.0,,,
2011-12-31,2012-02-28,10-K,INVESCO DB AGRICULTURE FUND,DBA,CIK0001383082,USD,1523526.0,2280227892.0,25996639.0,2047361655.0,,,,210907413.0,210907413.0,,0.0,,,3761.0,-2134815.0,,,,,,,,,,,,,,0.0,,,,,-3.56,,,135420844.0,1959875160.0,2181563.0,-331252321.0,,69087.0,174541993.0,,69087.0,1152.0,,,2035361729.0,,,-309912.0,,-2032.0,,,,,,,,-42559235.0,,,,,,2132801.0,,,,,,,,,,,,,,,-26045401.0,,,,,,,,,13053107.0,2047361655.0,,,,,135420844.0,,,,,,,-309577118.0,,520484531.0,,-357297722.0,,28178202.0,,,0.0,,,,,,,2228629252.0,,,,,12137574995.0,,1919052134.0,,,12554568928.0,,,,-357297722.0,,174611080.0,,,,148081288.0,,-245920496.0,70600000.0,70600000.0,2034308548.0,,-321102938.0,56600000.0,-13200000.0,1919052134.0,321102938.0,678400660.0,69800000.0,2240155072.0,,,,-505784740.0,-505863401.0,,-78661.0,,,
