end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableGross,AccountsReceivableGrossCurrent,AccountsReceivableNetCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdvertisingExpense,AllowanceForDoubtfulAccountsReceivable,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,AllowanceForDoubtfulAccountsReceivableWriteOffs,AmortizationOfFinancingCosts,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperation,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,BankOverdrafts,CapitalUnitsNetAmount,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,CommodityContractAssetCurrent,ContractWithCustomerLiability,ContractWithCustomerLiabilityRevenueRecognized,CostOfGoodsAndServicesSold,CostOfGoodsSoldDirectLabor,CostOfGoodsSoldDirectMaterials,CostOfRevenue,DebtInstrumentCarryingAmount,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentPeriodicPayment,DebtIssuanceCosts,DeferredCompensationArrangementWithIndividualContributionsByEmployer,DeferredCompensationArrangementWithIndividualEmployerContribution,DeferredCompensationLiabilityClassifiedNoncurrent,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsNet,DeferredRevenue,DeferredRevenueAndCreditsCurrent,DeferredRevenueAndCreditsNoncurrent,DeferredTaxAssetsNet,DefinedBenefitPlanBenefitsPaid,DefinedContributionPlanCostRecognized,Deposits,Depreciation,DepreciationDepletionAndAmortization,DerivativeAssets,DerivativeAssetsLiabilitiesAtFairValueNet,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,DerivativeLiabilities,DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,DisposalGroupIncludingDiscontinuedOperationAccountsPayable,DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,DisposalGroupIncludingDiscontinuedOperationInventory,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsDeclaredPerUnit,DistributionMadeToLimitedPartnerCashDistributionsPaid,DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,DividendsPayableCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EquityMethodInvestmentOwnershipPercentage,EquityMethodInvestments,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,FinancingReceivableRecordedInvestment1To29DaysPastDue,FinancingReceivableRecordedInvestment30To59DaysPastDue,FinancingReceivableRecordedInvestmentCurrent,FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,FinancingReceivableRecordedInvestmentPastDue,FiniteLivedIntangibleAssetsAccumulatedAmortization,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FreightCosts,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnSaleOfInvestments,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfIntangibleAssetsFinitelived,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInDeferredLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInMarginDepositsOutstanding,IncreaseDecreaseInOperatingAssets,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOperatingLiabilities,IncreaseDecreaseInOutstandingChecksFinancingActivities,IncreaseDecreaseInPrepaidExpense,IntangibleAssetsNetExcludingGoodwill,InterestExpense,InterestPaid,InterestPaidDiscontinuedOperations,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InvestmentIncomeDividend,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LineOfCredit,LineOfCreditFacilityAmountOutstanding,LineOfCreditFacilityCurrentBorrowingCapacity,LineOfCreditFacilityFairValueOfAmountOutstanding,LineOfCreditFacilityInterestRateAtPeriodEnd,LineOfCreditFacilityMaximumBorrowingCapacity,LineOfCreditFacilityPeriodicPaymentPrincipal,LineOfCreditFacilityRemainingBorrowingCapacity,LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,LongTermDebtNoncurrent,MarginDepositAssets,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,NonoperatingIncomeExpense,NotesAndLoansReceivableGrossCurrent,NotesAndLoansReceivableGrossNoncurrent,NotesPayable,NotesReceivableRelatedPartiesNoncurrent,NumberOfReportableSegments,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseExpense,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,OperatingLeasesFutureMinimumPaymentsDueInFourYears,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesFutureMinimumPaymentsDueThereafter,OperatingLeasesIncomeStatementLeaseRevenue,OperatingLeaseWeightedAverageDiscountRatePercent,OtherAccruedLiabilitiesCurrent,OtherIntangibleAssetsNet,OtherInventory,OtherLiabilitiesNoncurrent,OtherLongTermInvestments,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsOfDebtIssuanceCosts,PaymentsOfDividends,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireInvestments,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromOtherShortTermDebt,ProceedsFromRepaymentsOfBankOverdrafts,ProceedsFromRepaymentsOfShortTermDebt,ProceedsFromSaleAndMaturityOfOtherInvestments,ProceedsFromSaleOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,ReceivablesNetCurrent,ReceivableWithImputedInterestEffectiveYieldInterestRate,RepaymentsOfLongTermDebt,RepaymentsOfOtherShortTermDebt,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,SalesRevenueNet,SegmentReportingInformationRevenue,ShippingHandlingAndTransportationCosts,ShortTermBankLoansAndNotesPayable,TradingSecuritiesCurrent,UnrecognizedTaxBenefits,LoansReceivableHeldForSaleAmount,NotesReceivableGross
2008-12-31,2009-03-31,10-K,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,,,,,,,,,,,,,,,,,,,9332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,2010-03-26,10-K,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,,,,,,,,15931.0,,,,,,,,,,,150.0,,-9182.0,,,-20291.0,-323649.0,-1863277.0,,,,,,,231609053.0,261676261.0,,,,,,,,,,,,,,,,,,1982911.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-69501.0,3199306.0,1823792.0,,,495327.0,,495627.0,0.02,-7238843.0,-0.24,,300.0,0.0,,,,,,,,,16339253.0,,2201354.0,,,904314.0,1102454.0,,,,,,,358367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17164270.0,17184561.0,-1393233.0,-1069584.0,-15780219.0,-13916942.0,-6743516.0,,1871141.0,,,,,,-1375514.0,,,,,,,,,,,,,,,,,,,,,,2417088.0,,0.0,,,,,1414781.0,,4967079.0,,,,,12431.0,,,,,,4236096.0,,,,,,263500053.0,,,,,,,
2010-06-30,2010-08-16,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,,,,,,,,,,,,,,,,,,,31785.0,,,,,,,,,,,,,3718392.0,59813765.0,67912677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249872.0,,,,,1247444.0,-580207.0,,,,,-1436159.0,,,,,0.0,,,,,,,,,,,,,,,284846.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1436159.0,,391492.0,,,,,,-1827651.0,,,,,,,,,,,,,,,,,,,,,,676338.0,,,,,,,,,,,,,,,,,,,,,,,,,,67332470.0,,,,,,,
2010-09-30,2010-11-10,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,,,,,,,,,,,,,,,,,,,2532.0,,,,,,,,,,,,,3537968.0,62326100.0,69997423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4017311.0,,,,,1084055.0,436998.0,,,,,-295566.0,,,,,0.0,,,,,,,,,,,,,,,326568.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-295566.0,,351491.0,,,,,,-647057.0,,,,,,,,,,,,,,,,,,,,,,678059.0,,,,,,,,,,,,,,,,,,,,,,,,,,70434421.0,,,,,,,
2010-12-31,2011-03-30,10-K,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,1009773.0,,,15022187.0,33444455.0,23000.0,73000.0,0.0,,,1849.0,72973.0,102363554.0,68839318.0,,4319431.0,1734940.0,,150.0,,0.0,,,-12396.0,-394626.0,-2421227.0,,,,,,,250684465.0,282135754.0,,,,,,,57166.0,,,,,,,0.0,,,1952485.0,1954334.0,,,,,-6395157.0,,,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,-17557.0,2620355.0,3054069.0,,0.0,1838946.0,,1839046.0,0.06,-2333579.0,-0.08,,100.0,0.0,,,503948.0,-2089919.0,-12407.0,-6831791.0,-1968805.0,-11215853.0,6275357.0,4940496.0,-2854519.0,-325338.0,12253.0,1218948.0,1468700.0,275000.0,,443095.0,,46109978.0,,211282.0,268652.0,,,,,,,,,102363554.0,57557529.0,13936366.0,,377789.0,,,,,,,,,,,0.0,,,,,,,13879200.0,2331414.0,10937530.0,10949926.0,-5977834.0,-5583208.0,-4959696.0,-2538469.0,-494633.0,,1405332.0,,,,147898.0,,433714.0,,,,,,,,,,,,,,,1477159.0,,1437792.0,,,,,2412998.0,,13200.0,,,,,5583208.0,1056158.0,4579200.0,,-2854519.0,,,0.0,58885966.0,25441511.0,,,,1300000.0,,,,319390.0,,285189823.0,285189823.0,,,0.0,,,
2011-06-30,2011-08-15,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,607075.0,,,23354960.0,35435935.0,,,72000.0,,,,,84447137.0,48084581.0,,,1937360.0,,150.0,,,,,,,,,,,,,4052324.0,91761740.0,99734286.0,,,,,,,60138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,3896170.0,,,,,656839.0,-894657.0,,,-1172078.0,,-1172078.0,-0.04,-356698.0,-0.01,,0.0,,,,,,,,,,,,,,850025.0,184469.0,,,,119461.0,,22432763.0,,0.0,,,,,,,,,,84480949.0,42262173.0,14260138.0,,,,,,,,,,,,,1835059.0,,,,,,,14200000.0,1870346.0,,,,,,,-1528776.0,,379418.0,,,,148898.0,,-1551496.0,,,,,,,,,,,,,,,,,1547002.0,,,,,563887.0,,,,,,,788411.0,353426.0,,,,,,,62885119.0,27449184.0,,,,,,,,88452.0,,98839629.0,,,,,,,
2011-09-30,2011-11-21,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,585201.0,,,22670077.0,36048689.0,,,63000.0,,,,,83756402.0,47775390.0,,,8786994.0,,150.0,,,,,,,,,,,,,3795406.0,89577774.0,98344021.0,,,,,,,61294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,4898718.0,,,,,497394.0,325734.0,,,124995.0,,124995.0,0.0,-366784.0,-0.01,,0.0,,,,,,,,,,,,,,833039.0,371215.0,,,,104959.0,,21245601.0,,0.0,,,,,,,,,,83808429.0,41830286.0,14261294.0,,,,,,,,,,,,,611200.0,,,,,,,14200000.0,3403831.0,,,,,,,-241789.0,,296655.0,,,,148898.0,,-171660.0,,,,,,,,,,,,,,,,,1778081.0,,,,,667870.0,,,,,,,344009.0,245807.0,,,,,,,63229128.0,27180439.0,,,,,,,,0.0,,98669755.0,,,,77599.0,,,
2011-12-31,2012-03-30,10-K,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,994668.0,,,18630340.0,34725584.0,25000.0,0.0,0.0,,,2112.0,77816.0,90107428.0,55680640.0,889739.0,889739.0,4386782.0,,150.0,150.0,0.0,,,-294872.0,-105850.0,-466117.0,,,,,,,454146695.0,497249223.0,,,,,,,47972.0,,,,,,,11827.0,,,2081481.0,2569004.0,,-3235056.0,,6118915.0,-4173693.0,9353971.0,,126543.0,2596.0,892.0,36061.0,200000.0,219675.0,,300000.0,1104000.0,,0.0,,,,,,,,-0.18,,,,,,,,853678.0,2287027.0,,16214735.0,0.0,2415605.0,3059.0,,,,,,13200.0,10141.0,,,,,-13216.0,2985546.0,-134666.0,637318.0,637318.0,-1288812.0,,-1288212.0,-0.04,-4041755.0,-0.13,,600.0,0.0,,0.0,-15105.0,-3608153.0,141933.0,16396324.0,-3287052.0,9728986.0,-21126549.0,13279523.0,4134724.0,227867.0,10141.0,1756492.0,1964099.0,372000.0,,278666.0,11274989.0,29713654.0,18342887.0,584414.0,193570.0,,,,,,,,,90107428.0,48938119.0,14247972.0,3488.0,3488.0,14805001.0,0.0,,,,,,,,,605001.0,,,,,,,14200000.0,5618466.0,-17493480.0,-17198608.0,-4255816.0,-4149966.0,21749296.0,22215413.0,-5330567.0,,1832000.0,,,,147675.0,,-3120212.0,,,,,,,,,,,,,,,1453374.0,,1455734.0,10141.0,95778.0,,,3004078.0,,0.0,,,,,4469367.0,828291.0,11521801.0,,2651842.0,,,88409.0,61123893.0,26398309.0,,18595085.0,,9133000.0,,,71959.0,71959.0,,497114557.0,397228087.0,,,,0.0,,
2012-03-31,2012-05-15,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,874427.0,,,24373440.0,35138360.0,,,,,,,,95879512.0,61492438.0,,749777.0,6281231.0,,150.0,,0.0,,,0.0,0.0,258955.0,,,,,,,73428149.0,83167935.0,,,,,,,,,,,,,,,,,438509.0,438992.0,,,,,-1221313.0,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,6396.0,619008.0,2722949.0,,,2701272.0,,2701272.0,0.09,116432.0,0.0,,0.0,0.0,,,,,,,,,21550707.0,,1894449.0,,,345232.0,348129.0,,,275769.0,,33913531.0,,576728.0,,,,,,,,,,95879512.0,53055420.0,13085051.0,,6049.0,,,,,,,,,,,2600000.0,,,,,,,12900000.0,1607421.0,18550766.0,18550766.0,-65713.0,-65713.0,-18485053.0,-18744008.0,2817704.0,,597331.0,,,,147056.0,,2103941.0,,,,,,,,,,,,,,,,,1753530.0,9658.0,,,,365835.0,,,,,,,74082.0,848119.0,1547998.0,,1894449.0,,,7750.0,61170888.0,26032528.0,,,,852999.0,,,,1089.0,,85890884.0,,,,,,,
2012-06-30,2012-08-14,10-Q,"South Dakota Soybean Processors, LLC",SDSYA,CIK0001163609,USD,852741.0,,,25790065.0,35576256.0,,,0.0,,,,,97967698.0,63742921.0,,376688.0,6233803.0,,150.0,150.0,,,,,,,,,,,,,89932695.0,100349348.0,,,,,,,,,,,,,,,,,,,,-1771887.0,,,1031501.0,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,598564.0,4499829.0,,,3824279.0,,3825279.0,0.13,-160150.0,-0.01,,1000.0,,,,,,,,,,,,,,9176.0,424035.0,,,,323079.0,1397088.0,33231844.0,31738978.0,0.0,,,,,,,,,,97967698.0,51494574.0,13069954.0,,698.0,15500000.0,16300153.0,,,0.046,40000000.0,,23700000.0,,15500000.0,2600000.0,2500000.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,12900000.0,3632642.0,,,,,,,3664129.0,,-75986.0,,,,147056.0,,3901265.0,,,,,,,,,,,,,,,,,1659105.0,,95778.0,,,348049.0,,,,,,,281996.0,711532.0,,,,,,,61446969.0,25870713.0,,,,,,,0.0,0.0,,104849177.0,,,,,,,
