end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AmortizationOfBelowMarketLease,Assets,BankingRegulationMaximumLeveragePayoutRatio,BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockSharesOutstanding,CostsAndExpensesRelatedParty,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DueToAffiliateCurrent,DueToAffiliateCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,GainLossOnContractTermination,GainLossOnSaleOfInvestments,GeneralAndAdministrativeExpense,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInDueToAffiliates,IncreaseDecreaseInOtherOperatingAssets,InvestmentBuildingAndBuildingImprovements,Land,LandAvailableForDevelopment,Liabilities,LiabilitiesAndStockholdersEquity,MinorityInterest,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,OperatingExpenses,OtherAssets,OtherNonoperatingIncome,PaymentsForProceedsFromOtherInvestingActivities,PaymentsToAcquireNotesReceivable,PaymentsToAcquireRealEstate,PaymentsToDevelopRealEstateAssets,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromShortTermDebt,ProfitLoss,RealEstateInvestmentPropertyAccumulatedDepreciation,RealEstateInvestmentPropertyAtCost,RealEstateInvestmentPropertyNet,Revenues,SharePrice,SharesIssued,ShortTermBorrowings,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueNewIssues,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AreaOfLand,AssetAcquisitionConsiderationTransferredTransactionCost,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,DebtCurrent,DebtInstrumentCarryingAmount,DebtInstrumentFaceAmount,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IntangibleAssetsGrossExcludingGoodwill,IntangibleAssetsNetExcludingGoodwill,InterestAndOtherIncome,LeaseIncome,LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,LongTermDebtFairValue,LongTermDebtPercentageBearingFixedInterestRate,MembersEquity,MembersEquityAttributableToNoncontrollingInterest,OtherFiniteLivedIntangibleAssetsGross,OtherNonoperatingExpense,PaymentOfFinancingAndStockIssuanceCosts,PaymentsOfStockIssuanceCosts,ProceedsFromPaymentsForOtherFinancingActivities,PropertyPlantAndEquipmentNet,RestrictedCash,RestrictedCashAndCashEquivalents,StockIssued1,StockIssuedDuringPeriodValueOther
2021-09-30,2021-11-15,10-Q,"Belpointe PREP, LLC",OZ,CIK0001807046,USD,3384000.0,40000.0,119928000.0,,187000.0,,23879000.0,23879000.0,,757098.0,156000.0,163000.0,,536000.0,536000.0,0.37,251000.0,,176000.0,,,,4256000.0,16028000.0,21200000.0,3920000.0,119928000.0,42239000.0,,,,,51000.0,82000.0,342000.0,487000.0,3797000.0,91000.0,,,,,,,133000.0,413000.0,64430000.0,64017000.0,278000.0,100.0,794953000.0,,73769000.0,116008000.0,,138362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,2022-03-11,10-K,"Belpointe PREP, LLC",OZ,CIK0001807046,USD,,,341426000.0,1.05,,14251000.0,192131000.0,192346000.0,185768000.0,1190123.0,2312000.0,588000.0,588000.0,,1544000.0,-7.64,251000.0,251000.0,2924000.0,,860000.0,452000.0,16256000.0,22116000.0,48085000.0,17551000.0,341426000.0,,200000.0,231401000.0,-43365000.0,-2268000.0,-3135000.0,93000.0,613000.0,4652000.0,1241000.0,,43000.0,,52076000.0,7919000.0,192909000.0,39000000.0,-3042000.0,629000.0,124926000.0,124297000.0,997000.0,100.0,1249629.0,,,,213204000.0,410194.0,1865000.0,,,1352000.0,,200000.0,192346000.0,10790000.0,100000.0,10800000.0,,1544000.0,336000.0,160000.0,1000.0,1000.0,10000.0,54000.0,-86000.0,224000.0,9672000.0,9289000.0,369000.0,997000.0,323875000.0,33100000.0,0.0475,323683000.0,192000.0,558000.0,7000.0,544000.0,600000.0,36000.0,700000.0,300000.0,215000.0,100000.0,-645000.0
